wavelength,20220308_00000,20220308_00001,20220308_00002,20220308_00003,20220308_00004,20220308_00005,20220308_00006,20220308_00007,20220308_00008,20220308_00009,20220308_00010,20220308_00011,20220308_00012,20220308_00013,20220308_00014,20220308_00015,20220308_00016,20220308_00017,20220308_00018,20220308_00019,20220308_00020,20220308_00021,20220308_00022,20220308_00023,20220308_00024,20220308_00025,20220308_00026,20220308_00027,20220308_00028,20220308_00029,20220308_00030,20220308_00031,20220308_00032,20220308_00033,20220308_00034,20220308_00035,20220308_00036,20220308_00037
350.0,0.06291149039219575,0.05990425303575182,0.05353564492227734,0.049476101774621625,0.09063921571872877,0.062320665365117114,0.04556517838627373,0.05680233565239699,0.043892558149943486,0.06697517558649528,0.06340453533032528,0.058936678868948586,0.05717465479343511,0.0605464281637042,0.06954139139822182,0.04120630305972557,0.04695344859685433,0.04985778063339026,0.04138007469814542,0.07018968913151478,0.040066806085513426,0.052988371139385836,0.033845220718528364,0.035418666670434834,0.05112167372035159,0.05317608285831886,0.05952615102546351,0.06519334982663004,0.04197820082733273,0.07842474926665972,0.076730067822872,0.055836981948598395,0.04416477460740738,0.05171176297355469,0.07746117769932506,0.05341970616842221,0.06729162977166991,0.06006283640721941
351.0,0.060019684434046996,0.05087197221861008,0.05315898125855889,0.041991220863646386,0.07765854741261274,0.061014298618304375,0.04520203334797399,0.054156197189088394,0.04408342958772565,0.061918974944803695,0.05955019683335187,0.055397173740582686,0.05108526332210307,0.05409964305640898,0.06307295549732614,0.039024407104246796,0.04216416883613376,0.04539052910102011,0.03299944792668409,0.05292916741236742,0.03399537865693521,0.04812025389621307,0.032979955815115564,0.026574718729309766,0.04169952146166242,0.05096587454289653,0.04504458633282788,0.054590140047225025,0.04064620074749849,0.07349086857120535,0.0670319198228488,0.052090152046346726,0.035997696914636265,0.04628635988248138,0.0745181993285288,0.053365338550388663,0.06981385542918982,0.056263400901406926
352.0,0.05427531776392279,0.04875333171719605,0.04740186029366792,0.04116980594355192,0.0733757848559776,0.05907810079855288,0.04185299619781712,0.053670159480485036,0.040363014251227514,0.0546957269692601,0.05545015613255294,0.0511981651400875,0.049960223128366156,0.0489986960186811,0.0556176860625182,0.04055373597831484,0.03871262252224964,0.04111516598889487,0.029686058726884134,0.05297736508697061,0.029109072849783334,0.050327453688667714,0.026167294715976046,0.024034677216344936,0.03381249479295518,0.05017603435310125,0.04007230930938956,0.05358391901991309,0.0403831881946513,0.06789976648618234,0.06308062831874184,0.055847937110702704,0.0337997210725257,0.04449413092033498,0.07423045933759778,0.05358620593371928,0.06429227240656453,0.05392374431983429
353.0,0.051116889172623824,0.05156779125836897,0.04349126200542562,0.04738512489538483,0.0762371410275264,0.05909317607160153,0.042365088692646324,0.05407028193668244,0.038582267118064444,0.05310978367758094,0.05279110117406295,0.05073637023405336,0.05170078773244209,0.047632670211588415,0.05541529768877198,0.04440268095900478,0.036230205018483265,0.042341205473923095,0.03283498835166694,0.060925801546905634,0.028160186168001266,0.053856646203885986,0.023341768302547836,0.028885309613970817,0.03670682882203453,0.0519702515936189,0.046167800487242436,0.057839947655572,0.04293848212680988,0.06400214814856173,0.06571187698868954,0.06017738029429727,0.03704802692199008,0.046553861680974154,0.07329413554919136,0.051509852081439475,0.059302812532219806,0.053759870162502874
354.0,0.05318699411229592,0.04965756791281204,0.045608477946685044,0.05225093304339632,0.0743727685066478,0.059745623523443314,0.048940358601462654,0.05142194519156087,0.04372854991434254,0.05808153277689624,0.05038700594839185,0.05292824874901849,0.049324742263154614,0.04674635789189271,0.06153092220800427,0.04423020241955493,0.03157106149227618,0.04674204567581508,0.033980904542659604,0.0550705368869792,0.029352034765352704,0.048066832807180306,0.02924624923195144,0.03366377113295079,0.047561461360141256,0.054407443998887875,0.050095374289097286,0.05474269592047778,0.04587430082729327,0.05921247392760013,0.06730165564767628,0.054325180323549146,0.036898437281230614,0.045379010649446175,0.06658835236778371,0.04413599317838043,0.06129513859212319,0.04971428951888403
355.0,0.048986106031765356,0.048856461883436474,0.04076205855346365,0.04718633032675209,0.07218945972104834,0.050832962621053815,0.040484777300024075,0.04991562696530817,0.040733337660303445,0.05676895540497899,0.05081554500170251,0.05156410453507147,0.047325107665682806,0.048143244019340815,0.055153110861715995,0.03656169077640129,0.03570598466954146,0.042704329369319935,0.027045197497149353,0.046505641085964076,0.025869812870672915,0.04390235504620891,0.0212678043579044,0.03337140672710146,0.04362079537200041,0.051646004711902435,0.04154054961734821,0.050291892979726936,0.0373773231851328,0.06104621817008241,0.06286918352107186,0.052257847331454374,0.03532046836051338,0.04064736654977702,0.06614056161803021,0.048152573559570214,0.05854663754924818,0.0392591239442623
356.0,0.04873702035582349,0.046222980150160714,0.038545744609103635,0.044052660604511414,0.06925837542978296,0.04949324459752673,0.03693468477557617,0.046373604903562356,0.03677124262441288,0.05387628678632002,0.04862691454554667,0.050901570396544124,0.04746672421125584,0.046830712920957196,0.04946097073602571,0.034672811208086886,0.035739733443599084,0.03781539416520791,0.02306850062209993,0.04803252148098058,0.023996383578243127,0.044475571699116444,0.017380063270248776,0.029503234363127462,0.03774990536910241,0.04846300420889142,0.038314619015692906,0.05138700799718715,0.03319592272780461,0.06614946207371972,0.0588851521278236,0.05416438589808572,0.03250147718015163,0.03925054935597201,0.0642572023717053,0.048685803201952135,0.055256792378115836,0.038081937454587225
357.0,0.05270289807602198,0.045118116171983566,0.04338392217733522,0.04617300549443893,0.06955260804608741,0.055048277019995685,0.043790825202292744,0.04678363764898,0.0388084091616339,0.054572062832239185,0.04884567997860948,0.05268439430712938,0.05175343189047249,0.04747121614585868,0.05278735009543215,0.04144876521595032,0.033677944954042915,0.03745271219462602,0.027221539205515965,0.05587186672545399,0.0281726700783274,0.04833522380341925,0.022775839661156642,0.02882355330421236,0.03847187517821704,0.05008650428526894,0.0428889902829276,0.057692920322149885,0.03755406392921755,0.07053296565087917,0.05989255667492308,0.05865365839905694,0.03223525518201341,0.043559471186005616,0.06592083160326365,0.0490502284476749,0.057088667664027516,0.04619180420578907
358.0,0.05476817164813737,0.05075944088870835,0.05370686070615318,0.04970073654301594,0.07756239669712633,0.05654436400810829,0.05349782995012985,0.058348006082144147,0.04983294467101512,0.06155265168290476,0.05978923188210918,0.05643273905431654,0.060513473419528216,0.057678324449655725,0.06571732776020045,0.050262289372992985,0.039460955239397764,0.043443407134284476,0.0379735746605537,0.05720634190751368,0.03841960356076503,0.0511741919656815,0.031674413028389053,0.037571775067703275,0.04707830609940139,0.0586018471040915,0.04658663444543775,0.063225025984595,0.044577963515657036,0.07100689711012229,0.06743290366166758,0.06331418279015658,0.038430151308035336,0.05100811704186782,0.0796020811092935,0.06078248368703726,0.06698687138889159,0.05188318505614663
359.0,0.05811127731264489,0.051881259538318306,0.053489165272172734,0.05077828927111079,0.07961475818302231,0.06044777114220854,0.052368951005061684,0.05674804089442744,0.05255015366602567,0.06057562730795287,0.06206709878909138,0.061097317921129324,0.05918188208343533,0.05915029515668071,0.06613722731356964,0.04480767774268177,0.04541360924187757,0.050459585014562526,0.03868721189327539,0.058676181875945546,0.03786534010437954,0.04940790308874711,0.03805484523730903,0.038532566566770454,0.047901002311221214,0.058139175297307256,0.050030878559140346,0.06189169192785515,0.0470259345669765,0.07254692259976428,0.07153184941523957,0.06530436547839068,0.04245950274645407,0.05154459683338306,0.07778776395977957,0.05924361101376639,0.07156051541044917,0.05023222180391672
360.0,0.05812149276416454,0.0524472570126995,0.048072494513122684,0.047454826772703185,0.07462180749891646,0.059035143648680254,0.04913345102291021,0.05444382582741443,0.049297016623512505,0.05839502665358735,0.05744590868767936,0.05791925701097191,0.055050230866710445,0.05588852138053126,0.06079358551215186,0.0394732732465043,0.04305688941255219,0.050083553474574924,0.03494436861404781,0.05591076715245358,0.03570820293950897,0.04804633295857287,0.03572692310172915,0.03574389395048644,0.04496533968984305,0.05666279246672037,0.04862015077495701,0.058028081438420684,0.04331642227331771,0.07146383236811758,0.07133770342144616,0.060500063154005,0.04214420784999734,0.0463783667290351,0.0726281456334249,0.05217680346706107,0.06622756985690585,0.0470497069060181
361.0,0.05560712769959284,0.05405213626960542,0.044550097139717755,0.044401788627911096,0.06937294848972789,0.05416647150638417,0.04821221548073196,0.05623291517754303,0.04575586094046657,0.05957346304228991,0.053076525579247004,0.05129159869368749,0.054051277569781585,0.052897021044639836,0.05752673936209424,0.04042558086362201,0.03640446405636136,0.04432603266930446,0.032546250755777106,0.051831026493879676,0.03713976412177873,0.049746174411415364,0.028976203853616773,0.03504114725742952,0.04319200934280484,0.057349533930844764,0.04485934356033061,0.05640932206231288,0.03801748938259591,0.0695290796261123,0.07022831488947465,0.053873595352901225,0.04028702216727878,0.0429847061983325,0.0728708217260058,0.049065329106771166,0.05848128462683159,0.04672311416378407
362.0,0.057533798143593495,0.05402439764479997,0.0489085297574481,0.051953132634176,0.07544534263681099,0.05842054537613722,0.04684019027781271,0.05469727397116305,0.048002224930438535,0.06367774097631437,0.05746792321334591,0.058019113754683035,0.05714528859467437,0.05326022601552214,0.061341922991612695,0.04209470087879491,0.040923533326734686,0.04522097138490992,0.033924702054472136,0.0572138254185484,0.039525275755463274,0.0533249848170809,0.03223096491377116,0.04085174005152358,0.04568875868307874,0.0557610168804877,0.048640532096169434,0.06037890902956675,0.04089980046356913,0.07462645102727702,0.07387698583070183,0.058221875868811,0.043487607730948875,0.052054531030453634,0.0783297871186575,0.05627211228420782,0.06598273316641637,0.05027121931431422
363.0,0.057254381295956835,0.05329914735370065,0.048876021100983394,0.05408324065835764,0.0741438522605837,0.05835340590872884,0.04751502039030251,0.0509888409536313,0.04488229713877366,0.0626391727029495,0.057245491948172036,0.05706564407004936,0.05479524345269835,0.0518703149751629,0.06346509554966188,0.040337915767797154,0.04176507616793864,0.044550591679345254,0.03487678841556612,0.0548009139511212,0.03627631994287186,0.052651623579683914,0.0318300492776329,0.036869746908130906,0.043887766588630125,0.055682684905263805,0.04883736126182257,0.06103527728562476,0.044008896450322035,0.07282682179752356,0.07460612481528867,0.05673366870466875,0.040747946508022284,0.04916662284774899,0.07501302727364327,0.05315496113196949,0.06579593188596208,0.051208802376609366
364.0,0.05837345968297787,0.05487962489335017,0.04967484161440827,0.05335937093782791,0.07279110513939223,0.059101966704536914,0.049505553807247124,0.05064443218775851,0.04477660465323818,0.06140103365954678,0.05851891841493151,0.057704214416822205,0.05464256684665299,0.05354206571277009,0.06612492442711196,0.04171602869251902,0.04251911985053035,0.04552943425043919,0.03691510916185549,0.05520641386365525,0.03499985645447538,0.05329736972842146,0.03426490311828732,0.037178705647212144,0.04514809728801441,0.05697561973730399,0.049646552683113666,0.06310734958454775,0.04725627261749876,0.07068787080343299,0.07497020096790045,0.05701007800376532,0.040831375733865284,0.0483593066790325,0.07419067857305182,0.05200348419082231,0.06502981436453703,0.05257124368501324
365.0,0.06054392702909619,0.05746325622769557,0.052775921543333895,0.05293393517182611,0.07547169776015666,0.06235432717746268,0.0503277377551806,0.054199910230045154,0.04945392246056005,0.06224400277408809,0.06264162593743408,0.063059702047501,0.05913776004497544,0.05810490843642735,0.06855114187771638,0.046472653216323545,0.044892278190484115,0.048639014093737616,0.03926519887237539,0.06201523148837368,0.03810288029701407,0.05612847628545027,0.039673721934152986,0.046064032709160804,0.05012981034290526,0.05796186917707954,0.05223027782368746,0.06663792207523013,0.049081400096178465,0.07145208649262638,0.07545617160945572,0.06191211099534364,0.04607659411555108,0.055417924927034304,0.07923471499586307,0.0585267386087376,0.06865087433203773,0.054591135584332706
366.0,0.05173713921157732,0.05036899598003132,0.04600857266579182,0.04970335781793662,0.07116688778877912,0.056817056194757944,0.04432481365485254,0.05100832601473414,0.04151524767775275,0.05733508092056966,0.05473044702018128,0.0538297337917666,0.05535501057062414,0.05256663371190935,0.05946001641912535,0.038719446735830707,0.040649778771591163,0.04568504990700107,0.034651688071354554,0.055232355094489136,0.03241470392158816,0.04808871536679168,0.028679160579240803,0.03905656200471124,0.04099658652482574,0.05520363014834169,0.04681786653460032,0.057873118653772336,0.04289558878962256,0.06442737120543371,0.06834517923164242,0.05605821486418546,0.03912169364725845,0.04576919604169109,0.06886717976034623,0.05440104963676025,0.06714447395493833,0.04797023099893231
367.0,0.052071710661859186,0.0501322846387845,0.04666206535973655,0.05042654957910102,0.07080998030613762,0.054279307615173425,0.04557384874349585,0.05127608525756473,0.041915004105156785,0.05756752640217392,0.053984133464259974,0.053195516090473696,0.054101995686286285,0.050157375409973226,0.05850607649605978,0.03972038805766477,0.03767955556633359,0.042988568380526886,0.034487536346083536,0.05413527839997978,0.03209308093408425,0.04903146414752402,0.02876433623100037,0.03659430229178888,0.040202637030850065,0.05608194198636651,0.04539827932480122,0.057489716140807036,0.039846905612874094,0.06549129753346115,0.06818010212345679,0.05637050252034095,0.038296221152313764,0.04322142099619343,0.06709873874834243,0.05301641400477984,0.06566119551323306,0.04733180700403629
368.0,0.05510631952991233,0.051217384486392833,0.0481061354605333,0.0504716746580018,0.0718147123783555,0.05407628167163956,0.0483757141178731,0.051987331395343984,0.045278525856939214,0.058726312044981646,0.05623153803330146,0.05657742300603785,0.05378373821684146,0.050718777210707555,0.061223382960021076,0.04281199731459752,0.03746750659554682,0.04165136086999434,0.035208687121876185,0.05668461503886688,0.03458686321073037,0.05279448752055409,0.03333096712152581,0.03733730027651466,0.0428854759842871,0.05652783130239475,0.04617177612911907,0.060541378439284844,0.039832962473328404,0.06714806967106642,0.0703269078478473,0.05816930557258657,0.04057862093695181,0.04612567539093844,0.0701584536706606,0.053545412133695736,0.06455188154136143,0.04847107269758012
369.0,0.051963102312908474,0.04713214432845308,0.043073619503570484,0.0459990920117004,0.0699767874950401,0.053338890526559726,0.045536564304653256,0.049500429705256976,0.04307195697033541,0.05588304761886533,0.05410668012230374,0.055110792298416,0.05155082346568818,0.05106913762832601,0.05966673830439667,0.039167091034217075,0.03870495274917962,0.04118453601245782,0.032340647821262,0.056628158154297684,0.03463952322198984,0.05027200374108941,0.031215407533566476,0.035872275478946766,0.04054938520922093,0.052473287006363646,0.044978817807849694,0.05822333474588907,0.04004945535505745,0.06179289199564284,0.06827690913963635,0.055032373439476735,0.039486025745605245,0.04733271802565551,0.06962787769876527,0.05252836321649089,0.06309404101400842,0.04556632265684468
370.0,0.05286809683870455,0.05084511759913647,0.04607506579991778,0.04666323967966275,0.06971046324982558,0.05508713765263127,0.04475814278184746,0.05150616575812559,0.042918925987365686,0.057481510404380966,0.054436890829356176,0.055318039981543755,0.053068276027377716,0.05196119624469433,0.06020138001987485,0.04151492689784906,0.038125084205885805,0.04166079976203185,0.033826649193402496,0.05454764596285414,0.03435475348152173,0.04837158747054498,0.03092493058623801,0.03558197623554883,0.04095155254546833,0.050960127330595906,0.04436535673761916,0.05523857751226637,0.041779705071286345,0.06456681861619565,0.06956003289414091,0.05621111104645547,0.038010053921572785,0.04698861335761495,0.0700452816935798,0.0519523920514221,0.06174516793344838,0.04676654136423497
371.0,0.05330234008227647,0.053604136853792304,0.04824657304503147,0.04776974834107199,0.07081777483706826,0.056879219824265095,0.04539002918472042,0.05216636942107673,0.042967690069477496,0.05871960062846583,0.05438713385769389,0.05408237607525529,0.054715494432469314,0.05230590372299393,0.05953591719011164,0.04135915803210318,0.037842653812401525,0.04163065823121688,0.03362749669867904,0.052596362983941755,0.03290738080672832,0.047925228047073144,0.03041670747840458,0.035031640106222076,0.040626076495582156,0.052041388001132304,0.043808624460306464,0.05401860468740727,0.04204215186295576,0.06575750551723407,0.06901930722633119,0.05631226100244994,0.03843294459946361,0.04577724934882155,0.07055282975415385,0.05163651382193999,0.06164124472879897,0.04671008888913715
372.0,0.052794991489672115,0.05307335459957348,0.04746379091419596,0.0481411150693616,0.07169128886708095,0.0568486531824684,0.045456231935155245,0.05113439474081453,0.04341416233378005,0.05873767234376794,0.05378667037566992,0.052928400831972554,0.05457285572338144,0.052364161202460145,0.05837615680559614,0.03987640985174432,0.038377446438647086,0.040935408630882526,0.03225913168150078,0.05276501558129744,0.03123627851438309,0.048818899426504456,0.03030049184932867,0.03467565912568661,0.039729488650045976,0.05440539002749255,0.04408179628007733,0.0543819318679017,0.04120703759915691,0.06419018498452927,0.0667136408781466,0.05603573731392605,0.039686470322888315,0.04542737603597777,0.07032689947080742,0.05038411899227109,0.06286668083339439,0.04606230344697162
373.0,0.052912354776060454,0.05125370688056348,0.04570290377644829,0.04849326160185084,0.07056736673368362,0.054305926112871085,0.04343313179900998,0.0506622547668659,0.045049602327134425,0.058822379701523556,0.053844974720578066,0.05468661104418445,0.05257186568815715,0.052765178646858105,0.059113178730796634,0.04201913534620493,0.039115627249018806,0.04033249942550272,0.03300999050593044,0.05569179602636071,0.0309294028064712,0.05016627899014001,0.03170050992010999,0.03563995787249361,0.04002766114214724,0.056097172306762075,0.04601676192969112,0.054779461907455404,0.04104828813030311,0.06349074383998815,0.06552267649518909,0.058230238040063276,0.0393859683052528,0.0471888251450957,0.06920217991917856,0.047696625293734383,0.06455357787829083,0.04782136488271325
