wavelength,20220912_00000,20220912_00001,20220912_00002,20220912_00003,20220912_00004,20220912_00005,20220912_00006,20220912_00007,20220912_00008,20220912_00009
350.0,0.08599035040448613,0.08511567919088633,0.0839634350273092,0.08831794190960288,0.08375788318980959,0.08399174835443944,0.09763342062956719,0.09777785007497475,0.09545249091798713,0.09184891521029308
351.0,0.08221743033537847,0.08449918739815646,0.08284190559314006,0.08561943776990155,0.0804119176813014,0.08223473185927124,0.09831976863842504,0.09819821106579774,0.0940528746444243,0.08977744644889778
352.0,0.08301650395166207,0.08443933516079707,0.08202443986892946,0.08479309544883981,0.07898290591241205,0.08083552505981405,0.096318588481876,0.09653526721116752,0.094068839597404,0.08768866929535447
353.0,0.08436897726568886,0.0837241569910322,0.08066713228775427,0.08446446869403104,0.07826147649644025,0.07934858181189022,0.09308764390106043,0.0935286293418091,0.09348399947881443,0.08625291852520758
354.0,0.08151268608509246,0.0830074314040182,0.07939137053478044,0.08335342248267634,0.07683753689365365,0.07800827023664252,0.091941502192429,0.09190316637561151,0.0914369896994763,0.08700950594775185
355.0,0.08097893925773508,0.08296897484471125,0.08078440286373945,0.08370004237036796,0.07752065301933418,0.07775702905352685,0.09149313084369579,0.09233824778996202,0.09101980537518346,0.08790177990758255
356.0,0.07912070505063322,0.07959982503835608,0.07894911240292474,0.08055889352532057,0.07483277075009255,0.07658364952534931,0.0901032992460837,0.08946716743914822,0.08885332635852974,0.08480464246107573
357.0,0.07568307294596337,0.07514274604598412,0.07439083422897129,0.07566705525190578,0.07043617860282428,0.07397636782837036,0.0872758212582311,0.08458535519592084,0.08500026457824648,0.08000587858531816
358.0,0.07299485324348767,0.0749573405774948,0.07192883522451568,0.07446773176193722,0.06987549395524413,0.07101681251733875,0.08392816947180673,0.08279254350668097,0.08207315875402571,0.07899118836903221
359.0,0.07393121234449913,0.07602066251650455,0.07536650165434573,0.07560388263508193,0.07077611401916933,0.0720627066516949,0.08500945959429204,0.08221497731036922,0.08260564234088219,0.07802727335423264
360.0,0.07320830539692794,0.07440686832293014,0.07564204658014985,0.07502467077899272,0.06936807511023044,0.07194502356351583,0.08510973064402452,0.08048020970200954,0.08203301532925529,0.07624676033736925
361.0,0.07072683686023137,0.07142869767270996,0.07170101274431287,0.07286234122011478,0.06676799111726453,0.06940929243214139,0.08297171714923716,0.07793895292495001,0.07963592730941178,0.0746785904948338
362.0,0.07233451397901061,0.0734773869572264,0.07190951200739759,0.07362325248190982,0.06887702126415526,0.06828332117051214,0.08270474263625294,0.07766714622337537,0.0793591546664998,0.0757845612031554
363.0,0.06977490088865122,0.07228573374811854,0.0708107050562191,0.07090166377525937,0.06615491870002295,0.06699784272161954,0.08127164789654245,0.07526122049775842,0.0779163374902145,0.07434463217081225
364.0,0.06639700109239562,0.06933614292208072,0.06894850280345541,0.06877468362925937,0.06298794923765105,0.06508749459313608,0.07871247714601926,0.07227026803108985,0.0754242482685969,0.07213151631604107
365.0,0.0652829502277236,0.06710161965837165,0.0677767412179309,0.06929433213795311,0.06268768837756307,0.06316081719123433,0.07631386206449542,0.07045359899188916,0.07297728601034943,0.07090058992646445
366.0,0.0653338745685603,0.06660276572974093,0.06881991700338433,0.06735599082707977,0.06195651759895293,0.06360215478805792,0.0766362708414782,0.06992332667491459,0.0722312719803499,0.06981731613626793
367.0,0.06378554485378492,0.06510962623589381,0.06703521359269468,0.06503217185528842,0.06098868673440498,0.061718767104391614,0.07556917652714383,0.0674277728693671,0.07053886812863741,0.06820861786880314
368.0,0.061699167667877086,0.06305414855658822,0.06425662847976601,0.06300720354569792,0.059152855046196176,0.05902028188392252,0.07333975890055103,0.06444494596132178,0.06837239405211089,0.06633733579462656
369.0,0.0605939274615759,0.061547732336170294,0.06317881899158749,0.06149696103315997,0.056476822629030955,0.05788732122996184,0.07143735461821003,0.06303761451136314,0.06682954200507012,0.06473104198318178
370.0,0.05934457847680781,0.06067585532452293,0.062233632215359616,0.060374817949926995,0.05565214887273375,0.05722553742109624,0.0709308244721856,0.06226526178017592,0.06588627914846709,0.06369408404278112
371.0,0.058579671261896796,0.05982336825202757,0.06144062407955897,0.05977813568157314,0.054803897697455486,0.05647304264351481,0.07036508823158485,0.061829874378655544,0.06469577441995338,0.0628533731942648
372.0,0.05783976829511441,0.05906707746656244,0.06074944652842225,0.059330515966383134,0.053751904729627244,0.05559306640499258,0.06954405758039131,0.06066300609166938,0.06344196742320152,0.0618482586902709
373.0,0.056319940857483,0.05860567153663845,0.06007186826280643,0.05847003733596855,0.05308398014681339,0.0547855058189677,0.0688800611193501,0.057978894135031434,0.06264020997396022,0.060556754365362474
374.0,0.054694659221451225,0.05667664296034016,0.05931810691925604,0.05711305739085152,0.05166113052220238,0.053769247387808916,0.067806171098884,0.0571567211364077,0.06112234479552677,0.060286570916437965
375.0,0.05425877852118103,0.055153975199848895,0.05851125547377709,0.05614050729242757,0.05078950785616667,0.05267351588319733,0.06663420399518409,0.05681166002939429,0.05946697745214381,0.05978569528205182
376.0,0.054650185364993845,0.0547431179844041,0.05777484979614448,0.055394082102690846,0.050699306260989466,0.05193218950688953,0.0655340435497669,0.055927195184783264,0.05841242611516232,0.05871625400914384
377.0,0.05400840504428488,0.05471680717780501,0.05730857211209137,0.05379091221603462,0.050435857687906385,0.052125624783739076,0.06449068762277503,0.05438100481637144,0.05855923563603258,0.0578452810887771
378.0,0.05299750849980043,0.054352328038775766,0.0566999165471143,0.0536255279986245,0.05022025140573192,0.051308703111080045,0.06456966665406308,0.05377678583295682,0.05771440696906453,0.0574902559140121
379.0,0.05200303971699777,0.053406098715253446,0.055656593071305806,0.05352044781967387,0.04924287683896882,0.0505253991574182,0.06431870257078462,0.053114628834447744,0.05660410794634581,0.0568634908130752
380.0,0.051192680811562155,0.05210040816525084,0.05452754550138359,0.05257332009587906,0.047543340188238414,0.05035477474768383,0.06311984359357191,0.051981103198573464,0.05592128274256301,0.05586032597230384
381.0,0.050320203676462935,0.05122278283382796,0.054838484532857557,0.05194451032215135,0.04696728372736946,0.04944643173644292,0.0626773388159605,0.05203621884786116,0.0552863570081073,0.05608642543788619
382.0,0.050452303647735855,0.05096666480209624,0.055181456266918595,0.05129113470033392,0.0468922788072003,0.049289325775862494,0.06230547769899253,0.051084875076277306,0.05493039797813558,0.05581939920464944
383.0,0.05083356261383938,0.051014181071351236,0.05514817293101966,0.05093863137199626,0.046950462700722506,0.04940413304283539,0.062439696215299656,0.05018261611711439,0.05492534593095653,0.055488626206373834
384.0,0.050525573369095425,0.05090921731940675,0.054727280009132476,0.05107229433189546,0.04677665209016072,0.04897374115042642,0.06319223802673166,0.05049281441877337,0.05501863345290917,0.05570225508299183
385.0,0.0500440444615761,0.050333680263097605,0.054079392787501165,0.050705877064652106,0.04574440630494375,0.04809434417786562,0.06235793347859002,0.04984285597756479,0.0538506361190559,0.05524588561744291
386.0,0.049686622960456436,0.05020565138909654,0.05387383908740272,0.050458617249731864,0.04533025907516836,0.0480284119476525,0.06183142397077947,0.04938670696072648,0.053620698983094996,0.05486176381646679
387.0,0.04966138993732667,0.05037225941917598,0.053979006242625624,0.05055850335622566,0.045653560524989076,0.04857504649972258,0.06192020792227073,0.04933664187276131,0.0541497276985932,0.054790982619923566
388.0,0.04998472181631489,0.050128252457872446,0.05386297358711574,0.05087476757221173,0.0459629109251519,0.048728237488151256,0.061943487866042556,0.049290483369776525,0.053968903101822986,0.05489535729611864
389.0,0.04972740401659937,0.049843965778666455,0.053920922349657674,0.05065672104663117,0.04583742228660402,0.048624387373313205,0.06192894290551713,0.049048168900115444,0.0537203458907442,0.054778121593199426
390.0,0.049769335589498066,0.050139799734164194,0.054252081680806565,0.050567031184775436,0.04582872788033855,0.04890997227532923,0.06199183815574387,0.049106187322489156,0.053933553849282966,0.05505849224129061
391.0,0.05006338407355926,0.05061192218871844,0.05446972409607046,0.05056575672010912,0.04581680376243878,0.04924261520885692,0.0620798243582716,0.049339630016810646,0.054310575812043196,0.05555075297911124
392.0,0.04933235965996284,0.049735721084967495,0.05371932123504695,0.04967580990888593,0.044833252175111714,0.04816050876001123,0.06194059834222474,0.04886880955819094,0.05367565133825677,0.055082729225160575
393.0,0.04896914462303449,0.04913619866768747,0.0529818853400269,0.04927671552240361,0.04457724533982317,0.04796721917382772,0.0616645216641073,0.04881735777533976,0.05346666343116413,0.05490904908044758
394.0,0.04922233755333851,0.04922708678247008,0.053118692603286034,0.04954063647182762,0.04493908762227787,0.04836895501806439,0.06173041824466154,0.049173342805119806,0.05382400253724303,0.055346103075995176
395.0,0.04989445036721638,0.04989361819616495,0.05415005648684914,0.050124376932373,0.045428174785052344,0.048693814531995595,0.06229932377388329,0.04963089288378621,0.054457214523076336,0.05617804687433751
