Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
B_2367_9.12.22_b1_yo_b.jpg,7,12.468,1.781,2.098,5.218,1.648,0.889,102.672,0.505,0.837,1.912,1396.714,1555.714,103.517,0.984
