 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	8.707	8.953	6.795	8.953	6.795	14.994	7.571	3.655	2.756	5.580	4.439	2.497	95.453	0.487	5.659	994	435	99.574	2.703	1.778	0.563	0.867
2	8.060	12.447	6.663	12.447	6.663	15.026	11.000	3.664	2.874	5.235	3.879	2.646	93.072	0.449	5.240	1450	436	92.390	2.833	1.466	0.682	0.840
3	9.019	5.774	12.237	5.774	12.237	15.153	4.260	9.084	3.042	5.588	4.251	2.701	88.437	0.494	5.589	663	1081	90.948	2.963	1.573	0.636	0.840
4	6.073	9.187	12.491	9.187	12.491	13.045	8.126	9.546	2.042	5.134	4.107	1.883	93.942	0.448	5.154	1059	1136	95.051	2.030	2.181	0.459	0.860
5	5.285	11.974	12.258	11.974	12.258	11.945	10.865	9.588	2.193	4.471	3.403	1.978	87.783	0.466	4.480	1424	1673	86.343	2.162	1.721	0.581	0.835
6	5.545	14.783	12.853	14.783	12.853	12.389	13.664	10.076	2.235	4.689	3.626	1.947	85.931	0.454	4.690	1758	1199	91.027	2.160	1.862	0.537	0.832
7	7.331	6.035	18.216	6.035	18.216	14.418	4.664	15.370	2.807	4.823	3.585	2.604	87.037	0.443	4.825	714	1829	91.198	2.704	1.377	0.726	0.847
8	7.747	8.988	18.917	8.988	18.917	14.459	7.681	15.983	2.723	5.269	4.088	2.413	83.915	0.466	5.314	1019	2529	82.549	2.619	1.694	0.590	0.852
9	3.931	14.081	18.449	14.081	18.449	10.501	13.143	16.185	1.924	3.966	3.050	1.641	97.877	0.448	3.971	1647	1926	92.911	1.880	1.859	0.538	0.820
10	3.184	11.682	18.354	11.682	18.354	9.392	10.714	16.496	1.874	3.185	2.443	1.659	88.840	0.454	3.199	1364	2342	84.574	1.811	1.472	0.679	0.844
