 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	7.717	255	255	255	2.811	3.613	2.811	3.613	13.403	1.613	1.345	2.454	5.261	4.587	2.142	102.995	0.540	5.327	257	160	99.076	2.213	2.142	0.467	0.923
2	4.584	255	255	255	10.037	3.825	10.037	3.825	10.390	8.866	2.378	2.143	3.857	3.317	1.760	112.946	0.534	4.035	1086	296	111.757	1.954	1.885	0.530	0.889
3	3.772	255	255	255	6.609	4.298	6.609	4.298	9.336	5.807	2.655	1.630	3.790	3.281	1.464	99.574	0.544	3.845	735	316	99.689	1.565	2.241	0.446	0.928
4	1.488	255	255	255	12.667	8.229	12.667	8.229	5.497	12.160	7.134	0.983	2.076	1.947	0.973	92.469	0.619	2.085	1507	849	95.320	0.983	2.000	0.500	0.941
5	3.715	255	255	255	5.811	9.851	5.811	9.851	9.326	5.076	7.840	1.588	3.681	3.254	1.454	94.873	0.537	3.712	624	933	99.249	1.573	2.238	0.447	0.905
6	4.977	255	255	255	2.702	10.244	2.702	10.244	10.404	1.689	8.412	1.941	3.950	3.701	1.712	102.763	0.578	4.083	292	1002	105.152	1.832	2.161	0.463	0.937
7	2.309	255	255	255	9.112	9.902	9.112	9.902	7.040	8.445	8.529	1.294	2.622	2.386	1.232	88.660	0.585	2.625	1064	1327	87.248	1.294	1.937	0.516	0.926
8	1.838	255	255	255	7.723	13.639	7.723	13.639	7.240	6.924	12.353	1.521	2.429	2.119	1.104	119.282	0.441	2.505	864	1470	104.176	1.240	1.918	0.521	0.829
