Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
B_2367_9.12.22_b1_a_y0.jpg,8,15.544,1.943,2.616,6.187,1.884,1.118,99.727,0.560,0.875,2.210,1322.625,1434.250,101.340,1.210
