Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
B_2383_9.12.22_b1_y0.jpg,16,17.950,1.122,3.021,3.509,1.093,0.548,81.321,0.602,0.864,1.278,1029.125,1754.938,95.973,0.588
