 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	4.455	3.078	4.779	3.078	4.779	11.043	1.933	2.899	2.261	3.513	2.770	2.048	103.825	0.459	3.550	315	346	99.262	2.219	1.353	0.739	0.833
2	3.818	9.896	5.232	9.896	5.232	9.887	8.941	3.412	1.908	3.395	2.752	1.766	98.594	0.491	3.416	1146	406	96.356	1.908	1.558	0.642	0.856
3	1.994	6.384	4.584	6.384	4.584	7.756	5.504	3.445	1.832	2.008	1.656	1.533	44.063	0.417	2.058	744	410	106.363	1.673	1.080	0.926	0.810
4	1.384	14.869	6.478	14.869	6.478	6.857	14.193	5.420	1.294	1.975	1.625	1.084	89.943	0.370	1.977	1765	880	87.320	1.272	1.499	0.667	0.788
5	3.503	7.484	9.833	7.484	9.833	9.364	6.571	8.420	1.891	3.244	2.629	1.696	95.493	0.502	3.323	854	1002	102.560	1.878	1.550	0.645	0.828
6	2.701	11.888	10.022	11.888	10.022	8.693	10.966	8.479	1.840	2.639	2.174	1.582	70.343	0.449	2.687	1375	1321	77.355	1.679	1.375	0.727	0.843
7	3.132	3.712	10.235	3.712	10.235	9.227	2.849	8.807	1.731	3.076	2.465	1.618	95.570	0.462	3.115	420	1048	99.157	1.729	1.523	0.656	0.849
8	2.978	15.843	12.148	15.843	12.148	8.596	14.916	10.471	1.765	2.975	2.400	1.580	92.548	0.506	2.998	1863	1246	97.085	1.748	1.519	0.658	0.848
9	3.073	10.808	14.244	10.808	14.244	10.127	9.916	12.538	1.739	3.143	2.757	1.419	77.100	0.377	3.229	1252	1866	76.759	1.600	1.943	0.515	0.828
10	3.147	6.559	14.654	6.559	14.654	9.085	5.588	13.034	1.958	2.891	2.308	1.736	72.917	0.479	2.974	745	1895	76.435	1.835	1.329	0.752	0.834
11	2.196	3.138	15.035	3.138	15.035	8.134	2.353	13.840	1.504	2.689	2.195	1.274	83.219	0.417	2.708	362	1967	83.228	1.492	1.723	0.581	0.813
