 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	3.339	255	255	255	3.165	3.362	3.165	3.362	8.676	2.402	1.791	1.490	3.389	3.101	1.371	93.774	0.558	3.399	359	214	94.377	1.478	2.262	0.442	0.929
2	4.145	255	255	255	12.426	3.865	12.426	3.865	9.710	11.481	2.059	1.975	3.490	3.140	1.681	86.691	0.552	3.490	1475	663	88.764	1.870	1.868	0.535	0.911
3	3.422	255	255	255	7.116	4.453	7.116	4.453	8.386	6.402	2.920	1.490	3.331	3.035	1.435	92.567	0.611	3.338	839	349	93.881	1.480	2.114	0.473	0.953
4	3.848	255	255	255	11.445	8.477	11.445	8.477	9.172	10.594	6.828	1.640	3.548	3.228	1.518	83.075	0.575	3.582	1354	1240	82.078	1.640	2.127	0.470	0.933
5	4.670	255	255	255	2.517	9.099	2.517	9.099	10.028	1.590	7.138	1.941	3.766	3.422	1.738	92.270	0.584	3.784	267	853	95.585	1.922	1.970	0.508	0.927
6	3.201	255	255	255	6.473	9.059	6.473	9.059	8.606	5.749	7.456	1.515	3.372	3.126	1.303	100.377	0.543	3.395	739	891	96.652	1.408	2.399	0.417	0.926
7	4.233	255	255	255	3.001	13.918	3.001	13.918	9.735	2.134	11.958	1.699	3.741	3.516	1.533	82.420	0.561	3.796	330	1876	80.226	1.661	2.294	0.436	0.927
8	3.785	255	255	255	10.635	13.650	10.635	13.650	8.824	9.732	12.151	1.715	3.222	2.944	1.637	92.250	0.611	3.250	1253	1452	97.546	1.702	1.798	0.556	0.945
9	4.779	255	255	255	6.635	15.028	6.635	15.028	10.503	5.657	13.222	1.891	3.841	3.637	1.673	103.654	0.544	3.974	743	1580	104.885	1.858	2.174	0.460	0.921
