Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L_2369_9.12.22_b1_y0.jpg,11,9.986,0.908,1.680,3.380,0.987,0.570,100.215,0.593,0.853,1.141,1083.273,1461.364,81.008,0.637
L_2369_9.12.22_b1_y1.jpg,25,10.744,0.430,1.808,1.358,0.433,0.233,75.884,0.703,0.830,0.486,1415.040,1618.600,84.601,0.259
