 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	8.732	6.869	4.784	6.869	4.784	19.454	5.513	2.067	2.832	5.235	4.204	2.645	89.840	0.290	5.282	714	246	97.589	2.832	1.589	0.629	0.840
2	7.010	15.146	4.462	15.146	4.462	15.583	13.916	2.437	2.538	4.782	3.778	2.362	90.793	0.363	4.825	1761	859	82.293	2.518	1.599	0.625	0.827
3	3.124	11.003	4.100	11.003	4.100	10.613	10.185	2.655	1.672	3.328	2.773	1.434	98.875	0.349	3.432	1238	316	104.172	1.638	1.934	0.517	0.824
4	8.265	3.092	5.742	3.092	5.742	15.095	1.647	3.017	2.866	4.992	3.910	2.692	87.494	0.456	5.009	348	953	85.188	2.777	1.452	0.688	0.853
5	2.716	18.769	4.982	18.769	4.982	8.774	17.975	3.387	1.639	2.933	2.328	1.486	92.024	0.443	2.936	2223	752	87.375	1.626	1.567	0.638	0.851
6	6.243	16.890	9.377	16.890	9.377	15.134	15.857	7.143	2.160	4.832	3.886	2.046	88.450	0.343	4.836	1967	1425	87.709	2.115	1.900	0.526	0.815
7	7.845	11.374	9.988	11.374	9.988	16.214	9.882	7.513	2.857	5.210	3.977	2.512	86.154	0.375	5.218	1347	1514	86.861	2.783	1.584	0.631	0.840
8	7.945	7.126	12.038	7.126	12.038	17.933	5.866	9.134	2.773	5.429	4.345	2.328	79.041	0.310	5.459	733	1733	83.903	2.696	1.866	0.536	0.818
9	6.599	3.951	12.390	3.951	12.390	13.427	2.345	10.798	3.092	3.739	3.043	2.761	132.405	0.460	3.822	462	1288	103.608	2.808	1.102	0.907	0.852
10	5.316	16.513	16.000	16.513	16.000	13.958	15.345	13.950	2.218	4.387	3.468	1.952	85.444	0.343	4.387	1944	1660	90.768	2.175	1.776	0.563	0.839
11	5.188	12.495	17.126	12.495	17.126	14.108	11.445	14.891	2.118	4.160	3.593	1.838	105.212	0.328	4.442	1375	1773	110.835	1.944	1.954	0.512	0.837
12	8.632	8.493	18.704	8.493	18.704	16.627	7.067	16.193	2.807	5.361	4.478	2.455	105.803	0.392	5.545	958	1928	105.110	2.630	1.824	0.548	0.869
13	5.631	3.443	18.231	3.443	18.231	13.010	2.118	16.597	2.597	3.857	3.159	2.270	107.178	0.418	4.017	342	1975	106.653	2.346	1.392	0.719	0.844
