Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
B_2028_9.12.22_b2_y0.jpg,21,17.167,0.817,2.889,2.458,0.753,0.362,88.111,0.697,0.830,0.889,1749.476,1532.238,91.126,0.413
