Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L_2092_9.12.22_b1_y1_c.jpg,54,41.218,0.763,6.936,4.657,1.698,0.428,81.670,0.382,0.808,1.892,1305.352,1367.741,85.108,0.503
