 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	5.689	10.902	11.580	10.902	11.580	17.607	9.797	9.350	2.110	4.954	3.916	1.850	86.316	0.231	4.962	1297	1695	86.685	2.091	2.117	0.472	0.811
2	4.462	15.913	12.508	15.913	12.508	11.885	14.844	11.055	2.160	3.519	2.784	2.040	91.506	0.397	3.575	1850	1727	79.804	2.146	1.364	0.733	0.836
3	4.911	7.415	13.512	7.415	13.512	15.176	6.439	11.646	2.118	4.380	3.528	1.772	94.524	0.268	4.383	853	1899	87.903	2.009	1.991	0.502	0.842
4	5.583	4.634	13.365	4.634	13.365	14.057	3.418	11.696	2.464	4.118	3.249	2.188	100.190	0.355	4.120	559	1386	91.526	2.335	1.485	0.674	0.854
5	1.173	13.257	13.489	13.257	13.489	6.329	12.768	12.667	0.987	2.059	1.739	0.859	100.567	0.368	2.080	1547	1501	98.163	0.909	2.025	0.494	0.871
6	4.952	10.920	17.462	10.920	17.462	15.111	9.890	15.291	1.958	4.608	3.847	1.639	79.413	0.273	4.673	1233	2358	80.436	1.758	2.347	0.426	0.844
7	4.253	13.759	17.455	13.759	17.455	11.990	12.768	15.730	2.042	3.932	3.025	1.790	93.052	0.372	3.934	1605	1864	91.352	2.013	1.690	0.592	0.840
8	6.332	4.345	18.895	4.345	18.895	16.650	3.274	16.776	2.405	4.844	3.872	2.082	99.532	0.287	4.860	497	1988	94.681	2.336	1.860	0.538	0.847
9	6.098	17.777	18.872	17.777	18.872	14.632	16.608	16.861	2.515	4.734	3.575	2.172	105.345	0.358	4.892	1995	1998	104.588	2.317	1.646	0.608	0.818
10	3.850	7.233	19.357	7.233	19.357	11.223	6.270	17.924	2.042	3.359	2.599	1.886	93.243	0.384	3.364	836	2124	93.164	2.008	1.378	0.726	0.873
