Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L_2089_9.12.22_b2_y1.jpg,22,151.232,6.874,25.450,12.388,3.263,2.058,90.247,0.449,0.823,4.055,1035.909,1683.636,90.316,2.250
