 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	7.696	6.328	4.848	6.328	4.848	14.524	4.891	2.193	2.815	4.924	3.860	2.539	101.853	0.458	4.985	684	261	98.922	2.763	1.520	0.658	0.859
2	6.401	10.958	4.298	10.958	4.298	13.063	9.681	2.345	2.588	4.412	3.502	2.328	97.677	0.471	4.497	1243	279	101.205	2.461	1.505	0.665	0.864
3	3.879	15.119	4.969	15.119	4.969	10.537	14.134	3.496	1.950	3.454	2.746	1.799	100.375	0.439	3.522	1768	416	101.283	1.926	1.526	0.655	0.845
4	6.938	2.557	5.721	2.557	5.721	14.741	1.151	3.664	2.815	4.681	3.757	2.351	99.628	0.401	4.766	265	436	100.874	2.571	1.598	0.626	0.828
5	7.236	14.955	11.584	14.955	11.584	14.732	13.655	9.336	2.756	4.756	3.944	2.336	110.929	0.419	4.994	1706	1111	107.734	2.602	1.688	0.592	0.852
6	4.705	10.838	11.514	10.838	11.514	10.846	9.697	9.605	2.370	3.471	2.781	2.154	77.404	0.503	3.484	1225	1143	95.119	2.270	1.291	0.775	0.863
7	5.227	6.726	12.688	6.726	12.688	11.874	5.504	10.471	2.429	3.874	3.137	2.121	109.880	0.466	3.999	761	1246	104.357	2.243	1.479	0.676	0.860
8	7.438	3.378	12.785	3.378	12.785	16.110	1.882	10.874	3.017	4.790	4.034	2.348	115.711	0.360	4.975	234	1304	108.925	2.518	1.718	0.582	0.842
9	4.025	12.187	17.295	12.187	17.295	11.494	11.294	15.563	1.849	3.899	3.170	1.617	86.004	0.383	3.899	1444	2316	89.259	1.751	1.961	0.510	0.840
10	5.149	7.196	18.604	7.196	18.604	13.140	5.916	16.361	2.420	4.277	3.828	1.713	114.374	0.375	4.683	713	1948	114.265	1.966	2.235	0.447	0.834
