 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	4.973	10.562	4.455	10.562	4.455	12.770	9.395	2.160	2.210	3.924	3.128	2.024	94.637	0.383	3.943	1277	257	95.626	2.205	1.545	0.647	0.844
2	3.869	6.895	3.535	6.895	3.535	12.138	5.639	2.218	2.613	3.143	2.238	2.201	78.489	0.330	3.190	768	264	99.859	2.322	1.017	0.983	0.764
3	2.042	2.428	3.736	2.428	3.736	7.947	1.605	2.664	1.630	2.361	1.913	1.359	88.607	0.406	2.386	254	317	98.301	1.605	1.408	0.710	0.797
4	2.299	14.866	7.447	14.866	7.447	8.679	14.134	6.269	1.504	2.664	2.249	1.301	95.064	0.383	2.687	1727	746	97.547	1.378	1.728	0.579	0.852
5	4.615	6.502	8.779	6.502	8.779	12.498	5.269	6.798	2.261	3.824	3.044	1.930	95.398	0.371	3.839	747	809	95.149	2.259	1.577	0.634	0.828
6	1.153	2.327	8.325	2.327	8.325	5.626	1.756	7.429	1.143	1.849	1.447	1.014	97.003	0.458	1.852	262	884	93.382	1.143	1.427	0.701	0.814
7	4.314	11.347	9.455	11.347	9.455	11.859	10.277	7.908	2.042	3.571	3.002	1.830	92.548	0.385	3.584	1331	941	94.842	2.035	1.640	0.610	0.833
8	6.038	3.289	13.880	3.289	13.880	14.302	2.109	12.059	2.546	4.353	3.579	2.148	99.483	0.371	4.389	335	1435	97.370	2.424	1.667	0.600	0.842
9	4.420	7.924	14.392	7.924	14.392	13.524	6.849	12.454	2.168	3.563	2.860	1.967	91.054	0.304	3.611	905	1482	99.375	2.144	1.454	0.688	0.827
10	4.562	11.554	14.875	11.554	14.875	13.031	10.437	13.193	2.092	3.773	3.141	1.849	89.583	0.338	3.774	1372	1570	91.531	2.063	1.698	0.589	0.834
