Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L_2092_9.12.22_b1_y0_a.jpg,29,14.869,0.513,2.502,3.727,1.347,0.383,96.465,0.415,0.812,1.511,1367.172,1255.759,102.799,0.453
