Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L-2009_9.12.22_b1-y0.jpg,9,25.006,2.778,4.208,7.167,2.04,1.201,109.319,0.535,0.85,2.33,1115,1472.222,108.358,1.324
