 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	2.374	255	255	255	2.147	3.051	2.147	3.051	7.309	1.464	1.715	1.397	2.728	2.591	1.167	107.098	0.558	2.856	229	205	107.214	1.209	2.221	0.450	0.932
2	3.143	255	255	255	9.044	3.599	9.044	3.599	7.999	8.109	2.167	1.975	2.602	2.677	1.495	124.301	0.617	2.949	1005	262	120.713	1.576	1.791	0.558	0.926
3	2.791	255	255	255	5.409	3.495	5.409	3.495	8.481	4.594	2.192	1.556	3.079	2.646	1.343	106.683	0.488	3.114	593	262	98.500	1.501	1.970	0.508	0.847
4	1.249	255	255	255	12.627	3.794	12.627	3.794	5.147	12.092	2.937	1.079	1.640	1.571	1.012	76.427	0.592	1.655	1463	546	80.395	1.021	1.553	0.644	0.926
5	2.993	255	255	255	2.525	7.864	2.525	7.864	7.979	1.791	6.176	1.464	3.121	2.940	1.296	78.327	0.591	3.176	252	1111	79.371	1.378	2.268	0.441	0.944
6	3.967	255	255	255	5.381	8.589	5.381	8.589	9.350	4.502	6.929	1.724	3.573	3.369	1.499	97.285	0.570	3.589	612	828	95.352	1.579	2.247	0.445	0.939
7	1.687	255	255	255	11.391	8.462	11.391	8.462	6.026	10.853	7.222	1.096	2.360	2.115	1.016	97.312	0.584	2.380	1329	863	97.475	1.051	2.082	0.480	0.924
8	2.268	255	255	255	8.495	8.812	8.495	8.812	7.470	7.874	7.255	1.372	2.703	2.261	1.277	86.120	0.511	2.742	981	1190	80.336	1.350	1.770	0.565	0.857
