"","date","tree","species","week","rep","pd_bulk_wet","pd_bulk_dry","dw_g_pd","ww_g_pd","date_pd","md_bulk_wet","md_bulk_dry","md_avg","dw_g_md","ww_g_md","date_md","lwc_md_bulk","lwc_pd_bulk","lwc_md_leaf","lwc_pd_leaf"
"156",2022-04-11,2347,"blue oak",15,"1",0.9979,0.497,0.08,0.1583,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.00784708249497,NA,0.97875
"157",2022-04-11,2347,"blue oak",15,"2",0.9979,0.497,0.109,0.2138,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.00784708249497,NA,0.961467889908257
"158",2022-04-11,2347,"blue oak",15,"3",0.9979,0.497,0.059,0.1166,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.00784708249497,NA,0.976271186440678
"159",2022-04-11,2352,"live oak",15,"1",0.2469,0.157,0.109,0.1674,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.572611464968153,NA,0.535779816513761
"160",2022-04-11,2352,"live oak",15,"2",0.2469,0.157,0.161,0.2465,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.572611464968153,NA,0.531055900621118
"161",2022-04-11,2352,"live oak",15,"3",0.2469,0.157,0.085,0.1288,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.572611464968153,NA,0.515294117647059
"162",2022-04-11,2352,"live oak",15,"4",0.2469,0.157,0.078,0.1198,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.572611464968153,NA,0.535897435897436
"163",2022-04-11,2352,"live oak",15,"5",0.2469,0.157,0.115,0.173,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.572611464968153,NA,0.504347826086956
"164",2022-04-11,2354,"live oak",15,"1",0.8855,0.545,0.272,0.431,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.624770642201835,NA,0.584558823529412
"165",2022-04-11,2354,"live oak",15,"2",0.8855,0.545,0.243,0.3974,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.624770642201835,NA,0.635390946502058
"166",2022-04-11,2354,"live oak",15,"3",0.8855,0.545,0.324,0.5254,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.624770642201835,NA,0.621604938271605
"167",2022-04-11,2354,"live oak",15,"4",0.8855,0.545,0.204,0.3335,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.624770642201835,NA,0.634803921568628
"168",2022-04-11,2354,"live oak",15,"5",0.8855,0.545,0.243,0.3775,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.624770642201835,NA,0.553497942386831
"169",2022-04-11,2360,"blue oak",15,"1",0.806,0.434,0.094,0.1718,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.857142857142857,NA,0.827659574468085
"170",2022-04-11,2360,"blue oak",15,"2",0.806,0.434,0.063,0.1176,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.857142857142857,NA,0.866666666666667
"171",2022-04-11,2360,"blue oak",15,"3",0.806,0.434,0.108,0.196,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.857142857142857,NA,0.814814814814815
"172",2022-04-11,2365,"blue oak",15,"1",0.6212,0.318,0.076,0.1461,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.953459119496855,NA,0.922368421052632
"173",2022-04-11,2365,"blue oak",15,"2",0.6212,0.318,0.074,0.1409,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.953459119496855,NA,0.904054054054054
"174",2022-04-11,2367,"blue oak",15,"1",0.5864,0.306,0.055,0.1053,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.916339869281046,NA,0.914545454545455
"175",2022-04-11,2367,"blue oak",15,"2",0.5864,0.306,0.045,0.0868,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.916339869281046,NA,0.928888888888889
"176",2022-04-11,2367,"blue oak",15,"3",0.5864,0.306,0.052,0.0993,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.916339869281046,NA,0.909615384615385
"177",2022-04-11,2367,"blue oak",15,"4",0.5864,0.306,0.043,0.0807,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.916339869281046,NA,0.876744186046512
"178",2022-04-11,2369,"blue oak",15,"1",0.8359,0.447,0.058,0.1047,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.870022371364653,NA,0.805172413793103
"179",2022-04-11,2369,"blue oak",15,"2",0.8359,0.447,0.087,0.1605,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.870022371364653,NA,0.844827586206897
"180",2022-04-11,2369,"blue oak",15,"3",0.8359,0.447,0.055,0.1007,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.870022371364653,NA,0.830909090909091
"181",2022-04-11,2370,"blue oak",15,"1",0.3267,0.149,0.039,0.0766,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.19261744966443,NA,0.964102564102564
"182",2022-04-11,2370,"blue oak",15,"2",0.3267,0.149,0.033,0.0646,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.19261744966443,NA,0.957575757575758
"183",2022-04-11,2371,"blue oak",15,"1",0.8597,0.41,0.074,0.158,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.09682926829268,NA,1.13513513513514
"184",2022-04-11,2371,"blue oak",15,"2",0.8597,0.41,0.046,0.0934,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.09682926829268,NA,1.0304347826087
"185",2022-04-11,2371,"blue oak",15,"3",0.8597,0.41,0.067,0.1438,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.09682926829268,NA,1.14626865671642
"186",2022-04-11,2372,"blue oak",15,"1",0.6786,0.288,0.062,0.1206,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.35625,NA,0.945161290322581
"187",2022-04-11,2372,"blue oak",15,"2",0.6786,0.288,0.064,0.1228,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.35625,NA,0.91875
"188",2022-04-11,2372,"blue oak",15,"3",0.6786,0.288,0.063,0.1194,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.35625,NA,0.895238095238095
"189",2022-04-11,2375,"blue oak",15,"1",0.7979,0.38,0.099,0.2063,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.09973684210526,NA,1.08383838383838
"190",2022-04-11,2375,"blue oak",15,"2",0.7979,0.38,0.055,0.1154,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.09973684210526,NA,1.09818181818182
"191",2022-04-11,2375,"blue oak",15,"3",0.7979,0.38,0.079,0.1633,2022-04-11,NA,NA,NA,NA,NA,NA,NA,1.09973684210526,NA,1.06708860759494
"192",2022-04-11,2376,"live oak",15,"1",1.5208,0.961,0.173,0.2742,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.582518210197711,NA,0.584971098265896
"193",2022-04-11,2376,"live oak",15,"2",1.5208,0.961,0.184,0.2917,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.582518210197711,NA,0.585326086956522
"194",2022-04-11,2376,"live oak",15,"3",1.5208,0.961,0.21,0.3317,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.582518210197711,NA,0.57952380952381
"195",2022-04-11,2377,"live oak",15,"1",1.7582,1.101,0.329,0.4999,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.519452887537994
"196",2022-04-11,2377,"live oak",15,"2",1.7582,1.101,0.193,0.3096,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.604145077720207
"197",2022-04-11,2377,"live oak",15,"3",1.7582,1.101,0.399,0.6369,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.596240601503759
"198",2022-04-11,2377,"live oak",15,"4",1.7582,1.101,0.169,0.2622,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.551479289940828
"199",2022-04-11,2378,"blue oak",15,"1",1.4301,0.766,0.102,0.1847,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.866971279373368,NA,0.81078431372549
"200",2022-04-11,2378,"blue oak",15,"2",1.4301,0.766,0.091,0.1666,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.866971279373368,NA,0.830769230769231
"201",2022-04-11,2378,"blue oak",15,"3",1.4301,0.766,0.083,0.1498,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.866971279373368,NA,0.804819277108433
"202",2022-04-11,2379,"blue oak",15,"1",0.9412,0.514,0.072,0.1302,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.831128404669261,NA,0.808333333333334
"203",2022-04-11,2379,"blue oak",15,"2",0.9412,0.514,0.046,0.0828,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.831128404669261,NA,0.8
"204",2022-04-11,2379,"blue oak",15,"3",0.9412,0.514,0.064,0.1128,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.831128404669261,NA,0.7625
"205",2022-04-11,2380,"live oak",15,"1",3.7176,2.173,0.075,0.1128,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.504
"206",2022-04-11,2380,"live oak",15,"2",3.7176,2.173,0.094,0.146,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.553191489361702
"207",2022-04-11,2380,"live oak",15,"3",3.7176,2.173,0.15,0.2345,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.563333333333333
"208",2022-04-11,2380,"live oak",15,"4",3.7176,2.173,0.095,0.1459,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.53578947368421
"209",2022-04-11,2381,"blue oak",15,"1",0.8111,0.439,0.082,0.1492,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.847608200455581,NA,0.819512195121951
"210",2022-04-11,2381,"blue oak",15,"2",0.8111,0.439,0.087,0.1596,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.847608200455581,NA,0.83448275862069
"211",2022-04-11,2381,"blue oak",15,"3",0.8111,0.439,0.101,0.1804,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.847608200455581,NA,0.786138613861386
"212",2022-04-11,2382,"blue oak",15,"1",0.1926,0.108,0.117,0.2082,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.779487179487179
"213",2022-04-11,2382,"blue oak",15,"2",0.1926,0.108,0.12,0.2113,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.760833333333333
"214",2022-04-11,2382,"blue oak",15,"3",0.1926,0.108,0.234,0.4267,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.823504273504273
"215",2022-04-11,2382,"blue oak",15,"4",0.1926,0.108,0.123,0.2241,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.821951219512195
"216",2022-04-11,2382,"blue oak",15,"5",0.1926,0.108,0.16,0.2925,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.828125
"217",2022-04-11,2382,"blue oak",15,"6",0.1926,0.108,0.058,0.1017,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.753448275862069
"218",2022-04-11,2382,"blue oak",15,"7",0.1926,0.108,0.109,0.1953,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.791743119266055
"219",2022-04-11,2383,"blue oak",15,"1",0.7765,0.426,0.095,0.1729,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.822769953051643,NA,0.82
"220",2022-04-11,2383,"blue oak",15,"2",0.7765,0.426,0.096,0.1714,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.822769953051643,NA,0.785416666666667
"221",2022-04-11,2384,"blue oak",15,"1",1.1212,0.619,0.11,0.1965,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.811308562197092,NA,0.786363636363636
"222",2022-04-11,2384,"blue oak",15,"2",1.1212,0.619,0.034,0.0601,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.811308562197092,NA,0.767647058823529
"223",2022-04-11,2384,"blue oak",15,"3",1.1212,0.619,0.067,0.117,2022-04-11,NA,NA,NA,NA,NA,NA,NA,0.811308562197092,NA,0.746268656716418
