week,week_rwc_link,date_wp,time,tree,plot,site,species,year,type,water_potential,mean_swc_per_dry_g,max_swc_per_dry_g,rwc_week,collection_type,lwc_wet_per_dry,rwc_percent,rwc_max_percent
21,21,2022-05-23,md,2028,Shedd,Chamise,blue oak,1,stem,3.2125,0.950468906495702,1.24664310954063,yes,lwc,0.70353982300885,74.02028811260554,56.434742038408594
21,21,2022-05-25,pd,2028,Shedd,Chamise,blue oak,0,leaf,1.775,0.784514371810752,1.05390984893191,yes,lfm,0.805054151624549,102.61815213995236,76.38738289052284
21,21,2022-05-25,pd,2028,Shedd,Chamise,blue oak,0,leaf,1.775,0.784514371810752,1.05390984893191,yes,lwc,0.802346679569372,102.27303774148342,76.13048501088723
21,21,2022-05-25,pd,2028,Shedd,Chamise,blue oak,0,stem,1.775,1.00510442209837,1.82954545454545,yes,lfm,0.790510295434199,78.64956894566637,43.20801614795633
21,21,2022-05-25,pd,2028,Shedd,Chamise,blue oak,0,stem,1.775,1.00510442209837,1.82954545454545,yes,lwc,0.802346679569372,79.82719625233585,43.854973790127275
21,21,2022-05-25,pd,2028,Shedd,Chamise,blue oak,1,stem,1.775,0.950468906495702,1.24664310954063,yes,lfm,0.700879765395894,73.74042018691365,56.22136440108814
21,21,2022-05-25,pd,2028,Shedd,Chamise,blue oak,1,stem,1.775,0.950468906495702,1.24664310954063,yes,lwc,0.802346679569372,84.41587874005852,64.36057548699925
37,37,2022-09-15,md,2028,Shedd,Chamise,blue oak,0,leaf,3.787,0.599579766671784,1.05390984893191,yes,lfm,0.52635909119676,87.78800093914681,49.94346449368522
37,37,2022-09-15,md,2028,Shedd,Chamise,blue oak,0,leaf,3.787,0.599579766671784,1.05390984893191,yes,lwc,0.558911004346831,93.21712229371884,53.03214548315134
37,37,2022-09-15,md,2028,Shedd,Chamise,blue oak,0,stem,3.787,0.650293219311164,1.82954545454545,yes,lfm,0.466217446731014,71.6934196584218,25.482692740577228
37,37,2022-09-15,md,2028,Shedd,Chamise,blue oak,0,stem,3.787,0.650293219311164,1.82954545454545,yes,lwc,0.558911004346831,85.94753685712249,30.549172908398297
37,37,2022-09-15,md,2028,Shedd,Chamise,blue oak,1,stem,3.787,0.66845062416061,1.24664310954063,yes,lfm,0.483892438764643,72.3901543771133,38.81563496893271
37,37,2022-09-15,md,2028,Shedd,Chamise,blue oak,1,stem,3.787,0.66845062416061,1.24664310954063,yes,lwc,0.558911004346831,83.6129078417227,44.83328067748128
37,37,2022-09-15,pd,2028,Shedd,Chamise,blue oak,0,leaf,2.359,0.599579766671784,1.05390984893191,yes,lfm,0.570907341325528,95.21791312181627,54.17041523087735
37,37,2022-09-15,pd,2028,Shedd,Chamise,blue oak,0,leaf,2.359,0.599579766671784,1.05390984893191,yes,lwc,0.534153120525562,89.08791627352608,50.68299922112901
37,37,2022-09-15,pd,2028,Shedd,Chamise,blue oak,0,stem,2.359,0.650293219311164,1.82954545454545,yes,lfm,0.486238532110092,74.77219778258642,26.577012935210064
37,37,2022-09-15,pd,2028,Shedd,Chamise,blue oak,0,stem,2.359,0.650293219311164,1.82954545454545,yes,lwc,0.534153120525562,82.14034910149827,29.19594696040346
37,37,2022-09-15,pd,2028,Shedd,Chamise,blue oak,1,stem,2.359,0.66845062416061,1.24664310954063,yes,lfm,0.537053979871912,80.34310395720013,43.08001029017908
37,37,2022-09-15,pd,2028,Shedd,Chamise,blue oak,1,stem,2.359,0.66845062416061,1.24664310954063,yes,lwc,0.534153120525562,79.90913632496212,42.847316640797835
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,0,leaf,2.5555,0.782296497053991,0.782296497053991,yes,lfm,0.69527442254715,88.87607514100436,88.87607514100436
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,0,leaf,2.5555,0.782296497053991,0.782296497053991,yes,lwc,0.755852842809365,96.61974016958932,96.61974016958932
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,1,leaf,2.5555,0.722418252657959,0.722418252657959,yes,lfm,0.532108785419336,73.65660868362248,73.65660868362248
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,1,leaf,2.5555,0.722418252657959,0.722418252657959,yes,lwc,0.755852842809365,104.62814858683205,104.62814858683205
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,0,stem,2.5555,0.955950745980531,1.06486486486486,yes,lfm,0.739130434782609,77.31888257741495,69.41072610902705
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,0,stem,2.5555,0.955950745980531,1.06486486486486,yes,lwc,0.755852842809365,79.06817856332933,70.98110452778333
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,1,stem,2.5555,0.855072177726148,0.855072177726148,yes,lfm,0.616994292961319,72.15698382352494,72.15698382352494
21,21,2022-05-23,md,2029,Shedd,Chamise,live oak,1,stem,2.5555,0.855072177726148,0.855072177726148,yes,lwc,0.755852842809365,88.39637898397864,88.39637898397864
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,0,leaf,1.394,0.782296497053991,0.782296497053991,yes,lfm,0.726539954224301,92.87270963890793,92.87270963890793
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,0,leaf,1.394,0.782296497053991,0.782296497053991,yes,lwc,0.757697298572608,96.85551468349664,96.85551468349664
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,1,leaf,1.394,0.722418252657959,0.722418252657959,yes,lfm,0.5220700152207,72.26700229401357,72.26700229401357
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,1,leaf,1.394,0.722418252657959,0.722418252657959,yes,lwc,0.757697298572608,104.88346546960136,104.88346546960136
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,0,stem,1.394,0.955950745980531,1.06486486486486,yes,lfm,0.641586867305062,67.1150548292086,60.250543376363964
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,0,stem,1.394,0.955950745980531,1.06486486486486,yes,lwc,0.757697298572608,79.26112320728703,71.1543148405752
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,1,stem,1.394,0.855072177726148,0.855072177726148,yes,lfm,0.68141592920354,79.69104210776644,79.69104210776644
21,21,2022-05-25,pd,2029,Shedd,Chamise,live oak,1,stem,1.394,0.855072177726148,0.855072177726148,yes,lwc,0.757697298572608,88.61208659455109,88.61208659455109
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,0,leaf,3.1065,0.630367571281347,0.782296497053991,yes,lfm,0.550427924148347,87.31856605971863,70.36052522556018
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,0,leaf,3.1065,0.630367571281347,0.782296497053991,yes,lwc,0.596239289114567,94.58597115054516,76.21653572014104
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,1,leaf,3.1065,0.484797088955849,0.722418252657959,yes,lfm,0.476150569173825,98.21646623319319,65.91065043303473
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,1,leaf,3.1065,0.484797088955849,0.722418252657959,yes,lwc,0.596239289114567,122.98739053873882,82.53380737832305
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,0,stem,3.1065,1.06486486486486,1.06486486486486,yes,lfm,0.872462488967343,81.93175657815188,81.93175657815188
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,0,stem,3.1065,1.06486486486486,1.06486486486486,yes,lwc,0.596239289114567,55.99201445999766,55.99201445999766
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,1,stem,3.1065,0.58572595767892,0.855072177726148,yes,lfm,0.502053556760309,85.71475280860302,58.714757635477724
37,37,2022-09-15,md,2029,Shedd,Chamise,live oak,1,stem,3.1065,0.58572595767892,0.855072177726148,yes,lwc,0.596239289114567,101.79492325682622,69.72970290065071
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,0,leaf,1.329,0.630367571281347,0.782296497053991,yes,lfm,0.74192222735912,117.69676315217421,94.83900671332233
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,0,leaf,1.329,0.630367571281347,0.782296497053991,yes,lwc,0.642248429026427,101.88475078451921,82.09782754301425
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,1,leaf,1.329,0.484797088955849,0.722418252657959,yes,lfm,0.685147359206303,141.32662402778993,94.84081509367641
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,1,leaf,1.329,0.484797088955849,0.722418252657959,yes,lwc,0.642248429026427,132.47778166525197,88.90257501986322
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,0,stem,1.329,1.06486486486486,1.06486486486486,yes,lfm,0.768292682926829,72.14931286368731,72.14931286368731
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,0,stem,1.329,1.06486486486486,1.06486486486486,yes,lwc,0.642248429026427,60.3126697309084,60.3126697309084
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,1,stem,1.329,0.58572595767892,0.855072177726148,yes,lfm,0.783468104222821,133.7601815237115,91.62596148389014
37,37,2022-09-15,pd,2029,Shedd,Chamise,live oak,1,stem,1.329,0.58572595767892,0.855072177726148,yes,lwc,0.642248429026427,109.64998573249014,75.11043462252826
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,0,leaf,2.02375,0.812102315945849,0.812102315945849,yes,lfm,0.737012987012987,90.75371077529731,90.75371077529731
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,0,leaf,2.02375,0.812102315945849,0.812102315945849,yes,lwc,0.736526946107784,90.69386106231664,90.69386106231664
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,1,leaf,2.02375,0.650404530744336,0.740354180676978,yes,lfm,0.601307189542484,92.45126088748735,81.21885514209566
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,1,leaf,2.02375,0.650404530744336,0.740354180676978,yes,lwc,0.736526946107784,113.24136153616394,99.48305356151371
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,0,stem,2.02375,1.07011590097212,1.07011590097212,yes,lfm,0.671309192200557,62.73238175329634,62.73238175329634
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,0,stem,2.02375,1.07011590097212,1.07011590097212,yes,lwc,0.736526946107784,68.82683879743348,68.82683879743348
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,1,stem,2.02375,0.895969773299748,0.93661017162619,yes,lfm,0.685823754789272,76.54541204704555,73.22403445592633
21,21,2022-05-23,md,2030,Shedd,Chamise,live oak,1,stem,2.02375,0.895969773299748,0.93661017162619,yes,lwc,0.736526946107784,82.20444127208049,78.63751306789555
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,0,leaf,1.37625,0.812102315945849,0.812102315945849,yes,lfm,0.744780699115577,91.71020504333089,91.71020504333089
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,0,leaf,1.37625,0.812102315945849,0.812102315945849,yes,lwc,0.608502082435732,74.92923865473952,74.92923865473952
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,1,leaf,1.37625,0.650404530744336,0.740354180676978,yes,lfm,0.626712328767123,96.35731289416155,84.65033967851156
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,1,leaf,1.37625,0.650404530744336,0.740354180676978,yes,lwc,0.608502082435732,93.55747902606859,82.19067283166001
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,0,stem,1.37625,1.07011590097212,1.07011590097212,yes,lfm,0.777777777777778,72.68163916368547,72.68163916368547
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,0,stem,1.37625,1.07011590097212,1.07011590097212,yes,lwc,0.608502082435732,56.863194153357924,56.863194153357924
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,1,stem,1.37625,0.895969773299748,0.93661017162619,yes,lfm,0.644648153141008,71.94976575681198,68.82779759072413
21,21,2022-05-25,pd,2030,Shedd,Chamise,live oak,1,stem,1.37625,0.895969773299748,0.93661017162619,yes,lwc,0.608502082435732,67.9154699822844,64.96855371314406
37,37,NA,md,2030,Shedd,Chamise,live oak,0,leaf,NA,0.764189451057274,0.812102315945849,yes,lfm,0.551806454574668,72.20807010764555,67.94789815763343
37,37,NA,md,2030,Shedd,Chamise,live oak,0,leaf,NA,0.764189451057274,0.812102315945849,yes,lwc,0.573248975227232,75.01398696803896,70.58826997181673
37,37,NA,md,2030,Shedd,Chamise,live oak,1,leaf,NA,0.740354180676978,0.740354180676978,yes,lfm,0.537288605489326,72.57183379420248,72.57183379420248
37,37,NA,md,2030,Shedd,Chamise,live oak,1,leaf,NA,0.740354180676978,0.740354180676978,yes,lwc,0.573248975227232,77.42901846019895,77.42901846019895
37,37,NA,md,2030,Shedd,Chamise,live oak,0,stem,NA,0.92925209826218,1.07011590097212,yes,lfm,0.532091097308489,57.26014483083409,49.722754033009345
37,37,NA,md,2030,Shedd,Chamise,live oak,0,stem,NA,0.92925209826218,1.07011590097212,yes,lwc,0.573248975227232,61.689284995888706,53.568868073680456
37,37,NA,md,2030,Shedd,Chamise,live oak,1,stem,NA,0.93661017162619,0.93661017162619,yes,lfm,0.495260115606937,52.87793477056108,52.87793477056108
37,37,NA,md,2030,Shedd,Chamise,live oak,1,stem,NA,0.93661017162619,0.93661017162619,yes,lwc,0.573248975227232,61.20464976714144,61.20464976714144
37,37,2022-09-15,pd,2030,Shedd,Chamise,live oak,0,leaf,2,0.764189451057274,0.812102315945849,yes,lfm,0.589303733602422,77.1148741698942,72.56520786005453
37,37,2022-09-15,pd,2030,Shedd,Chamise,live oak,0,leaf,2,0.764189451057274,0.812102315945849,yes,lwc,0.540224109341239,70.69243217029837,66.52168067173214
37,37,2022-09-15,pd,2030,Shedd,Chamise,live oak,0,leaf,2,0.764189451057274,0.812102315945849,yes,lfm,0.606100416976067,79.31284789884404,74.63350431037088
37,37,2022-09-15,pd,2030,Shedd,Chamise,live oak,1,stem,2,0.93661017162619,0.93661017162619,yes,lfm,0.633802816901409,67.66986267093048,67.66986267093048
37,37,2022-09-15,pd,2030,Shedd,Chamise,live oak,1,stem,2,0.93661017162619,0.93661017162619,yes,lwc,0.540224109341239,57.67865070302136,57.67865070302136
14,15,2022-04-04,pd,2031,Shedd,Chamise,blue oak,0,leaf,0.244,0.98559187078183,0.98559187078183,no,lfm,1.33525783370343,135.47776450755669,135.47776450755669
14,15,2022-04-04,pd,2031,Shedd,Chamise,blue oak,0,leaf,0.244,0.98559187078183,0.98559187078183,no,lwc,0.961170708955224,97.52218311142992,97.52218311142992
14,15,2022-04-04,pd,2031,Shedd,Chamise,blue oak,0,stem,0.244,1.32163080407701,1.32163080407701,no,lfm,4.5625,345.21743787489294,345.21743787489294
14,15,2022-04-04,pd,2031,Shedd,Chamise,blue oak,0,stem,0.244,1.32163080407701,1.32163080407701,no,lwc,0.961170708955224,72.72611276842014,72.72611276842014
21,21,2022-05-23,md,2031,Shedd,Chamise,blue oak,0,leaf,2.971,0.865343109572547,0.98559187078183,yes,lfm,0.704772727272727,81.44431029454469,71.50756293410369
21,21,2022-05-23,md,2031,Shedd,Chamise,blue oak,0,leaf,2.971,0.865343109572547,0.98559187078183,yes,lwc,0.701694915254237,81.08863495785536,71.19528235329406
21,21,2022-05-23,md,2031,Shedd,Chamise,blue oak,0,stem,2.971,0.995297805642633,1.32163080407701,yes,lfm,0.65891472868217,66.2027711652322,49.85618726875375
21,21,2022-05-23,md,2031,Shedd,Chamise,blue oak,0,stem,2.971,0.995297805642633,1.32163080407701,yes,lwc,0.701694915254237,70.50100093420524,53.09311141126747
21,21,2022-05-23,md,2031,Shedd,Chamise,blue oak,1,stem,2.971,0.910042603483852,0.910042603483852,yes,lfm,0.575,63.18385510730684,63.18385510730684
21,21,2022-05-23,md,2031,Shedd,Chamise,blue oak,1,stem,2.971,0.910042603483852,0.910042603483852,yes,lwc,0.701694915254237,77.1057214868829,77.1057214868829
21,21,2022-05-25,pd,2031,Shedd,Chamise,blue oak,0,leaf,1.9125,0.865343109572547,0.98559187078183,yes,lfm,0.821908449100433,94.9806429390107,83.3923729959792
21,21,2022-05-25,pd,2031,Shedd,Chamise,blue oak,0,leaf,1.9125,0.865343109572547,0.98559187078183,yes,lwc,0.842579611456038,97.36942516041371,85.4897079039069
21,21,2022-05-25,pd,2031,Shedd,Chamise,blue oak,0,stem,1.9125,0.995297805642633,1.32163080407701,yes,lfm,0.724137931034483,72.75590551181106,54.79124191117811
21,21,2022-05-25,pd,2031,Shedd,Chamise,blue oak,0,stem,1.9125,0.995297805642633,1.32163080407701,yes,lwc,0.842579611456038,84.65603025337832,63.75302458574822
21,21,2022-05-25,pd,2031,Shedd,Chamise,blue oak,1,stem,1.9125,0.910042603483852,0.910042603483852,yes,lfm,0.632208922742111,69.47025560362451,69.47025560362451
21,21,2022-05-25,pd,2031,Shedd,Chamise,blue oak,1,stem,1.9125,0.910042603483852,0.910042603483852,yes,lwc,0.842579611456038,92.58683145497253,92.58683145497253
37,37,2022-09-15,pd,2031,Shedd,Chamise,blue oak,0,leaf,2.89666666666667,0.821453542681665,0.98559187078183,yes,lfm,0.544293774126497,66.25983647835156,55.225067318659086
37,37,2022-09-15,pd,2031,Shedd,Chamise,blue oak,0,leaf,2.89666666666667,0.821453542681665,0.98559187078183,yes,lwc,0.526666827189328,64.11401251859051,53.43660421747843
37,37,2022-09-15,pd,2031,Shedd,Chamise,blue oak,0,stem,2.89666666666667,0.810060836058889,1.32163080407701,yes,lfm,0.494867256637168,61.09013479096188,37.4436835998817
37,37,2022-09-15,pd,2031,Shedd,Chamise,blue oak,0,stem,2.89666666666667,0.810060836058889,1.32163080407701,yes,lwc,0.526666827189328,65.01571286320537,39.84976935802714
37,37,2022-09-15,pd,2031,Shedd,Chamise,blue oak,1,stem,2.89666666666667,0.8885158647314,0.910042603483852,yes,lfm,0.529694061187763,59.61559969983096,58.20541358832789
37,37,2022-09-15,pd,2031,Shedd,Chamise,blue oak,1,stem,2.89666666666667,0.8885158647314,0.910042603483852,yes,lwc,0.526666827189328,59.274892896655295,57.87276608514003
14,15,2022-04-04,pd,2085,Low,PineNeedle,blue oak,0,leaf,0.518,1.31336062637717,1.31336062637717,no,lfm,1.66972829503388,127.13403017415939,127.13403017415939
14,15,2022-04-04,pd,2085,Low,PineNeedle,blue oak,0,leaf,0.518,1.31336062637717,1.31336062637717,no,lwc,1.6518648258809,125.77389581393759,125.77389581393759
14,15,2022-04-04,pd,2085,Low,PineNeedle,blue oak,0,stem,0.518,1.41117947399354,1.41117947399354,no,lfm,1.80066913188942,127.60029217216795,127.60029217216795
14,15,2022-04-04,pd,2085,Low,PineNeedle,blue oak,0,stem,0.518,1.41117947399354,1.41117947399354,no,lwc,1.6518648258809,117.0556159810231,117.0556159810231
14,15,2022-04-04,pd,2085,Low,PineNeedle,blue oak,1,stem,0.518,1.10230012712516,1.10230012712516,no,lfm,1.55993215228044,141.51610018850323,141.51610018850323
14,15,2022-04-04,pd,2085,Low,PineNeedle,blue oak,1,stem,0.518,1.10230012712516,1.10230012712516,no,lwc,1.6518648258809,149.85617666479138,149.85617666479138
37,37,2022-09-15,md,2085,Low,PineNeedle,blue oak,0,leaf,3.556,0.758008075367776,1.31336062637717,yes,lfm,0.64247656302691,84.75853805583647,48.91851865539359
37,37,2022-09-15,md,2085,Low,PineNeedle,blue oak,0,leaf,3.556,0.758008075367776,1.31336062637717,yes,lwc,0.635114503816794,83.787300486033,48.35796742047315
37,37,2022-09-15,md,2085,Low,PineNeedle,blue oak,0,stem,3.556,0.858908425146907,1.41117947399354,yes,lfm,0.47280854233921,55.04760792844024,33.50449401033269
37,37,2022-09-15,md,2085,Low,PineNeedle,blue oak,0,stem,3.556,0.858908425146907,1.41117947399354,yes,lwc,0.635114503816794,73.94437931007192,45.005934080054615
37,37,2022-09-15,md,2085,Low,PineNeedle,blue oak,1,stem,3.556,0.896630063942926,1.10230012712516,yes,lfm,0.54035601072909,60.26521220500653,49.02077006362674
37,37,2022-09-15,md,2085,Low,PineNeedle,blue oak,1,stem,3.556,0.896630063942926,1.10230012712516,yes,lwc,0.635114503816794,70.83350529468991,57.617203172533095
37,37,2022-09-15,pd,2085,Low,PineNeedle,blue oak,0,leaf,1.48244444444444,0.758008075367776,1.31336062637717,yes,lfm,0.936710712370179,123.57529461882035,71.32166851644105
37,37,2022-09-15,pd,2085,Low,PineNeedle,blue oak,0,leaf,1.48244444444444,0.758008075367776,1.31336062637717,yes,lwc,0.73641771359557,97.1516976568184,56.07124949580192
37,37,2022-09-15,pd,2085,Low,PineNeedle,blue oak,0,stem,1.48244444444444,0.858908425146907,1.41117947399354,yes,lfm,0.762935359036835,88.82615849371173,54.06366611029148
37,37,2022-09-15,pd,2085,Low,PineNeedle,blue oak,0,stem,1.48244444444444,0.858908425146907,1.41117947399354,yes,lwc,0.73641771359557,85.73879263899568,52.18455392577097
37,37,2022-09-15,pd,2085,Low,PineNeedle,blue oak,1,stem,1.48244444444444,0.896630063942926,1.10230012712516,yes,lfm,0.868211440984794,96.83050746333876,78.76361615317255
37,37,2022-09-15,pd,2085,Low,PineNeedle,blue oak,1,stem,1.48244444444444,0.896630063942926,1.10230012712516,yes,lwc,0.73641771359557,82.13172223527471,66.80736901629277
14,15,2022-04-04,md,2086,Low,PineNeedle,blue oak,0,leaf,0.8625,1.25249276294628,1.25249276294628,no,lfm,1.8858940397351,150.57125242774651,150.57125242774651
14,15,2022-04-04,md,2086,Low,PineNeedle,blue oak,0,leaf,0.8625,1.25249276294628,1.25249276294628,no,lwc,1.68135795692511,134.24093189728268,134.24093189728268
14,15,2022-04-04,md,2086,Low,PineNeedle,blue oak,0,stem,0.8625,1.52890173410404,1.52890173410404,no,lfm,1.52692664809656,99.8708166807962,99.8708166807962
14,15,2022-04-04,md,2086,Low,PineNeedle,blue oak,0,stem,0.8625,1.52890173410404,1.52890173410404,no,lwc,1.68135795692511,109.97161684236114,109.97161684236114
14,15,2022-04-04,md,2086,Low,PineNeedle,blue oak,1,stem,0.8625,1.17037037037037,1.17037037037037,no,lfm,2.24137191854234,191.5096259514025,191.5096259514025
14,15,2022-04-04,md,2086,Low,PineNeedle,blue oak,1,stem,0.8625,1.17037037037037,1.17037037037037,no,lwc,1.68135795692511,143.66033176258856,143.66033176258856
14,15,2022-04-04,pd,2086,Low,PineNeedle,blue oak,0,leaf,0.756333333333333,1.25249276294628,1.25249276294628,no,lfm,2.3916011181174,190.94730036535762,190.94730036535762
14,15,2022-04-04,pd,2086,Low,PineNeedle,blue oak,0,leaf,0.756333333333333,1.25249276294628,1.25249276294628,no,lwc,1.8236641221374,145.60276722458136,145.60276722458136
14,15,2022-04-04,pd,2086,Low,PineNeedle,blue oak,0,stem,0.756333333333333,1.52890173410404,1.52890173410404,no,lfm,2.39062966278723,156.3625450518686,156.3625450518686
14,15,2022-04-04,pd,2086,Low,PineNeedle,blue oak,0,stem,0.756333333333333,1.52890173410404,1.52890173410404,no,lwc,1.8236641221374,119.2793546804429,119.2793546804429
14,15,2022-04-04,pd,2086,Low,PineNeedle,blue oak,1,stem,0.756333333333333,1.17037037037037,1.17037037037037,no,lfm,2.54074702886248,217.08914487116132,217.08914487116132
14,15,2022-04-04,pd,2086,Low,PineNeedle,blue oak,1,stem,0.756333333333333,1.17037037037037,1.17037037037037,no,lwc,1.8236641221374,155.81940284085383,155.81940284085383
37,37,2022-09-15,md,2086,Low,PineNeedle,blue oak,0,leaf,4.3785,0.91524476337164,1.25249276294628,yes,lfm,0.631753711873251,69.02565708717681,50.439709558652936
37,37,2022-09-15,md,2086,Low,PineNeedle,blue oak,0,leaf,4.3785,0.91524476337164,1.25249276294628,yes,lwc,0.655257039524671,71.59363983802443,52.31623358711376
37,37,2022-09-15,md,2086,Low,PineNeedle,blue oak,0,stem,4.3785,0.919119685574557,1.52890173410404,yes,lfm,0.5309985802177,57.772517393723746,34.73071999155481
37,37,2022-09-15,md,2086,Low,PineNeedle,blue oak,0,stem,4.3785,0.919119685574557,1.52890173410404,yes,lwc,0.655257039524671,71.29180778181885,42.8580218668312
37,37,2022-09-15,md,2086,Low,PineNeedle,blue oak,1,stem,4.3785,0.914640622090338,1.17037037037037,yes,lfm,0.550607287449393,60.19930387423905,47.045559370675996
37,37,2022-09-15,md,2086,Low,PineNeedle,blue oak,1,stem,4.3785,0.914640622090338,1.17037037037037,yes,lwc,0.655257039524671,71.64092909268925,55.98715211128519
37,37,2022-09-15,pd,2086,Low,PineNeedle,blue oak,0,leaf,1.8648,0.91524476337164,1.25249276294628,yes,lfm,0.897003477680911,98.0069500071729,71.61745793810897
37,37,2022-09-15,pd,2086,Low,PineNeedle,blue oak,0,leaf,1.8648,0.91524476337164,1.25249276294628,yes,lwc,0.705693176879617,77.1043118870123,56.34309416843188
37,37,2022-09-15,pd,2086,Low,PineNeedle,blue oak,0,stem,1.8648,0.919119685574557,1.52890173410404,yes,lfm,0.810854379365932,88.22076080973648,53.035087950966656
37,37,2022-09-15,pd,2086,Low,PineNeedle,blue oak,0,stem,1.8648,0.919119685574557,1.52890173410404,yes,lwc,0.705693176879617,76.77924735541666,46.15686941405453
37,37,2022-09-15,pd,2086,Low,PineNeedle,blue oak,1,stem,1.8648,0.914640622090338,1.17037037037037,yes,lfm,0.788050588748364,86.15958768016856,67.3334363803982
37,37,2022-09-15,pd,2086,Low,PineNeedle,blue oak,1,stem,1.8648,0.914640622090338,1.17037037037037,yes,lwc,0.705693176879617,77.15524106799583,60.2965689106002
14,15,NA,md,2087,Low,PineNeedle,blue oak,0,leaf,NA,1.27019438444924,1.27019438444924,no,lfm,1.56094948369682,122.89059869947798,122.89059869947798
14,15,NA,md,2087,Low,PineNeedle,blue oak,0,leaf,NA,1.27019438444924,1.27019438444924,no,lwc,NA,NA,NA
14,15,NA,md,2087,Low,PineNeedle,blue oak,0,stem,NA,1.54935064935065,1.54935064935065,no,lfm,3.32009468700684,214.28943076238608,214.28943076238608
14,15,NA,md,2087,Low,PineNeedle,blue oak,0,stem,NA,1.54935064935065,1.54935064935065,no,lwc,NA,NA,NA
14,15,NA,md,2087,Low,PineNeedle,blue oak,1,stem,NA,1.33974358974359,1.33974358974359,no,lfm,1.04358729400525,77.89455400230571,77.89455400230571
14,15,NA,md,2087,Low,PineNeedle,blue oak,1,stem,NA,1.33974358974359,1.33974358974359,no,lwc,NA,NA,NA
14,15,2022-04-04,pd,2087,Low,PineNeedle,blue oak,0,leaf,0.617,1.27019438444924,1.27019438444924,no,lfm,2.14544143671757,168.906543989158,168.906543989158
14,15,2022-04-04,pd,2087,Low,PineNeedle,blue oak,0,leaf,0.617,1.27019438444924,1.27019438444924,no,lwc,1.81722054380665,143.06633425990165,143.06633425990165
14,15,2022-04-04,pd,2087,Low,PineNeedle,blue oak,0,stem,0.617,1.54935064935065,1.54935064935065,no,lfm,1.06928016221696,69.01472966530251,69.01472966530251
14,15,2022-04-04,pd,2087,Low,PineNeedle,blue oak,0,stem,0.617,1.54935064935065,1.54935064935065,no,lwc,1.81722054380665,117.28917172934786,117.28917172934786
14,15,2022-04-04,pd,2087,Low,PineNeedle,blue oak,1,stem,0.617,1.33974358974359,1.33974358974359,no,lfm,1.30280411539237,97.24279521588979,97.24279521588979
14,15,2022-04-04,pd,2087,Low,PineNeedle,blue oak,1,stem,0.617,1.33974358974359,1.33974358974359,no,lwc,1.81722054380665,135.6394281501614,135.6394281501614
37,37,2022-09-15,md,2087,Low,PineNeedle,blue oak,0,leaf,3.72733333333333,0.86981459013312,1.27019438444924,yes,lfm,0.640068672090767,73.58679416872144,50.39139520116069
37,37,2022-09-15,md,2087,Low,PineNeedle,blue oak,0,leaf,3.72733333333333,0.86981459013312,1.27019438444924,yes,lwc,0.613561050216671,70.53929161187892,48.30450029762277
37,37,2022-09-15,md,2087,Low,PineNeedle,blue oak,0,stem,3.72733333333333,1.11660051870341,1.54935064935065,yes,lfm,0.680280631420697,60.924262529506514,43.907467409382775
