week,week_rwc_link,date_wp,time,tree,plot,site,species,year,type,water_potential,mean_swc_per_dry_g,max_swc_per_dry_g,rwc_week,collection_type,lwc_wet_per_dry,rwc_percent,rwc_max_percent
33,37,2022-08-18,pd,2352,MiddleEarth,LL,live oak,1,stem,3.25825,0.666011787819253,0.830541009908671,no,lfm,0.458080194410693,68.77959261210704,55.1544341514292
33,37,2022-08-18,pd,2352,MiddleEarth,LL,live oak,1,stem,3.25825,0.666011787819253,0.830541009908671,no,lwc,0.504237288135593,75.70996450177493,60.71190731340776
37,37,2022-09-15,md,2352,MiddleEarth,LL,live oak,1,stem,5.033,0.666011787819253,0.830541009908671,yes,lfm,0.506535141800247,76.05498146794274,60.98857681403923
37,37,2022-09-15,md,2352,MiddleEarth,LL,live oak,1,stem,5.033,0.666011787819253,0.830541009908671,yes,lwc,0.547684865238424,82.23350926441239,65.94314533591174
37,37,2022-09-15,pd,2352,MiddleEarth,LL,live oak,1,leaf,1.002,0.525687172774869,0.660193954627433,yes,lfm,0.55493086157119,105.56294509564626,84.05573205897558
37,37,2022-09-15,pd,2352,MiddleEarth,LL,live oak,1,leaf,1.002,0.525687172774869,0.660193954627433,yes,lwc,0.657544956997655,125.08293735355333,99.5987546369956
37,37,2022-09-15,pd,2352,MiddleEarth,LL,live oak,1,stem,1.002,0.666011787819253,0.830541009908671,yes,lfm,0.671724992257665,100.8578233212837,80.8780041254712
37,37,2022-09-15,pd,2352,MiddleEarth,LL,live oak,1,stem,1.002,0.666011787819253,0.830541009908671,yes,lwc,0.657544956997655,98.72872658165389,79.17067900957242
13,13,2022-03-25,pd,2354,MiddleEarth,LL,live oak,0,leaf,0.87525,0.708980722868552,1.35151696442166,yes,lfm,1.5498289892676,218.59959506331245,114.67329157283656
13,13,2022-03-25,pd,2354,MiddleEarth,LL,live oak,0,leaf,0.87525,0.708980722868552,1.35151696442166,yes,lwc,0.97117147020582,136.98136477906456,71.85788234788475
13,13,2022-03-30,pd,2354,MiddleEarth,LL,live oak,0,leaf,0.87525,0.708980722868552,1.35151696442166,yes,lfm,1.5498289892676,218.59959506331245,114.67329157283656
13,13,2022-03-30,pd,2354,MiddleEarth,LL,live oak,0,leaf,0.87525,0.708980722868552,1.35151696442166,yes,lwc,0.97117147020582,136.98136477906456,71.85788234788475
13,13,2022-03-30,pd,2354,MiddleEarth,LL,live oak,0,stem,0.87525,1.57468239352217,1.9965811965812,yes,lfm,3.04838709677419,193.58742495086335,152.68034688466594
13,13,2022-03-30,pd,2354,MiddleEarth,LL,live oak,0,stem,0.87525,1.57468239352217,1.9965811965812,yes,lwc,0.97117147020582,61.67411753639745,48.641721752603054
13,13,2022-03-25,pd,2354,MiddleEarth,LL,live oak,0,stem,0.87525,1.57468239352217,1.9965811965812,yes,lfm,3.04838709677419,193.58742495086335,152.68034688466594
13,13,2022-03-25,pd,2354,MiddleEarth,LL,live oak,0,stem,0.87525,1.57468239352217,1.9965811965812,yes,lwc,0.97117147020582,61.67411753639745,48.641721752603054
13,13,2022-03-25,pd,2354,MiddleEarth,LL,live oak,1,stem,0.87525,1.00516431924883,1.30481111903065,yes,lfm,0.884648006785411,88.0102874569322,67.79893226558492
13,13,2022-03-25,pd,2354,MiddleEarth,LL,live oak,1,stem,0.87525,1.00516431924883,1.30481111903065,yes,lwc,0.97117147020582,96.61817989436659,74.43004248211095
13,13,2022-03-30,pd,2354,MiddleEarth,LL,live oak,1,stem,0.87525,1.00516431924883,1.30481111903065,yes,lfm,0.884648006785411,88.0102874569322,67.79893226558492
13,13,2022-03-30,pd,2354,MiddleEarth,LL,live oak,1,stem,0.87525,1.00516431924883,1.30481111903065,yes,lwc,0.97117147020582,96.61817989436659,74.43004248211095
14,15,NA,pd,2354,MiddleEarth,LL,live oak,0,leaf,NA,1.35151696442166,1.35151696442166,no,lfm,1.01025943396226,74.75003722166146,74.75003722166146
14,15,NA,pd,2354,MiddleEarth,LL,live oak,0,leaf,NA,1.35151696442166,1.35151696442166,no,lwc,NA,NA,NA
14,15,NA,pd,2354,MiddleEarth,LL,live oak,1,leaf,NA,0.755074451410658,0.755074451410658,no,lfm,0.652983802216539,86.47939299185802,86.47939299185802
14,15,NA,pd,2354,MiddleEarth,LL,live oak,1,leaf,NA,0.755074451410658,0.755074451410658,no,lwc,NA,NA,NA
14,15,NA,pd,2354,MiddleEarth,LL,live oak,0,stem,NA,1.9965811965812,1.9965811965812,no,lfm,1.2375,61.980950342465654,61.980950342465654
14,15,NA,pd,2354,MiddleEarth,LL,live oak,0,stem,NA,1.9965811965812,1.9965811965812,no,lwc,NA,NA,NA
14,15,NA,pd,2354,MiddleEarth,LL,live oak,1,stem,NA,1.30481111903065,1.30481111903065,no,lfm,0.62984126984127,48.270685362428694,48.270685362428694
14,15,NA,pd,2354,MiddleEarth,LL,live oak,1,stem,NA,1.30481111903065,1.30481111903065,no,lwc,NA,NA,NA
17,18,NA,md,2354,MiddleEarth,LL,live oak,0,leaf,NA,0.924014572628437,1.35151696442166,no,lfm,0.989003368337626,107.0333085250293,73.17728111247493
17,18,NA,md,2354,MiddleEarth,LL,live oak,0,leaf,NA,0.924014572628437,1.35151696442166,no,lwc,NA,NA,NA
17,18,NA,md,2354,MiddleEarth,LL,live oak,1,leaf,NA,0.705812959881447,0.755074451410658,no,lfm,0.731391819627114,103.62402806403036,96.86353686854333
17,18,NA,md,2354,MiddleEarth,LL,live oak,1,leaf,NA,0.705812959881447,0.755074451410658,no,lwc,NA,NA,NA
17,18,NA,md,2354,MiddleEarth,LL,live oak,0,stem,NA,1.27367095614899,1.9965811965812,no,lfm,1.18826868495743,93.2947932290316,59.515169580487616
17,18,NA,md,2354,MiddleEarth,LL,live oak,0,stem,NA,1.27367095614899,1.9965811965812,no,lwc,NA,NA,NA
17,18,NA,md,2354,MiddleEarth,LL,live oak,1,stem,NA,1.00573666493092,1.30481111903065,no,lfm,1.66746367482067,165.7952556532481,127.79349060570821
17,18,NA,md,2354,MiddleEarth,LL,live oak,1,stem,NA,1.00573666493092,1.30481111903065,no,lwc,NA,NA,NA
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,0,leaf,1.4596,0.924014572628437,1.35151696442166,no,lfm,1.67013261000603,180.7474318565342,123.57466861103825
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,0,leaf,1.4596,0.924014572628437,1.35151696442166,no,lwc,0.650399290150843,70.38842345318511,48.12364974117519
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,1,leaf,1.4596,0.705812959881447,0.755074451410658,no,lfm,0.692708019974731,98.14328431870716,91.74035999769139
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,1,leaf,1.4596,0.705812959881447,0.755074451410658,no,lwc,0.650399290150843,92.14895831044082,86.13710726614349
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,0,stem,1.4596,1.27367095614899,1.9965811965812,no,lfm,1.03125,80.96675165758963,51.65079195205471
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,0,stem,1.4596,1.27367095614899,1.9965811965812,no,lwc,0.650399290150843,51.06493847652449,32.575649378274186
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,1,stem,1.4596,1.00573666493092,1.30481111903065,no,lfm,1.45944031172512,145.11157469091205,111.85069550981024
17,18,2022-04-25,pd,2354,MiddleEarth,LL,live oak,1,stem,1.4596,1.00573666493092,1.30481111903065,no,lwc,0.650399290150843,64.66894494649017,49.84624062937382
21,21,2022-05-23,md,2354,MiddleEarth,LL,live oak,1,leaf,3.67633333333333,0.653782206501662,0.755074451410658,yes,lfm,0.547470331043098,83.73894633391285,72.50547678050737
21,21,2022-05-23,md,2354,MiddleEarth,LL,live oak,1,leaf,3.67633333333333,0.653782206501662,0.755074451410658,yes,lwc,NA,NA,NA
21,21,2022-05-23,md,2354,MiddleEarth,LL,live oak,1,leaf,3.67633333333333,0.653782206501662,0.755074451410658,yes,lfm,0.576234567901235,88.13861285467243,76.31493382204792
21,21,2022-05-23,md,2354,MiddleEarth,LL,live oak,1,stem,3.67633333333333,0.850061743708267,1.30481111903065,yes,lfm,0.6,70.583108161366,45.98366700352329
21,21,2022-05-23,md,2354,MiddleEarth,LL,live oak,1,stem,3.67633333333333,0.850061743708267,1.30481111903065,yes,lwc,NA,NA,NA
21,21,2022-05-23,pd,2354,MiddleEarth,LL,live oak,1,leaf,1.3375,0.653782206501662,0.755074451410658,yes,lfm,0.24615,37.650152841743676,32.59943433924079
21,21,2022-05-23,pd,2354,MiddleEarth,LL,live oak,1,leaf,1.3375,0.653782206501662,0.755074451410658,yes,lwc,0.5995115995116,91.69897766406649,79.39768037331555
21,21,2022-05-23,pd,2354,MiddleEarth,LL,live oak,1,stem,1.3375,0.850061743708267,1.30481111903065,yes,lfm,0.644186046511628,75.781088994955,49.37006108517812
21,21,2022-05-23,pd,2354,MiddleEarth,LL,live oak,1,stem,1.3375,0.850061743708267,1.30481111903065,yes,lwc,0.5995115995116,70.525653453868,45.946236261151725
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,0,leaf,4.1,0.671040615236722,1.35151696442166,no,lfm,0.641011840688913,95.52504366114773,47.42906360507389
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,0,leaf,4.1,0.671040615236722,1.35151696442166,no,lwc,0.487928221859706,72.71217431266516,36.102263952602314
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,1,leaf,4.1,0.518097877438078,0.755074451410658,no,lfm,0.467937608318891,90.31837973025047,61.97238000102806
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,1,leaf,4.1,0.518097877438078,0.755074451410658,no,lwc,0.487928221859706,94.17684246699548,64.61988231069671
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,0,stem,4.1,0.867857142857142,1.9965811965812,no,lfm,0.613445378151261,70.68506414911656,30.724789915966362
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,0,stem,4.1,0.867857142857142,1.9965811965812,no,lwc,0.487928221859706,56.222181942682234,24.438185769514345
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,1,stem,4.1,0.809278749419595,1.30481111903065,no,lfm,0.495433789954338,61.21917699058046,37.96977069925631
29,30,2022-07-19,md,2354,MiddleEarth,LL,live oak,1,stem,4.1,0.809278749419595,1.30481111903065,no,lwc,0.487928221859706,60.29173782329541,37.394548126029925
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,0,leaf,2.63333333333333,0.671040615236722,1.35151696442166,no,lfm,0.657317511686444,97.95495187047108,48.63553540134235
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,0,leaf,2.63333333333333,0.671040615236722,1.35151696442166,no,lwc,0.607127882599581,90.47557909522442,44.921957961466106
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,1,leaf,2.63333333333333,0.518097877438078,0.755074451410658,no,lfm,0.548500881834215,105.8681970569877,72.64196011525557
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,1,leaf,2.63333333333333,0.518097877438078,0.755074451410658,no,lwc,0.607127882599581,117.18401272009527,80.40636012320668
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,0,stem,2.63333333333333,0.867857142857142,1.9965811965812,no,lfm,0.713636363636364,82.22970445192679,35.74291718555413
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,0,stem,2.63333333333333,0.867857142857142,1.9965811965812,no,lwc,0.607127882599581,69.9571222748489,30.408374256913895
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,1,stem,2.63333333333333,0.809278749419595,1.30481111903065,no,lfm,0.637795275590551,78.81033278681421,48.88027594862711
29,30,2022-07-19,pd,2354,MiddleEarth,LL,live oak,1,stem,2.63333333333333,0.809278749419595,1.30481111903065,no,lwc,0.607127882599581,75.0208606163211,46.52994397002219
33,37,2022-08-18,md,2354,MiddleEarth,LL,live oak,1,leaf,3.49833333333333,0.491904445919044,0.755074451410658,no,lfm,0.616709923242587,125.37189455370019,81.67537943979256
33,37,2022-08-18,md,2354,MiddleEarth,LL,live oak,1,leaf,3.49833333333333,0.491904445919044,0.755074451410658,no,lwc,0.625531503672207,127.16524700310494,82.84368548075834
33,37,2022-08-18,md,2354,MiddleEarth,LL,live oak,1,stem,3.49833333333333,0.758166969147005,1.30481111903065,no,lfm,0.571378463696948,75.36314386523483,43.79012834604196
33,37,2022-08-18,md,2354,MiddleEarth,LL,live oak,1,stem,3.49833333333333,0.758166969147005,1.30481111903065,no,lwc,0.625531503672207,82.50577104090635,47.940387275126625
33,37,2022-08-18,pd,2354,MiddleEarth,LL,live oak,1,leaf,2.42166666666667,0.491904445919044,0.755074451410658,no,lfm,0.536958980158322,109.15920451889815,71.11338215127732
33,37,2022-08-18,pd,2354,MiddleEarth,LL,live oak,1,leaf,2.42166666666667,0.491904445919044,0.755074451410658,no,lwc,0.627728839525086,127.6119467373945,83.13469464532136
33,37,2022-08-18,pd,2354,MiddleEarth,LL,live oak,1,stem,2.42166666666667,0.758166969147005,1.30481111903065,no,lfm,0.673640167364017,88.85116270917382,51.62740856044109
33,37,2022-08-18,pd,2354,MiddleEarth,LL,live oak,1,stem,2.42166666666667,0.758166969147005,1.30481111903065,no,lwc,0.627728839525086,82.79559319648655,48.108789875382776
37,37,2022-09-15,md,2354,MiddleEarth,LL,live oak,1,leaf,4.433,0.491904445919044,0.755074451410658,yes,lfm,0.461636793864063,93.84684316108776,61.137917327439176
37,37,2022-09-15,md,2354,MiddleEarth,LL,live oak,1,leaf,4.433,0.491904445919044,0.755074451410658,yes,lwc,0.477956787810666,97.16455945375345,63.29929279393966
37,37,2022-09-15,md,2354,MiddleEarth,LL,live oak,1,stem,4.433,0.758166969147005,1.30481111903065,yes,lfm,0.510653112379891,67.35364809606705,39.1361711233161
37,37,2022-09-15,md,2354,MiddleEarth,LL,live oak,1,stem,4.433,0.758166969147005,1.30481111903065,yes,lwc,0.477956787810666,63.04109876329793,36.63034295459884
37,37,2022-09-15,pd,2354,MiddleEarth,LL,live oak,1,leaf,1.74375,0.491904445919044,0.755074451410658,yes,lfm,0.655783029425318,133.31512550168017,86.85011500523689
37,37,2022-09-15,pd,2354,MiddleEarth,LL,live oak,1,leaf,1.74375,0.491904445919044,0.755074451410658,yes,lwc,0.643332783005889,130.7840960461184,85.20123834199276
37,37,2022-09-15,pd,2354,MiddleEarth,LL,live oak,1,stem,1.74375,0.758166969147005,1.30481111903065,yes,lfm,0.667130703789637,87.99258355190669,51.128526884814676
37,37,2022-09-15,pd,2354,MiddleEarth,LL,live oak,1,stem,1.74375,0.758166969147005,1.30481111903065,yes,lwc,0.643332783005889,84.85370758497788,49.304667443654516
13,13,2022-03-30,pd,2360,MiddleEarth,LL,blue oak,0,leaf,1.08133333333333,1.33369075225452,1.33369075225452,yes,lfm,1.1555137372977,86.64030513403328,86.64030513403328
13,13,2022-03-30,pd,2360,MiddleEarth,LL,blue oak,0,leaf,1.08133333333333,1.33369075225452,1.33369075225452,yes,lwc,1.07714663143989,80.76434732857236,80.76434732857236
13,13,2022-03-30,pd,2360,MiddleEarth,LL,blue oak,0,stem,1.08133333333333,1.80051612903226,1.80051612903226,yes,lfm,2.77869986168741,154.32796279258568,154.32796279258568
13,13,2022-03-30,pd,2360,MiddleEarth,LL,blue oak,0,stem,1.08133333333333,1.80051612903226,1.80051612903226,yes,lwc,1.07714663143989,59.824325595951976,59.824325595951976
13,13,2022-03-30,pd,2360,MiddleEarth,LL,blue oak,1,stem,1.08133333333333,1.28628841607565,1.28628841607565,yes,lfm,0.241924994580533,18.807989837817583,18.807989837817583
13,13,2022-03-30,pd,2360,MiddleEarth,LL,blue oak,1,stem,1.08133333333333,1.28628841607565,1.28628841607565,yes,lwc,1.07714663143989,83.7406772834173,83.7406772834173
14,15,NA,pd,2360,MiddleEarth,LL,blue oak,0,leaf,NA,1.14191176470588,1.33369075225452,no,lfm,0.859569110240627,75.27456470877367,64.45040642199697
14,15,NA,pd,2360,MiddleEarth,LL,blue oak,0,leaf,NA,1.14191176470588,1.33369075225452,no,lwc,NA,NA,NA
14,15,NA,pd,2360,MiddleEarth,LL,blue oak,0,stem,NA,1.28,1.80051612903226,no,lfm,0.920705940840169,71.9301516281382,51.13566748968971
14,15,NA,pd,2360,MiddleEarth,LL,blue oak,0,stem,NA,1.28,1.80051612903226,no,lwc,NA,NA,NA
17,18,2022-04-25,md,2360,MiddleEarth,LL,blue oak,0,leaf,2.75833333333333,0.967036009119794,1.33369075225452,no,lfm,0.722728266414049,74.73643789871728,54.19009355746993
17,18,2022-04-25,md,2360,MiddleEarth,LL,blue oak,0,leaf,2.75833333333333,0.967036009119794,1.33369075225452,no,lwc,0.767519234768143,79.36821664652868,57.54851591125605
17,18,2022-04-25,md,2360,MiddleEarth,LL,blue oak,0,stem,2.75833333333333,0.90607079409689,1.80051612903226,no,lfm,0.629732225300092,69.50143734935926,34.97509492672859
17,18,2022-04-25,md,2360,MiddleEarth,LL,blue oak,0,stem,2.75833333333333,0.90607079409689,1.80051612903226,no,lwc,0.767519234768143,84.70852827048179,42.627734480816265
17,18,2022-04-25,pd,2360,MiddleEarth,LL,blue oak,0,leaf,1.485,0.967036009119794,1.33369075225452,no,lfm,1.01058758593005,104.5036147981601,75.77375671396952
17,18,2022-04-25,pd,2360,MiddleEarth,LL,blue oak,0,leaf,1.485,0.967036009119794,1.33369075225452,no,lwc,0.863710216954984,89.3152073769354,64.76090619170421
17,18,2022-04-25,pd,2360,MiddleEarth,LL,blue oak,0,stem,1.485,0.90607079409689,1.80051612903226,no,lfm,2.74669379450661,303.14339810989367,152.5503576567737
17,18,2022-04-25,pd,2360,MiddleEarth,LL,blue oak,0,stem,1.485,0.90607079409689,1.80051612903226,no,lwc,0.863710216954984,95.32480492496967,47.97014606135243
21,21,2022-05-23,md,2360,MiddleEarth,LL,blue oak,0,leaf,3.27725,0.991569144923636,1.33369075225452,yes,lfm,0.710935143288084,71.69798968914421,53.305846358032625
21,21,2022-05-23,md,2360,MiddleEarth,LL,blue oak,0,leaf,3.27725,0.991569144923636,1.33369075225452,yes,lwc,0.707836990595611,71.38554020356531,53.073547177189106
21,21,2022-05-23,md,2360,MiddleEarth,LL,blue oak,0,stem,3.27725,1.00053314708108,1.80051612903226,yes,lfm,0.593203883495146,59.28877871020445,32.946324330567414
21,21,2022-05-23,md,2360,MiddleEarth,LL,blue oak,0,stem,3.27725,1.00053314708108,1.80051612903226,yes,lwc,0.707836990595611,70.74598104626814,39.31300470915852
21,21,2022-05-23,md,2360,MiddleEarth,LL,blue oak,1,stem,3.27725,0.986245701561533,1.28628841607565,yes,lfm,0.599570815450644,60.79325004928663,46.61247104128329
21,21,2022-05-23,md,2360,MiddleEarth,LL,blue oak,1,stem,3.27725,0.986245701561533,1.28628841607565,yes,lwc,0.707836990595611,71.77085684377487,55.029415001276135
21,21,2022-05-23,pd,2360,MiddleEarth,LL,blue oak,0,stem,2.13425,1.00053314708108,1.80051612903226,yes,lfm,0.648249027237354,64.79035993245529,36.00351125906183
21,21,2022-05-23,pd,2360,MiddleEarth,LL,blue oak,0,stem,2.13425,1.00053314708108,1.80051612903226,yes,lwc,0.838417147568013,83.79703861026309,46.56537834063418
21,21,2022-05-23,pd,2360,MiddleEarth,LL,blue oak,1,stem,2.13425,0.986245701561533,1.28628841607565,yes,lfm,0.512211668928087,51.935503304815114,39.82090350240412
21,21,2022-05-23,pd,2360,MiddleEarth,LL,blue oak,1,stem,2.13425,0.986245701561533,1.28628841607565,yes,lwc,0.838417147568013,85.01098116225383,65.18111623254357
21,21,2022-05-23,pd,2360,MiddleEarth,LL,blue oak,1,stem,2.13425,0.986245701561533,1.28628841607565,yes,lfm,0.335919479974838,34.060425251331715,26.115408937577005
29,30,2022-07-19,md,2360,MiddleEarth,LL,blue oak,0,leaf,4.56666666666667,0.785182045975404,1.33369075225452,no,lfm,0.588100686498856,74.89991518696525,44.09573100096173
29,30,2022-07-19,md,2360,MiddleEarth,LL,blue oak,0,leaf,4.56666666666667,0.785182045975404,1.33369075225452,no,lwc,0.578012684989429,73.6151174052107,43.33933365079836
29,30,2022-07-19,md,2360,MiddleEarth,LL,blue oak,0,stem,4.56666666666667,0.623976608187135,1.80051612903226,no,lfm,0.440677966101695,70.62411640430159,24.475091280551332
29,30,2022-07-19,md,2360,MiddleEarth,LL,blue oak,0,stem,4.56666666666667,0.623976608187135,1.80051612903226,no,lwc,0.578012684989429,92.63371052782783,32.10261078305913
29,30,2022-07-19,pd,2360,MiddleEarth,LL,blue oak,0,leaf,3.83333333333333,0.785182045975404,1.33369075225452,no,lfm,0.646067415730337,82.28249984088087,48.4420705953161
29,30,2022-07-19,pd,2360,MiddleEarth,LL,blue oak,0,leaf,3.83333333333333,0.785182045975404,1.33369075225452,no,lwc,0.655671902268761,83.50571763956255,49.16221404102781
29,30,2022-07-19,pd,2360,MiddleEarth,LL,blue oak,0,stem,3.83333333333333,0.623976608187135,1.80051612903226,no,lfm,0.472140762463343,75.66642022608397,26.222523355961762
29,30,2022-07-19,pd,2360,MiddleEarth,LL,blue oak,0,stem,3.83333333333333,0.623976608187135,1.80051612903226,no,lwc,0.655671902268761,105.07956446856426,36.41577499342764
33,37,2022-08-18,md,2360,MiddleEarth,LL,blue oak,0,leaf,4.88075,0.778538186542197,1.33369075225452,no,lfm,0.648404867122707,83.284915028065,48.617332468311666
33,37,2022-08-18,md,2360,MiddleEarth,LL,blue oak,0,leaf,4.88075,0.778538186542197,1.33369075225452,no,lwc,0.592247572432305,76.07174351494767,44.40666409594186
33,37,2022-08-18,md,2360,MiddleEarth,LL,blue oak,0,stem,4.88075,0.811551541423434,1.80051612903226,no,lfm,0.428869746802401,52.84565735038564,23.81926714718793
33,37,2022-08-18,md,2360,MiddleEarth,LL,blue oak,0,stem,4.88075,0.811551541423434,1.80051612903226,no,lwc,0.592247572432305,72.97719765198434,32.89321116776808
33,37,2022-08-18,md,2360,MiddleEarth,LL,blue oak,1,stem,4.88075,0.817354475724654,1.28628841607565,no,lfm,0.45826259196378,56.06656665793521,35.626737070516256
33,37,2022-08-18,md,2360,MiddleEarth,LL,blue oak,1,stem,4.88075,0.817354475724654,1.28628841607565,no,lwc,0.592247572432305,72.45908476946032,46.04313970572781
33,37,2022-08-18,pd,2360,MiddleEarth,LL,blue oak,0,leaf,3.8955,0.778538186542197,1.33369075225452,no,lfm,0.62945983655571,80.85150445238862,47.19683596003406
33,37,2022-08-18,pd,2360,MiddleEarth,LL,blue oak,0,leaf,3.8955,0.778538186542197,1.33369075225452,no,lwc,0.693851944792974,89.1224036003489,52.02494983338987
33,37,2022-08-18,pd,2360,MiddleEarth,LL,blue oak,0,stem,3.8955,0.811551541423434,1.80051612903226,no,lfm,0.418263249564568,51.53871666991703,23.230186212737554
33,37,2022-08-18,pd,2360,MiddleEarth,LL,blue oak,0,stem,3.8955,0.811551541423434,1.80051612903226,no,lwc,0.693851944792974,85.49696591987012,38.53628043676037
33,37,2022-08-18,pd,2360,MiddleEarth,LL,blue oak,1,stem,3.8955,0.817354475724654,1.28628841607565,no,lfm,0.486374896779521,59.50599295957956,37.81227372500228
33,37,2022-08-18,pd,2360,MiddleEarth,LL,blue oak,1,stem,3.8955,0.817354475724654,1.28628841607565,no,lwc,0.693851944792974,84.88996700945638,53.94217471924794
14,15,NA,pd,2365,MiddleEarth,LL,blue oak,0,leaf,NA,1.18574514038877,1.18574514038877,no,lfm,0.991851851851852,83.64797949133097,83.64797949133097
14,15,NA,pd,2365,MiddleEarth,LL,blue oak,0,leaf,NA,1.18574514038877,1.18574514038877,no,lwc,NA,NA,NA
14,15,NA,pd,2365,MiddleEarth,LL,blue oak,1,stem,NA,1.07533632286996,1.07533632286996,no,lfm,0.753809523809524,70.09988482465518,70.09988482465518
14,15,NA,pd,2365,MiddleEarth,LL,blue oak,1,stem,NA,1.07533632286996,1.07533632286996,no,lwc,NA,NA,NA
17,18,2022-04-25,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.05023923444976,1.18574514038877,no,lfm,1.15845575062702,110.30398718954322,97.69854508930962
17,18,2022-04-25,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.05023923444976,1.18574514038877,no,lwc,0.849246231155779,80.86216961802184,71.62131239073321
17,18,2022-04-25,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.03719140579205,1.18574514038877,no,lfm,1.15845575062702,111.69160717662973,97.69854508930962
17,18,2022-04-25,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.03719140579205,1.18574514038877,no,lwc,0.849246231155779,81.87941265356447,71.62131239073321
17,18,2022-04-27,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.03719140579205,1.18574514038877,no,lfm,1.15845575062702,111.69160717662973,97.69854508930962
17,18,2022-04-27,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.03719140579205,1.18574514038877,no,lwc,0.849246231155779,81.87941265356447,71.62131239073321
17,18,2022-04-27,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.05023923444976,1.18574514038877,no,lfm,1.15845575062702,110.30398718954322,97.69854508930962
17,18,2022-04-27,md,2365,MiddleEarth,LL,blue oak,0,leaf,3.18333333333333,1.05023923444976,1.18574514038877,no,lwc,0.849246231155779,80.86216961802184,71.62131239073321
17,18,2022-04-25,md,2365,MiddleEarth,LL,blue oak,0,stem,3.18333333333333,1.13924975812836,1.13924975812836,no,lfm,1.6776180698152,147.2563902555757,147.2563902555757
17,18,2022-04-25,md,2365,MiddleEarth,LL,blue oak,0,stem,3.18333333333333,1.13924975812836,1.13924975812836,no,lwc,0.849246231155779,74.54434158063643,74.54434158063643
17,18,2022-04-27,md,2365,MiddleEarth,LL,blue oak,0,stem,3.18333333333333,1.13924975812836,1.13924975812836,no,lfm,1.6776180698152,147.2563902555757,147.2563902555757
17,18,2022-04-27,md,2365,MiddleEarth,LL,blue oak,0,stem,3.18333333333333,1.13924975812836,1.13924975812836,no,lwc,0.849246231155779,74.54434158063643,74.54434158063643
17,18,2022-04-27,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.03719140579205,1.18574514038877,no,lfm,1.08061481807629,104.1866344092082,91.13381799076899
17,18,2022-04-27,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.03719140579205,1.18574514038877,no,lwc,0.952554744525547,91.83982235160633,80.33385186071546
17,18,2022-04-25,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.03719140579205,1.18574514038877,no,lfm,1.08061481807629,104.1866344092082,91.13381799076899
17,18,2022-04-25,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.03719140579205,1.18574514038877,no,lwc,0.952554744525547,91.83982235160633,80.33385186071546
17,18,2022-04-25,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.05023923444976,1.18574514038877,no,lfm,1.08061481807629,102.8922537484942,91.13381799076899
17,18,2022-04-25,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.05023923444976,1.18574514038877,no,lwc,0.952554744525547,90.69883444457379,80.33385186071546
17,18,2022-04-27,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.05023923444976,1.18574514038877,no,lfm,1.08061481807629,102.8922537484942,91.13381799076899
17,18,2022-04-27,pd,2365,MiddleEarth,LL,blue oak,0,leaf,1.402,1.05023923444976,1.18574514038877,no,lwc,0.952554744525547,90.69883444457379,80.33385186071546
17,18,2022-04-25,pd,2365,MiddleEarth,LL,blue oak,0,stem,1.402,1.13924975812836,1.13924975812836,no,lfm,0.901632970451011,79.14269579765173,79.14269579765173
