Date.Time,Sensor,Sapflow,Tree,Loc,Sapflow.st
2022-03-10T13:29:54Z,SAP.FLOW.TOTAL.1,0.41,2367,MS,0.2641752577319587
2022-03-10T13:29:54Z,SAP.FLOW.TOTAL.2,0.807,2365,MS,0.36499321573948446
2022-03-10T13:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T13:44:54Z,SAP.FLOW.TOTAL,0.437,2369,MS,0.36908783783783783
2022-03-10T13:44:54Z,SAP.FLOW.TOTAL.1,0.441,2367,MS,0.28414948453608246
2022-03-10T13:44:54Z,SAP.FLOW.TOTAL.2,0.737,2365,MS,0.33333333333333337
2022-03-10T13:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T13:59:54Z,SAP.FLOW.TOTAL,0.417,2369,MS,0.35219594594594594
2022-03-10T13:59:54Z,SAP.FLOW.TOTAL.1,0.415,2367,MS,0.26739690721649484
2022-03-10T13:59:54Z,SAP.FLOW.TOTAL.2,0.622,2365,MS,0.28132066938037087
2022-03-10T13:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T14:14:54Z,SAP.FLOW.TOTAL,0.384,2369,MS,0.32432432432432434
2022-03-10T14:14:54Z,SAP.FLOW.TOTAL.1,0.403,2367,MS,0.25966494845360827
2022-03-10T14:14:54Z,SAP.FLOW.TOTAL.2,0.616,2365,MS,0.27860696517412936
2022-03-10T14:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T14:29:54Z,SAP.FLOW.TOTAL,0.414,2369,MS,0.34966216216216217
2022-03-10T14:29:54Z,SAP.FLOW.TOTAL.1,0.419,2367,MS,0.2699742268041237
2022-03-10T14:29:54Z,SAP.FLOW.TOTAL.2,0.613,2365,MS,0.2772501130710086
2022-03-10T14:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T14:44:55Z,SAP.FLOW.TOTAL,0.407,2369,MS,0.34375
2022-03-10T14:44:55Z,SAP.FLOW.TOTAL.1,0.406,2367,MS,0.2615979381443299
2022-03-10T14:44:55Z,SAP.FLOW.TOTAL.2,0.589,2365,MS,0.2663952962460425
2022-03-10T14:44:55Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T14:59:54Z,SAP.FLOW.TOTAL,0.407,2369,MS,0.34375
2022-03-10T14:59:54Z,SAP.FLOW.TOTAL.1,0.437,2367,MS,0.2815721649484536
2022-03-10T14:59:54Z,SAP.FLOW.TOTAL.2,0.755,2365,MS,0.3414744459520579
2022-03-10T14:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T15:14:54Z,SAP.FLOW.TOTAL,0.423,2369,MS,0.35726351351351354
2022-03-10T15:14:54Z,SAP.FLOW.TOTAL.1,0.435,2367,MS,0.2802835051546392
2022-03-10T15:14:54Z,SAP.FLOW.TOTAL.2,0.719,2365,MS,0.3251922207146088
2022-03-10T15:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T15:29:54Z,SAP.FLOW.TOTAL,0.405,2369,MS,0.34206081081081086
2022-03-10T15:29:54Z,SAP.FLOW.TOTAL.1,0.428,2367,MS,0.2757731958762886
2022-03-10T15:29:54Z,SAP.FLOW.TOTAL.2,0.584,2365,MS,0.2641338760741746
2022-03-10T15:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T15:44:54Z,SAP.FLOW.TOTAL,0.422,2369,MS,0.3564189189189189
2022-03-10T15:44:54Z,SAP.FLOW.TOTAL.1,0.441,2367,MS,0.28414948453608246
2022-03-10T15:44:54Z,SAP.FLOW.TOTAL.2,0.659,2365,MS,0.2980551786521936
2022-03-10T15:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T15:59:54Z,SAP.FLOW.TOTAL,0.445,2369,MS,0.3758445945945946
2022-03-10T15:59:54Z,SAP.FLOW.TOTAL.1,0.483,2367,MS,0.31121134020618557
2022-03-10T15:59:54Z,SAP.FLOW.TOTAL.2,0.717,2365,MS,0.3242876526458616
2022-03-10T15:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T16:14:54Z,SAP.FLOW.TOTAL,0.387,2369,MS,0.3268581081081081
2022-03-10T16:14:54Z,SAP.FLOW.TOTAL.1,0.433,2367,MS,0.27899484536082475
2022-03-10T16:14:54Z,SAP.FLOW.TOTAL.2,0.624,2365,MS,0.28222523744911804
2022-03-10T16:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T16:29:54Z,SAP.FLOW.TOTAL,0.419,2369,MS,0.35388513513513514
2022-03-10T16:29:54Z,SAP.FLOW.TOTAL.1,0.413,2367,MS,0.2661082474226804
2022-03-10T16:29:54Z,SAP.FLOW.TOTAL.2,0.532,2365,MS,0.2406151062867481
2022-03-10T16:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T16:44:54Z,SAP.FLOW.TOTAL,0.378,2369,MS,0.3192567567567568
2022-03-10T16:44:54Z,SAP.FLOW.TOTAL.1,0.404,2367,MS,0.2603092783505155
2022-03-10T16:44:54Z,SAP.FLOW.TOTAL.2,0.48,2365,MS,0.21709633649932158
2022-03-10T16:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T16:59:54Z,SAP.FLOW.TOTAL,0.365,2369,MS,0.30827702702702703
2022-03-10T16:59:54Z,SAP.FLOW.TOTAL.1,0.456,2367,MS,0.29381443298969073
2022-03-10T16:59:54Z,SAP.FLOW.TOTAL.2,0.432,2365,MS,0.19538670284938942
2022-03-10T16:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T17:14:54Z,SAP.FLOW.TOTAL,0.323,2369,MS,0.27280405405405406
2022-03-10T17:14:54Z,SAP.FLOW.TOTAL.1,0.381,2367,MS,0.24548969072164947
2022-03-10T17:14:54Z,SAP.FLOW.TOTAL.2,0.354,2365,MS,0.16010854816824965
2022-03-10T17:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T17:29:54Z,SAP.FLOW.TOTAL,0.313,2369,MS,0.2643581081081081
2022-03-10T17:29:54Z,SAP.FLOW.TOTAL.1,0.338,2367,MS,0.21778350515463918
2022-03-10T17:29:54Z,SAP.FLOW.TOTAL.2,0.311,2365,MS,0.14066033469018543
2022-03-10T17:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T17:44:55Z,SAP.FLOW.TOTAL,0.296,2369,MS,0.25
2022-03-10T17:44:55Z,SAP.FLOW.TOTAL.1,0.325,2367,MS,0.20940721649484537
2022-03-10T17:44:55Z,SAP.FLOW.TOTAL.2,0.341,2365,MS,0.15422885572139305
2022-03-10T17:44:55Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T17:59:54Z,SAP.FLOW.TOTAL,0.268,2369,MS,0.22635135135135137
2022-03-10T17:59:54Z,SAP.FLOW.TOTAL.1,0.307,2367,MS,0.19780927835051546
2022-03-10T17:59:54Z,SAP.FLOW.TOTAL.2,0.297,2365,MS,0.13432835820895522
2022-03-10T17:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T18:14:54Z,SAP.FLOW.TOTAL,0.273,2369,MS,0.23057432432432434
2022-03-10T18:14:54Z,SAP.FLOW.TOTAL.1,0.309,2367,MS,0.19909793814432988
2022-03-10T18:14:54Z,SAP.FLOW.TOTAL.2,0.214,2365,MS,0.09678878335594754
2022-03-10T18:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T18:29:54Z,SAP.FLOW.TOTAL,0.28,2369,MS,0.2364864864864865
2022-03-10T18:29:54Z,SAP.FLOW.TOTAL.1,0.295,2367,MS,0.19007731958762886
2022-03-10T18:29:54Z,SAP.FLOW.TOTAL.2,0.277,2365,MS,0.1252826775214835
2022-03-10T18:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T18:44:54Z,SAP.FLOW.TOTAL,0.28,2369,MS,0.2364864864864865
2022-03-10T18:44:54Z,SAP.FLOW.TOTAL.1,0.309,2367,MS,0.19909793814432988
2022-03-10T18:44:54Z,SAP.FLOW.TOTAL.2,0.29,2365,MS,0.1311623699683401
2022-03-10T18:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T18:59:54Z,SAP.FLOW.TOTAL,0.24,2369,MS,0.20270270270270271
2022-03-10T18:59:54Z,SAP.FLOW.TOTAL.1,0.286,2367,MS,0.1842783505154639
2022-03-10T18:59:54Z,SAP.FLOW.TOTAL.2,0.114,2365,MS,0.05156037991858888
2022-03-10T18:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T19:14:54Z,SAP.FLOW.TOTAL,0.242,2369,MS,0.20439189189189189
2022-03-10T19:14:54Z,SAP.FLOW.TOTAL.1,0.267,2367,MS,0.1720360824742268
2022-03-10T19:14:54Z,SAP.FLOW.TOTAL.2,0.247,2365,MS,0.1117141564902759
2022-03-10T19:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T19:29:54Z,SAP.FLOW.TOTAL,0.227,2369,MS,0.191722972972973
2022-03-10T19:29:54Z,SAP.FLOW.TOTAL.1,0.25,2367,MS,0.1610824742268041
2022-03-10T19:29:54Z,SAP.FLOW.TOTAL.2,0.112,2365,MS,0.050655811849841706
2022-03-10T19:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T19:44:54Z,SAP.FLOW.TOTAL,0.214,2369,MS,0.18074324324324326
2022-03-10T19:44:54Z,SAP.FLOW.TOTAL.1,0.18,2367,MS,0.11597938144329896
2022-03-10T19:44:54Z,SAP.FLOW.TOTAL.2,0.215,2365,MS,0.09724106739032112
2022-03-10T19:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T19:59:54Z,SAP.FLOW.TOTAL,0.193,2369,MS,0.16300675675675677
2022-03-10T19:59:54Z,SAP.FLOW.TOTAL.1,0.183,2367,MS,0.11791237113402062
2022-03-10T19:59:54Z,SAP.FLOW.TOTAL.2,0.151,2365,MS,0.06829488919041159
2022-03-10T19:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T20:14:54Z,SAP.FLOW.TOTAL,0.182,2369,MS,0.15371621621621623
2022-03-10T20:14:54Z,SAP.FLOW.TOTAL.1,0.109,2367,MS,0.0702319587628866
2022-03-10T20:14:54Z,SAP.FLOW.TOTAL.2,0.133,2365,MS,0.06015377657168702
2022-03-10T20:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T20:29:54Z,SAP.FLOW.TOTAL,0.193,2369,MS,0.16300675675675677
2022-03-10T20:29:54Z,SAP.FLOW.TOTAL.1,0.209,2367,MS,0.13466494845360824
2022-03-10T20:29:54Z,SAP.FLOW.TOTAL.2,0.034,2365,MS,0.015377657168701948
2022-03-10T20:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T20:44:54Z,SAP.FLOW.TOTAL,0.209,2369,MS,0.17652027027027029
2022-03-10T20:44:54Z,SAP.FLOW.TOTAL.1,0.219,2367,MS,0.1411082474226804
2022-03-10T20:44:54Z,SAP.FLOW.TOTAL.2,0.197,2365,MS,0.08909995477159657
2022-03-10T20:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T20:59:54Z,SAP.FLOW.TOTAL,0.168,2369,MS,0.1418918918918919
2022-03-10T20:59:54Z,SAP.FLOW.TOTAL.1,0.16,2367,MS,0.10309278350515463
2022-03-10T20:59:54Z,SAP.FLOW.TOTAL.2,0.087,2365,MS,0.03934871099050204
2022-03-10T20:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T21:14:54Z,SAP.FLOW.TOTAL,0.151,2369,MS,0.1275337837837838
2022-03-10T21:14:54Z,SAP.FLOW.TOTAL.1,0.122,2367,MS,0.07860824742268041
2022-03-10T21:14:54Z,SAP.FLOW.TOTAL.2,0.134,2365,MS,0.060606060606060615
2022-03-10T21:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T21:29:54Z,SAP.FLOW.TOTAL,0.208,2369,MS,0.17567567567567569
2022-03-10T21:29:54Z,SAP.FLOW.TOTAL.1,0.241,2367,MS,0.15528350515463918
2022-03-10T21:29:54Z,SAP.FLOW.TOTAL.2,0.229,2365,MS,0.10357304387155135
2022-03-10T21:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T21:44:54Z,SAP.FLOW.TOTAL,0.18,2369,MS,0.15202702702702703
2022-03-10T21:44:54Z,SAP.FLOW.TOTAL.1,0.068,2367,MS,0.043814432989690726
2022-03-10T21:44:54Z,SAP.FLOW.TOTAL.2,0.011,2365,MS,0.004975124378109453
2022-03-10T21:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T21:59:54Z,SAP.FLOW.TOTAL,0.178,2369,MS,0.15033783783783783
2022-03-10T21:59:54Z,SAP.FLOW.TOTAL.1,0.199,2367,MS,0.1282216494845361
2022-03-10T21:59:54Z,SAP.FLOW.TOTAL.2,0.148,2365,MS,0.06693803708729082
2022-03-10T21:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T22:14:54Z,SAP.FLOW.TOTAL,0.145,2369,MS,0.12246621621621621
2022-03-10T22:14:54Z,SAP.FLOW.TOTAL.1,0.133,2367,MS,0.0856958762886598
2022-03-10T22:14:54Z,SAP.FLOW.TOTAL.2,0.067,2365,MS,0.030303030303030307
2022-03-10T22:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T22:29:54Z,SAP.FLOW.TOTAL,0.137,2369,MS,0.11570945945945947
2022-03-10T22:29:54Z,SAP.FLOW.TOTAL.1,0.138,2367,MS,0.08891752577319588
2022-03-10T22:29:54Z,SAP.FLOW.TOTAL.2,0.19,2365,MS,0.08593396653098147
2022-03-10T22:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T22:44:54Z,SAP.FLOW.TOTAL,0.134,2369,MS,0.11317567567567569
2022-03-10T22:44:54Z,SAP.FLOW.TOTAL.1,0.153,2367,MS,0.09858247422680412
2022-03-10T22:44:54Z,SAP.FLOW.TOTAL.2,0.157,2365,MS,0.07100859339665311
2022-03-10T22:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T22:59:54Z,SAP.FLOW.TOTAL,0.167,2369,MS,0.1410472972972973
2022-03-10T22:59:54Z,SAP.FLOW.TOTAL.1,0.138,2367,MS,0.08891752577319588
2022-03-10T22:59:54Z,SAP.FLOW.TOTAL.2,-0.096,2365,MS,-0.04341926729986432
2022-03-10T22:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T23:14:54Z,SAP.FLOW.TOTAL,0.14,2369,MS,0.11824324324324326
2022-03-10T23:14:54Z,SAP.FLOW.TOTAL.1,0.122,2367,MS,0.07860824742268041
2022-03-10T23:14:54Z,SAP.FLOW.TOTAL.2,0.117,2365,MS,0.05291723202170964
2022-03-10T23:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T23:29:54Z,SAP.FLOW.TOTAL,0.142,2369,MS,0.11993243243243243
2022-03-10T23:29:54Z,SAP.FLOW.TOTAL.1,0.122,2367,MS,0.07860824742268041
2022-03-10T23:29:54Z,SAP.FLOW.TOTAL.2,0.085,2365,MS,0.03844414292175487
2022-03-10T23:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T23:44:54Z,SAP.FLOW.TOTAL,0.131,2369,MS,0.1106418918918919
2022-03-10T23:44:54Z,SAP.FLOW.TOTAL.1,0.082,2367,MS,0.05283505154639175
2022-03-10T23:44:54Z,SAP.FLOW.TOTAL.2,-0.002,2365,MS,-9.045680687471733e-4
2022-03-10T23:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-10T23:59:54Z,SAP.FLOW.TOTAL,0.131,2369,MS,0.1106418918918919
2022-03-10T23:59:54Z,SAP.FLOW.TOTAL.1,0.139,2367,MS,0.0895618556701031
2022-03-10T23:59:54Z,SAP.FLOW.TOTAL.2,0.187,2365,MS,0.0845771144278607
2022-03-10T23:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T00:14:54Z,SAP.FLOW.TOTAL,0.132,2369,MS,0.1114864864864865
2022-03-11T00:14:54Z,SAP.FLOW.TOTAL.1,0.125,2367,MS,0.08054123711340205
2022-03-11T00:14:54Z,SAP.FLOW.TOTAL.2,0.1,2365,MS,0.045228403437358664
2022-03-11T00:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T00:29:54Z,SAP.FLOW.TOTAL,0.115,2369,MS,0.09712837837837839
2022-03-11T00:29:54Z,SAP.FLOW.TOTAL.1,0.106,2367,MS,0.06829896907216494
2022-03-11T00:29:54Z,SAP.FLOW.TOTAL.2,0.1,2365,MS,0.045228403437358664
2022-03-11T00:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T00:44:54Z,SAP.FLOW.TOTAL,0.142,2369,MS,0.11993243243243243
2022-03-11T00:44:54Z,SAP.FLOW.TOTAL.1,0.034,2367,MS,0.021907216494845363
2022-03-11T00:44:54Z,SAP.FLOW.TOTAL.2,0.079,2365,MS,0.035730438715513346
2022-03-11T00:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T00:59:54Z,SAP.FLOW.TOTAL,0.111,2369,MS,0.09375
2022-03-11T00:59:54Z,SAP.FLOW.TOTAL.1,0.106,2367,MS,0.06829896907216494
2022-03-11T00:59:54Z,SAP.FLOW.TOTAL.2,0.109,2365,MS,0.049298959746720945
2022-03-11T00:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T01:14:54Z,SAP.FLOW.TOTAL,0.118,2369,MS,0.09966216216216216
2022-03-11T01:14:54Z,SAP.FLOW.TOTAL.1,0.092,2367,MS,0.059278350515463915
2022-03-11T01:14:54Z,SAP.FLOW.TOTAL.2,0.109,2365,MS,0.049298959746720945
2022-03-11T01:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T01:29:54Z,SAP.FLOW.TOTAL,0.112,2369,MS,0.0945945945945946
2022-03-11T01:29:54Z,SAP.FLOW.TOTAL.1,0.108,2367,MS,0.06958762886597938
2022-03-11T01:29:54Z,SAP.FLOW.TOTAL.2,0.044,2365,MS,0.01990049751243781
2022-03-11T01:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T01:44:54Z,SAP.FLOW.TOTAL,0.102,2369,MS,0.08614864864864864
2022-03-11T01:44:54Z,SAP.FLOW.TOTAL.1,0.077,2367,MS,0.04961340206185567
2022-03-11T01:44:54Z,SAP.FLOW.TOTAL.2,0.06,2365,MS,0.027137042062415198
2022-03-11T01:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T01:59:54Z,SAP.FLOW.TOTAL,0.105,2369,MS,0.08868243243243243
2022-03-11T01:59:54Z,SAP.FLOW.TOTAL.1,0.077,2367,MS,0.04961340206185567
2022-03-11T01:59:54Z,SAP.FLOW.TOTAL.2,0.063,2365,MS,0.02849389416553596
2022-03-11T01:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T02:14:54Z,SAP.FLOW.TOTAL,0.098,2369,MS,0.08277027027027027
2022-03-11T02:14:54Z,SAP.FLOW.TOTAL.1,0.068,2367,MS,0.043814432989690726
2022-03-11T02:14:54Z,SAP.FLOW.TOTAL.2,0.08,2365,MS,0.03618272274988693
2022-03-11T02:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T02:29:54Z,SAP.FLOW.TOTAL,0.099,2369,MS,0.08361486486486487
2022-03-11T02:29:54Z,SAP.FLOW.TOTAL.1,0.073,2367,MS,0.0470360824742268
2022-03-11T02:29:54Z,SAP.FLOW.TOTAL.2,0.076,2365,MS,0.034373586612392586
2022-03-11T02:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T02:44:54Z,SAP.FLOW.TOTAL,0.099,2369,MS,0.08361486486486487
2022-03-11T02:44:54Z,SAP.FLOW.TOTAL.1,0.083,2367,MS,0.05347938144329897
2022-03-11T02:44:54Z,SAP.FLOW.TOTAL.2,0.053,2365,MS,0.023971053821800092
2022-03-11T02:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T02:59:54Z,SAP.FLOW.TOTAL,0.092,2369,MS,0.0777027027027027
2022-03-11T02:59:54Z,SAP.FLOW.TOTAL.1,0.068,2367,MS,0.043814432989690726
2022-03-11T02:59:54Z,SAP.FLOW.TOTAL.2,0.11,2365,MS,0.04975124378109453
2022-03-11T02:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T03:14:54Z,SAP.FLOW.TOTAL,0.103,2369,MS,0.08699324324324324
2022-03-11T03:14:54Z,SAP.FLOW.TOTAL.1,0.047,2367,MS,0.030283505154639175
2022-03-11T03:14:54Z,SAP.FLOW.TOTAL.2,0.045,2365,MS,0.0203527815468114
2022-03-11T03:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T03:29:54Z,SAP.FLOW.TOTAL,0.092,2369,MS,0.0777027027027027
2022-03-11T03:29:54Z,SAP.FLOW.TOTAL.1,0.073,2367,MS,0.0470360824742268
2022-03-11T03:29:54Z,SAP.FLOW.TOTAL.2,0.082,2365,MS,0.03708729081863411
2022-03-11T03:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T03:44:54Z,SAP.FLOW.TOTAL,0.089,2369,MS,0.07516891891891891
2022-03-11T03:44:54Z,SAP.FLOW.TOTAL.1,0.047,2367,MS,0.030283505154639175
2022-03-11T03:44:54Z,SAP.FLOW.TOTAL.2,-0.109,2365,MS,-0.049298959746720945
2022-03-11T03:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T03:59:54Z,SAP.FLOW.TOTAL,0.107,2369,MS,0.09037162162162163
2022-03-11T03:59:54Z,SAP.FLOW.TOTAL.1,0.073,2367,MS,0.0470360824742268
2022-03-11T03:59:54Z,SAP.FLOW.TOTAL.2,0.084,2365,MS,0.03799185888738128
2022-03-11T03:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T04:14:54Z,SAP.FLOW.TOTAL,0.09,2369,MS,0.07601351351351351
2022-03-11T04:14:54Z,SAP.FLOW.TOTAL.1,0.052,2367,MS,0.03350515463917526
2022-03-11T04:14:54Z,SAP.FLOW.TOTAL.2,-0.13,2365,MS,-0.05879692446856626
2022-03-11T04:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T04:29:54Z,SAP.FLOW.TOTAL,0.086,2369,MS,0.07263513513513513
2022-03-11T04:29:54Z,SAP.FLOW.TOTAL.1,0.062,2367,MS,0.03994845360824742
2022-03-11T04:29:54Z,SAP.FLOW.TOTAL.2,0.069,2365,MS,0.03120759837177748
2022-03-11T04:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T04:44:54Z,SAP.FLOW.TOTAL,0.088,2369,MS,0.07432432432432433
2022-03-11T04:44:54Z,SAP.FLOW.TOTAL.1,0.053,2367,MS,0.03414948453608247
2022-03-11T04:44:54Z,SAP.FLOW.TOTAL.2,0.028,2365,MS,0.012663952962460426
2022-03-11T04:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T04:59:54Z,SAP.FLOW.TOTAL,0.081,2369,MS,0.06841216216216217
2022-03-11T04:59:54Z,SAP.FLOW.TOTAL.1,0.073,2367,MS,0.0470360824742268
2022-03-11T04:59:54Z,SAP.FLOW.TOTAL.2,0.063,2365,MS,0.02849389416553596
2022-03-11T04:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T05:14:54Z,SAP.FLOW.TOTAL,0.088,2369,MS,0.07432432432432433
2022-03-11T05:14:54Z,SAP.FLOW.TOTAL.1,0.058,2367,MS,0.037371134020618556
2022-03-11T05:14:54Z,SAP.FLOW.TOTAL.2,0.035,2365,MS,0.015829941203075536
2022-03-11T05:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T05:29:54Z,SAP.FLOW.TOTAL,0.085,2369,MS,0.07179054054054054
2022-03-11T05:29:54Z,SAP.FLOW.TOTAL.1,0.047,2367,MS,0.030283505154639175
2022-03-11T05:29:54Z,SAP.FLOW.TOTAL.2,0.019,2365,MS,0.008593396653098146
2022-03-11T05:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T05:44:54Z,SAP.FLOW.TOTAL,0.092,2369,MS,0.0777027027027027
2022-03-11T05:44:54Z,SAP.FLOW.TOTAL.1,0.066,2367,MS,0.04252577319587629
2022-03-11T05:44:54Z,SAP.FLOW.TOTAL.2,0.05,2365,MS,0.022614201718679332
2022-03-11T05:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T05:59:54Z,SAP.FLOW.TOTAL,0.095,2369,MS,0.08023648648648649
2022-03-11T05:59:54Z,SAP.FLOW.TOTAL.1,0.061,2367,MS,0.039304123711340205
2022-03-11T05:59:54Z,SAP.FLOW.TOTAL.2,0.05,2365,MS,0.022614201718679332
2022-03-11T05:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T06:14:54Z,SAP.FLOW.TOTAL,0.095,2369,MS,0.08023648648648649
2022-03-11T06:14:54Z,SAP.FLOW.TOTAL.1,0.077,2367,MS,0.04961340206185567
2022-03-11T06:14:54Z,SAP.FLOW.TOTAL.2,0.055,2365,MS,0.024875621890547265
2022-03-11T06:14:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T06:29:54Z,SAP.FLOW.TOTAL,0.084,2369,MS,0.07094594594594596
2022-03-11T06:29:54Z,SAP.FLOW.TOTAL.1,0.051,2367,MS,0.032860824742268036
2022-03-11T06:29:54Z,SAP.FLOW.TOTAL.2,0.035,2365,MS,0.015829941203075536
2022-03-11T06:29:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T06:44:54Z,SAP.FLOW.TOTAL,0.077,2369,MS,0.06503378378378379
2022-03-11T06:44:54Z,SAP.FLOW.TOTAL.1,0.043,2367,MS,0.027706185567010305
2022-03-11T06:44:54Z,SAP.FLOW.TOTAL.2,0.02,2365,MS,0.009045680687471733
2022-03-11T06:44:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T06:59:54Z,SAP.FLOW.TOTAL,0.058,2369,MS,0.04898648648648649
2022-03-11T06:59:54Z,SAP.FLOW.TOTAL.1,-0.001,2367,MS,-6.443298969072165e-4
2022-03-11T06:59:54Z,SAP.FLOW.TOTAL.2,0.019,2365,MS,0.008593396653098146
2022-03-11T06:59:54Z,SAP.FLOW.TOTAL.3,NA,2360,MS,NA
2022-03-11T07:14:54Z,SAP.FLOW.TOTAL,0.069,2369,MS,0.058277027027027035
2022-03-11T07:14:54Z,SAP.FLOW.TOTAL.1,0.007,2367,MS,0.004510309278350515
2022-03-11T07:14:54Z,SAP.FLOW.TOTAL.2,0.068,2365,MS,0.030755314337403895
