tree,week_rwc_link,week,time,date,bulk_or_individual_leaf,date_wc,date_wp,dm_bulk_g,lma_g_cm2_new,lwa_g_cm2_new,lwc_mean,lwc_new,mean_mpa,plot,sd_mpa,site,species,sum_area_cm2,sum_dm_g,sum_water_wt_g,timing,type,week_alas_link,wm_bulk_g,mean_swc_per_dry_g,mean_swc_g,date_rwc,year_rwc,type_rwc,week_wp
1478,37,37,pd,2022-09-15,bulk,2022-09-15,2022-09-15,0.5751,NA,0.0023117354904721365,0.725960702486524,0.7259607024865243,1.695,Low,0.039597979746446695,Cucu Mesa,blue oak,180.60024675,0.5751,0.4175000000000001,late,leaf,37,0.9926,0.9059972603620253,0.6773333333333333,2022-09-15,0,leaf,37
2004,11,10,md,2022-03-08,NA,2022-03-08,2022-03-08,0.396,NA,NA,1.7833709906078343,1.844803695150115,1.6533333333333333,High,0.12220201853215572,Cucu Mesa,blue oak,NA,0.43300000000000005,0.7987999999999998,early,leaf,10,1.0937,1.85855728429986,1.314,2022-03-15,0,leaf,10
2004,11,10,pd,2022-03-08,NA,2022-03-08,2022-03-08,0.63,NA,NA,2.0249406108597285,2.0686390532544383,0.3335,High,0.14347705972268415,Cucu Mesa,blue oak,NA,0.676,1.3984000000000003,early,leaf,10,1.9089,1.85855728429986,1.314,2022-03-15,0,leaf,10
2004,15,15,md,2022-04-13,bulk,2022-04-13,2022-04-13,0.5484,0.013699202555031013,0.01151228799287992,0.8224102029662141,0.8403619076828708,2.2,High,NA,Cucu Mesa,blue oak,47.601310907,0.6521,0.548,early,leaf,14,1.0136,1.138027303307055,0.12329999999999999,2022-04-12,0,stem,15
2004,15,15,md,2022-04-13,bulk,2022-04-13,2022-04-13,0.5484,0.013699202555031013,0.01151228799287992,0.8224102029662141,0.8403619076828708,2.2,High,NA,Cucu Mesa,blue oak,47.601310907,0.6521,0.548,early,leaf,14,1.0136,1.36174686954962,0.1394,2022-04-12,0,stem,15
2004,15,15,md,2022-04-13,bulk,2022-04-13,2022-04-13,0.5484,0.013699202555031013,0.01151228799287992,0.8224102029662141,0.8403619076828708,2.2,High,NA,Cucu Mesa,blue oak,47.601310907,0.6521,0.548,early,leaf,14,1.0136,0.9840123488589425,0.4608,2022-04-12,0,leaf,15
2004,15,14,pd,2022-04-04,bulk,2022-04-04,2022-04-04,1.5441,0.01301387460439886,0.013183280005310988,1.01301729162619,1.01301729162619,0.38925,High,0.07893615563648046,Cucu Mesa,blue oak,118.65029032,1.5441,1.5641999999999998,early,leaf,14,3.1083,1.138027303307055,0.12329999999999999,2022-04-12,0,stem,14
2004,15,14,pd,2022-04-04,bulk,2022-04-04,2022-04-04,1.5441,0.01301387460439886,0.013183280005310988,1.01301729162619,1.01301729162619,0.38925,High,0.07893615563648046,Cucu Mesa,blue oak,118.65029032,1.5441,1.5641999999999998,early,leaf,14,3.1083,1.36174686954962,0.1394,2022-04-12,0,stem,14
2004,15,14,pd,2022-04-04,bulk,2022-04-04,2022-04-04,1.5441,0.01301387460439886,0.013183280005310988,1.01301729162619,1.01301729162619,0.38925,High,0.07893615563648046,Cucu Mesa,blue oak,118.65029032,1.5441,1.5641999999999998,early,leaf,14,3.1083,0.9840123488589425,0.4608,2022-04-12,0,leaf,14
2004,15,14,md,2022-04-04,leaf,2022-04-04,2022-04-04,NA,0.013790467167391575,0.01106184136182749,0.7946477491681707,0.8021368114333288,2.375,High,0.03535533905932725,Cucu Mesa,blue oak,52.26073861399999,0.7207,0.5781000000000001,early,leaf,14,NA,1.138027303307055,0.12329999999999999,2022-04-12,0,stem,14
2004,15,14,md,2022-04-04,leaf,2022-04-04,2022-04-04,NA,0.013790467167391575,0.01106184136182749,0.7946477491681707,0.8021368114333288,2.375,High,0.03535533905932725,Cucu Mesa,blue oak,52.26073861399999,0.7207,0.5781000000000001,early,leaf,14,NA,1.36174686954962,0.1394,2022-04-12,0,stem,14
2004,15,14,md,2022-04-04,leaf,2022-04-04,2022-04-04,NA,0.013790467167391575,0.01106184136182749,0.7946477491681707,0.8021368114333288,2.375,High,0.03535533905932725,Cucu Mesa,blue oak,52.26073861399999,0.7207,0.5781000000000001,early,leaf,14,NA,0.9840123488589425,0.4608,2022-04-12,0,leaf,14
2004,17,17,md,2022-04-25,bulk,2022-04-27,2022-04-25,0.562,0.013353806212362464,0.011880610509219272,0.889679715302491,0.889679715302491,2.6206666666666667,High,0.11440862438353754,Cucu Mesa,blue oak,42.085379334,0.562,0.5,late,leaf,17,1.062,NA,NA,NA,0,NA,17
2004,17,17,pd,2022-04-25,bulk,2022-04-27,2022-04-25,0.9,0.013032035846880086,0.01248179433334515,0.957777777777778,0.9577777777777777,0.9345,High,0.10261416406455133,Cucu Mesa,blue oak,69.060583517,0.9,0.862,late,leaf,17,1.762,NA,NA,NA,0,NA,17
2004,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue oak,NA,NA,NA,NA,NA,NA,NA,1.1078623856538334,0.2955333333333333,2022-05-03,0,leaf,NA
2004,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue oak,NA,NA,NA,NA,NA,NA,NA,1.37801402720875,0.18996666666666667,2022-05-03,0,stem,NA
2004,21,21,md,2022-05-23,bulk,2022-05-23,2022-05-23,0.527,0.016847888970301702,0.011956566366020563,0.709677419354839,0.7096774193548386,2.6858,High,0.5690827707811931,Cucu Mesa,blue oak,31.27988325,0.527,0.374,late,leaf,21,0.901,0.7318625337498763,0.29433333333333334,2022-05-25,0,leaf,21
2004,21,21,md,2022-05-23,bulk,2022-05-23,2022-05-23,0.527,0.016847888970301702,0.011956566366020563,0.709677419354839,0.7096774193548386,2.6858,High,0.5690827707811931,Cucu Mesa,blue oak,31.27988325,0.527,0.374,late,leaf,21,0.901,0.8875404160316743,0.06866666666666667,2022-05-25,0,stem,21
2004,21,21,pd,2022-05-23,bulk,2022-05-23,2022-05-23,0.7909,0.016638567389264145,0.013234698121868846,0.795422935895815,0.7954229358958147,1.8176666666666668,High,0.0952697923443383,Cucu Mesa,blue oak,47.5341405,0.7909,0.6290999999999999,late,leaf,21,1.42,0.7318625337498763,0.29433333333333334,2022-05-25,0,leaf,21
2004,21,21,pd,2022-05-23,bulk,2022-05-23,2022-05-23,0.7909,0.016638567389264145,0.013234698121868846,0.795422935895815,0.7954229358958147,1.8176666666666668,High,0.0952697923443383,Cucu Mesa,blue oak,47.5341405,0.7909,0.6290999999999999,late,leaf,21,1.42,0.8875404160316743,0.06866666666666667,2022-05-25,0,stem,21
2004,37,37,pd,2022-09-15,bulk,2022-09-12,2022-09-15,0.4084,0.01603451267880798,0.010761655056957071,0.671155729676787,0.6711557296767875,1.6205,High,0.2094351928401719,Cucu Mesa,blue oak,25.47006,0.4084,0.2741,late,leaf,37,0.6825,0.8709244778002236,0.2563666666666667,2022-09-15,0,stem,37
2004,37,37,pd,2022-09-15,bulk,2022-09-12,2022-09-15,0.4084,0.01603451267880798,0.010761655056957071,0.671155729676787,0.6711557296767875,1.6205,High,0.2094351928401719,Cucu Mesa,blue oak,25.47006,0.4084,0.2741,late,leaf,37,0.6825,0.8102561505610977,0.27913333333333334,2022-09-15,0,stem,37
2004,37,37,pd,2022-09-15,bulk,2022-09-12,2022-09-15,0.4084,0.01603451267880798,0.010761655056957071,0.671155729676787,0.6711557296767875,1.6205,High,0.2094351928401719,Cucu Mesa,blue oak,25.47006,0.4084,0.2741,late,leaf,37,0.6825,0.7486023411897587,0.5262,2022-09-15,0,leaf,37
2004,37,37,md,2022-09-15,bulk,2022-09-15,2022-09-15,0.369,0.018878619589196247,0.01086671761719589,0.575609756097561,0.575609756097561,3.590333333333333,High,0.23034177505032222,Cucu Mesa,blue oak,19.545920625000004,0.369,0.21240000000000003,late,leaf,37,0.5814,0.8709244778002236,0.2563666666666667,2022-09-15,0,stem,37
2004,37,37,md,2022-09-15,bulk,2022-09-15,2022-09-15,0.369,0.018878619589196247,0.01086671761719589,0.575609756097561,0.575609756097561,3.590333333333333,High,0.23034177505032222,Cucu Mesa,blue oak,19.545920625000004,0.369,0.21240000000000003,late,leaf,37,0.5814,0.8102561505610977,0.27913333333333334,2022-09-15,0,stem,37
2004,37,37,md,2022-09-15,bulk,2022-09-15,2022-09-15,0.369,0.018878619589196247,0.01086671761719589,0.575609756097561,0.575609756097561,3.590333333333333,High,0.23034177505032222,Cucu Mesa,blue oak,19.545920625000004,0.369,0.21240000000000003,late,leaf,37,0.5814,0.7486023411897587,0.5262,2022-09-15,0,leaf,37
2004,37,37,pd,2022-09-15,NA,2022-09-15,2022-09-15,0.6191,NA,Inf,0.745921498950089,0.7459214989500889,1.6205,High,0.2094351928401719,Cucu Mesa,blue oak,NA,0.6191,0.4618,late,leaf,37,1.0809,0.8709244778002236,0.2563666666666667,2022-09-15,0,stem,37
2004,37,37,pd,2022-09-15,NA,2022-09-15,2022-09-15,0.6191,NA,Inf,0.745921498950089,0.7459214989500889,1.6205,High,0.2094351928401719,Cucu Mesa,blue oak,NA,0.6191,0.4618,late,leaf,37,1.0809,0.8102561505610977,0.27913333333333334,2022-09-15,0,stem,37
2004,37,37,pd,2022-09-15,NA,2022-09-15,2022-09-15,0.6191,NA,Inf,0.745921498950089,0.7459214989500889,1.6205,High,0.2094351928401719,Cucu Mesa,blue oak,NA,0.6191,0.4618,late,leaf,37,1.0809,0.7486023411897587,0.5262,2022-09-15,0,leaf,37
2005,11,10,md,2022-03-08,NA,2022-03-08,2022-03-08,0.152,NA,NA,1.623238269734267,1.6118251928020566,1.4449999999999998,High,0.09192388155425125,Cucu Mesa,blue oak,NA,0.389,0.627,early,leaf,10,0.3955,1.71111111111111,1.694,2022-03-15,0,leaf,10
2005,11,10,pd,2022-03-08,NA,2022-03-08,2022-03-08,0.395,NA,NA,2.0613015602766875,2.0621376811594203,1.045,High,0.021213203435596444,Cucu Mesa,blue oak,NA,0.552,1.1383,early,leaf,10,1.2097,1.71111111111111,1.694,2022-03-15,0,leaf,10
2005,15,15,md,2022-04-13,bulk,2022-04-13,2022-04-13,1.5488,0.014045007011464317,0.013185140213109943,0.9209808797465152,0.9387777594092689,1.6166666666666667,High,0.05278573039499721,Cucu Mesa,blue oak,129.206058674,1.8146999999999998,1.7036,early,leaf,14,3.0145,1.14915797914996,0.1433,2022-04-12,0,stem,15
2005,15,15,md,2022-04-13,bulk,2022-04-13,2022-04-13,1.5488,0.014045007011464317,0.013185140213109943,0.9209808797465152,0.9387777594092689,1.6166666666666667,High,0.05278573039499721,Cucu Mesa,blue oak,129.206058674,1.8146999999999998,1.7036,early,leaf,14,3.0145,1.10154433742943,1.3267,2022-04-12,0,leaf,15
2005,15,15,md,2022-04-13,bulk,2022-04-13,2022-04-13,1.5488,0.014045007011464317,0.013185140213109943,0.9209808797465152,0.9387777594092689,1.6166666666666667,High,0.05278573039499721,Cucu Mesa,blue oak,129.206058674,1.8146999999999998,1.7036,early,leaf,14,3.0145,1.2848948374761,0.2016,2022-04-12,0,stem,15
2005,15,14,pd,2022-04-04,bulk,2022-04-04,2022-04-04,0.8365,0.013516427388952134,0.014012487545366754,1.03670053795577,1.036700537955768,0.4295,High,0.0021213203435596446,Cucu Mesa,blue oak,61.887655364,0.8365,0.8672,early,leaf,14,1.7037,1.14915797914996,0.1433,2022-04-12,0,stem,14
2005,15,14,pd,2022-04-04,bulk,2022-04-04,2022-04-04,0.8365,0.013516427388952134,0.014012487545366754,1.03670053795577,1.036700537955768,0.4295,High,0.0021213203435596446,Cucu Mesa,blue oak,61.887655364,0.8365,0.8672,early,leaf,14,1.7037,1.10154433742943,1.3267,2022-04-12,0,leaf,14
2005,15,14,pd,2022-04-04,bulk,2022-04-04,2022-04-04,0.8365,0.013516427388952134,0.014012487545366754,1.03670053795577,1.036700537955768,0.4295,High,0.0021213203435596446,Cucu Mesa,blue oak,61.887655364,0.8365,0.8672,early,leaf,14,1.7037,1.2848948374761,0.2016,2022-04-12,0,stem,14
2005,15,14,md,2022-04-04,leaf,2022-04-04,2022-04-04,NA,0.01615100113134018,0.01378800502988663,0.8526937359215002,0.8536935213961271,2.125,High,0.03535533905932725,Cucu Mesa,blue oak,25.899323304999996,0.4183,0.3571,early,leaf,14,NA,1.14915797914996,0.1433,2022-04-12,0,stem,14
2005,15,14,md,2022-04-04,leaf,2022-04-04,2022-04-04,NA,0.01615100113134018,0.01378800502988663,0.8526937359215002,0.8536935213961271,2.125,High,0.03535533905932725,Cucu Mesa,blue oak,25.899323304999996,0.4183,0.3571,early,leaf,14,NA,1.10154433742943,1.3267,2022-04-12,0,leaf,14
2005,15,14,md,2022-04-04,leaf,2022-04-04,2022-04-04,NA,0.01615100113134018,0.01378800502988663,0.8526937359215002,0.8536935213961271,2.125,High,0.03535533905932725,Cucu Mesa,blue oak,25.899323304999996,0.4183,0.3571,early,leaf,14,NA,1.2848948374761,0.2016,2022-04-12,0,stem,14
2005,17,17,md,2022-04-25,bulk,2022-04-27,2022-04-25,0.984,0.013597688334999412,0.012450728851457794,0.915650406504065,0.915650406504065,2.733,High,0.20008997975910736,Cucu Mesa,blue oak,72.365241485,0.984,0.901,late,leaf,17,1.885,NA,NA,NA,0,NA,17
2005,17,17,pd,2022-04-25,bulk,2022-04-27,2022-04-25,2.033,0.013887467633386944,0.013955777852931395,1.00491883915396,1.0049188391539596,0.9176666666666666,High,0.07256950691119056,Cucu Mesa,blue oak,146.390980247,2.033,2.0429999999999997,late,leaf,17,4.076,NA,NA,NA,0,NA,17
2005,19,19,md,2022-05-09,bulk,2022-05-09,2022-05-09,0.6139,0.015744060460064515,0.013556459291725205,0.861052288646359,0.8610522886463594,2.4899999999999998,High,0.1655385151558393,Cucu Mesa,blue oak,38.992482375,0.6139,0.5286000000000001,late,leaf,21,1.1425,1.6352952998175412,0.1379,2022-05-03,0,stem,19
2005,19,19,md,2022-05-09,bulk,2022-05-09,2022-05-09,0.6139,0.015744060460064515,0.013556459291725205,0.861052288646359,0.8610522886463594,2.4899999999999998,High,0.1655385151558393,Cucu Mesa,blue oak,38.992482375,0.6139,0.5286000000000001,late,leaf,21,1.1425,0.8526001601701206,0.4218,2022-05-03,0,leaf,19
2005,19,19,md,2022-05-09,bulk,2022-05-09,2022-05-09,0.6139,0.015744060460064515,0.013556459291725205,0.861052288646359,0.8610522886463594,2.4899999999999998,High,0.1655385151558393,Cucu Mesa,blue oak,38.992482375,0.6139,0.5286000000000001,late,leaf,21,1.1425,0.34488014205386197,0.003599999999999999,2022-05-03,0,stem,19
2005,21,21,pd,2022-05-23,bulk,2022-05-23,2022-05-23,1.1338,0.016601296225856255,0.014879376631429818,0.896278003175163,0.8962780031751633,1.7293333333333334,High,0.11207735423953104,Cucu Mesa,blue oak,68.295871875,1.1338,1.0162,late,leaf,21,2.15,0.8402610615466893,0.41633333333333333,2022-05-25,0,leaf,21
2005,21,21,pd,2022-05-23,bulk,2022-05-23,2022-05-23,1.1338,0.016601296225856255,0.014879376631429818,0.896278003175163,0.8962780031751633,1.7293333333333334,High,0.11207735423953104,Cucu Mesa,blue oak,68.295871875,1.1338,1.0162,late,leaf,21,2.15,0.9403391791499207,0.050333333333333334,2022-05-25,0,stem,21
2005,21,21,md,2022-05-23,bulk,2022-05-23,2022-05-23,0.962,0.01694964423674611,0.012809138627977572,0.755717255717256,0.7557172557172558,3,High,0.04999999999999982,Cucu Mesa,blue oak,56.7563535,0.962,0.7270000000000001,late,leaf,21,1.689,0.8402610615466893,0.41633333333333333,2022-05-25,0,leaf,21
2005,21,21,md,2022-05-23,bulk,2022-05-23,2022-05-23,0.962,0.01694964423674611,0.012809138627977572,0.755717255717256,0.7557172557172558,3,High,0.04999999999999982,Cucu Mesa,blue oak,56.7563535,0.962,0.7270000000000001,late,leaf,21,1.689,0.9403391791499207,0.050333333333333334,2022-05-25,0,stem,21
2005,30,29,md,2022-07-19,bulk,2022-07-19,2022-07-19,0.613,0.014556004205402958,0.009229883906427618,0.634094616639478,0.6340946166394781,4.300000000000001,High,0.14142135623730964,Cucu Mesa,blue oak,42.11320575,0.613,0.38870000000000005,late,leaf,29,1.0017,NA,NA,NA,0,NA,29
2005,30,29,pd,2022-07-19,bulk,2022-07-19,2022-07-19,0.185,0.01817763732523338,0.01053320389872983,0.57945945945946,0.5794594594594595,2.138,High,0.2750818060141383,Cucu Mesa,blue oak,10.17734025,0.185,0.10720000000000002,late,leaf,29,0.2922,NA,NA,NA,0,NA,29
2005,37,37,md,2022-09-15,bulk,2022-09-15,2022-09-15,0.6143,0.01826104027012338,0.01167362935711778,0.639264203158066,0.639264203158066,3.5774999999999997,High,0.0898025612106917,Cucu Mesa,blue oak,33.639923625,0.6143,0.39269999999999994,late,leaf,37,1.007,0.800741345576119,0.45653333333333335,2022-09-15,0,leaf,37
2005,37,37,md,2022-09-15,bulk,2022-09-15,2022-09-15,0.6143,0.01826104027012338,0.01167362935711778,0.639264203158066,0.639264203158066,3.5774999999999997,High,0.0898025612106917,Cucu Mesa,blue oak,33.639923625,0.6143,0.39269999999999994,late,leaf,37,1.007,0.905244952088904,0.08606666666666667,2022-09-15,0,stem,37
2005,37,37,md,2022-09-15,bulk,2022-09-15,2022-09-15,0.6143,0.01826104027012338,0.01167362935711778,0.639264203158066,0.639264203158066,3.5774999999999997,High,0.0898025612106917,Cucu Mesa,blue oak,33.639923625,0.6143,0.39269999999999994,late,leaf,37,1.007,1.0280093062105267,0.1072,2022-09-15,0,stem,37
2005,37,37,pd,2022-09-15,bulk,2022-09-12,2022-09-15,1.5494,0.0174984899519758,0.014405140011452901,0.823221892345424,0.8232218923454239,1.687,High,0.44353128412773773,Cucu Mesa,blue oak,88.54478325000001,1.5494,1.2754999999999999,late,leaf,37,2.8249,0.800741345576119,0.45653333333333335,2022-09-15,0,leaf,37
2005,37,37,pd,2022-09-15,bulk,2022-09-12,2022-09-15,1.5494,0.0174984899519758,0.014405140011452901,0.823221892345424,0.8232218923454239,1.687,High,0.44353128412773773,Cucu Mesa,blue oak,88.54478325000001,1.5494,1.2754999999999999,late,leaf,37,2.8249,0.905244952088904,0.08606666666666667,2022-09-15,0,stem,37
2005,37,37,pd,2022-09-15,bulk,2022-09-12,2022-09-15,1.5494,0.0174984899519758,0.014405140011452901,0.823221892345424,0.8232218923454239,1.687,High,0.44353128412773773,Cucu Mesa,blue oak,88.54478325000001,1.5494,1.2754999999999999,late,leaf,37,2.8249,1.0280093062105267,0.1072,2022-09-15,0,stem,37
2006,11,10,md,2022-03-08,NA,2022-03-08,2022-03-08,0.157,NA,NA,1.689796593863449,1.6936102236421726,1.4066666666666667,High,0.10503967504392485,Cucu Mesa,blue oak,NA,0.313,0.5301,early,leaf,10,0.4237,NA,NA,NA,0,NA,10
2006,11,10,pd,2022-03-08,NA,2022-03-08,2022-03-08,0.497,NA,NA,2.0500446798437704,2.1020833333333333,0.9475,High,0.03181980515339459,Cucu Mesa,blue oak,NA,0.5760000000000001,1.2108,early,leaf,10,1.552,NA,NA,NA,0,NA,10
2006,15,14,md,2022-04-04,leaf,2022-04-04,2022-04-04,NA,0.013951227235050082,0.011416661649718274,0.8185373862463645,0.8183266932270916,2.1500000000000004,High,0.07071067811865482,Cucu Mesa,blue oak,17.991248782,0.251,0.2054,early,leaf,14,NA,NA,NA,NA,0,NA,14
2006,15,14,pd,2022-04-04,bulk,2022-04-04,2022-04-04,1.9004,0.013731787214635829,0.013132773764786686,0.956377604714797,0.9563776047147969,0.5406666666666666,High,0.04485903847981287,Cucu Mesa,blue oak,138.3942214,1.9004,1.8175000000000001,early,leaf,14,3.7179,NA,NA,NA,0,NA,14
2006,15,15,md,2022-04-13,bulk,2022-04-13,2022-04-13,1.7009,0.013714603933518248,0.011646190206125857,0.8170532912757147,0.8491816652220465,1.727,High,0.18559903016987986,Cucu Mesa,blue oak,143.008140046,1.9613,1.6655,early,leaf,14,3.1646,NA,NA,NA,0,NA,15
2006,17,17,md,2022-04-25,NA,NA,2022-04-25,NA,NA,NA,NA,NA,2.717,High,0.07171471257698804,Cucu Mesa,blue oak,NA,NA,NA,late,leaf,17,NA,NA,NA,NA,0,NA,17
2006,17,17,pd,2022-04-25,bulk,2022-04-27,2022-04-25,1.454,0.013258116625378638,0.012446581288611995,0.93878954607978,0.9387895460797799,0.9913333333333333,High,0.025166114784235853,Cucu Mesa,blue oak,109.668668717,1.454,1.365,late,leaf,17,2.819,NA,NA,NA,0,NA,17
