"","tree","species","time","date_shift","date_wp","cwc","lwc_mean","lma_g_cm2","lwa_g_cm2","water_potential"
"258","2016",NA,NA,2022-04-12,NA,0.0507535,NA,NA,NA,NA
"259","2016",NA,NA,2022-04-29,NA,0.0402265,NA,NA,NA,NA
"260","2016",NA,NA,2022-05-03,NA,0.0618918,NA,NA,NA,NA
"261","2016",NA,NA,2022-05-11,NA,0.0301,NA,NA,NA,NA
"262","2016",NA,NA,2022-04-20,NA,0.0383693,NA,NA,NA,NA
"263","2020","blue oak",NA,2022-02-24,NA,0.0081685,NA,NA,NA,NA
"264","2020","blue oak",NA,2022-02-28,NA,0.0499212,NA,NA,NA,NA
"265","2020","blue oak",NA,2022-05-17,NA,0,NA,NA,NA,NA
"266","2020","blue oak","md",NA,2022-05-23,NA,0.787974683544304,0.0154601661530273,0.012182219531974,-2.9805
"267","2020","blue oak","md",2022-09-14,2022-09-15,0,0.654434250764526,0.0142241825162047,0.00930879222773032,-2.643
"268","2020","blue oak","pd",2022-09-14,2022-09-15,0,0.689802517611734,0.0142241825162047,0.00981187691064683,-2.10666666666667
"269","2020","blue oak","md",2022-03-08,2022-03-08,0.0099316,1.12870514147688,0.012557218896041,NA,-2.17333333333333
"270","2020","blue oak","pd",NA,2022-03-15,NA,1.09438585579682,0.012557218896041,0.0137424427479718,-1.58275
"271","2020","blue oak",NA,2022-03-16,NA,0.0208403,NA,NA,NA,NA
"272","2020","blue oak",NA,2022-03-22,NA,0.0394516,NA,NA,NA,NA
"273","2020","blue oak","md",2022-04-05,2022-04-04,0.00586,0.801378362377712,0.0147616098318504,0.011829634713107,-2.43333333333333
"274","2020","blue oak","pd",2022-04-05,2022-04-04,0.00586,1.0582889376371,0.0147616098318504,0.0156220483867624,-0.68625
"275","2020","blue oak","md",2022-04-12,2022-04-13,0,0.818538508992235,0.0147616098318504,0.012082946102088,-2.16666666666667
"276","2020","blue oak","md",2022-04-29,2022-04-27,0.0286135,0.918429003021148,0.0150723442567091,0.0138428781088809,-1.781
"277","2020","blue oak","pd",2022-04-29,2022-04-27,0.0286135,1.01441677588467,0.0150723442567091,0.0152896388659147,-0.94
"278","2020","blue oak",NA,2022-05-03,NA,0.002273,NA,NA,NA,NA
"279","2020","blue oak","md",2022-05-11,2022-05-09,0,0.850150753768844,0.0154601661530273,0.0131434719083877,-2.22025
"280","2020","blue oak","pd",2022-05-11,2022-05-09,0,0.809210526315789,0.0154601661530273,0.0125105291896207,-1.52875
"281","2020","blue oak","md",NA,2022-07-19,NA,0.596783625730994,0.0158714222328833,0.0094718049056476,-3.86666666666667
"282","2020","blue oak",NA,2022-04-20,NA,0,NA,NA,NA,NA
"283","2020","blue oak","pd",NA,2022-05-25,NA,0.885211562630918,0.0154601661530273,0.0136855178388549,-1.775
"284","2021","blue oak",NA,2022-02-24,NA,0.0411761,NA,NA,NA,NA
"285","2021","blue oak",NA,2022-02-28,NA,0.0678666,NA,NA,NA,NA
"286","2021","blue oak",NA,2022-05-17,NA,0.0209294,NA,NA,NA,NA
"287","2021","blue oak","md",NA,2022-05-23,NA,0.808510638297873,0.0153986947148767,0.0124500084928791,-3.7402
"288","2021","blue oak","md",2022-09-14,2022-09-15,0,0.575757575757576,NA,NA,NA
"289","2021","blue oak","pd",2022-09-14,2022-09-15,0,0.694620755315773,NA,NA,-1.96833333333333
"290","2021","blue oak","md",2022-03-08,2022-03-08,0.088121,1.11980290467763,0.0133268647462189,NA,-1.87333333333333
"291","2021","blue oak","pd",NA,2022-03-15,NA,1.41897737376876,0.0133268647462189,0.0189105195381612,-1.39666666666667
"292","2021","blue oak",NA,2022-03-16,NA,0.0557041,NA,NA,NA,NA
"293","2021","blue oak",NA,2022-03-22,NA,0.0546714,NA,NA,NA,NA
"294","2021","blue oak","pd",2022-04-05,2022-04-04,0.0621053,1.00603518821604,0.0159221702579775,0.0160182635522923,-0.18325
"295","2021","blue oak","md",2022-04-05,2022-04-04,0.0621053,0.766964285714286,0.0159221702579775,0.012211735938931,-2.875
"296","2021","blue oak","md",2022-04-12,2022-04-13,0.0084689,0.825656410037757,0.0159221702579775,0.0131462419352117,-1.97666666666667
"297","2021","blue oak","pd",2022-04-29,2022-04-27,0.022745,0.999223602484472,0.0151923090257625,0.0151805137547797,-0.881333333333333
"298","2021","blue oak","md",2022-04-29,2022-04-27,0.022745,0.923076923076923,0.0151923090257625,0.0140236698699346,-2.14233333333333
"299","2021","blue oak",NA,2022-05-03,NA,0.036077,NA,NA,NA,NA
"300","2021","blue oak","md",2022-05-11,2022-05-09,0.0147011,0.832550578034682,0.0153986947148767,0.0128201921858502,-2.092
"301","2021","blue oak","pd",2022-05-11,2022-05-09,0.0147011,0.726739312657167,0.0153986947148767,0.0111908368129071,-1.28033333333333
"302","2021","blue oak","md",NA,2022-07-19,NA,0.610022271714922,0.0156208643624607,0.00952907516453894,-4.175
"303","2021","blue oak","pd",NA,2022-07-19,NA,0.64671052631579,0.0156208643624607,0.0101021774133545,-3.2
"304","2021","blue oak",NA,2022-04-20,NA,0.0234377,NA,NA,NA,NA
"305","2021","blue oak","pd",NA,2022-05-25,NA,0.873023595232304,0.0153986947148767,0.0134434238218664,-1.65
"306","2022",NA,NA,2022-02-24,NA,0.09625,NA,NA,NA,NA
"307","2022",NA,NA,2022-02-28,NA,0.0785979,NA,NA,NA,NA
"308","2022",NA,NA,2022-05-17,NA,0,NA,NA,NA,NA
"309","2022",NA,NA,2022-09-14,NA,0.0350568,NA,NA,NA,NA
"310","2022",NA,NA,2022-03-08,NA,0.0771133,NA,NA,NA,NA
"311","2022",NA,NA,2022-03-16,NA,0.0639795,NA,NA,NA,NA
"312","2022",NA,NA,2022-03-22,NA,0.0428337,NA,NA,NA,NA
"313","2022",NA,NA,2022-04-05,NA,0.0652834,NA,NA,NA,NA
"314","2022",NA,NA,2022-04-12,NA,0.0152992,NA,NA,NA,NA
"315","2022",NA,NA,2022-04-29,NA,0.0260983,NA,NA,NA,NA
"316","2022",NA,NA,2022-05-03,NA,0.0016051,NA,NA,NA,NA
"317","2022",NA,NA,2022-05-11,NA,0.0110758,NA,NA,NA,NA
"318","2022",NA,NA,2022-04-20,NA,0.0025339,NA,NA,NA,NA
"319","2023",NA,NA,2022-02-24,NA,0.103377,NA,NA,NA,NA
"320","2023",NA,NA,2022-02-28,NA,0.0401076,NA,NA,NA,NA
"321","2023",NA,NA,2022-05-17,NA,0.0142896,NA,NA,NA,NA
"322","2023",NA,NA,2022-09-14,NA,6e-07,NA,NA,NA,NA
"323","2023",NA,NA,2022-03-08,NA,0.0451304,NA,NA,NA,NA
"324","2023",NA,NA,2022-03-16,NA,0.0528355,NA,NA,NA,NA
"325","2023",NA,NA,2022-03-22,NA,0.0956665,NA,NA,NA,NA
"326","2023",NA,NA,2022-04-05,NA,0.0834795,NA,NA,NA,NA
"327","2023",NA,NA,2022-04-12,NA,0.023179,NA,NA,NA,NA
"328","2023",NA,NA,2022-04-29,NA,0,NA,NA,NA,NA
"329","2023",NA,NA,2022-05-03,NA,0.0151174,NA,NA,NA,NA
"330","2023",NA,NA,2022-05-11,NA,0.0186733,NA,NA,NA,NA
"331","2023",NA,NA,2022-04-20,NA,0.0642619,NA,NA,NA,NA
"332","2024","blue oak",NA,2022-02-24,NA,0.0138477,NA,NA,NA,NA
"333","2024","blue oak",NA,2022-02-28,NA,0.0299979,NA,NA,NA,NA
"334","2024","blue oak",NA,2022-05-17,NA,0,NA,NA,NA,NA
"335","2024","blue oak","md",NA,2022-05-23,NA,0.832627118644068,0.0153760801383358,0.0128025413016228,-2.692
"336","2024","blue oak","md",2022-09-14,2022-09-15,0,0.60480093676815,0.0173849406407546,0.0105144283851871,-3.92866666666667
"337","2024","blue oak","pd",2022-09-14,2022-09-15,0,0.696020654431161,0.0173849406407546,0.0121002777620249,-2.03666666666667
"338","2024","blue oak","md",2022-03-08,2022-03-08,0.0646295,1.61262400793651,0.0130016373413994,NA,-1.685
"339","2024","blue oak","pd",NA,2022-03-15,NA,1.51651062514556,0.0130016373413994,0.0197171211725214,-1.0925
"340","2024","blue oak",NA,2022-03-16,NA,0.0378035,NA,NA,NA,NA
"341","2024","blue oak",NA,2022-03-22,NA,0.042812,NA,NA,NA,NA
"342","2024","blue oak","pd",2022-04-05,2022-04-04,0.0355296,1.21058516585911,0.0150768776427816,0.0182518444218243,-0.413
"343","2024","blue oak","md",2022-04-05,2022-04-04,0.0355296,0.844240039350713,0.0150768776427816,0.0127285037744279,-2.25
"344","2024","blue oak","md",2022-04-12,2022-04-13,2e-07,0.864488100887905,0.0150768776427816,0.0130337813207276,-2.33666666666667
"345","2024","blue oak","md",2022-04-29,2022-04-27,0.0472023,0.933541017653167,0.0144764059692855,0.0135143187605272,-1.871
"346","2024","blue oak","pd",2022-04-29,2022-04-27,0.0472023,NA,0.0144764059692855,NA,-1.017
"347","2024","blue oak",NA,2022-05-03,NA,0.0290714,NA,NA,NA,NA
"348","2024","blue oak","md",2022-05-11,2022-05-09,0.0079378,0.815345021714653,0.0153760801383358,0.0125368103942776,-2.20733333333333
"349","2024","blue oak","pd",2022-05-11,2022-05-09,0.0079378,0.74852652259332,0.0153760801383358,0.0115094037970647,-1.346
"350","2024","blue oak","md",NA,2022-07-19,NA,0.6265664160401,0.0169903368864227,0.0106455744902398,-4.1
"351","2024","blue oak","pd",NA,2022-07-19,NA,0.653937947494033,0.0169903368864227,0.0111106260307394,-2.81666666666667
"352","2024","blue oak",NA,2022-04-20,NA,0.0250289,NA,NA,NA,NA
"353","2024","blue oak","pd",NA,2022-05-25,NA,0.853738032185781,0.0153760801383358,0.0131271444000337,-1.7
"354","2025","blue oak",NA,2022-02-24,NA,0.0547827,NA,NA,NA,NA
"355","2025","blue oak",NA,2022-02-28,NA,0.0633543,NA,NA,NA,NA
"356","2025","blue oak",NA,2022-05-17,NA,0.0170609,NA,NA,NA,NA
"357","2025","blue oak","md",NA,2022-05-23,NA,NA,0.0144304293686113,NA,-3.0585
"358","2025","blue oak","md",2022-09-14,2022-09-15,0,0.651715039577836,0.0144371344696438,0.00940889766227443,-3.658
"359","2025","blue oak","md",2022-03-08,2022-03-08,0.0585263,1.11191550230729,0.0119067958170603,NA,-1.8025
"360","2025","blue oak","pd",NA,2022-03-15,NA,1.20248223174779,0.0119067958170603,0.0143177104070639,-1.3425
"361","2025","blue oak",NA,2022-03-16,NA,0.0651471,NA,NA,NA,NA
"362","2025","blue oak",NA,2022-03-22,NA,0.0777224,NA,NA,NA,NA
"363","2025","blue oak","pd",2022-04-05,2022-04-04,0.0605638,0.936752483275897,0.0139936833236201,0.0131086176035777,-0.1056
"364","2025","blue oak","md",2022-04-12,2022-04-13,0.0061813,0.873939931418751,0.0139936833236201,0.0122296386441403,-1.6755
"365","2025","blue oak","pd",2022-04-29,2022-04-27,0.0244737,1.0421686746988,0.0121678228612928,0.0126809238253233,-1.0305
"366","2025","blue oak","md",2022-04-29,2022-04-27,0.0244737,0.929280397022332,0.0121678228612928,0.0113073192594396,-1.428
"367","2025","blue oak",NA,2022-05-03,NA,0.0408999,NA,NA,NA,NA
"368","2025","blue oak","pd",2022-05-11,2022-05-09,0.0226033,0.763341067285383,0.0144304293686113,0.0110153393556221,-1.70942857142857
"369","2025","blue oak","md",2022-05-11,2022-05-09,0.0226033,0.834674469641551,0.0144304293686113,0.0120447109799455,-1.9545
"370","2025","blue oak","pd",NA,2022-07-19,NA,0.641166380789022,0.0142883157866805,0.00916118772051656,-3.125
"371","2025","blue oak","md",NA,2022-07-19,NA,0.60359477124183,0.0142883157866805,0.00862435269869242,-4.1
"372","2025","blue oak",NA,2022-04-20,NA,0.0313784,NA,NA,NA,NA
"373","2025","blue oak","pd",NA,2022-05-25,NA,0.834470989761092,0.0144304293686113,0.0120417746779026,-1.5
"374","2026","blue oak",NA,2022-02-24,NA,0.0263692,NA,NA,NA,NA
"375","2026","blue oak",NA,2022-02-28,NA,0.0463219,NA,NA,NA,NA
"376","2026","blue oak",NA,2022-05-17,NA,0,NA,NA,NA,NA
"377","2026","blue oak","md",NA,2022-05-23,NA,0.696401610468042,0.0142140181605589,0.00989866513823521,-3.367
"378","2026","blue oak","md",2022-09-14,2022-09-15,0,0.641708101784148,0.0153022354002709,0.00981956843176205,-4.189
"379","2026","blue oak","pd",2022-09-14,2022-09-15,0,0.630925429874339,0.0153022354002709,0.00965456944795426,-1.806
"380","2026","blue oak","md",2022-03-08,2022-03-08,0.0198936,1.23375508114314,0.0102199257258758,NA,-1.945
"381","2026","blue oak","pd",NA,2022-03-15,NA,1.53922270795361,0.0102199257258758,0.0157307417508673,-1.4425
"382","2026","blue oak",NA,2022-03-16,NA,0,NA,NA,NA,NA
"383","2026","blue oak",NA,2022-03-22,NA,0.0120935,NA,NA,NA,NA
"384","2026","blue oak","md",2022-04-05,2022-04-04,0.0264174,0.729082929274854,0.0145652828992558,0.0106192991219064,-2.6
"385","2026","blue oak","pd",2022-04-05,2022-04-04,0.0264174,NA,0.0145652828992558,NA,-0.4384
"386","2026","blue oak","md",2022-04-12,2022-04-13,0,0.789189642156649,0.0145652828992558,0.011494770399174,-1.697
"387","2026","blue oak","pd",2022-04-29,2022-04-27,0.0357689,0.943287037037037,0.012651605321359,0.0119340952973467,-1.209
"388","2026","blue oak","md",2022-04-29,2022-04-27,0.0357689,0.856382978723405,0.012651605321359,0.0108346194507383,-2.98233333333333
"389","2026","blue oak",NA,2022-05-03,NA,0,NA,NA,NA,NA
"390","2026","blue oak","md",2022-05-11,2022-05-09,0.0159674,0.770059397966375,0.0142140181605589,0.0109456382674031,-2.63266666666667
"391","2026","blue oak","md",NA,2022-07-19,NA,0.549074074074074,0.0150635654378118,0.00827101324502072,-4.53333333333333
"392","2026","blue oak","pd",NA,2022-07-19,NA,0.5882096069869,0.0150635654378118,0.00886053390599671,-3.85
"393","2026","blue oak",NA,2022-04-20,NA,0.0195667,NA,NA,NA,NA
"394","2026","blue oak","pd",NA,2022-05-25,NA,0.831210191082802,0.0142140181605589,0.0118148367512926,-2.05333333333333
"395","2027","blue oak",NA,2022-02-24,NA,0.0280186,NA,NA,NA,NA
"396","2027","blue oak",NA,2022-02-28,NA,0.0669415,NA,NA,NA,NA
"397","2027","blue oak",NA,2022-05-17,NA,0,NA,NA,NA,NA
"398","2027","blue oak","md",NA,2022-05-23,NA,NA,0.0140334678447648,NA,-3.34425
"399","2027","blue oak","pd",2022-09-14,2022-09-15,0,0.557437955119631,0.0122983585561694,0.00685557184487906,-2.87366666666667
"400","2027","blue oak","md",2022-09-14,2022-09-15,0,0.621411276374957,0.0122983585561694,0.00764233868770607,-4.306
"401","2027","blue oak",NA,2022-03-08,NA,0.0576295,NA,NA,NA,NA
"402","2027","blue oak","pd",NA,2022-03-15,NA,1.38428571428571,0.00929432201485963,0.0128659971891414,-1.44666666666667
"403","2027","blue oak",NA,2022-03-16,NA,0.0739476,NA,NA,NA,NA
"404","2027","blue oak",NA,2022-03-22,NA,0.0474481,NA,NA,NA,NA
"405","2027","blue oak","pd",2022-04-05,2022-04-04,0.0697813,1.03777929387685,0.014227727041394,0.0147652405224904,-0.572666666666667
"406","2027","blue oak","md",2022-04-12,2022-04-13,0.0079662,0.826954158307217,0.014227727041394,0.0117656780401408,-2.2905
"407","2027","blue oak","pd",2022-04-29,2022-04-27,0.0074579,0.99465811965812,0.0112662694822744,0.0112060864188007,-1.28133333333333
"408","2027","blue oak","md",2022-04-29,2022-04-27,0.0074579,0.879207920792079,0.0112662694822744,0.00990539336659373,-2.66533333333333
"409","2027","blue oak",NA,2022-05-03,NA,4e-07,NA,NA,NA,NA
"410","2027","blue oak","md",2022-05-11,2022-05-09,0,0.805398871877518,0.0140334678447648,0.011302539170703,-2.51066666666667
"411","2027","blue oak","pd",2022-05-11,2022-05-09,0,0.741293532338308,0.0140334678447648,0.0104029189496018,-1.78025
"412","2027","blue oak","pd",NA,2022-07-19,NA,0.59144385026738,0.0146736858698046,0.00867866126845128,-3.4
"413","2027","blue oak",NA,2022-04-20,NA,0.0234505,NA,NA,NA,NA
"414","2027","blue oak","pd",NA,2022-05-25,NA,0.822503961965135,0.0140334678447648,0.0115425829024294,-1.985
"415","2028","blue oak",NA,2022-02-24,NA,0,NA,NA,NA,NA
"416","2028","blue oak",NA,2022-02-28,NA,0.0597742,NA,NA,NA,NA
"417","2028","blue oak",NA,2022-05-17,NA,0.0171647,NA,NA,NA,NA
"418","2028","blue oak","md",NA,2022-05-23,NA,0.70353982300885,0.0140073690587484,0.00985474194841151,-3.2125
"419","2028","blue oak","pd",2022-09-14,2022-09-15,0,0.534153120525562,0.0167064340959942,0.00892379390522995,-2.359
"420","2028","blue oak","md",2022-09-14,2022-09-15,0,0.558911004346831,0.0167064340959942,0.00933740985964626,-3.787
"421","2028","blue oak",NA,2022-03-08,NA,0.0243976,NA,NA,NA,NA
"422","2028","blue oak",NA,2022-03-16,NA,0.0567611,NA,NA,NA,NA
"423","2028","blue oak",NA,2022-03-22,NA,0.0619218,NA,NA,NA,NA
"424","2028","blue oak","pd",2022-04-05,2022-04-04,0.0763207,0.849508109545334,0.0157903619468078,0.0134140405264692,-0.53675
"425","2028","blue oak","md",2022-04-12,2022-04-13,0.0272247,1.1188181387265,0.0157903619468078,0.0176665433631452,-1.664
"426","2028","blue oak","pd",2022-04-29,2022-04-27,0.0630126,0.850348027842227,0.0141425544517489,0.012026093286696,-1.216
"427","2028","blue oak","md",2022-04-29,2022-04-27,0.0630126,0.831376734258271,0.0141425544517489,0.0117577907341648,-2.0795
"428","2028","blue oak",NA,2022-05-03,NA,0,NA,NA,NA,NA
"429","2028","blue oak","md",2022-05-11,2022-05-09,0.0339499,0.715267339488941,0.0140073690587484,0.0100190135998907,-2.074
"430","2028","blue oak","pd",2022-05-11,2022-05-09,0.0339499,0.594048884165781,0.0140073690587484,0.00832106195944779,-1.9845
"431","2028","blue oak","md",NA,2022-07-19,NA,0.55587958607714,0.0176055856311294,0.00978658565327787,-5
"432","2028","blue oak","pd",NA,2022-07-19,NA,0.528924598269468,0.0176055856311294,0.00931202730724385,-3.36666666666667
"433","2028","blue oak",NA,2022-04-20,NA,0.0314907,NA,NA,NA,NA
"434","2028","blue oak","pd",NA,2022-05-25,NA,0.802346679569372,0.0140073690587484,0.0112387660537896,-1.775
"435","2029",NA,NA,2022-02-24,NA,0.0582664,NA,NA,NA,NA
"436","2029",NA,NA,2022-02-28,NA,0.0872501,NA,NA,NA,NA
"437","2029",NA,NA,2022-05-17,NA,0.0499989,NA,NA,NA,NA
"438","2029",NA,NA,2022-09-14,NA,0.0642643,NA,NA,NA,NA
"439","2029",NA,NA,2022-03-08,NA,0.0694655,NA,NA,NA,NA
"440","2029",NA,NA,2022-03-16,NA,0.0455434,NA,NA,NA,NA
"441","2029",NA,NA,2022-03-22,NA,0.0835872,NA,NA,NA,NA
"442","2029",NA,NA,2022-04-05,NA,0.0642989,NA,NA,NA,NA
"443","2029",NA,NA,2022-04-12,NA,0.0159369,NA,NA,NA,NA
"444","2029",NA,NA,2022-04-29,NA,0.0627055,NA,NA,NA,NA
"445","2029",NA,NA,2022-05-03,NA,0.0350275,NA,NA,NA,NA
"446","2029",NA,NA,2022-05-11,NA,0.0317506,NA,NA,NA,NA
"447","2029",NA,NA,2022-04-20,NA,0.0397763,NA,NA,NA,NA
"448","2030",NA,NA,2022-02-24,NA,0.0349577,NA,NA,NA,NA
"449","2030",NA,NA,2022-02-28,NA,0.0399372,NA,NA,NA,NA
"450","2030",NA,NA,2022-05-17,NA,0.035939,NA,NA,NA,NA
"451","2030",NA,NA,2022-09-14,NA,0.0216486,NA,NA,NA,NA
"452","2030",NA,NA,2022-03-08,NA,0.0179141,NA,NA,NA,NA
"453","2030",NA,NA,2022-03-16,NA,0.0048658,NA,NA,NA,NA
"454","2030",NA,NA,2022-03-22,NA,0.0280842,NA,NA,NA,NA
"455","2030",NA,NA,2022-04-05,NA,0.0328956,NA,NA,NA,NA
"456","2030",NA,NA,2022-04-12,NA,0,NA,NA,NA,NA
"457","2030",NA,NA,2022-04-29,NA,0.0510859,NA,NA,NA,NA
"458","2030",NA,NA,2022-05-03,NA,0.0138089,NA,NA,NA,NA
"459","2030",NA,NA,2022-05-11,NA,0.0367229,NA,NA,NA,NA
"460","2030",NA,NA,2022-04-20,NA,0,NA,NA,NA,NA
"461","2031","blue oak",NA,2022-02-24,NA,0.0597379,NA,NA,NA,NA
"462","2031","blue oak",NA,2022-02-28,NA,0.0672955,NA,NA,NA,NA
"463","2031","blue oak",NA,2022-05-17,NA,0.0019923,NA,NA,NA,NA
"464","2031","blue oak","md",NA,2022-05-23,NA,0.701694915254237,NA,NA,-2.971
"465","2031","blue oak","pd",2022-09-14,2022-09-15,0,0.526666827189328,0.0107975245321713,0.0056866979868576,-2.89666666666667
"466","2031","blue oak","md",2022-09-14,2022-09-15,0,0.59749243406831,0.0107975245321713,0.00645143921463933,-3.53166666666667
"467","2031","blue oak",NA,2022-03-08,NA,0.0469958,NA,NA,NA,NA
"468","2031","blue oak",NA,2022-03-16,NA,0.0493786,NA,NA,NA,NA
"469","2031","blue oak",NA,2022-03-22,NA,0.0504771,NA,NA,NA,NA
"470","2031","blue oak","pd",2022-04-05,2022-04-04,0.0239987,0.961170708955224,0.0155072231961128,0.0149050887133347,-0.244
"471","2031","blue oak","md",2022-04-12,2022-04-13,0,0.883269152839005,0.0155072231961128,0.013697051895316,-2.00433333333333
"472","2031","blue oak","md",2022-04-29,2022-04-27,0.0286719,0.908268733850129,0.0134555348736685,0.0122212416229832,-1.873
"473","2031","blue oak","pd",2022-04-29,2022-04-27,0.0286719,0.967063129002745,0.0134555348736685,0.0130123516573354,-0.899
"474","2031","blue oak",NA,2022-05-03,NA,0.0055886,NA,NA,NA,NA
"475","2031","blue oak","md",2022-05-11,2022-05-09,0.0120738,0.808999280057595,NA,NA,-2.786
"476","2031","blue oak","pd",2022-05-11,2022-05-09,0.0120738,0.711340206185567,NA,NA,-1.683
"477","2031","blue oak","pd",NA,2022-07-19,NA,0.631830985915493,0.0145985342023813,0.00922380625801162,-3.22
"478","2031","blue oak","md",NA,2022-07-19,NA,0.590552325581396,0.0145985342023813,0.00862119832329583,-4.03333333333333
"479","2031","blue oak",NA,2022-04-20,NA,0.0257562,NA,NA,NA,NA
"480","2031","blue oak","pd",NA,2022-05-25,NA,0.842579611456038,NA,NA,-1.9125
"481","2032","blue oak","pd",NA,2022-04-27,NA,0.967063129002745,NA,NA,-0.899
"482","2032","blue oak","md",NA,2022-04-27,NA,0.908268733850129,NA,NA,-1.873
"483","2084","blue oak","md",NA,2022-05-09,NA,0.862469437652812,NA,NA,-2.035
"484","2085","blue oak",NA,2022-02-24,NA,0,NA,NA,NA,NA
"485","2085","blue oak",NA,2022-02-28,NA,0,NA,NA,NA,NA
"486","2085","blue oak",NA,2022-05-17,NA,0.0544908,NA,NA,NA,NA
"487","2085","blue oak","md",2022-09-14,2022-09-15,0.034095,0.635114503816794,0.0163924186973502,0.0104110628673247,-3.556
"488","2085","blue oak","pd",2022-09-14,2022-09-15,0.034095,0.73641771359557,0.0163924186973502,0.0120716674974039,-1.48244444444444
"489","2085","blue oak",NA,2022-03-08,NA,0.0075553,NA,NA,NA,NA
"490","2085","blue oak","pd",NA,2022-03-15,NA,NA,NA,NA,-1.17966666666667
"491","2085","blue oak",NA,2022-03-16,NA,0.0256304,NA,NA,NA,NA
"492","2085","blue oak",NA,2022-03-22,NA,0.055547,NA,NA,NA,NA
"493","2085","blue oak","pd",2022-04-05,2022-04-04,0.0843665,1.6518648258809,0.0103572475397523,0.0171087729038582,-0.518
"494","2085","blue oak","md",2022-04-12,2022-04-11,0.0647904,2.01837270341207,0.0103572475397523,0.0209047857167178,-1.5175
"495","2085","blue oak","md",NA,2022-04-27,NA,1.02814814814815,0.0142200440229274,0.014620311928758,-2.21066666666667
"496","2085","blue oak","pd",NA,2022-04-27,NA,1.10227272727273,0.0142200440229274,0.0156743667070905,-1.044
"497","2085","blue oak",NA,2022-05-03,NA,0.066766,NA,NA,NA,NA
"498","2085","blue oak","md",2022-05-11,2022-05-09,0.0440244,0.89432199678879,NA,NA,-2.29533333333333
"499","2085","blue oak","md",NA,2022-07-19,NA,0.623753665689149,0.0170080759049712,0.0106088496920451,-4.1
"500","2085","blue oak","pd",NA,2022-07-19,NA,0.700455235204856,0.0170080759049712,0.0119133958083986,-2.78
"501","2085","blue oak",NA,2022-04-20,NA,0.0636773,NA,NA,NA,NA
"502","2085","blue oak","pd",NA,2022-05-25,NA,0.923076923076923,NA,NA,-1.52
"503","2085","blue oak","md",NA,2022-05-25,NA,0.74587039390089,NA,NA,-3.21666666666667
"504","2086","blue oak",NA,2022-02-24,NA,0,NA,NA,NA,NA
"505","2086","blue oak",NA,2022-02-28,NA,0,NA,NA,NA,NA
"506","2086","blue oak",NA,2022-05-17,NA,0.0067591,NA,NA,NA,NA
"507","2086","blue oak","pd",2022-09-14,2022-09-15,0,0.705693176879617,0.0158832783768503,0.0112087211770228,-1.8648
"508","2086","blue oak","md",2022-09-14,2022-09-15,0,0.655257039524671,0.0158832783768503,0.0104076299671611,-4.3785
"509","2086","blue oak",NA,2022-03-08,NA,0,NA,NA,NA,NA
"510","2086","blue oak","pd",NA,2022-03-15,NA,NA,NA,NA,-0.936
"511","2086","blue oak",NA,2022-03-16,NA,0,NA,NA,NA,NA
"512","2086","blue oak",NA,2022-03-22,NA,1e-07,NA,NA,NA,NA
"513","2086","blue oak","pd",2022-04-05,2022-04-04,0.0596486,1.8236641221374,0.0107109389340365,0.019533155048407,-0.756333333333333
"514","2086","blue oak","md",2022-04-05,2022-04-04,0.0596486,1.68135795692511,0.0107109389340365,0.0180089224028813,-0.8625
"515","2086","blue oak","md",2022-04-12,2022-04-11,0,1.25562130177515,0.0107109389340365,0.0134488830875891,-1.58666666666667
"516","2086","blue oak","pd",NA,2022-04-27,NA,1.16515426497278,0.0133630244076504,0.0155699848815092,-0.852666666666667
"517","2086","blue oak","md",NA,2022-04-27,NA,1.01717305151915,0.0133630244076504,0.0135925083142546,-1.99433333333333
"518","2086","blue oak",NA,2022-05-03,NA,0,NA,NA,NA,NA
"519","2086","blue oak","md",2022-05-11,2022-05-09,0.0020183,0.930685520205171,NA,NA,-2.241
"520","2086","blue oak","pd",NA,2022-07-19,NA,0.696325088339223,0.0179593100264172,0.0125055181406565,-2.44
"521","2086","blue oak","md",NA,2022-07-19,NA,0.709550561797753,0.0179593100264172,0.0127430385187443,-4.1
"522","2086","blue oak",NA,2022-04-20,NA,0,NA,NA,NA,NA
"523","2086","blue oak","md",NA,2022-05-25,NA,0.724043715846995,NA,NA,-3.252
"524","2086","blue oak","pd",NA,2022-05-25,NA,0.963220675944334,NA,NA,-1.55366666666667
"525","2087","blue oak",NA,2022-02-24,NA,0,NA,NA,NA,NA
"526","2087","blue oak",NA,2022-02-28,NA,0.0108574,NA,NA,NA,NA
"527","2087","blue oak",NA,2022-05-17,NA,0.0300274,NA,NA,NA,NA
"528","2087","blue oak","pd",2022-09-14,2022-09-15,0.0299489,0.765402167203441,0.0166607034015887,0.0127521384907097,-1.76057142857143
"529","2087","blue oak","md",2022-09-14,2022-09-15,0.0299489,0.613561050216671,0.0166607034015887,0.0102223586764272,-3.72733333333333
"530","2087","blue oak",NA,2022-03-08,NA,0,NA,NA,NA,NA
"531","2087","blue oak","pd",NA,2022-03-15,NA,NA,NA,NA,-1.15
"532","2087","blue oak",NA,2022-03-16,NA,0,NA,NA,NA,NA
"533","2087","blue oak",NA,2022-03-22,NA,0.020228,NA,NA,NA,NA
"534","2087","blue oak","pd",2022-04-05,2022-04-04,0.0419294,1.81722054380665,0.00911953053757709,0.0165721982427572,-0.617
