"","site","plot","tree","week","species","rep","plot_number.x","mean_pd","mpa_pd","date_pd","plot_number.y","mean_md","mpa_md","date_md"
"548","Cucu Mesa","Low","1478",29,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",4.13333333333333,4.1,2022-07-19
"549","Cucu Mesa","Low","1478",29,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",4.13333333333333,4,2022-07-19
"550","Cucu Mesa","Low","2012",14,"blue oak","1","Lower Cucu",0.505,0.365,2022-04-04,NA,NA,NA,NA
"551","Cucu Mesa","Low","2012",14,"blue oak","2","Lower Cucu",0.505,0.234,2022-04-04,NA,NA,NA,NA
"552","Cucu Mesa","Low","2012",14,"blue oak","3","Lower Cucu",0.505,0.626,2022-04-04,NA,NA,NA,NA
"553","Cucu Mesa","Low","2012",14,"blue oak","4","Lower Cucu",0.505,0.68,2022-04-04,NA,NA,NA,NA
"554","Cucu Mesa","Low","2012",14,"blue oak","5","Lower Cucu",0.505,0.62,2022-04-04,NA,NA,NA,NA
"555","Cucu Mesa","Low","2012",15,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",1.44133333333333,1.381,2022-04-13
"556","Cucu Mesa","Low","2012",15,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",1.44133333333333,1.461,2022-04-13
"557","Cucu Mesa","Low","2012",15,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",1.44133333333333,1.482,2022-04-13
"558","Cucu Mesa","Low","2012",17,"blue oak","1","Lower Cucu",1.2195,1.221,2022-04-27,"Lower Cucu",2.50333333333333,2.541,2022-04-27
"559","Cucu Mesa","Low","2012",17,"blue oak","2","Lower Cucu",1.2195,1.218,2022-04-27,"Lower Cucu",2.50333333333333,2.535,2022-04-27
"560","Cucu Mesa","Low","2012",17,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",2.50333333333333,2.434,2022-04-27
"561","Cucu Mesa","Low","2012",19,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",2.45666666666667,2.549,2022-05-09
"562","Cucu Mesa","Low","2012",19,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",2.45666666666667,2.352,2022-05-09
"563","Cucu Mesa","Low","2012",19,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",2.45666666666667,2.469,2022-05-09
"564","Cucu Mesa","Low","2012",21,"blue oak","1","Lower Cucu",2.607,2.258,2022-05-25,"Lower Cucu",3.00471428571429,3.15,2022-05-25
"565","Cucu Mesa","Low","2012",21,"blue oak","2","Lower Cucu",2.607,2.85,2022-05-25,"Lower Cucu",3.00471428571429,3.2,2022-05-25
"566","Cucu Mesa","Low","2012",21,"blue oak","3","Lower Cucu",2.607,2.713,2022-05-25,"Lower Cucu",3.00471428571429,3.2,2022-05-25
"567","Cucu Mesa","Low","2012",21,"blue oak","4",NA,NA,NA,NA,"Lower Cucu",3.00471428571429,3.334,2022-05-25
"568","Cucu Mesa","Low","2012",21,"blue oak","5",NA,NA,NA,NA,"Lower Cucu",3.00471428571429,2.753,2022-05-25
"569","Cucu Mesa","Low","2012",21,"blue oak","6",NA,NA,NA,NA,"Lower Cucu",3.00471428571429,2.513,2022-05-25
"570","Cucu Mesa","Low","2012",21,"blue oak","7",NA,NA,NA,NA,"Lower Cucu",3.00471428571429,2.883,2022-05-25
"571","Cucu Mesa","Low","2012",29,"blue oak","1","Lower Cucu",2.63,2.68,2022-07-19,"Lower Cucu",3.68333333333333,3.8,2022-07-19
"572","Cucu Mesa","Low","2012",29,"blue oak","2","Lower Cucu",2.63,2.65,2022-07-19,"Lower Cucu",3.68333333333333,3.6,2022-07-19
"573","Cucu Mesa","Low","2012",29,"blue oak","3","Lower Cucu",2.63,2.56,2022-07-19,"Lower Cucu",3.68333333333333,3.65,2022-07-19
"574","Cucu Mesa","Low","2013",14,"blue oak","1","Lower Cucu",0.7244,0.718,2022-04-04,"Lower Cucu",1.6,1.45,2022-04-04
"575","Cucu Mesa","Low","2013",14,"blue oak","2","Lower Cucu",0.7244,0.554,2022-04-04,"Lower Cucu",1.6,1.55,2022-04-04
"576","Cucu Mesa","Low","2013",14,"blue oak","3","Lower Cucu",0.7244,0.628,2022-04-04,"Lower Cucu",1.6,1.8,2022-04-04
"577","Cucu Mesa","Low","2013",14,"blue oak","4","Lower Cucu",0.7244,0.886,2022-04-04,NA,NA,NA,NA
"578","Cucu Mesa","Low","2013",14,"blue oak","5","Lower Cucu",0.7244,0.836,2022-04-04,NA,NA,NA,NA
"579","Cucu Mesa","Low","2013",15,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",1.1585,1.334,2022-04-13
"580","Cucu Mesa","Low","2013",15,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",1.1585,0.848,2022-04-13
"581","Cucu Mesa","Low","2013",15,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",1.1585,1.231,2022-04-13
"582","Cucu Mesa","Low","2013",15,"blue oak","4",NA,NA,NA,NA,"Lower Cucu",1.1585,1.221,2022-04-13
"583","Cucu Mesa","Low","2013",17,"blue oak","1","Lower Cucu",1.198,1.268,2022-04-27,"Lower Cucu",2.29,2.411,2022-04-27
"584","Cucu Mesa","Low","2013",17,"blue oak","2","Lower Cucu",1.198,1.048,2022-04-27,"Lower Cucu",2.29,2.201,2022-04-27
"585","Cucu Mesa","Low","2013",17,"blue oak","3","Lower Cucu",1.198,1.278,2022-04-27,"Lower Cucu",2.29,2.258,2022-04-27
"586","Cucu Mesa","Low","2013",17,"blue oak","4","Lower Cucu",1.198,1.198,2022-04-27,NA,NA,NA,NA
"587","Cucu Mesa","Low","2013",19,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",2.11233333333333,2.224,2022-05-09
"588","Cucu Mesa","Low","2013",19,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",2.11233333333333,2.348,2022-05-09
"589","Cucu Mesa","Low","2013",19,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",2.11233333333333,1.765,2022-05-09
"590","Cucu Mesa","Low","2013",21,"blue oak","1","Lower Cucu",2.104,2.008,2022-05-25,NA,NA,NA,NA
"591","Cucu Mesa","Low","2013",21,"blue oak","2","Lower Cucu",2.104,1.956,2022-05-25,NA,NA,NA,NA
"592","Cucu Mesa","Low","2013",21,"blue oak","3","Lower Cucu",2.104,2.348,2022-05-25,NA,NA,NA,NA
"593","Cucu Mesa","Low","2013",29,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",3.96666666666667,3.7,2022-07-19
"594","Cucu Mesa","Low","2013",29,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",3.96666666666667,4,2022-07-19
"595","Cucu Mesa","Low","2013",29,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",3.96666666666667,4.2,2022-07-19
"596","Cucu Mesa","Low","2014",14,"blue oak","1","Lower Cucu",0.787,0.706,2022-04-04,"Lower Cucu",2.46666666666667,2.1,2022-04-04
"597","Cucu Mesa","Low","2014",14,"blue oak","2","Lower Cucu",0.787,1.156,2022-04-04,"Lower Cucu",2.46666666666667,2.5,2022-04-04
"598","Cucu Mesa","Low","2014",14,"blue oak","3","Lower Cucu",0.787,1,2022-04-04,"Lower Cucu",2.46666666666667,2.8,2022-04-04
"599","Cucu Mesa","Low","2014",14,"blue oak","4","Lower Cucu",0.787,0.355,2022-04-04,NA,NA,NA,NA
"600","Cucu Mesa","Low","2014",14,"blue oak","5","Lower Cucu",0.787,0.586,2022-04-04,NA,NA,NA,NA
"601","Cucu Mesa","Low","2014",14,"blue oak","6","Lower Cucu",0.787,0.919,2022-04-04,NA,NA,NA,NA
"602","Cucu Mesa","Low","2015",14,"blue oak","1","Lower Cucu",0.617666666666667,0.498,2022-04-04,NA,NA,NA,NA
"603","Cucu Mesa","Low","2015",14,"blue oak","2","Lower Cucu",0.617666666666667,0.768,2022-04-04,NA,NA,NA,NA
"604","Cucu Mesa","Low","2015",14,"blue oak","3","Lower Cucu",0.617666666666667,0.587,2022-04-04,NA,NA,NA,NA
"605","Cucu Mesa","Low","2015",15,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",1.795,1.82,2022-04-13
"606","Cucu Mesa","Low","2015",15,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",1.795,1.4,2022-04-13
"607","Cucu Mesa","Low","2015",15,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",1.795,2.04,2022-04-13
"608","Cucu Mesa","Low","2015",15,"blue oak","4",NA,NA,NA,NA,"Lower Cucu",1.795,1.92,2022-04-13
"609","Cucu Mesa","Low","2015",17,"blue oak","1","Lower Cucu",1.326,1.328,2022-04-27,"Lower Cucu",2.731,2.816,2022-04-27
"610","Cucu Mesa","Low","2015",17,"blue oak","2","Lower Cucu",1.326,1.38,2022-04-27,"Lower Cucu",2.731,2.702,2022-04-27
"611","Cucu Mesa","Low","2015",17,"blue oak","3","Lower Cucu",1.326,1.258,2022-04-27,"Lower Cucu",2.731,2.675,2022-04-27
"612","Cucu Mesa","Low","2015",17,"blue oak","4","Lower Cucu",1.326,1.338,2022-04-27,NA,NA,NA,NA
"613","Cucu Mesa","Low","2015",19,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",2.5325,2.514,2022-05-09
"614","Cucu Mesa","Low","2015",19,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",2.5325,2.551,2022-05-09
"615","Cucu Mesa","Low","2015",21,"blue oak","1","Lower Cucu",1.982,1.838,2022-05-25,"Lower Cucu",3.1685,3.189,2022-05-25
"616","Cucu Mesa","Low","2015",21,"blue oak","2","Lower Cucu",1.982,2.008,2022-05-25,"Lower Cucu",3.1685,3.148,2022-05-25
"617","Cucu Mesa","Low","2015",21,"blue oak","3","Lower Cucu",1.982,2.1,2022-05-25,NA,NA,NA,NA
"618","Cucu Mesa","Low","2015",29,"blue oak","1","Lower Cucu",3.75,4.5,2022-07-19,"Lower Cucu",4.7,4.6,2022-07-19
"619","Cucu Mesa","Low","2015",29,"blue oak","2","Lower Cucu",3.75,3.6,2022-07-19,"Lower Cucu",4.7,4.9,2022-07-19
"620","Cucu Mesa","Low","2015",29,"blue oak","3","Lower Cucu",3.75,3.4,2022-07-19,"Lower Cucu",4.7,4.6,2022-07-19
"621","Cucu Mesa","Low","2015",29,"blue oak","4","Lower Cucu",3.75,3.5,2022-07-19,NA,NA,NA,NA
"622","LL","Hobbiton","2009",12,"blue oak","1","TS",1.26666666666667,1.25,2022-03-23,"TS",2.0625,2.15,2022-03-23
"623","LL","Hobbiton","2009",12,"blue oak","1","TS",1.26666666666667,1.25,2022-03-23,"TS",2.0625,2.15,2022-03-25
"624","LL","Hobbiton","2009",12,"blue oak","1","TS",1.26666666666667,1.25,2022-03-25,"TS",2.0625,2.15,2022-03-23
"625","LL","Hobbiton","2009",12,"blue oak","1","TS",1.26666666666667,1.25,2022-03-25,"TS",2.0625,2.15,2022-03-25
"626","LL","Hobbiton","2009",12,"blue oak","2","TS",1.26666666666667,1.1,2022-03-23,"TS",2.0625,1.95,2022-03-25
"627","LL","Hobbiton","2009",12,"blue oak","2","TS",1.26666666666667,1.1,2022-03-23,"TS",2.0625,1.95,2022-03-23
"628","LL","Hobbiton","2009",12,"blue oak","2","TS",1.26666666666667,1.1,2022-03-25,"TS",2.0625,1.95,2022-03-25
"629","LL","Hobbiton","2009",12,"blue oak","2","TS",1.26666666666667,1.1,2022-03-25,"TS",2.0625,1.95,2022-03-23
"630","LL","Hobbiton","2009",12,"blue oak","3","TS",1.26666666666667,1.45,2022-03-23,"TS",2.0625,1.9,2022-03-23
"631","LL","Hobbiton","2009",12,"blue oak","3","TS",1.26666666666667,1.45,2022-03-23,"TS",2.0625,1.9,2022-03-25
"632","LL","Hobbiton","2009",12,"blue oak","3","TS",1.26666666666667,1.45,2022-03-25,"TS",2.0625,1.9,2022-03-23
"633","LL","Hobbiton","2009",12,"blue oak","3","TS",1.26666666666667,1.45,2022-03-25,"TS",2.0625,1.9,2022-03-25
"634","LL","Hobbiton","2009",12,"blue oak","4",NA,NA,NA,NA,"TS",2.0625,2.25,2022-03-23
"635","LL","Hobbiton","2009",12,"blue oak","4",NA,NA,NA,NA,"TS",2.0625,2.25,2022-03-25
"636","LL","Hobbiton","2009",13,"blue oak","1",NA,1.12333333333333,1.18,2022-03-30,NA,NA,NA,NA
"637","LL","Hobbiton","2009",13,"blue oak","2",NA,1.12333333333333,1.12,2022-03-30,NA,NA,NA,NA
"638","LL","Hobbiton","2009",13,"blue oak","3",NA,1.12333333333333,1.07,2022-03-30,NA,NA,NA,NA
"639","LL","Hobbiton","2009",14,"blue oak","1",NA,NA,NA,NA,"TS",2.95,2.9,2022-04-06
"640","LL","Hobbiton","2009",14,"blue oak","2",NA,NA,NA,NA,"TS",2.95,3,2022-04-06
"641","LL","Hobbiton","2009",15,"blue oak","1","TS",1.32666666666667,1.279,2022-04-11,"TS",2.088,1.888,2022-04-13
"642","LL","Hobbiton","2009",15,"blue oak","2","TS",1.32666666666667,1.301,2022-04-11,"TS",2.088,2.091,2022-04-13
"643","LL","Hobbiton","2009",15,"blue oak","3","TS",1.32666666666667,1.4,2022-04-11,"TS",2.088,2.285,2022-04-13
"644","LL","Hobbiton","2009",17,"blue oak","1","TS",1.276,1.314,2022-04-25,"TS",3.03333333333333,3.134,2022-04-25
"645","LL","Hobbiton","2009",17,"blue oak","2","TS",1.276,1.258,2022-04-25,"TS",3.03333333333333,2.924,2022-04-25
"646","LL","Hobbiton","2009",17,"blue oak","3","TS",1.276,1.256,2022-04-25,"TS",3.03333333333333,3.042,2022-04-25
"647","LL","Hobbiton","2009",18,"blue oak","1",NA,NA,NA,NA,"TS",2.9542,2.785,2022-05-04
"648","LL","Hobbiton","2009",18,"blue oak","2",NA,NA,NA,NA,"TS",2.9542,2.86,2022-05-04
"649","LL","Hobbiton","2009",18,"blue oak","3",NA,NA,NA,NA,"TS",2.9542,3.134,2022-05-04
"650","LL","Hobbiton","2009",18,"blue oak","4",NA,NA,NA,NA,"TS",2.9542,3.071,2022-05-04
"651","LL","Hobbiton","2009",18,"blue oak","5",NA,NA,NA,NA,"TS",2.9542,2.921,2022-05-04
"652","LL","Hobbiton","2009",19,"blue oak","1","TS",1.66266666666667,1.523,2022-05-09,"TS",2.83966666666667,2.985,2022-05-09
"653","LL","Hobbiton","2009",19,"blue oak","2","TS",1.66266666666667,1.674,2022-05-09,"TS",2.83966666666667,2.849,2022-05-09
"654","LL","Hobbiton","2009",19,"blue oak","3","TS",1.66266666666667,1.791,2022-05-09,"TS",2.83966666666667,2.685,2022-05-09
"655","LL","Hobbiton","2009",21,"blue oak","1","TS",1.789,1.783,2022-05-23,"TS",3.276,3.281,2022-05-23
"656","LL","Hobbiton","2009",21,"blue oak","2","TS",1.789,1.682,2022-05-23,"TS",3.276,3.271,2022-05-23
"657","LL","Hobbiton","2009",21,"blue oak","3","TS",1.789,1.902,2022-05-23,NA,NA,NA,NA
"658","LL","Hobbiton","2009",29,"blue oak","1",NA,NA,NA,NA,"TS",3.93333333333333,3.9,2022-07-19
"659","LL","Hobbiton","2009",29,"blue oak","2",NA,NA,NA,NA,"TS",3.93333333333333,3.9,2022-07-19
"660","LL","Hobbiton","2009",29,"blue oak","3",NA,NA,NA,NA,"TS",3.93333333333333,4,2022-07-19
"661","LL","Hobbiton","2009",33,"blue oak","1","TS",2.851,3.008,2022-08-18,"TS",4.0635,4.001,2022-08-18
"662","LL","Hobbiton","2009",33,"blue oak","2","TS",2.851,2.582,2022-08-18,"TS",4.0635,4.126,2022-08-18
"663","LL","Hobbiton","2009",33,"blue oak","3","TS",2.851,2.963,2022-08-18,NA,NA,NA,NA
"664","LL","Hobbiton","2301",9,"live oak","1","AT004",0.975,1.12,2022-02-28,"AT004",1.806,1.7,2022-02-28
"665","LL","Hobbiton","2301",9,"live oak","2","AT004",0.975,0.74,2022-02-28,"AT004",1.806,1.42,2022-02-28
"666","LL","Hobbiton","2301",9,"live oak","3","AT004",0.975,1.23,2022-02-28,"AT004",1.806,1.7,2022-02-28
"667","LL","Hobbiton","2301",9,"live oak","4","AT004",0.975,0.81,2022-02-28,"AT004",1.806,2.25,2022-02-28
"668","LL","Hobbiton","2301",9,"live oak","5",NA,NA,NA,NA,"AT004",1.806,1.96,2022-02-28
"669","LL","Hobbiton","2301",10,"live oak","1","AT004",1.0105,0.941,2022-03-08,"AT004",2.293,2.26,2022-03-08
"670","LL","Hobbiton","2301",10,"live oak","2","AT004",1.0105,1.08,2022-03-08,"AT004",2.293,2.61,2022-03-08
"671","LL","Hobbiton","2301",10,"live oak","3",NA,NA,NA,NA,"AT004",2.293,2.112,2022-03-08
"672","LL","Hobbiton","2301",10,"live oak","4",NA,NA,NA,NA,"AT004",2.293,2.19,2022-03-08
"673","LL","Hobbiton","2301",12,"live oak","1","AT004",0.875,0.95,2022-03-25,"AT004",2.97,2.6,2022-03-25
"674","LL","Hobbiton","2301",12,"live oak","1","AT004",0.875,0.95,2022-03-25,"AT004",2.97,2.6,2022-03-23
"675","LL","Hobbiton","2301",12,"live oak","1","AT004",0.875,0.95,2022-03-23,"AT004",2.97,2.6,2022-03-25
"676","LL","Hobbiton","2301",12,"live oak","1","AT004",0.875,0.95,2022-03-23,"AT004",2.97,2.6,2022-03-23
"677","LL","Hobbiton","2301",12,"live oak","2","AT004",0.875,0.775,2022-03-25,"AT004",2.97,2.95,2022-03-23
"678","LL","Hobbiton","2301",12,"live oak","2","AT004",0.875,0.775,2022-03-25,"AT004",2.97,2.95,2022-03-25
"679","LL","Hobbiton","2301",12,"live oak","2","AT004",0.875,0.775,2022-03-23,"AT004",2.97,2.95,2022-03-23
"680","LL","Hobbiton","2301",12,"live oak","2","AT004",0.875,0.775,2022-03-23,"AT004",2.97,2.95,2022-03-25
"681","LL","Hobbiton","2301",12,"live oak","3","AT004",0.875,0.9,2022-03-25,"AT004",2.97,3.7,2022-03-25
"682","LL","Hobbiton","2301",12,"live oak","3","AT004",0.875,0.9,2022-03-25,"AT004",2.97,3.7,2022-03-23
"683","LL","Hobbiton","2301",12,"live oak","3","AT004",0.875,0.9,2022-03-23,"AT004",2.97,3.7,2022-03-25
"684","LL","Hobbiton","2301",12,"live oak","3","AT004",0.875,0.9,2022-03-23,"AT004",2.97,3.7,2022-03-23
"685","LL","Hobbiton","2301",12,"live oak","4",NA,NA,NA,NA,"AT004",2.97,3.2,2022-03-25
"686","LL","Hobbiton","2301",12,"live oak","4",NA,NA,NA,NA,"AT004",2.97,3.2,2022-03-23
"687","LL","Hobbiton","2301",12,"live oak","5",NA,NA,NA,NA,"AT004",2.97,2.4,2022-03-23
"688","LL","Hobbiton","2301",12,"live oak","5",NA,NA,NA,NA,"AT004",2.97,2.4,2022-03-25
"689","LL","Hobbiton","2301",13,"live oak","1","AT004",0.48,0.35,2022-03-30,NA,NA,NA,NA
"690","LL","Hobbiton","2301",13,"live oak","2","AT004",0.48,0.45,2022-03-30,NA,NA,NA,NA
"691","LL","Hobbiton","2301",13,"live oak","3","AT004",0.48,0.5,2022-03-30,NA,NA,NA,NA
"692","LL","Hobbiton","2301",13,"live oak","4","AT004",0.48,0.55,2022-03-30,NA,NA,NA,NA
"693","LL","Hobbiton","2301",13,"live oak","5","AT004",0.48,0.55,2022-03-30,NA,NA,NA,NA
"694","LL","Hobbiton","2301",14,"live oak","1","AT004",2.25066666666667,3.043,2022-04-04,"AT004",3.4875,4,2022-04-06
"695","LL","Hobbiton","2301",14,"live oak","2","AT004",2.25066666666667,1.746,2022-04-04,"AT004",3.4875,3.7,2022-04-06
"696","LL","Hobbiton","2301",14,"live oak","3","AT004",2.25066666666667,1.963,2022-04-04,"AT004",3.4875,3.4,2022-04-06
"697","LL","Hobbiton","2301",14,"live oak","4",NA,NA,NA,NA,"AT004",3.4875,2.85,2022-04-06
"698","LL","Hobbiton","2301",15,"live oak","1","AT004",1.37466666666667,1.36,2022-04-11,"AT004",1.62425,1.687,2022-04-13
"699","LL","Hobbiton","2301",15,"live oak","2","AT004",1.37466666666667,1.38,2022-04-11,"AT004",1.62425,1.354,2022-04-13
"700","LL","Hobbiton","2301",15,"live oak","3","AT004",1.37466666666667,1.384,2022-04-11,"AT004",1.62425,1.695,2022-04-13
"701","LL","Hobbiton","2301",15,"live oak","4",NA,NA,NA,NA,"AT004",1.62425,1.761,2022-04-13
"702","LL","Hobbiton","2301",17,"live oak","1",NA,NA,NA,NA,"AT004",3.4964,3.801,2022-04-25
"703","LL","Hobbiton","2301",17,"live oak","2",NA,NA,NA,NA,"AT004",3.4964,2.998,2022-04-25
"704","LL","Hobbiton","2301",17,"live oak","3",NA,NA,NA,NA,"AT004",3.4964,3.486,2022-04-25
"705","LL","Hobbiton","2301",17,"live oak","4",NA,NA,NA,NA,"AT004",3.4964,3.701,2022-04-25
"706","LL","Hobbiton","2301",17,"live oak","5",NA,NA,NA,NA,"AT004",3.4964,3.496,2022-04-25
"707","LL","Hobbiton","2301",18,"live oak","1",NA,NA,NA,NA,"AT004",3.19333333333333,3.21,2022-05-04
"708","LL","Hobbiton","2301",18,"live oak","2",NA,NA,NA,NA,"AT004",3.19333333333333,3.2,2022-05-04
"709","LL","Hobbiton","2301",18,"live oak","3",NA,NA,NA,NA,"AT004",3.19333333333333,3.17,2022-05-04
"710","LL","Hobbiton","2301",19,"live oak","1","AT004",1.87833333333333,1.973,2022-05-09,"AT004",3.13666666666667,3.301,2022-05-09
"711","LL","Hobbiton","2301",19,"live oak","2","AT004",1.87833333333333,1.781,2022-05-09,"AT004",3.13666666666667,3.104,2022-05-09
"712","LL","Hobbiton","2301",19,"live oak","3","AT004",1.87833333333333,1.881,2022-05-09,"AT004",3.13666666666667,3.005,2022-05-09
"713","LL","Hobbiton","2301",21,"live oak","1","AT004",1.5725,1.94,2022-05-23,"AT004",2.87666666666667,3.07,2022-05-25
"714","LL","Hobbiton","2301",21,"live oak","2","AT004",1.5725,1.39,2022-05-23,"AT004",2.87666666666667,2.65,2022-05-25
"715","LL","Hobbiton","2301",21,"live oak","3","AT004",1.5725,1.45,2022-05-23,"AT004",2.87666666666667,2.91,2022-05-25
"716","LL","Hobbiton","2301",21,"live oak","4","AT004",1.5725,1.51,2022-05-23,NA,NA,NA,NA
"717","LL","Hobbiton","2301",29,"live oak","1","AT004",2.11333333333333,2.1,2022-07-19,"AT004",4.38333333333333,4.25,2022-07-19
"718","LL","Hobbiton","2301",29,"live oak","2","AT004",2.11333333333333,2.15,2022-07-19,"AT004",4.38333333333333,4.4,2022-07-19
"719","LL","Hobbiton","2301",29,"live oak","3","AT004",2.11333333333333,2.09,2022-07-19,"AT004",4.38333333333333,4.5,2022-07-19
"720","LL","Hobbiton","2301",33,"live oak","1","AT004",2.7855,2.478,2022-08-18,"AT004",3.7614,3.416,2022-08-18
"721","LL","Hobbiton","2301",33,"live oak","2","AT004",2.7855,2.694,2022-08-18,"AT004",3.7614,3.711,2022-08-18
"722","LL","Hobbiton","2301",33,"live oak","3","AT004",2.7855,3.128,2022-08-18,"AT004",3.7614,4.02,2022-08-18
"723","LL","Hobbiton","2301",33,"live oak","4","AT004",2.7855,2.842,2022-08-18,"AT004",3.7614,3.816,2022-08-18
"724","LL","Hobbiton","2301",33,"live oak","5",NA,NA,NA,NA,"AT004",3.7614,3.844,2022-08-18
"725","LL","Hobbiton","2309",9,"blue oak","1","AT004",1.548,1.05,2022-02-28,NA,NA,NA,NA
"726","LL","Hobbiton","2309",9,"blue oak","2","AT004",1.548,1.21,2022-02-28,NA,NA,NA,NA
"727","LL","Hobbiton","2309",9,"blue oak","3","AT004",1.548,1.46,2022-02-28,NA,NA,NA,NA
"728","LL","Hobbiton","2309",9,"blue oak","4","AT004",1.548,1.92,2022-02-28,NA,NA,NA,NA
"729","LL","Hobbiton","2309",9,"blue oak","5","AT004",1.548,2.1,2022-02-28,NA,NA,NA,NA
"730","LL","Hobbiton","2343",9,"blue oak","1","AT002",1.13333333333333,1.2,2022-02-28,NA,NA,NA,NA
"731","LL","Hobbiton","2343",9,"blue oak","2","AT002",1.13333333333333,1.1,2022-02-28,NA,NA,NA,NA
"732","LL","Hobbiton","2343",9,"blue oak","3","AT002",1.13333333333333,1.1,2022-02-28,NA,NA,NA,NA
"733","LL","Hobbiton","2343",10,"blue oak","1","AT002",1.23933333333333,1.16,2022-03-08,NA,NA,NA,NA
"734","LL","Hobbiton","2343",10,"blue oak","2","AT002",1.23933333333333,1.33,2022-03-08,NA,NA,NA,NA
"735","LL","Hobbiton","2343",10,"blue oak","3","AT002",1.23933333333333,1.228,2022-03-08,NA,NA,NA,NA
"736","LL","Hobbiton","2343",12,"blue oak","1","AT002",1.25,1.2,2022-03-23,"AT002",2.12675,2.35,2022-03-25
"737","LL","Hobbiton","2343",12,"blue oak","1","AT002",1.25,1.2,2022-03-23,"AT002",2.12675,2.35,2022-03-23
"738","LL","Hobbiton","2343",12,"blue oak","1","AT002",1.25,1.2,2022-03-25,"AT002",2.12675,2.35,2022-03-25
"739","LL","Hobbiton","2343",12,"blue oak","1","AT002",1.25,1.2,2022-03-25,"AT002",2.12675,2.35,2022-03-23
"740","LL","Hobbiton","2343",12,"blue oak","2","AT002",1.25,1.15,2022-03-23,"AT002",2.12675,2.1,2022-03-25
"741","LL","Hobbiton","2343",12,"blue oak","2","AT002",1.25,1.15,2022-03-23,"AT002",2.12675,2.1,2022-03-23
"742","LL","Hobbiton","2343",12,"blue oak","2","AT002",1.25,1.15,2022-03-25,"AT002",2.12675,2.1,2022-03-25
"743","LL","Hobbiton","2343",12,"blue oak","2","AT002",1.25,1.15,2022-03-25,"AT002",2.12675,2.1,2022-03-23
"744","LL","Hobbiton","2343",12,"blue oak","3","AT002",1.25,1.45,2022-03-25,"AT002",2.12675,1.8,2022-03-25
"745","LL","Hobbiton","2343",12,"blue oak","3","AT002",1.25,1.45,2022-03-25,"AT002",2.12675,1.8,2022-03-23
"746","LL","Hobbiton","2343",12,"blue oak","3","AT002",1.25,1.45,2022-03-23,"AT002",2.12675,1.8,2022-03-25
"747","LL","Hobbiton","2343",12,"blue oak","3","AT002",1.25,1.45,2022-03-23,"AT002",2.12675,1.8,2022-03-23
"748","LL","Hobbiton","2343",12,"blue oak","4","AT002",1.25,1.2,2022-03-25,"AT002",2.12675,2.257,2022-03-23
"749","LL","Hobbiton","2343",12,"blue oak","4","AT002",1.25,1.2,2022-03-25,"AT002",2.12675,2.257,2022-03-25
"750","LL","Hobbiton","2343",12,"blue oak","4","AT002",1.25,1.2,2022-03-23,"AT002",2.12675,2.257,2022-03-23
"751","LL","Hobbiton","2343",12,"blue oak","4","AT002",1.25,1.2,2022-03-23,"AT002",2.12675,2.257,2022-03-25
"752","LL","Hobbiton","2343",13,"blue oak","1","AT002",0.906666666666667,0.8,2022-03-30,NA,NA,NA,NA
"753","LL","Hobbiton","2343",13,"blue oak","2","AT002",0.906666666666667,1.05,2022-03-30,NA,NA,NA,NA
"754","LL","Hobbiton","2343",13,"blue oak","3","AT002",0.906666666666667,0.87,2022-03-30,NA,NA,NA,NA
"755","LL","Hobbiton","2343",14,"blue oak","1",NA,NA,NA,NA,"AT002",2.65,2.7,2022-04-06
"756","LL","Hobbiton","2343",14,"blue oak","2",NA,NA,NA,NA,"AT002",2.65,2.6,2022-04-06
"757","LL","Hobbiton","2343",15,"blue oak","1","AT002",1.5,1.3,2022-04-11,"AT002",1.88633333333333,1.855,2022-04-13
"758","LL","Hobbiton","2343",15,"blue oak","2","AT002",1.5,1.6,2022-04-11,"AT002",1.88633333333333,1.791,2022-04-13
"759","LL","Hobbiton","2343",15,"blue oak","3","AT002",1.5,1.6,2022-04-11,"AT002",1.88633333333333,2.013,2022-04-13
