tree,date_wc,time,lwc_bulk,lwc_leaf,rep,dm_g
2007,2022-04-13,md,0.968197278911565,0.752351097178683,3,NA
2007,2022-04-27,md,0.859447004608295,NA,1,NA
2007,2022-04-27,pd,0.90597539543058,NA,1,NA
2007,2022-04-27,md,0.859447004608295,NA,2,NA
2007,2022-04-27,pd,0.90597539543058,NA,2,NA
2007,2022-04-27,md,0.859447004608295,NA,3,NA
2007,2022-04-27,pd,0.90597539543058,NA,3,NA
2007,2022-04-27,pd,0.90597539543058,NA,4,NA
2007,2022-05-09,md,0.777748060978871,NA,1,NA
2007,2022-05-09,md,0.777748060978871,NA,2,NA
2007,2022-05-09,md,0.777748060978871,NA,3,NA
2007,2022-05-23,md,0.698162729658793,NA,1,NA
2007,2022-05-23,md,0.698162729658793,NA,2,NA
2007,2022-05-23,md,0.698162729658793,NA,3,NA
2007,2022-07-19,md,0.579726651480638,NA,1,NA
2007,2022-07-19,pd,0.643740095087163,NA,1,NA
2007,2022-07-19,md,0.579726651480638,NA,2,NA
2007,2022-07-19,pd,0.643740095087163,NA,2,NA
2007,2022-07-19,md,0.579726651480638,NA,3,NA
2007,2022-07-19,pd,0.643740095087163,NA,3,NA
2007,NA,pd,NA,0.871411718442784,NA,NA
2008,2022-04-04,md,NA,0.808433734939759,1,NA
2008,2022-04-04,pd,0.933194154488518,NA,1,NA
2008,2022-04-04,md,NA,0.790123456790123,2,NA
2008,2022-04-04,pd,0.933194154488518,NA,2,NA
2008,2022-04-04,md,NA,0.829166666666667,3,NA
2008,2022-05-23,md,0.692063492063492,NA,1,NA
2008,2022-05-23,pd,0.865671641791045,NA,1,NA
2008,2022-05-23,md,0.692063492063492,NA,2,NA
2008,2022-05-23,pd,0.865671641791045,NA,2,NA
2008,2022-05-23,md,0.692063492063492,NA,3,NA
2008,2022-05-23,pd,0.865671641791045,NA,3,NA
2008,NA,pd,NA,0.933194154488518,NA,NA
2009,2022-03-25,md,1.13333333333333,1.13333333333333,1,NA
2009,2022-03-25,pd,1.31397849462366,1.31397849462366,1,NA
2009,2022-03-25,md,1.13333333333333,1.13333333333333,2,NA
2009,2022-03-25,pd,1.31397849462366,1.31397849462366,2,NA
2009,2022-03-25,md,1.13333333333333,1.13333333333333,3,NA
2009,2022-03-25,pd,1.31397849462366,1.31397849462366,3,NA
2009,2022-03-25,md,1.13333333333333,1.13333333333333,4,NA
2009,2022-03-30,pd,1.3695652173913,NA,1,NA
2009,2022-03-30,pd,1.3695652173913,NA,2,NA
2009,2022-03-30,pd,1.3695652173913,NA,3,NA
2009,2022-04-06,md,NA,1.12252964426877,1,NA
2009,2022-04-06,md,NA,0.955947136563877,2,NA
2009,2022-04-13,md,0.898594758830232,0.846453624318005,1,NA
2009,2022-04-11,pd,0.912300683371298,0.85,1,NA
2009,2022-04-13,md,0.898594758830232,0.899715504978663,2,NA
2009,2022-04-11,pd,0.912300683371298,0.874647887323944,2,NA
2009,2022-04-13,md,0.898594758830232,0.865079365079365,3,NA
2009,2022-04-11,pd,0.912300683371298,0.855294117647059,3,NA
2009,2022-04-25,md,0.84174624829468,NA,1,NA
2009,2022-04-25,pd,0.885623229461756,NA,1,NA
2009,2022-04-25,md,0.84174624829468,NA,2,NA
2009,2022-04-25,pd,0.885623229461756,NA,2,NA
2009,2022-04-25,md,0.84174624829468,NA,3,NA
2009,2022-04-25,pd,0.885623229461756,NA,3,NA
2009,2022-05-04,md,0.686443433029909,NA,1,NA
2009,2022-05-04,md,0.686443433029909,NA,2,NA
2009,2022-05-04,md,0.686443433029909,NA,3,NA
2009,2022-05-04,md,0.686443433029909,NA,4,NA
2009,2022-05-04,md,0.686443433029909,NA,5,NA
2009,2022-05-09,md,0.772787959703848,NA,1,NA
2009,2022-05-09,pd,0.707988980716253,NA,1,NA
2009,2022-05-09,md,0.772787959703848,NA,2,NA
2009,2022-05-09,pd,0.707988980716253,NA,2,NA
2009,2022-05-09,md,0.772787959703848,NA,3,NA
2009,2022-05-09,pd,0.707988980716253,NA,3,NA
2009,2022-05-23,md,0.705295566502463,NA,1,NA
2009,2022-05-23,pd,0.854419410745234,NA,1,NA
2009,2022-05-23,md,0.705295566502463,NA,2,NA
2009,2022-05-23,pd,0.854419410745234,NA,2,NA
2009,2022-05-23,pd,0.854419410745234,NA,3,NA
2009,2022-07-19,md,0.579160186625195,NA,1,NA
2009,2022-07-19,md,0.579160186625195,NA,2,NA
2009,2022-07-19,md,0.579160186625195,NA,3,NA
2009,NA,md,NA,0.9375,3,NA
2009,NA,pd,NA,0.912300683371298,NA,NA
2010,2022-03-25,pd,2.30232558139535,2.30232558139535,1,NA
2010,2022-03-25,pd,2.30232558139535,2.30232558139535,2,NA
2010,2022-03-25,pd,2.30232558139535,2.30232558139535,3,NA
2010,2022-03-25,pd,2.30232558139535,2.30232558139535,4,NA
2010,2022-03-30,pd,1.0905132192846,NA,1,NA
2010,2022-03-30,pd,1.0905132192846,NA,2,NA
2010,2022-03-30,pd,1.0905132192846,NA,3,NA
2010,2022-04-13,md,0.797640653357532,0.771479185119575,1,NA
2010,2022-04-11,pd,0.842966751918159,0.816071428571429,1,NA
2010,2022-04-13,md,0.797640653357532,0.746741154562384,2,NA
2010,2022-04-11,pd,0.842966751918159,0.832323232323232,2,NA
2010,2022-04-11,pd,0.842966751918159,0.825714285714286,3,NA
2010,2022-04-11,pd,0.842966751918159,0.773611111111111,4,NA
2010,2022-04-25,md,0.88861985472155,NA,1,NA
2010,2022-04-25,pd,0.885913853317812,NA,1,NA
2010,2022-04-25,md,0.88861985472155,NA,2,NA
2010,2022-04-25,pd,0.885913853317812,NA,2,NA
2010,2022-04-25,md,0.88861985472155,NA,3,NA
2010,2022-04-25,pd,0.885913853317812,NA,3,NA
2010,2022-05-04,md,0.76735382884035,NA,1,NA
2010,2022-05-04,md,0.76735382884035,NA,2,NA
2010,2022-05-04,md,0.76735382884035,NA,3,NA
2010,2022-05-04,md,0.76735382884035,NA,4,NA
2010,2022-05-09,md,0.837979094076655,NA,1,NA
2010,2022-05-09,pd,0.756756756756757,NA,1,NA
2010,2022-05-09,md,0.837979094076655,NA,2,NA
2010,2022-05-09,pd,0.756756756756757,NA,2,NA
2010,2022-05-09,pd,0.756756756756757,NA,3,NA
2010,2022-05-09,pd,0.756756756756757,NA,4,NA
2010,2022-05-23,md,0.752,NA,1,NA
2010,2022-05-23,pd,0.812080536912752,NA,1,NA
2010,2022-05-23,md,0.752,NA,2,NA
2010,2022-05-23,pd,0.812080536912752,NA,2,NA
2010,2022-05-23,md,0.752,NA,3,NA
2010,2022-07-19,md,0.604578313253012,NA,1,NA
2010,2022-07-19,pd,0.684691848906561,NA,1,NA
2010,2022-07-19,md,0.604578313253012,NA,2,NA
2010,2022-07-19,pd,0.684691848906561,NA,2,NA
2010,2022-07-19,md,0.604578313253012,NA,3,NA
2010,2022-07-19,pd,0.684691848906561,NA,3,NA
2010,NA,pd,NA,0.842966751918159,NA,NA
2011,2022-04-06,md,NA,0.85,1,NA
2011,2022-04-04,pd,0.973965002134016,NA,1,NA
2011,2022-04-06,md,NA,0.857142857142857,2,NA
2011,2022-04-04,pd,0.973965002134016,NA,2,NA
2011,2022-04-04,pd,0.973965002134016,NA,3,NA
2011,2022-04-13,md,0.806471306471307,0.812984496124031,1,NA
2011,2022-04-11,pd,0.836704730831974,0.771428571428571,1,NA
2011,2022-04-13,md,0.806471306471307,0.7857847976308,2,NA
2011,2022-04-11,pd,0.836704730831974,0.813888888888889,2,NA
2011,2022-04-13,md,0.806471306471307,0.770588235294117,3,NA
2011,2022-04-11,pd,0.836704730831974,0.789855072463768,3,NA
2011,2022-04-25,md,0.770461251747166,NA,1,NA
2011,2022-04-25,pd,0.843921008803236,NA,1,NA
2011,2022-04-25,md,0.770461251747166,NA,2,NA
2011,2022-04-25,pd,0.843921008803236,NA,2,NA
2011,2022-04-25,md,0.770461251747166,NA,3,NA
2011,2022-05-04,md,0.727967306325515,NA,1,NA
2011,2022-05-04,md,0.727967306325515,NA,2,NA
2011,2022-05-04,md,0.727967306325515,NA,3,NA
2011,2022-05-04,md,0.727967306325515,NA,4,NA
2011,2022-05-09,md,0.793806740455167,NA,1,NA
2011,2022-05-09,pd,0.699346405228758,NA,1,NA
2011,2022-05-09,md,0.793806740455167,NA,2,NA
2011,2022-05-09,pd,0.699346405228758,NA,2,NA
2011,2022-05-09,pd,0.699346405228758,NA,3,NA
2011,2022-05-09,pd,0.699346405228758,NA,4,NA
2011,2022-05-23,pd,0.793785310734463,NA,1,NA
2011,2022-05-23,pd,0.793785310734463,NA,2,NA
2011,2022-05-23,pd,0.793785310734463,NA,3,NA
2011,2022-07-19,md,0.562850971922246,NA,1,NA
2011,2022-07-19,pd,0.61679273827534,NA,1,NA
2011,2022-07-19,md,0.562850971922246,NA,2,NA
2011,2022-07-19,pd,0.61679273827534,NA,2,NA
2011,2022-07-19,md,0.562850971922246,NA,3,NA
2011,2022-07-19,pd,0.61679273827534,NA,3,NA
2011,2022-07-19,md,0.562850971922246,NA,4,NA
2011,NA,md,NA,0.888421052631579,3,NA
2011,NA,pd,NA,0.836704730831974,NA,NA
2011,NA,pd,NA,0.973965002134016,NA,NA
2012,2022-04-04,pd,1.67787916741218,NA,1,NA
2012,2022-04-04,pd,1.67787916741218,NA,2,NA
2012,2022-04-04,pd,1.67787916741218,NA,3,NA
2012,2022-04-04,pd,1.67787916741218,NA,4,NA
2012,2022-04-04,pd,1.67787916741218,NA,5,NA
2012,2022-04-13,md,1.02443349753695,0.940740740740741,1,NA
2012,2022-04-13,md,1.02443349753695,0.926395939086294,2,NA
2012,2022-04-13,md,1.02443349753695,0.925301204819277,3,NA
2012,2022-04-27,md,0.971066907775769,NA,1,NA
2012,2022-04-27,pd,1.04239766081871,NA,1,NA
2012,2022-04-27,md,0.971066907775769,NA,2,NA
2012,2022-04-27,pd,1.04239766081871,NA,2,NA
2012,2022-04-27,md,0.971066907775769,NA,3,NA
2012,2022-05-09,md,0.850194552529183,NA,1,NA
2012,2022-05-09,md,0.850194552529183,NA,2,NA
2012,2022-05-09,md,0.850194552529183,NA,3,NA
2012,2022-05-23,md,0.741751990898748,NA,1,NA
2012,2022-05-23,pd,0.851851851851852,NA,1,NA
2012,2022-05-23,md,0.741751990898748,NA,2,NA
2012,2022-05-23,pd,0.851851851851852,NA,2,NA
2012,2022-05-23,md,0.741751990898748,NA,3,NA
2012,2022-05-23,pd,0.851851851851852,NA,3,NA
2012,2022-05-23,md,0.741751990898748,NA,4,NA
2012,2022-05-23,md,0.741751990898748,NA,5,NA
2012,2022-05-23,md,0.741751990898748,NA,6,NA
2012,2022-05-23,md,0.741751990898748,NA,7,NA
2012,2022-07-19,md,0.582327586206896,NA,1,NA
2012,2022-07-19,pd,0.637818181818182,NA,1,NA
2012,2022-07-19,md,0.582327586206896,NA,2,NA
2012,2022-07-19,pd,0.637818181818182,NA,2,NA
2012,2022-07-19,md,0.582327586206896,NA,3,NA
2012,2022-07-19,pd,0.637818181818182,NA,3,NA
2012,NA,md,NA,1.42916666666667,1,NA
2012,NA,md,NA,1.39111111111111,2,NA
2012,NA,md,NA,1.3440251572327,3,NA
2012,NA,pd,NA,1.67787916741218,NA,NA
2013,2022-04-04,md,NA,1.13191489361702,1,NA
2013,2022-04-04,pd,1.56633183235192,NA,1,NA
2013,2022-04-04,md,NA,1.3406779661017,2,NA
2013,2022-04-04,pd,1.56633183235192,NA,2,NA
2013,2022-04-04,md,NA,1.41851851851852,3,NA
2013,2022-04-04,pd,1.56633183235192,NA,3,NA
2013,2022-04-04,pd,1.56633183235192,NA,4,NA
2013,2022-04-04,pd,1.56633183235192,NA,5,NA
2013,2022-04-13,md,1.20302731161566,1.12276519666269,1,NA
2013,2022-04-13,md,1.20302731161566,1.12844036697248,2,NA
2013,2022-04-13,md,1.20302731161566,1.10173697270471,3,NA
2013,2022-04-13,md,1.20302731161566,1.17484662576687,4,NA
2013,2022-04-27,md,1.06927374301676,NA,1,NA
2013,2022-04-27,pd,1.22927689594356,NA,1,NA
2013,2022-04-27,md,1.06927374301676,NA,2,NA
2013,2022-04-27,pd,1.22927689594356,NA,2,NA
2013,2022-04-27,md,1.06927374301676,NA,3,NA
2013,2022-04-27,pd,1.22927689594356,NA,3,NA
2013,2022-04-27,pd,1.22927689594356,NA,4,NA
2013,2022-05-09,md,0.909960852544585,NA,1,NA
2013,2022-05-09,md,0.909960852544585,NA,2,NA
2013,2022-05-09,md,0.909960852544585,NA,3,NA
2013,2022-05-23,pd,0.85792349726776,NA,1,NA
2013,2022-05-23,pd,0.85792349726776,NA,2,NA
2013,2022-05-23,pd,0.85792349726776,NA,3,NA
2013,2022-07-19,md,0.597010869565217,NA,1,NA
2013,2022-07-19,md,0.597010869565217,NA,2,NA
2013,2022-07-19,md,0.597010869565217,NA,3,NA
2013,NA,md,NA,1.31666666666667,4,NA
2013,NA,pd,NA,1.56633183235192,NA,NA
2014,2022-04-04,md,NA,1.48076923076923,1,NA
2014,2022-04-04,pd,1.3767539498398,NA,1,NA
2014,2022-04-04,md,NA,1.09538461538462,2,NA
2014,2022-04-04,pd,1.3767539498398,NA,2,NA
2014,2022-04-04,pd,1.3767539498398,NA,3,NA
2014,2022-04-04,pd,1.3767539498398,NA,4,NA
2014,2022-04-04,pd,1.3767539498398,NA,5,NA
2014,2022-04-04,pd,1.3767539498398,NA,6,NA
2014,NA,pd,NA,1.3767539498398,NA,NA
2015,2022-04-04,pd,1.2451526902569101,NA,1,NA
2015,2022-04-04,pd,1.2451526902569101,NA,2,NA
2015,2022-04-04,pd,1.2451526902569101,NA,3,NA
2015,2022-04-13,md,0.940580179014343,0.874801901743265,1,NA
2015,2022-04-13,md,0.940580179014343,0.874301675977654,2,NA
2015,2022-04-13,md,0.940580179014343,0.8300395256917,3,NA
2015,2022-04-13,md,0.940580179014343,0.79002079002079,4,NA
2015,2022-04-27,md,0.9836867862969,NA,1,NA
2015,2022-04-27,md,0.9836867862969,NA,2,NA
2015,2022-04-27,md,0.9836867862969,NA,3,NA
2015,2022-05-09,md,0.866947472745292,NA,1,NA
2015,2022-05-09,md,0.866947472745292,NA,2,NA
2015,2022-05-23,md,0.714285714285714,NA,1,NA
2015,2022-05-23,pd,0.902601902601903,NA,1,NA
2015,2022-05-23,md,0.714285714285714,NA,2,NA
2015,2022-05-23,pd,0.902601902601903,NA,2,NA
2015,2022-05-23,pd,0.902601902601903,NA,3,NA
2015,2022-07-19,md,0.611616161616162,NA,1,NA
2015,2022-07-19,pd,0.620666666666666,NA,1,NA
2015,2022-07-19,md,0.611616161616162,NA,2,NA
2015,2022-07-19,pd,0.620666666666666,NA,2,NA
2015,2022-07-19,md,0.611616161616162,NA,3,NA
2015,2022-07-19,pd,0.620666666666666,NA,3,NA
2015,2022-07-19,pd,0.620666666666666,NA,4,NA
2015,NA,md,NA,0.93690036900369,1,NA
2015,NA,md,NA,0.943243243243243,2,NA
2015,NA,md,NA,0.930845771144278,3,NA
2015,NA,pd,NA,1.2451526902569101,NA,NA
2020,2022-03-08,md,1.23260869565217,0.576190476190476,1,NA
2020,2022-03-08,md,1.23260869565217,1.4125,2,NA
2020,2022-03-08,md,1.23260869565217,1.08571428571429,3,NA
2020,2022-03-15,pd,1.12927631578947,1,1,NA
2020,2022-03-15,pd,1.12927631578947,1.08849557522124,2,NA
2020,2022-03-15,pd,1.12927631578947,1.05242718446602,3,NA
2020,2022-03-15,pd,1.12927631578947,1.09705882352941,4,NA
2020,2022-04-04,md,NA,0.813698630136986,1,NA
2020,2022-04-04,pd,1.0582889376371,NA,1,NA
2020,2022-04-04,md,NA,0.802631578947369,2,NA
2020,2022-04-04,pd,1.0582889376371,NA,2,NA
2020,2022-04-04,md,NA,0.78780487804878,3,NA
2020,2022-04-04,pd,1.0582889376371,NA,3,NA
2020,2022-04-04,pd,1.0582889376371,NA,4,NA
2020,2022-04-13,md,0.840413837698028,0.769953051643193,1,NA
2020,2022-04-13,md,0.840413837698028,0.784466019417476,2,NA
2020,2022-04-13,md,0.840413837698028,0.835570469798658,3,NA
2020,2022-04-27,md,0.918429003021148,NA,1,NA
2020,2022-04-27,pd,1.01441677588467,NA,1,NA
2020,2022-04-27,md,0.918429003021148,NA,2,NA
2020,2022-04-27,pd,1.01441677588467,NA,2,NA
2020,2022-04-27,md,0.918429003021148,NA,3,NA
2020,2022-04-27,pd,1.01441677588467,NA,3,NA
2020,2022-04-27,pd,1.01441677588467,NA,4,NA
2020,2022-05-09,md,0.850150753768844,NA,1,NA
2020,2022-05-09,pd,0.809210526315789,NA,1,NA
2020,2022-05-09,md,0.850150753768844,NA,2,NA
2020,2022-05-09,pd,0.809210526315789,NA,2,NA
2020,2022-05-09,md,0.850150753768844,NA,3,NA
2020,2022-05-09,pd,0.809210526315789,NA,3,NA
2020,2022-05-09,md,0.850150753768844,NA,4,NA
2020,2022-05-09,pd,0.809210526315789,NA,4,NA
2020,2022-05-23,md,0.787974683544304,NA,1,NA
2020,2022-05-23,pd,0.885211562630918,NA,1,NA
2020,2022-05-23,md,0.787974683544304,NA,2,NA
2020,2022-05-23,pd,0.885211562630918,NA,2,NA
2020,2022-07-19,md,0.596783625730994,NA,1,NA
2020,2022-07-19,md,0.596783625730994,NA,2,NA
2020,2022-07-19,md,0.596783625730994,NA,3,NA
2020,NA,pd,NA,1.0582889376371,NA,NA
2021,2022-03-08,md,1.08082191780822,1.32727272727273,1,NA
2021,2022-03-08,md,1.08082191780822,1.0675,2,NA
2021,2022-03-08,md,1.08082191780822,1.08157894736842,3,NA
2021,2022-03-15,pd,1.39289099526066,1.28,1,NA
2021,2022-03-15,pd,1.39289099526066,1.48852459016393,2,NA
2021,2022-03-15,pd,1.39289099526066,1.56666666666667,3,NA
2021,2022-04-04,md,NA,0.771428571428571,1,NA
2021,2022-04-04,pd,1.00603518821604,NA,1,NA
2021,2022-04-04,md,NA,0.7625,2,NA
2021,2022-04-04,pd,1.00603518821604,NA,2,NA
2021,2022-04-04,pd,1.00603518821604,NA,3,NA
2021,2022-04-04,pd,1.00603518821604,NA,4,NA
2021,2022-04-04,pd,1.00603518821604,NA,5,NA
2021,2022-04-13,md,0.844472500591809,0.779202279202279,1,NA
2021,2022-04-13,md,0.844472500591809,0.854575163398693,2,NA
2021,2022-04-13,md,0.844472500591809,0.786743515850144,3,NA
2021,2022-04-27,md,0.923076923076923,NA,1,NA
2021,2022-04-27,pd,0.999223602484472,NA,1,NA
2021,2022-04-27,md,0.923076923076923,NA,2,NA
2021,2022-04-27,pd,0.999223602484472,NA,2,NA
2021,2022-04-27,md,0.923076923076923,NA,3,NA
2021,2022-04-27,pd,0.999223602484472,NA,3,NA
2021,2022-05-09,md,0.832550578034682,NA,1,NA
2021,2022-05-09,pd,0.726739312657167,NA,1,NA
2021,2022-05-09,md,0.832550578034682,NA,2,NA
2021,2022-05-09,pd,0.726739312657167,NA,2,NA
2021,2022-05-09,pd,0.726739312657167,NA,3,NA
2021,2022-05-23,md,0.808510638297873,NA,1,NA
2021,2022-05-23,pd,0.873023595232304,NA,1,NA
2021,2022-05-23,md,0.808510638297873,NA,2,NA
2021,2022-05-23,pd,0.873023595232304,NA,2,NA
2021,2022-05-23,md,0.808510638297873,NA,3,NA
2021,2022-05-23,md,0.808510638297873,NA,4,NA
2021,2022-05-23,md,0.808510638297873,NA,5,NA
2021,2022-07-19,md,0.610022271714922,NA,1,NA
2021,2022-07-19,pd,0.64671052631579,NA,1,NA
2021,2022-07-19,md,0.610022271714922,NA,2,NA
2021,2022-07-19,pd,0.64671052631579,NA,2,NA
2021,2022-07-19,md,0.610022271714922,NA,3,NA
2021,2022-07-19,pd,0.64671052631579,NA,3,NA
2021,2022-07-19,md,0.610022271714922,NA,4,NA
2021,NA,pd,NA,1.00603518821604,NA,NA
2022,2022-03-08,md,1.15777537796976,0.795774647887324,1,NA
2022,2022-03-08,md,1.15777537796976,1.35973154362416,2,NA
2022,2022-03-08,md,1.15777537796976,0.267916666666667,3,NA
2022,2022-03-08,md,1.15777537796976,1.97407407407407,4,NA
2022,2022-03-08,md,1.15777537796976,0.536627906976744,5,NA
2022,2022-03-15,pd,0.78919182083739,0.970322580645161,1,NA
2022,2022-03-15,pd,0.78919182083739,0.716203703703704,2,NA
2022,2022-03-15,pd,0.78919182083739,0.92484076433121,3,NA
2022,2022-03-15,pd,0.78919182083739,0.923888888888889,4,NA
2022,2022-04-04,pd,0.778552971576227,NA,1,NA
2022,2022-04-04,pd,0.778552971576227,NA,2,NA
2022,2022-04-04,pd,0.778552971576227,NA,3,NA
2022,2022-04-04,pd,0.778552971576227,NA,4,NA
2022,2022-04-27,pd,0.851937984496124,NA,1,NA
2022,2022-04-27,pd,0.851937984496124,NA,2,NA
2022,2022-04-27,pd,0.851937984496124,NA,3,NA
2022,2022-05-09,pd,0.85456595264938,NA,1,NA
2022,2022-05-09,pd,0.85456595264938,NA,2,NA
2022,2022-05-09,pd,0.85456595264938,NA,3,NA
2022,2022-05-09,pd,0.85456595264938,NA,4,NA
2022,2022-05-23,md,0.701577031945006,NA,1,NA
2022,2022-05-23,pd,0.565101565101565,NA,1,NA
2022,2022-05-23,md,0.701577031945006,NA,2,NA
2022,2022-05-23,pd,0.565101565101565,NA,2,NA
2022,2022-05-23,md,0.701577031945006,NA,3,NA
2022,2022-05-23,pd,0.565101565101565,NA,3,NA
2022,2022-05-23,md,0.701577031945006,NA,4,NA
2022,2022-05-23,pd,0.565101565101565,NA,4,NA
2022,2022-05-23,md,0.701577031945006,NA,5,NA
2022,2022-05-23,md,0.701577031945006,NA,6,NA
2022,2022-07-19,md,0.572631578947368,NA,1,NA
2022,2022-07-19,pd,0.583988764044944,NA,1,NA
2022,2022-07-19,md,0.572631578947368,NA,2,NA
2022,2022-07-19,pd,0.583988764044944,NA,2,NA
2022,2022-07-19,md,0.572631578947368,NA,3,NA
2022,2022-07-19,pd,0.583988764044944,NA,3,NA
2022,2022-07-19,pd,0.583988764044944,NA,4,NA
2022,NA,md,NA,0.551239669421488,1,NA
2022,NA,md,NA,0.745454545454545,2,NA
2022,NA,md,NA,0.730534351145038,3,NA
2022,NA,pd,NA,0.778552971576227,NA,NA
2023,2022-03-08,md,2.96379690949227,1.11503759398496,1,NA
2023,2022-03-08,md,2.96379690949227,1.16185567010309,2,NA
2023,2022-03-08,md,2.96379690949227,1.28988764044944,3,NA
2023,2022-03-08,md,2.96379690949227,NA,4,NA
2023,2022-03-08,md,2.96379690949227,NA,5,NA
2023,2022-03-15,pd,0.906859504132232,1.04125874125874,1,NA
2023,2022-03-15,pd,0.906859504132232,1.15904255319149,2,NA
2023,2022-03-15,pd,0.906859504132232,0.674712643678161,3,NA
2023,2022-03-15,pd,0.906859504132232,0.647058823529412,4,NA
2023,2022-04-04,pd,0.691372665283131,NA,1,NA
2023,2022-04-04,pd,0.691372665283131,NA,2,NA
2023,2022-04-04,pd,0.691372665283131,NA,3,NA
2023,2022-04-04,pd,0.691372665283131,NA,4,NA
2023,2022-04-04,pd,0.691372665283131,NA,5,NA
2023,2022-04-27,md,0.907242693773824,NA,1,NA
2023,2022-04-27,pd,0.922311519326445,NA,1,NA
2023,2022-04-27,md,0.907242693773824,NA,2,NA
2023,2022-04-27,pd,0.922311519326445,NA,2,NA
2023,2022-04-27,md,0.907242693773824,NA,3,NA
2023,2022-04-27,pd,0.922311519326445,NA,3,NA
2023,2022-05-09,md,0.828729281767956,NA,1,NA
2023,2022-05-09,pd,0.498708010335917,NA,1,NA
2023,2022-05-09,md,0.828729281767956,NA,2,NA
2023,2022-05-09,pd,0.498708010335917,NA,2,NA
2023,2022-05-09,md,0.828729281767956,NA,3,NA
2023,2022-05-09,pd,0.498708010335917,NA,3,NA
2023,2022-05-09,pd,0.498708010335917,NA,4,NA
2023,2022-05-09,pd,0.498708010335917,NA,5,NA
2023,2022-05-09,pd,0.498708010335917,NA,6,NA
2023,2022-05-09,pd,0.498708010335917,NA,7,NA
2023,2022-05-23,md,0.727262234533703,NA,1,NA
2023,2022-05-23,pd,0.829883897021706,NA,1,NA
2023,2022-05-23,md,0.727262234533703,NA,2,NA
2023,2022-05-23,pd,0.829883897021706,NA,2,NA
2023,2022-05-23,md,0.727262234533703,NA,3,NA
2023,2022-05-23,pd,0.829883897021706,NA,3,NA
2023,2022-05-23,md,0.727262234533703,NA,4,NA
2023,2022-05-23,pd,0.829883897021706,NA,4,NA
2023,2022-05-23,md,0.727262234533703,NA,5,NA
2023,2022-05-23,pd,0.829883897021706,NA,5,NA
2023,2022-05-23,pd,0.829883897021706,NA,6,NA
2023,2022-07-19,md,0.5575,NA,1,NA
2023,2022-07-19,pd,0.586815728604472,NA,1,NA
2023,2022-07-19,md,0.5575,NA,2,NA
2023,2022-07-19,pd,0.586815728604472,NA,2,NA
2023,2022-07-19,md,0.5575,NA,3,NA
2023,2022-07-19,pd,0.586815728604472,NA,3,NA
2023,NA,md,NA,0.59701889805696,1,NA
2023,NA,md,NA,0.820394736842105,2,NA
2023,NA,md,NA,0.788082652570879,3,NA
2023,NA,pd,NA,0.691372665283131,NA,NA
2024,2022-03-08,md,1.63142857142857,1.63555555555556,1,NA
2024,2022-03-08,md,1.63142857142857,1.55208333333333,2,NA
2024,2022-03-15,pd,1.62042553191489,1.39568965517241,1,NA
2024,2022-03-15,pd,1.62042553191489,1.51604938271605,2,NA
2024,2022-03-15,pd,1.62042553191489,1.56164383561644,3,NA
2024,2022-03-15,pd,1.62042553191489,1.177,4,NA
2024,2022-04-04,md,NA,0.838947368421053,1,NA
2024,2022-04-04,pd,1.21058516585911,NA,1,NA
2024,2022-04-04,md,NA,0.849532710280374,2,NA
2024,2022-04-04,pd,1.21058516585911,NA,3,NA
2024,2022-04-04,pd,1.21058516585911,NA,4,NA
2024,2022-04-13,md,0.887794955248169,0.838427947598253,1,NA
2024,2022-04-13,md,0.887794955248169,0.828335056876939,2,NA
2024,2022-04-13,md,0.887794955248169,0.856780735107731,3,NA
2024,2022-04-27,md,0.933541017653167,NA,1,NA
2024,2022-04-27,md,0.933541017653167,NA,2,NA
2024,2022-04-27,md,0.933541017653167,NA,3,NA
2024,2022-05-09,md,0.815345021714653,NA,1,NA
2024,2022-05-09,pd,0.74852652259332,NA,1,NA
2024,2022-05-09,md,0.815345021714653,NA,2,NA
2024,2022-05-09,pd,0.74852652259332,NA,2,NA
2024,2022-05-09,md,0.815345021714653,NA,3,NA
2024,2022-05-09,pd,0.74852652259332,NA,3,NA
2024,2022-05-23,md,0.832627118644068,NA,1,NA
2024,2022-05-23,pd,0.853738032185781,NA,1,NA
2024,2022-05-23,md,0.832627118644068,NA,2,NA
2024,2022-05-23,pd,0.853738032185781,NA,2,NA
2024,2022-05-23,md,0.832627118644068,NA,3,NA
2024,2022-05-23,md,0.832627118644068,NA,4,NA
2024,2022-07-19,md,0.6265664160401,NA,1,NA
2024,2022-07-19,pd,0.653937947494033,NA,1,NA
2024,2022-07-19,md,0.6265664160401,NA,2,NA
2024,2022-07-19,pd,0.653937947494033,NA,2,NA
2024,2022-07-19,md,0.6265664160401,NA,3,NA
2024,2022-07-19,pd,0.653937947494033,NA,3,NA
2024,2022-07-19,pd,0.653937947494033,NA,4,NA
2024,2022-07-19,pd,0.653937947494033,NA,5,NA
2024,NA,pd,NA,1.21058516585911,NA,NA
2025,2022-03-08,md,2.88490566037736,1.11194029850746,1,NA
2025,2022-03-08,md,2.88490566037736,1.16621621621622,2,NA
2025,2022-03-08,md,2.88490566037736,1.12142857142857,3,NA
2025,2022-03-08,md,2.88490566037736,1.04807692307692,4,NA
2025,2022-03-15,pd,1.19823008849558,1.194,1,NA
2025,2022-03-15,pd,1.19823008849558,1.162,2,NA
