tree,date_wc,time,lwc_bulk,lwc_leaf,rep,dm_g
2025,2022-03-15,pd,1.19823008849558,1.3109375,3,NA
2025,2022-03-15,pd,1.19823008849558,1.16,4,NA
2025,2022-04-04,pd,0.936752483275897,NA,1,NA
2025,2022-04-04,pd,0.936752483275897,NA,2,NA
2025,2022-04-04,pd,0.936752483275897,NA,3,NA
2025,2022-04-04,pd,0.936752483275897,NA,4,NA
2025,2022-04-04,pd,0.936752483275897,NA,5,NA
2025,2022-04-13,md,0.856986234620538,0.828418230563003,1,NA
2025,2022-04-13,md,0.856986234620538,0.808695652173913,2,NA
2025,2022-04-13,md,0.856986234620538,1.12176165803109,3,NA
2025,2022-04-13,md,0.856986234620538,0.804698972099853,4,NA
2025,2022-04-27,md,0.929280397022332,NA,1,NA
2025,2022-04-27,pd,1.0421686746988,NA,1,NA
2025,2022-04-27,md,0.929280397022332,NA,2,NA
2025,2022-04-27,pd,1.0421686746988,NA,2,NA
2025,2022-04-27,md,0.929280397022332,NA,3,NA
2025,2022-05-09,md,0.834674469641551,NA,1,NA
2025,2022-05-09,pd,0.763341067285383,NA,1,NA
2025,2022-05-09,md,0.834674469641551,NA,2,NA
2025,2022-05-09,pd,0.763341067285383,NA,2,NA
2025,2022-05-09,pd,0.763341067285383,NA,3,NA
2025,2022-05-09,pd,0.763341067285383,NA,4,NA
2025,2022-05-09,pd,0.763341067285383,NA,5,NA
2025,2022-05-09,pd,0.763341067285383,NA,6,NA
2025,2022-05-09,pd,0.763341067285383,NA,7,NA
2025,2022-05-23,pd,0.834470989761092,NA,1,NA
2025,2022-05-23,pd,0.834470989761092,NA,2,NA
2025,2022-07-19,md,0.60359477124183,NA,1,NA
2025,2022-07-19,pd,0.641166380789022,NA,1,NA
2025,2022-07-19,md,0.60359477124183,NA,2,NA
2025,2022-07-19,pd,0.641166380789022,NA,2,NA
2025,2022-07-19,md,0.60359477124183,NA,3,NA
2025,2022-07-19,pd,0.641166380789022,NA,3,NA
2025,2022-07-19,pd,0.641166380789022,NA,4,NA
2025,NA,md,NA,0.834146341463415,1,NA
2025,NA,md,NA,0.837931034482759,2,NA
2025,NA,md,NA,0.784782608695652,3,NA
2025,NA,pd,NA,0.936752483275897,NA,NA
2026,2022-03-08,md,1.22307692307692,1.15373134328358,1,NA
2026,2022-03-08,md,1.22307692307692,1.33513513513514,2,NA
2026,2022-03-15,pd,1.55218855218855,1.66,1,NA
2026,2022-03-15,pd,1.55218855218855,1.50377358490566,2,NA
2026,2022-03-15,pd,1.55218855218855,1.51184210526316,3,NA
2026,2022-03-15,pd,1.55218855218855,1.42941176470588,4,NA
2026,2022-04-04,md,NA,0.744615384615385,1,NA
2026,2022-04-04,md,NA,0.710169491525424,2,NA
2026,2022-04-04,md,NA,0.741176470588235,3,NA
2026,2022-04-04,md,NA,0.72037037037037,4,NA
2026,2022-04-13,md,0.809591373439274,0.781045751633987,1,NA
2026,2022-04-13,md,0.809591373439274,0.750649350649351,2,NA
2026,2022-04-13,md,0.809591373439274,0.774668630338733,3,NA
2026,2022-04-27,md,0.856382978723405,NA,1,NA
2026,2022-04-27,pd,0.943287037037037,NA,1,NA
2026,2022-04-27,md,0.856382978723405,NA,2,NA
2026,2022-04-27,pd,0.943287037037037,NA,2,NA
2026,2022-04-27,md,0.856382978723405,NA,3,NA
2026,2022-05-09,md,0.770059397966375,NA,1,NA
2026,2022-05-09,md,0.770059397966375,NA,2,NA
2026,2022-05-09,md,0.770059397966375,NA,3,NA
2026,2022-05-23,md,0.696401610468042,NA,1,NA
2026,2022-05-23,pd,0.831210191082802,NA,1,NA
2026,2022-05-23,md,0.696401610468042,NA,2,NA
2026,2022-05-23,pd,0.831210191082802,NA,2,NA
2026,2022-05-23,pd,0.831210191082802,NA,3,NA
2026,2022-07-19,md,0.549074074074074,NA,1,NA
2026,2022-07-19,pd,0.5882096069869,NA,1,NA
2026,2022-07-19,md,0.549074074074074,NA,2,NA
2026,2022-07-19,pd,0.5882096069869,NA,2,NA
2026,2022-07-19,md,0.549074074074074,NA,3,NA
2026,2022-07-19,pd,0.5882096069869,NA,3,NA
2026,2022-07-19,pd,0.5882096069869,NA,4,NA
2027,2022-03-15,pd,1.38428571428571,0.224050632911392,1,NA
2027,2022-03-15,pd,1.38428571428571,0.0191489361702127,2,NA
2027,2022-03-15,pd,1.38428571428571,1.44705882352941,3,NA
2027,2022-03-15,pd,1.38428571428571,NA,4,NA
2027,2022-03-15,pd,1.38428571428571,NA,5,NA
2027,2022-03-15,pd,1.38428571428571,NA,6,NA
2027,2022-04-04,pd,1.03777929387685,NA,1,NA
2027,2022-04-04,pd,1.03777929387685,NA,2,NA
2027,2022-04-04,pd,1.03777929387685,NA,3,NA
2027,2022-04-13,md,0.849912229373903,0.764568764568765,1,NA
2027,2022-04-13,md,0.849912229373903,0.776659959758551,2,NA
2027,2022-04-13,md,0.849912229373903,0.850698174006445,3,NA
2027,2022-04-13,md,0.849912229373903,0.824057450628366,4,NA
2027,2022-04-27,md,0.879207920792079,NA,1,NA
2027,2022-04-27,pd,0.99465811965812,NA,1,NA
2027,2022-04-27,md,0.879207920792079,NA,2,NA
2027,2022-04-27,pd,0.99465811965812,NA,2,NA
2027,2022-04-27,md,0.879207920792079,NA,3,NA
2027,2022-04-27,pd,0.99465811965812,NA,3,NA
2027,2022-05-09,md,0.805398871877518,NA,1,NA
2027,2022-05-09,pd,0.741293532338308,NA,1,NA
2027,2022-05-09,md,0.805398871877518,NA,2,NA
2027,2022-05-09,pd,0.741293532338308,NA,2,NA
2027,2022-05-09,md,0.805398871877518,NA,3,NA
2027,2022-05-09,pd,0.741293532338308,NA,3,NA
2027,2022-05-09,pd,0.741293532338308,NA,4,NA
2027,2022-05-23,pd,0.822503961965135,NA,1,NA
2027,2022-05-23,pd,0.822503961965135,NA,2,NA
2027,2022-07-19,pd,0.59144385026738,NA,1,NA
2027,2022-07-19,pd,0.59144385026738,NA,2,NA
2027,2022-07-19,pd,0.59144385026738,NA,3,NA
2027,NA,md,NA,0.808163265306122,1,NA
2027,NA,md,NA,0.745588235294118,2,NA
2027,NA,md,NA,0.796774193548387,3,NA
2027,NA,pd,NA,1.03777929387685,NA,NA
2028,2022-04-04,pd,0.849508109545334,NA,1,NA
2028,2022-04-04,pd,0.849508109545334,NA,2,NA
2028,2022-04-04,pd,0.849508109545334,NA,3,NA
2028,2022-04-04,pd,0.849508109545334,NA,4,NA
2028,2022-04-13,md,1.1188181387265,0.72463768115942,1,NA
2028,2022-04-13,md,1.1188181387265,0.755905511811023,2,NA
2028,2022-04-13,md,1.1188181387265,0.816363636363636,3,NA
2028,2022-04-27,md,0.831376734258271,NA,1,NA
2028,2022-04-27,pd,0.850348027842227,NA,1,NA
2028,2022-04-27,md,0.831376734258271,NA,2,NA
2028,2022-04-27,pd,0.850348027842227,NA,2,NA
2028,2022-04-27,pd,0.850348027842227,NA,3,NA
2028,2022-04-27,pd,0.850348027842227,NA,4,NA
2028,2022-05-09,md,0.715267339488941,NA,1,NA
2028,2022-05-09,pd,0.594048884165781,NA,1,NA
2028,2022-05-09,md,0.715267339488941,NA,2,NA
2028,2022-05-09,pd,0.594048884165781,NA,2,NA
2028,2022-05-09,md,0.715267339488941,NA,3,NA
2028,2022-05-23,md,0.70353982300885,NA,1,NA
2028,2022-05-23,pd,0.802346679569372,NA,1,NA
2028,2022-05-23,md,0.70353982300885,NA,2,NA
2028,2022-05-23,pd,0.802346679569372,NA,2,NA
2028,2022-07-19,md,0.55587958607714,NA,1,NA
2028,2022-07-19,pd,0.528924598269468,NA,1,NA
2028,2022-07-19,md,0.55587958607714,NA,2,NA
2028,2022-07-19,pd,0.528924598269468,NA,2,NA
2028,2022-07-19,md,0.55587958607714,NA,3,NA
2028,2022-07-19,pd,0.528924598269468,NA,3,NA
2028,2022-07-19,md,0.55587958607714,NA,4,NA
2028,NA,md,NA,0.69010989010989,1,NA
2028,NA,md,NA,0.733333333333333,2,NA
2028,NA,md,NA,0.719834710743802,3,NA
2028,NA,pd,NA,0.849508109545334,NA,NA
2029,2022-04-04,pd,0.955947638019351,NA,1,NA
2029,2022-04-04,pd,0.955947638019351,NA,2,NA
2029,2022-04-04,pd,0.955947638019351,NA,3,NA
2029,2022-04-04,pd,0.955947638019351,NA,4,NA
2029,2022-04-04,pd,0.955947638019351,NA,5,NA
2029,2022-05-09,md,0.817509053692332,NA,1,NA
2029,2022-05-09,pd,0.700680272108844,NA,1,NA
2029,2022-05-09,md,0.817509053692332,NA,2,NA
2029,2022-05-09,pd,0.700680272108844,NA,2,NA
2029,2022-05-09,md,0.817509053692332,NA,3,NA
2029,2022-05-09,pd,0.700680272108844,NA,3,NA
2029,2022-05-09,md,0.817509053692332,NA,4,NA
2029,2022-05-09,pd,0.700680272108844,NA,4,NA
2029,2022-05-09,md,0.817509053692332,NA,5,NA
2029,2022-05-09,pd,0.700680272108844,NA,5,NA
2029,2022-05-09,pd,0.700680272108844,NA,6,NA
2029,2022-05-09,pd,0.700680272108844,NA,7,NA
2029,2022-05-23,md,0.755852842809365,NA,1,NA
2029,2022-05-23,pd,0.757697298572608,NA,1,NA
2029,2022-05-23,md,0.755852842809365,NA,2,NA
2029,2022-05-23,pd,0.757697298572608,NA,2,NA
2029,2022-05-23,md,0.755852842809365,NA,3,NA
2029,2022-05-23,pd,0.757697298572608,NA,3,NA
2029,2022-05-23,md,0.755852842809365,NA,4,NA
2029,2022-05-23,pd,0.757697298572608,NA,4,NA
2029,2022-05-23,pd,0.757697298572608,NA,5,NA
2029,2022-07-19,md,0.553661327231121,NA,1,NA
2029,2022-07-19,pd,0.600853727945362,NA,1,NA
2029,2022-07-19,md,0.553661327231121,NA,2,NA
2029,2022-07-19,pd,0.600853727945362,NA,2,NA
2029,2022-07-19,md,0.553661327231121,NA,3,NA
2029,2022-07-19,pd,0.600853727945362,NA,3,NA
2029,2022-07-19,md,0.553661327231121,NA,4,NA
2029,2022-07-19,pd,0.600853727945362,NA,4,NA
2029,NA,md,NA,0.741899441340782,1,NA
2029,NA,md,NA,0.82,2,NA
2029,NA,md,NA,0.816759776536313,3,NA
2029,NA,pd,NA,0.955947638019351,NA,NA
2030,2022-04-04,pd,0.826998150811588,NA,1,NA
2030,2022-04-04,pd,0.826998150811588,NA,2,NA
2030,2022-04-04,pd,0.826998150811588,NA,3,NA
2030,2022-04-04,pd,0.826998150811588,NA,4,NA
2030,2022-04-04,pd,0.826998150811588,NA,5,NA
2030,2022-04-27,pd,0.815860945138512,NA,1,NA
2030,2022-04-27,pd,0.815860945138512,NA,2,NA
2030,2022-05-09,md,0.805603822762815,NA,1,NA
2030,2022-05-09,pd,0.716833890746934,NA,1,NA
2030,2022-05-09,md,0.805603822762815,NA,2,NA
2030,2022-05-09,pd,0.716833890746934,NA,2,NA
2030,2022-05-09,md,0.805603822762815,NA,3,NA
2030,2022-05-09,pd,0.716833890746934,NA,3,NA
2030,2022-05-09,md,0.805603822762815,NA,4,NA
2030,2022-05-09,pd,0.716833890746934,NA,4,NA
2030,2022-05-09,md,0.805603822762815,NA,5,NA
2030,2022-05-23,md,0.736526946107784,NA,1,NA
2030,2022-05-23,pd,0.608502082435732,NA,1,NA
2030,2022-05-23,md,0.736526946107784,NA,2,NA
2030,2022-05-23,pd,0.608502082435732,NA,2,NA
2030,2022-05-23,md,0.736526946107784,NA,3,NA
2030,2022-05-23,pd,0.608502082435732,NA,3,NA
2030,2022-05-23,md,0.736526946107784,NA,4,NA
2030,2022-05-23,pd,0.608502082435732,NA,4,NA
2030,2022-07-19,md,0.584718498659517,NA,1,NA
2030,2022-07-19,md,0.584718498659517,NA,2,NA
2030,2022-07-19,md,0.584718498659517,NA,3,NA
2030,2022-07-19,md,0.584718498659517,NA,4,NA
2030,2022-07-19,md,0.584718498659517,NA,5,NA
2030,NA,md,NA,0.74952380952381,1,NA
2030,NA,md,NA,0.742134831460674,2,NA
2030,NA,md,NA,0.729050279329609,3,NA
2030,NA,pd,NA,0.826998150811588,NA,NA
2031,2022-04-04,pd,0.961170708955224,NA,1,NA
2031,2022-04-04,pd,0.961170708955224,NA,2,NA
2031,2022-04-04,pd,0.961170708955224,NA,3,NA
2031,2022-04-04,pd,0.961170708955224,NA,4,NA
2031,2022-04-13,md,0.96829333097157,0.80900409276944,1,NA
2031,2022-04-13,md,0.96829333097157,0.804227941176471,2,NA
2031,2022-04-13,md,0.96829333097157,0.78150289017341,3,NA
2031,2022-04-27,md,0.908268733850129,NA,1,NA
2031,2022-04-27,pd,0.967063129002745,NA,1,NA
2031,2022-04-27,md,0.908268733850129,NA,2,NA
2031,2022-04-27,pd,0.967063129002745,NA,2,NA
2031,2022-04-27,md,0.908268733850129,NA,3,NA
2031,2022-04-27,pd,0.967063129002745,NA,3,NA
2031,2022-05-09,md,0.808999280057595,NA,1,NA
2031,2022-05-09,pd,0.711340206185567,NA,1,NA
2031,2022-05-09,md,0.808999280057595,NA,2,NA
2031,2022-05-09,pd,0.711340206185567,NA,2,NA
2031,2022-05-09,md,0.808999280057595,NA,3,NA
2031,2022-05-09,md,0.808999280057595,NA,4,NA
2031,2022-05-23,md,0.701694915254237,NA,1,NA
2031,2022-05-23,pd,0.842579611456038,NA,1,NA
2031,2022-05-23,md,0.701694915254237,NA,2,NA
2031,2022-05-23,pd,0.842579611456038,NA,2,NA
2031,2022-07-19,md,0.590552325581396,NA,1,NA
2031,2022-07-19,pd,0.631830985915493,NA,1,NA
2031,2022-07-19,md,0.590552325581396,NA,2,NA
2031,2022-07-19,pd,0.631830985915493,NA,2,NA
2031,2022-07-19,md,0.590552325581396,NA,3,NA
2031,2022-07-19,pd,0.631830985915493,NA,3,NA
2031,2022-07-19,pd,0.631830985915493,NA,4,NA
2031,2022-07-19,pd,0.631830985915493,NA,5,NA
2031,NA,md,NA,0.725030826140567,2,NA
2031,NA,md,NA,0.75,3,NA
2031,NA,pd,NA,0.961170708955224,NA,NA
2032,2022-04-27,md,0.908268733850129,NA,1,NA
2032,2022-04-27,pd,0.967063129002745,NA,1,NA
2032,2022-04-27,md,0.908268733850129,NA,2,NA
2032,2022-04-27,pd,0.967063129002745,NA,2,NA
2032,2022-04-27,md,0.908268733850129,NA,3,NA
2032,2022-04-27,pd,0.967063129002745,NA,3,NA
2084,2022-05-09,md,0.862469437652812,NA,1,NA
2084,2022-05-09,md,0.862469437652812,NA,2,NA
2084,2022-05-09,md,0.862469437652812,NA,3,NA
2085,2022-04-04,pd,1.6518648258809,NA,1,NA
2085,2022-04-04,pd,1.6518648258809,NA,2,NA
2085,2022-04-04,pd,1.6518648258809,NA,3,NA
2085,2022-04-11,md,2.01837270341207,NA,1,NA
2085,2022-04-11,md,2.01837270341207,NA,2,NA
2085,2022-04-11,md,2.01837270341207,NA,3,NA
2085,2022-04-11,md,2.01837270341207,NA,4,NA
2085,2022-04-27,md,1.02814814814815,NA,1,NA
2085,2022-04-27,pd,1.10227272727273,NA,1,NA
2085,2022-04-27,md,1.02814814814815,NA,2,NA
2085,2022-04-27,pd,1.10227272727273,NA,2,NA
2085,2022-04-27,md,1.02814814814815,NA,3,NA
2085,2022-04-27,pd,1.10227272727273,NA,3,NA
2085,2022-04-27,pd,1.10227272727273,NA,4,NA
2085,2022-05-09,md,0.89432199678879,NA,1,NA
2085,2022-05-09,md,0.89432199678879,NA,2,NA
2085,2022-05-09,md,0.89432199678879,NA,3,NA
2085,2022-05-23,md,0.74587039390089,NA,1,NA
2085,2022-05-23,pd,0.923076923076923,NA,1,NA
2085,2022-05-23,md,0.74587039390089,NA,2,NA
2085,2022-05-23,pd,0.923076923076923,NA,2,NA
2085,2022-05-23,md,0.74587039390089,NA,3,NA
2085,2022-05-23,pd,0.923076923076923,NA,3,NA
2085,2022-07-19,md,0.623753665689149,NA,1,NA
2085,2022-07-19,pd,0.700455235204856,NA,1,NA
2085,2022-07-19,md,0.623753665689149,NA,2,NA
2085,2022-07-19,pd,0.700455235204856,NA,2,NA
2085,2022-07-19,md,0.623753665689149,NA,3,NA
2085,2022-07-19,pd,0.700455235204856,NA,3,NA
2085,2022-07-19,pd,0.700455235204856,NA,4,NA
2085,2022-07-19,pd,0.700455235204856,NA,5,NA
2085,NA,md,NA,1.5265306122449,1,NA
2085,NA,md,NA,1.48139534883721,2,NA
2085,NA,md,NA,1.48780487804878,3,NA
2085,NA,md,NA,2.01837270341207,NA,NA
2085,NA,pd,NA,1.6518648258809,NA,NA
2086,2022-04-04,md,NA,1.57241379310345,1,NA
2086,2022-04-04,pd,1.8236641221374,NA,1,NA
2086,2022-04-04,md,NA,1.70576923076923,2,NA
2086,2022-04-04,pd,1.8236641221374,NA,2,NA
2086,2022-04-04,md,NA,1.76315789473684,3,NA
2086,2022-04-04,pd,1.8236641221374,NA,3,NA
2086,2022-04-04,md,NA,1.68409090909091,4,NA
2086,2022-04-11,md,1.25562130177515,NA,1,NA
2086,2022-04-11,md,1.25562130177515,NA,2,NA
2086,2022-04-11,md,1.25562130177515,NA,3,NA
2086,2022-04-27,md,1.01717305151915,NA,1,NA
2086,2022-04-27,pd,1.16515426497278,NA,1,NA
2086,2022-04-27,md,1.01717305151915,NA,2,NA
2086,2022-04-27,pd,1.16515426497278,NA,2,NA
2086,2022-04-27,md,1.01717305151915,NA,3,NA
2086,2022-04-27,pd,1.16515426497278,NA,3,NA
2086,2022-05-09,md,0.930685520205171,NA,1,NA
2086,2022-05-09,md,0.930685520205171,NA,2,NA
2086,2022-05-09,md,0.930685520205171,NA,3,NA
2086,2022-05-23,md,0.724043715846995,NA,1,NA
2086,2022-05-23,pd,0.963220675944334,NA,1,NA
2086,2022-05-23,md,0.724043715846995,NA,2,NA
2086,2022-05-23,pd,0.963220675944334,NA,2,NA
2086,2022-05-23,md,0.724043715846995,NA,3,NA
2086,2022-05-23,pd,0.963220675944334,NA,3,NA
2086,2022-07-19,md,0.709550561797753,NA,1,NA
2086,2022-07-19,pd,0.696325088339223,NA,1,NA
2086,2022-07-19,md,0.709550561797753,NA,2,NA
2086,2022-07-19,pd,0.696325088339223,NA,2,NA
2086,2022-07-19,md,0.709550561797753,NA,3,NA
2086,2022-07-19,pd,0.696325088339223,NA,3,NA
2086,NA,md,NA,1.25562130177515,NA,NA
2086,NA,pd,NA,1.8236641221374,NA,NA
2087,2022-04-04,pd,1.81722054380665,NA,1,NA
2087,2022-04-04,pd,1.81722054380665,NA,2,NA
2087,2022-04-04,pd,1.81722054380665,NA,3,NA
2087,2022-04-11,md,3.43986254295533,NA,1,NA
2087,2022-04-11,md,3.43986254295533,NA,2,NA
2087,2022-04-11,md,3.43986254295533,NA,3,NA
2087,2022-04-27,md,1.04289940828402,NA,1,NA
2087,2022-04-27,md,1.04289940828402,NA,2,NA
2087,2022-04-27,md,1.04289940828402,NA,3,NA
2087,2022-05-09,md,0.942025611175786,NA,1,NA
2087,2022-05-09,md,0.942025611175786,NA,2,NA
2087,2022-05-23,pd,0.921966509939784,NA,1,NA
2087,2022-05-23,pd,0.921966509939784,NA,2,NA
2087,2022-05-23,pd,0.921966509939784,NA,3,NA
2087,2022-07-19,md,0.619485294117647,NA,1,NA
2087,2022-07-19,pd,0.716279069767442,NA,1,NA
2087,2022-07-19,md,0.619485294117647,NA,2,NA
2087,2022-07-19,pd,0.716279069767442,NA,2,NA
2087,2022-07-19,md,0.619485294117647,NA,3,NA
2087,2022-07-19,pd,0.716279069767442,NA,3,NA
2087,2022-07-19,pd,0.716279069767442,NA,4,NA
2087,NA,md,NA,1.34583333333333,1,NA
2087,NA,md,NA,1.51351351351351,2,NA
2087,NA,md,NA,1.32087912087912,3,NA
2087,NA,md,NA,3.43986254295533,NA,NA
2087,NA,pd,NA,1.81722054380665,NA,NA
2088,2022-04-11,md,2.81303116147309,NA,1,NA
2088,2022-04-11,md,2.81303116147309,NA,2,NA
2088,2022-04-11,md,2.81303116147309,NA,3,NA
2088,2022-04-11,md,2.81303116147309,NA,4,NA
2088,2022-04-27,md,1.04200323101777,NA,1,NA
2088,2022-04-27,md,1.04200323101777,NA,2,NA
2088,2022-04-27,md,1.04200323101777,NA,3,NA
2088,2022-05-09,md,0.930131792742372,NA,1,NA
2088,2022-05-09,md,0.930131792742372,NA,2,NA
2088,2022-05-09,md,0.930131792742372,NA,3,NA
2088,2022-05-23,md,0.793931731984829,NA,1,NA
2088,2022-05-23,pd,0.896942242355606,NA,1,NA
2088,2022-05-23,md,0.793931731984829,NA,2,NA
2088,2022-05-23,pd,0.896942242355606,NA,2,NA
2088,2022-05-23,pd,0.896942242355606,NA,3,NA
2088,2022-07-19,md,0.603846153846154,NA,1,NA
2088,2022-07-19,pd,0.706039076376554,NA,1,NA
2088,2022-07-19,md,0.603846153846154,NA,2,NA
2088,2022-07-19,pd,0.706039076376554,NA,2,NA
2088,2022-07-19,md,0.603846153846154,NA,3,NA
2088,2022-07-19,pd,0.706039076376554,NA,3,NA
2088,2022-07-19,pd,0.706039076376554,NA,4,NA
2088,NA,md,NA,1.13454545454545,1,NA
2088,NA,md,NA,1.05614035087719,2,NA
2088,NA,md,NA,1.22954545454545,3,NA
2088,NA,md,NA,2.81303116147309,NA,NA
2089,2022-03-08,md,NA,0.703472222222222,1,NA
2089,2022-03-08,md,NA,0.582269503546099,2,NA
2089,2022-03-08,md,NA,0.651851851851852,3,NA
2089,2022-03-08,md,NA,0.653529411764706,4,NA
2089,2022-03-08,md,NA,0.626190476190476,5,NA
2089,2022-03-15,pd,0.633587786259542,0.637837837837838,1,NA
2089,2022-03-15,pd,0.633587786259542,0.582888888888889,2,NA
2089,2022-03-15,pd,0.633587786259542,0.650769230769231,3,NA
2089,2022-03-15,pd,0.633587786259542,0.609375,4,NA
2089,2022-03-15,pd,0.633587786259542,0.685897435897436,5,NA
2089,2022-03-15,pd,0.633587786259542,0.648684210526316,6,NA
2089,2022-03-15,pd,0.633587786259542,0.6184,7,NA
2089,2022-03-15,pd,0.633587786259542,0.623931623931624,8,NA
2089,2022-04-04,pd,0.651821436091809,NA,1,NA
2089,2022-04-04,pd,0.651821436091809,NA,2,NA
2089,2022-04-04,pd,0.651821436091809,NA,3,NA
2089,2022-04-04,pd,0.651821436091809,NA,4,NA
2089,2022-04-04,pd,0.651821436091809,NA,5,NA
2089,2022-04-11,md,1.28370457209848,NA,1,NA
2089,2022-04-11,md,1.28370457209848,NA,2,NA
2089,2022-04-11,md,1.28370457209848,NA,3,NA
2089,2022-04-11,md,1.28370457209848,NA,4,NA
2089,2022-04-27,md,1.68929503916449,NA,1,NA
2089,2022-04-27,pd,0.909947643979058,NA,1,NA
2089,2022-04-27,md,1.68929503916449,NA,2,NA
2089,2022-04-27,pd,0.909947643979058,NA,2,NA
2089,2022-04-27,md,1.68929503916449,NA,3,NA
2089,2022-04-27,pd,0.909947643979058,NA,3,NA
2089,2022-04-27,md,1.68929503916449,NA,4,NA
2089,2022-05-09,md,1.54162487462387,NA,1,NA
2089,2022-05-09,md,1.54162487462387,NA,2,NA
2089,2022-05-09,md,1.54162487462387,NA,3,NA
2089,2022-05-23,md,0.636942675159236,NA,1,NA
2089,2022-05-23,pd,0.643410852713178,NA,1,NA
2089,2022-05-23,md,0.636942675159236,NA,2,NA
2089,2022-05-23,pd,0.643410852713178,NA,2,NA
2089,2022-05-23,md,0.636942675159236,NA,3,NA
2089,2022-05-23,pd,0.643410852713178,NA,3,NA
2089,2022-05-23,md,0.636942675159236,NA,4,NA
2089,2022-05-23,pd,0.643410852713178,NA,4,NA
2089,2022-05-23,md,0.636942675159236,NA,5,NA
2089,2022-05-23,pd,0.643410852713178,NA,5,NA
2089,2022-05-23,pd,0.643410852713178,NA,6,NA
2089,2022-07-19,md,0.517094017094017,NA,1,NA
2089,2022-07-19,md,0.517094017094017,NA,2,NA
2089,2022-07-19,md,0.517094017094017,NA,3,NA
2089,NA,md,NA,0.507083536883244,1,NA
2089,NA,md,NA,0.611322808927599,2,NA
2089,NA,md,NA,0.574743658931463,3,NA
2089,NA,md,NA,0.573023671281822,4,NA
2089,NA,md,NA,1.28370457209848,NA,NA
2089,NA,pd,NA,0.651821436091809,NA,NA
2090,2022-04-04,pd,1.4502581538849,NA,1,NA
2090,2022-04-04,pd,1.4502581538849,NA,2,NA
2090,2022-04-04,pd,1.4502581538849,NA,3,NA
2090,2022-04-11,md,2.05429071803853,NA,1,NA
2090,2022-04-11,md,2.05429071803853,NA,2,NA
2090,2022-04-11,md,2.05429071803853,NA,3,NA
2090,2022-04-11,md,2.05429071803853,NA,4,NA
2090,2022-04-27,md,1.06818181818182,NA,1,NA
2090,2022-04-27,pd,1.1330376940133,NA,1,NA
2090,2022-04-27,md,1.06818181818182,NA,2,NA
2090,2022-04-27,pd,1.1330376940133,NA,2,NA
2090,2022-04-27,pd,1.1330376940133,NA,3,NA
2090,2022-04-27,pd,1.1330376940133,NA,4,NA
2090,2022-04-27,pd,1.1330376940133,NA,5,NA
2090,2022-05-09,md,0.943584860747441,NA,1,NA
2090,2022-05-09,md,0.943584860747441,NA,2,NA
2090,2022-05-09,md,0.943584860747441,NA,3,NA
2090,2022-05-23,md,0.801724137931034,NA,1,NA
2090,2022-05-23,pd,0.935923653715065,NA,1,NA
2090,2022-05-23,md,0.801724137931034,NA,2,NA
2090,2022-05-23,pd,0.935923653715065,NA,2,NA
2090,2022-05-23,pd,0.935923653715065,NA,3,NA
2090,2022-05-23,pd,0.935923653715065,NA,4,NA
2090,2022-07-19,md,0.637922077922078,NA,1,NA
2090,2022-07-19,pd,0.450971599402093,NA,1,NA
2090,2022-07-19,md,0.637922077922078,NA,2,NA
2090,2022-07-19,pd,0.450971599402093,NA,2,NA
2090,2022-07-19,md,0.637922077922078,NA,3,NA
2090,2022-07-19,pd,0.450971599402093,NA,3,NA
2090,2022-07-19,md,0.637922077922078,NA,4,NA
2090,2022-07-19,pd,0.450971599402093,NA,4,NA
2090,2022-07-19,pd,0.450971599402093,NA,5,NA
2090,2022-07-19,pd,0.450971599402093,NA,6,NA
2090,NA,md,NA,1.12858384013901,1,NA
2090,NA,md,NA,1.18079800498753,2,NA
2090,NA,md,NA,1.38686131386861,3,NA
2090,NA,md,NA,2.05429071803853,NA,NA
2090,NA,pd,NA,1.4502581538849,NA,NA
2091,2022-03-08,md,NA,0.686274509803922,1,NA
2091,2022-03-08,md,NA,0.68030303030303,2,NA
2091,2022-03-08,md,NA,0.669798657718121,3,NA
2091,2022-03-08,md,NA,0.688888888888889,4,NA
2091,2022-03-15,pd,0.655994729907773,0.699103139013453,1,NA
2091,2022-03-15,pd,0.655994729907773,0.718143459915612,2,NA
2091,2022-03-15,pd,0.655994729907773,0.699497487437186,3,NA
2091,2022-04-04,pd,0.637688139674895,NA,1,NA
2091,2022-04-04,pd,0.637688139674895,NA,2,NA
2091,2022-04-04,pd,0.637688139674895,NA,3,NA
2091,2022-04-04,pd,0.637688139674895,NA,4,NA
2091,2022-04-11,md,1.18901795142555,NA,1,NA
2091,2022-04-11,md,1.18901795142555,NA,2,NA
2091,2022-04-11,md,1.18901795142555,NA,3,NA
2091,2022-04-11,md,1.18901795142555,NA,4,NA
2091,2022-04-11,md,1.18901795142555,NA,5,NA
2091,2022-04-11,md,1.18901795142555,NA,6,NA
2091,2022-04-27,md,1.48559670781893,NA,1,NA
2091,2022-04-27,pd,1.08410548823949,NA,1,NA
2091,2022-04-27,md,1.48559670781893,NA,2,NA
2091,2022-04-27,pd,1.08410548823949,NA,2,NA
2091,2022-04-27,md,1.48559670781893,NA,3,NA
2091,2022-04-27,pd,1.08410548823949,NA,3,NA
2091,2022-04-27,pd,1.08410548823949,NA,4,NA
2091,2022-04-27,pd,1.08410548823949,NA,5,NA
2091,2022-05-09,md,0.869419042495965,NA,1,NA
