"","tree","week","date_wc","time","species","dm_bulk_g","wm_bulk_g","dry_scan_area","sum_area_cm2","scan_done"
"359",2030,37,2022-09-12,"pd","live oak",1.9901,3.0652,91.5,96.871599,"done"
"360",2031,15,2022-04-13,"md","blue oak",NA,NA,94.905,110.744549595,"done"
"361",2031,15,2022-04-13,"md","blue oak",1.1291,2.2224,94.905,110.744549595,"done"
"362",2031,17,2022-04-27,"md","blue oak",0.774,1.477,NA,NA,"scan needed"
"363",2031,19,2022-05-09,"md","blue oak",1.389,2.5127,98.711,105.460364625,"done"
"364",2031,21,2022-05-23,"md","blue oak",1.357,2.3092,NA,NA,"scan needed"
"365",2031,29,2022-07-19,"md","blue oak",0.688,1.0943,NA,NA,"scan needed"
"366",2031,38,2022-09-16,"md","blue oak",0.2313,0.3695,13.324,14.2350285,"done"
"367",2031,14,2022-04-04,"pd","blue oak",0.8576,1.6819,54.858,64.013745342,"done"
"368",2031,17,2022-04-27,"pd","blue oak",1.093,2.15,NA,NA,"scan needed"
"369",2031,19,2022-05-09,"pd","blue oak",0.8792,1.66,65.619,70.105699125,"done"
"370",2031,21,2022-05-23,"pd","blue oak",0.9986,1.84,NA,NA,"scan needed"
"371",2031,29,2022-07-19,"pd","blue oak",0.355,0.5793,NA,NA,"scan needed"
"372",2032,17,2022-04-27,"md","blue oak",0.774,1.477,54.85,64.00441015,"done"
"373",2032,17,2022-04-27,"pd","blue oak",1.093,2.15,85.221,99.444299679,"done"
"374",2084,19,2022-05-09,"md","blue oak",1.1452,2.1329,68.72,73.41873,"done"
"375",2085,15,2022-04-11,"md","blue oak",1.0818,2.3,66.12,77.15536188,"done"
"376",2085,17,2022-04-27,"md","blue oak",0.675,1.369,39.649,46.266378451,"done"
"377",2085,19,2022-05-09,"md","blue oak",0.6851,1.2978,37.989,40.586497875,"done"
"378",2085,21,2022-05-23,"md","blue oak",0.787,1.374,44.404,47.4401235,"done"
"379",2085,29,2022-07-19,"md","blue oak",0.682,1.1074,NA,NA,"scan needed"
"380",2085,37,2022-09-15,"md","blue oak",0.655,1.071,34.543,36.904877625,"done"
"381",2085,14,2022-04-04,"pd","blue oak",0.9706,2.5739,66.626,77.745812774,"done"
"382",2085,17,2022-04-27,"pd","blue oak",1.496,3.145,93.799,109.453959301,"done"
"383",2085,21,2022-05-23,"pd","blue oak",0.4056,0.78,NA,NA,"scan needed"
"384",2085,29,2022-07-19,"pd","blue oak",0.659,1.1206,NA,NA,"scan needed"
"385",2085,37,2022-09-12,"pd","blue oak",0.9792,1.8444,48.935,52.280930625,"done"
"386",2085,38,2022-09-16,"pd","blue oak",0.6218,0.9882,NA,NA,"scan needed"
"387",2086,14,2022-04-04,"md","blue oak",NA,NA,2.743,8.115782545,"done"
"388",2086,14,2022-04-04,"md","blue oak",NA,NA,2.238,8.115782545,"done"
"389",2086,14,2022-04-04,"md","blue oak",NA,NA,1.974,8.115782545,"done"
"390",2086,14,2022-04-04,"md","blue oak",NA,NA,3.154,3.680399446,"done"
"391",2086,15,2022-04-11,"md","blue oak",0.8345,1.906,54.312,63.376618488,"done"
"392",2086,17,2022-04-27,"md","blue oak",0.757,1.527,53.615,62.563289885,"done"
"393",2086,19,2022-05-09,"md","blue oak",1.4427,2.7854,86.444,92.3546085,"done"
"394",2086,21,2022-05-23,"md","blue oak",0.732,1.262,41.931,44.798032125,"done"
"395",2086,29,2022-07-19,"md","blue oak",0.712,1.2172,NA,NA,"scan needed"
"396",2086,37,2022-09-15,"md","blue oak",1.5484,2.563,84.105,89.855679375,"done"
"397",2086,14,2022-04-04,"pd","blue oak",0.262,0.7398,18.062,21.076529738,"done"
"398",2086,17,2022-04-27,"pd","blue oak",0.551,1.193,41.645,48.595508855,"done"
"399",2086,21,2022-05-23,"pd","blue oak",1.2072,2.37,NA,NA,"scan needed"
"400",2086,29,2022-07-19,"pd","blue oak",1.415,2.4003,NA,NA,"scan needed"
"401",2086,38,2022-09-16,"pd","blue oak",1.1505,1.9624,134.687,220.495506,"done"
"402",2086,38,2022-09-16,"pd","blue oak",1.1505,1.9624,71.697,220.495506,"done"
"403",2087,15,2022-04-11,"md","blue oak",0.614,1.292,41.148,48.015560052,"done"
"404",2087,17,2022-04-27,"md","blue oak",1.352,2.762,92.484,107.919487116,"done"
"405",2087,19,2022-05-09,"md","blue oak",0.859,1.6682,59.686,63.76703025,"done"
"406",2087,29,2022-07-19,"md","blue oak",0.544,0.881,NA,NA,"scan needed"
"407",2087,37,2022-09-15,"md","blue oak",0.3923,0.633,21.024,22.461516,"done"
"408",2087,14,2022-04-04,"pd","blue oak",0.1986,0.5595,15.618,18.224628582,"done"
"409",2087,21,2022-05-23,"pd","blue oak",1.2123,2.33,NA,NA,"scan needed"
"410",2087,29,2022-07-19,"pd","blue oak",0.817,1.4022,NA,NA,"scan needed"
"411",2087,37,2022-09-12,"pd","blue oak",0.8146,1.5043,50.681,54.146313375,"done"
"412",2087,38,2022-09-16,"pd","blue oak",0.7291,1.2279,NA,NA,"scan needed"
"413",2088,15,2022-04-11,"md","blue oak",0.6761,1.346,44.658,52.111375542,"done"
"414",2088,17,2022-04-27,"md","blue oak",0.619,1.264,41.323,48.219767377,"done"
"415",2088,19,2022-05-09,"md","blue oak",0.5539,1.0691,34.825,37.206159375,"done"
"416",2088,21,2022-05-23,"md","blue oak",0.791,1.419,49.642,53.03627175,"done"
"417",2088,29,2022-07-19,"md","blue oak",0.26,0.417,NA,NA,"scan needed"
"418",2088,21,2022-05-23,"pd","blue oak",0.3532,0.67,NA,NA,"scan needed"
"419",2088,29,2022-07-19,"pd","blue oak",0.563,0.9605,NA,NA,"scan needed"
"420",2088,37,2022-09-12,"pd","blue oak",0.4299,0.787,26.519,28.332236625,"done"
"421",2088,38,2022-09-16,"pd","blue oak",0.4325,0.7186,NA,NA,"scan needed"
"422",2089,10,2022-03-08,"md","live oak",NA,NA,NA,NA,"scan needed"
"423",2089,15,2022-04-11,"md","live oak",1.1715,1.948,62.481,99.089884091,"done"
"424",2089,15,2022-04-11,"md","live oak",1.1715,1.948,25.492,99.089884091,"done"
"425",2089,17,2022-04-27,"md","live oak",0.383,1.03,48.78,93.777937319,"done"
"426",2089,17,2022-04-27,"md","live oak",0.383,1.03,34.477,93.777937319,"done"
"427",2089,19,2022-05-09,"md","live oak",0.5982,1.5204,35.614,70.52570019,"done"
"428",2089,19,2022-05-09,"md","live oak",0.5982,1.5204,31.001,70.52570019,"done"
"429",2089,21,2022-05-23,"md","live oak",1.413,2.313,83.108,87.986938248,"done"
"430",2089,29,2022-07-19,"md","live oak",0.819,1.2425,NA,NA,"scan needed"
"431",2089,37,2022-09-15,"md","live oak",0.3403,0.505,14.577,15.432757362,"done"
"432",2089,11,2022-03-15,"pd","live oak",NA,NA,114.918,129.439842906,"done"
"433",2089,11,2022-03-15,"pd","live oak",0.131,0.214,114.918,129.439842906,"done"
"434",2089,14,2022-04-04,"pd","live oak",1.8996,3.1378,87.842,98.942330014,"done"
"435",2089,17,2022-04-27,"pd","live oak",1.91,3.648,114.277,128.717841659,"done"
"436",2089,21,2022-05-23,"pd","live oak",0.3225,0.53,NA,NA,"scan needed"
"437",2089,37,2022-09-12,"pd","live oak",1.0431,1.7385,65.576,69.425704656,"done"
"438",2089,38,2022-09-16,"pd","live oak",1.2336,1.9412,NA,NA,"scan needed"
"439",2090,15,2022-04-11,"md","blue oak",0.8925,1.744,59.699,69.662703401,"done"
"440",2090,17,2022-04-27,"md","blue oak",0.792,1.638,54.015,63.030049485,"done"
"441",2090,19,2022-05-09,"md","blue oak",0.4201,0.8165,29.188,31.1837295,"done"
"442",2090,21,2022-05-23,"md","blue oak",0.464,0.836,29.846,31.88672025,"done"
"443",2090,29,2022-07-19,"md","blue oak",0.385,0.6306,NA,NA,"scan needed"
"444",2090,37,2022-09-15,"md","blue oak",0.7997,1.338,46.08,49.23072,"done"
"445",2090,14,2022-04-04,"pd","blue oak",1.5882,3.8915,105.46,123.06116854,"done"
"446",2090,17,2022-04-27,"pd","blue oak",1.353,2.886,104.666,122.134650734,"done"
"447",2090,21,2022-05-23,"pd","blue oak",0.7335,1.42,NA,NA,"scan needed"
"448",2090,29,2022-07-19,"pd","blue oak",0.669,0.9707,NA,NA,"scan needed"
"449",2090,38,2022-09-16,"pd","blue oak",0.6223,1.072,NA,NA,"scan needed"
"450",2091,10,2022-03-08,"md","live oak",NA,NA,NA,NA,"scan needed"
"451",2091,15,2022-04-11,"md","live oak",1.2648,2.073,60.194,67.800535198,"done"
"452",2091,17,2022-04-27,"md","live oak",0.729,1.812,48.104,101.516078609,"done"
"453",2091,17,2022-04-27,"md","live oak",0.729,1.812,42.023,101.516078609,"done"
"454",2091,19,2022-05-09,"md","live oak",0.7436,1.3901,25.695,95.52704238,"done"
"455",2091,19,2022-05-09,"md","live oak",0.7436,1.3901,25.965,95.52704238,"done"
"456",2091,19,2022-05-09,"md","live oak",0.7436,1.3901,38.57,95.52704238,"done"
"457",2091,21,2022-05-23,"md","live oak",1.412,2.315,66.541,70.447355946,"done"
"458",2091,29,2022-07-19,"md","live oak",0.755,1.146,NA,NA,"scan needed"
"459",2091,37,2022-09-15,"md","live oak",0.2871,0.448,5.853,6.196606218,"done"
"460",2091,11,2022-03-15,"pd","live oak",NA,NA,68.857,77.558252519,"done"
"461",2091,11,2022-03-15,"pd","live oak",0.759,1.2569,68.857,77.558252519,"done"
"462",2091,14,2022-04-04,"pd","live oak",1.661,2.7202,76,85.603892,"done"
"463",2091,17,2022-04-27,"pd","live oak",2.806,5.848,150.355,169.354910285,"done"
"464",2091,21,2022-05-23,"pd","live oak",0.3351,0.62,NA,NA,"scan needed"
"465",2091,29,2022-07-19,"pd","live oak",0.803,1.3034,NA,NA,"scan needed"
"466",2091,37,2022-09-12,"pd","live oak",1.5416,2.6595,71.605,75.80864313,"done"
"467",2091,38,2022-09-16,"pd","live oak",1.0497,1.7381,NA,NA,"scan needed"
"468",2092,10,2022-03-08,"md","live oak",NA,NA,NA,NA,"scan needed"
"469",2092,15,2022-04-11,"md","live oak",0.986,1.619,43.334,48.809987578,"done"
"470",2092,19,2022-05-09,"md","live oak",0.2304,0.4754,14.289,48.931273908,"done"
"471",2092,19,2022-05-09,"md","live oak",0.2304,0.4754,31.929,48.931273908,"done"
"472",2092,21,2022-05-23,"md","live oak",1.5,2.456,66.051,69.928590006,"done"
"473",2092,29,2022-07-19,"md","live oak",0.789,1.1993,NA,NA,"scan needed"
"474",2092,37,2022-09-15,"md","live oak",0.8186,1.282,32.728,34.649329968,"done"
"475",2092,11,2022-03-15,"pd","live oak",NA,NA,64.057,72.151690919,"done"
"476",2092,11,2022-03-15,"pd","live oak",0.824,1.3508,64.057,72.151690919,"done"
"477",2092,14,2022-04-04,"pd","live oak",1.9078,3.1573,89.166,100.433639922,"done"
"478",2092,17,2022-04-27,"pd","live oak",1.025,1.915,53.043,59.745884781,"done"
"479",2092,21,2022-05-23,"pd","live oak",0.6994,1.15,NA,NA,"scan needed"
"480",2092,29,2022-07-19,"pd","live oak",0.776,1.1818,NA,NA,"scan needed"
"481",2092,37,2022-09-12,"pd","live oak",1.134,1.8921,44.739,47.365447734,"done"
"482",2092,38,2022-09-16,"pd","live oak",1.6404,2.5857,NA,NA,"scan needed"
"483",2093,10,2022-03-08,"md","live oak",NA,NA,NA,NA,"scan needed"
"484",2093,15,2022-04-11,"md","live oak",0.6906,1.117,30.067,33.866476589,"done"
"485",2093,17,2022-04-27,"md","live oak",0.798,2.058,54.511,107.57931217,"done"
"486",2093,17,2022-04-27,"md","live oak",0.798,2.058,40.999,107.57931217,"done"
"487",2093,19,2022-05-09,"md","live oak",0.551,1.0429,32.377,81.825269328,"done"
"488",2093,19,2022-05-09,"md","live oak",0.551,1.0429,44.911,81.825269328,"done"
"489",2093,21,2022-05-23,"md","live oak",0.849,1.33,36.118,38.238343308,"done"
"490",2093,37,2022-09-15,"md","live oak",0.9361,1.483,27.063,28.651760478,"done"
"491",2093,11,2022-03-15,"pd","live oak",NA,NA,56.156,63.252265252,"done"
"492",2093,11,2022-03-15,"pd","live oak",0.472,0.7345,56.156,63.252265252,"done"
"493",2093,14,2022-04-04,"pd","live oak",1.8387,2.9691,78.76,88.71266492,"done"
"494",2093,17,2022-04-27,"pd","live oak",1.693,3.297,88.798,100.019136866,"done"
"495",2093,21,2022-05-23,"pd","live oak",0.8296,1.35,NA,NA,"scan needed"
"496",2093,29,2022-07-19,"pd","live oak",1.745,2.6688,NA,NA,"scan needed"
"497",2301,10,2022-03-08,"md","live oak",NA,NA,98.5,110.9471495,"done"
"498",2301,10,2022-03-08,"md","live oak",1.021,1.7593,98.5,110.9471495,"done"
"499",2301,13,2022-03-25,"md","live oak",0.781,1.356,41.288,46.505440696,"done"
"500",2301,14,2022-04-06,"md","live oak",NA,NA,7.919,38.053182728,"done"
"501",2301,14,2022-04-06,"md","live oak",NA,NA,6.164,38.053182728,"done"
"502",2301,14,2022-04-06,"md","live oak",NA,NA,10.35,38.053182728,"done"
"503",2301,14,2022-04-06,"md","live oak",NA,NA,9.351,38.053182728,"done"
"504",2301,15,2022-04-13,"md","live oak",NA,NA,53.164,59.882175188,"done"
"505",2301,15,2022-04-13,"md","live oak",1.5263,2.4479,53.164,59.882175188,"done"
"506",2301,17,2022-04-25,"md","live oak",1.0678,1.74,NA,NA,"scan needed"
"507",2301,18,2022-05-04,"md","live oak",1.867,3.076,NA,NA,"scan needed"
"508",2301,29,2022-07-19,"md","live oak",1.043,1.5767,NA,NA,"scan needed"
"509",2301,33,2022-08-18,"md","live oak",1.2035,1.8869,NA,NA,"scan needed"
"510",2301,38,2022-09-16,"md","live oak",0.918,1.4219,43.63,46.19134278,"done"
"511",2301,10,2022-03-08,"pd","live oak",1.511,2.6321,NA,NA,"scan needed"
"512",2301,10,2022-03-08,"pd","live oak",NA,NA,NA,NA,"scan needed"
"513",2301,13,2022-03-25,"pd","live oak",1.313,2.3,68.32,76.95339344,"done"
"514",2301,15,2022-04-11,"pd","live oak",NA,NA,56.841,64.023826647,"done"
"515",2301,15,2022-04-11,"pd","live oak",0.728,1.1619,56.841,64.023826647,"done"
"516",2301,19,2022-05-09,"pd","live oak",1.5567,2.84,85.69,90.72051714,"done"
"517",2301,21,2022-05-23,"pd","live oak",1.168,1.91,56.853,60.190612218,"done"
"518",2301,29,2022-07-19,"pd","live oak",0.954,1.4638,NA,NA,"scan needed"
"519",2301,33,2022-08-18,"pd","live oak",1.3877,2.2,76.798,81.306503388,"done"
"520",2301,37,2022-09-12,"pd","live oak",1.7414,2.9256,86.762,91.855449972,"done"
"521",2327,17,2022-04-25,"pd","blue oak",0.2829,0.55,NA,NA,"scan needed"
"522",2331,10,2022-03-08,"md","live oak",NA,NA,33.054,59.181574914,"done"
"523",2331,10,2022-03-08,"md","live oak",NA,NA,19.488,59.181574914,"done"
"524",2331,10,2022-03-08,"md","live oak",0.698,1.1844,33.054,59.181574914,"done"
"525",2331,10,2022-03-08,"md","live oak",0.698,1.1844,19.488,59.181574914,"done"
"526",2331,13,2022-03-25,"md","live oak",0.647,1.086,30.13,33.93743771,"done"
"527",2331,14,2022-04-06,"md","live oak",NA,NA,4.606,15.44249157,"done"
"528",2331,14,2022-04-06,"md","live oak",NA,NA,4.799,15.44249157,"done"
"529",2331,14,2022-04-06,"md","live oak",NA,NA,4.305,15.44249157,"done"
"530",2331,15,2022-04-13,"md","live oak",NA,NA,53.052,59.756022084,"done"
"531",2331,15,2022-04-13,"md","live oak",0.6203,0.9695,53.052,59.756022084,"done"
"532",2331,17,2022-04-25,"md","live oak",0.808,1.3,NA,NA,"scan needed"
"533",2331,18,2022-05-04,"md","live oak",1.3816,2.149,NA,NA,"scan needed"
"534",2331,19,2022-05-09,"md","live oak",1.0888,1.7699,55.959,59.244129054,"done"
"535",2331,29,2022-07-19,"md","live oak",0.643,0.9587,NA,NA,"scan needed"
"536",2331,33,2022-08-18,"md","live oak",0.7984,1.2289,30.887,32.700252222,"done"
"537",2331,38,2022-09-16,"md","live oak",0.5593,0.8614,25.887,27.406722222,"done"
"538",2331,10,2022-03-08,"pd","live oak",NA,NA,NA,NA,"scan needed"
"539",2331,10,2022-03-08,"pd","live oak",0.944,1.5817,NA,NA,"scan needed"
"540",2331,13,2022-03-25,"pd","live oak",1.223,2.027,49.36,55.59747512,"done"
"541",2331,15,2022-04-11,"pd","live oak",NA,NA,47.453,53.449493251,"done"
"542",2331,15,2022-04-11,"pd","live oak",0.703,1.7243,47.453,53.449493251,"done"
"543",2331,19,2022-05-09,"pd","live oak",1.438,2.45,67.977,71.967657762,"done"
"544",2331,21,2022-05-23,"pd","live oak",1.242,2,54.261,57.446446266,"done"
"545",2331,29,2022-07-19,"pd","live oak",0.709,1.0567,NA,NA,"scan needed"
"546",2331,37,2022-09-12,"pd","live oak",2.54,3.9944,105.346,111.530442276,"done"
"547",2343,13,2022-03-25,"md","blue oak",0.363,0.964,25.838,30.150336362,"done"
"548",2343,14,2022-04-06,"md","blue oak",NA,NA,5.785,12.966581688,"done"
"549",2343,14,2022-04-06,"md","blue oak",NA,NA,5.327,12.966581688,"done"
"550",2343,15,2022-04-13,"md","blue oak",NA,NA,80.996,94.514151404,"done"
"551",2343,15,2022-04-13,"md","blue oak",1.1378,1.6339,80.996,94.514151404,"done"
"552",2343,17,2022-04-25,"md","blue oak",0.6715,1.25,NA,NA,"scan needed"
"553",2343,18,2022-05-04,"md","blue oak",1.2911,2.26,NA,NA,"scan needed"
"554",2343,19,2022-05-09,"md","blue oak",1.2233,2.2237,80.182,85.66444425,"done"
"555",2343,21,2022-05-23,"md","blue oak",0.819,1.3788,NA,NA,"scan needed"
"556",2343,29,2022-07-19,"md","blue oak",1.263,2.086,NA,NA,"scan needed"
"557",2343,33,2022-08-18,"md","blue oak",1.4504,2.4239,88.686,94.74990525,"done"
"558",2343,38,2022-09-16,"md","blue oak",0.8092,1.3154,51.204,54.7050735,"done"
"559",2343,10,2022-03-08,"pd","blue oak",0.047,0.1444,2.829,3.301157271,"done"
"560",2343,13,2022-03-25,"pd","blue oak",0.4,1.254,36.699,85.648052802,"done"
"561",2343,15,2022-04-11,"pd","blue oak",0.712,1.3455,82.507,96.277335793,"done"
"562",2343,15,2022-04-11,"pd","blue oak",NA,NA,82.507,96.277335793,"done"
"563",2343,17,2022-04-25,"pd","blue oak",1.052,2.04,NA,NA,"scan needed"
"564",2343,19,2022-05-09,"pd","blue oak",1.9289,3.81,141.375,151.041515625,"done"
"565",2343,21,2022-05-23,"pd","blue oak",0.739,1.66,52.936,56.555499,"done"
"566",2343,29,2022-07-19,"pd","blue oak",0.644,1.0724,NA,NA,"scan needed"
"567",2343,37,2022-09-12,"pd","blue oak",1.2874,2.2458,NA,0,"scan needed"
"568",2345,10,2022-03-08,"md","live oak",NA,NA,65.41,73.67566547,"done"
"569",2345,10,2022-03-08,"md","live oak",0.398,0.6981,65.41,73.67566547,"done"
"570",2345,14,2022-04-06,"md","live oak",NA,NA,8.004,9.015441468,"done"
"571",2345,15,2022-04-13,"md","live oak",NA,NA,45.227,50.942200309,"done"
"572",2345,15,2022-04-13,"md","live oak",0.4184,0.6893,45.227,50.942200309,"done"
"573",2345,17,2022-04-25,"md","live oak",0.9159,1.56,NA,NA,"scan needed"
"574",2345,18,2022-05-04,"md","live oak",1.4971,2.404,NA,NA,"scan needed"
"575",2345,19,2022-05-09,"md","live oak",0.1064,0.1924,28.12,36.327378978,"done"
"576",2345,19,2022-05-09,"md","live oak",0.1064,0.1924,6.193,36.327378978,"done"
"577",2345,21,2022-05-23,"md","live oak",2.29,3.6276,NA,NA,"scan needed"
"578",2345,29,2022-07-19,"md","live oak",0.683,1.0206,NA,NA,"scan needed"
"579",2345,33,2022-08-18,"md","live oak",0.734,1.1583,33.433,35.395717698,"done"
"580",2345,38,2022-09-16,"md","live oak",0.8635,1.3318,37.11,39.28857966,"done"
"581",2345,13,2022-03-25,"pd","live oak",0.393,0.694,20.528,23.122061776,"done"
"582",2345,15,2022-04-11,"pd","live oak",NA,NA,58.432,65.815876544,"done"
"583",2345,15,2022-04-11,"pd","live oak",0.844,1.3766,58.432,65.815876544,"done"
"584",2345,17,2022-04-25,"pd","live oak",1.3892,2.3,NA,NA,"scan needed"
"585",2345,19,2022-05-09,"pd","live oak",0.5295,0.93,29.64,31.38004584,"done"
"586",2345,21,2022-05-23,"pd","live oak",0.876,1.47,45.077,47.723290362,"done"
"587",2345,29,2022-07-19,"pd","live oak",0.427,0.6687,NA,NA,"scan needed"
"588",2345,33,2022-08-18,"pd","live oak",0.823,1.31,56.978,60.322950468,"done"
"589",2345,37,2022-09-12,"pd","live oak",1.9504,3.3317,92.921,98.376020226,"done"
"590",2346,10,2022-03-08,"md","blue oak",NA,NA,35.857,41.841497443,"done"
"591",2346,10,2022-03-08,"md","blue oak",0.395,0.7244,35.857,41.841497443,"done"
"592",2346,11,2022-03-15,"md","blue oak",NA,NA,22.216,25.923828184,"done"
"593",2346,11,2022-03-15,"md","blue oak",0.091,0.1539,22.216,25.923828184,"done"
"594",2346,13,2022-03-25,"md","blue oak",0.076,0.166,5.041,5.882337859,"done"
"595",2346,14,2022-04-06,"md","blue oak",NA,NA,3.295,10.576772536,"done"
"596",2346,14,2022-04-06,"md","blue oak",NA,NA,3.18,10.576772536,"done"
"597",2346,14,2022-04-06,"md","blue oak",NA,NA,2.589,10.576772536,"done"
"598",2346,15,2022-04-13,"md","blue oak",0.5555,0.9752,43.939,51.272375161,"done"
"599",2346,15,2022-04-13,"md","blue oak",NA,NA,43.939,51.272375161,"done"
"600",2346,17,2022-04-25,"md","blue oak",0.4243,0.78,NA,NA,"scan needed"
"601",2346,18,2022-05-04,"md","blue oak",0.7422,1.286,NA,NA,"scan needed"
"602",2346,19,2022-05-09,"md","blue oak",1.0674,1.9133,76.92,82.179405,"done"
"603",2346,21,2022-05-23,"md","blue oak",0.366,0.613,NA,NA,"scan needed"
"604",2346,29,2022-07-19,"md","blue oak",0.153,0.2318,NA,NA,"scan needed"
"605",2346,33,2022-08-18,"md","blue oak",0.5475,0.8502,31.968,34.153812,"done"
"606",2346,38,2022-09-16,"md","blue oak",0.3811,0.5851,22.822,24.38245425,"done"
"607",2346,11,2022-03-15,"pd","blue oak",NA,NA,20.97,24.46987203,"done"
"608",2346,11,2022-03-15,"pd","blue oak",0.156,0.2731,20.97,24.46987203,"done"
"609",2346,13,2022-03-25,"pd","blue oak",0.172,0.467,13.165,30.72445067,"done"
"610",2346,15,2022-04-11,"pd","blue oak",NA,NA,48.554,56.657614046,"done"
"611",2346,15,2022-04-11,"pd","blue oak",0.239,0.5043,48.554,56.657614046,"done"
"612",2346,17,2022-04-25,"pd","blue oak",0.721,1.33,NA,NA,"scan needed"
"613",2346,19,2022-05-09,"pd","blue oak",0.9732,1.88,72.818,77.79693075,"done"
"614",2346,21,2022-05-23,"pd","blue oak",0.687,1.25,44.131,47.148457125,"done"
"615",2346,29,2022-07-19,"pd","blue oak",0.164,0.2601,NA,NA,"scan needed"
"616",2346,37,2022-09-12,"pd","blue oak",0.8162,1.5746,53.84,57.52131,"done"
"617",2347,10,2022-03-08,"md","blue oak",NA,NA,51.989,60.665912111,"done"
"618",2347,10,2022-03-08,"md","blue oak",0.301,0.5719,51.989,60.665912111,"done"
"619",2347,11,2022-03-15,"md","blue oak",NA,NA,10.487,12.237269813,"done"
"620",2347,11,2022-03-15,"md","blue oak",0.176,0.4809,10.487,12.237269813,"done"
"621",2347,14,2022-04-06,"md","blue oak",NA,NA,3.113,8.404006598,"done"
"622",2347,14,2022-04-06,"md","blue oak",NA,NA,4.089,8.404006598,"done"
"623",2347,15,2022-04-13,"md","blue oak",0.4937,0.9688,47.114,54.977279486,"done"
"624",2347,15,2022-04-13,"md","blue oak",NA,NA,47.114,54.977279486,"done"
"625",2347,17,2022-04-25,"md","blue oak",0.6506,1.27,NA,NA,"scan needed"
"626",2347,18,2022-05-04,"md","blue oak",1.2428,2.226,NA,NA,"scan needed"
"627",2347,19,2022-05-09,"md","blue oak",0.8076,1.5129,54.1,57.7990875,"done"
"628",2347,21,2022-05-23,"md","blue oak",0.693,1.26,47.679,50.939051625,"done"
"629",2347,29,2022-07-19,"md","blue oak",0.465,0.7609,NA,NA,"scan needed"
"630",2347,33,2022-08-18,"md","blue oak",0.6624,1.1036,40.045,42.783076875,"done"
"631",2347,38,2022-09-16,"md","blue oak",0.4796,0.7782,31.292,33.4315905,"done"
"632",2347,15,2022-04-11,"pd","blue oak",NA,NA,53.481,62.406925419,"done"
"633",2347,15,2022-04-11,"pd","blue oak",0.497,0.9979,53.481,62.406925419,"done"
"634",2347,17,2022-04-25,"pd","blue oak",0.7479,1.49,NA,NA,"scan needed"
"635",2347,19,2022-05-09,"pd","blue oak",0.8398,1.67,59.836,63.9272865,"done"
"636",2347,21,2022-05-23,"pd","blue oak",0.459,0.88,31.047,33.169838625,"done"
"637",2347,29,2022-07-19,"pd","blue oak",0.818,1.3271,NA,NA,"scan needed"
"638",2347,33,2022-08-18,"pd","blue oak",0.4659,0.74,36.673,39.180516375,"done"
"639",2347,37,2022-09-12,"pd","blue oak",2.1282,3.7022,133.365,142.483831875,"done"
"640",2349,11,2022-03-15,"md","blue oak",0.186,0.3058,20.557,23.987942743,"done"
"641",2349,11,2022-03-15,"md","blue oak",NA,NA,20.557,23.987942743,"done"
"642",2349,11,2022-03-15,"pd","blue oak",NA,NA,4.431,5.170529469,"done"
"643",2352,10,2022-03-08,"md","live oak",NA,NA,55.439,62.444660113,"done"
"644",2352,10,2022-03-08,"md","live oak",0.152,0.241,55.439,62.444660113,"done"
"645",2352,15,2022-04-13,"md","live oak",NA,NA,33.564,37.805381988,"done"
"646",2352,15,2022-04-13,"md","live oak",0.2494,0.4554,33.564,37.805381988,"done"
"647",2352,17,2022-04-25,"md","live oak",1.2816,1.98,NA,NA,"scan needed"
"648",2352,18,2022-05-04,"md","live oak",1.2166,1.847,NA,NA,"scan needed"
"649",2352,19,2022-05-09,"md","live oak",0.3643,0.5678,23.543,24.925115358,"done"
"650",2352,21,2022-05-23,"md","live oak",0.992,1.4457,NA,NA,"scan needed"
"651",2352,29,2022-07-19,"md","live oak",0.854,1.1974,NA,NA,"scan needed"
"652",2352,33,2022-08-18,"md","live oak",0.5866,0.8983,41.053,43.463057418,"done"
"653",2352,38,2022-09-16,"md","live oak",0.2894,0.4479,11.528,12.204762768,"done"
"654",2352,10,2022-03-08,"pd","live oak",NA,NA,74.241,83.622612447,"done"
"655",2352,10,2022-03-08,"pd","live oak",0.653,1.0667,74.241,83.622612447,"done"
"656",2352,13,2022-03-25,"pd","live oak",2.21,3.599,117.278,132.098069026,"done"
"657",2352,15,2022-04-11,"pd","live oak",NA,NA,41.898,47.192524566,"done"
"658",2352,15,2022-04-11,"pd","live oak",0.157,0.2469,41.898,47.192524566,"done"
"659",2352,17,2022-04-25,"pd","live oak",1.2922,2.02,NA,NA,"scan needed"
"660",2352,19,2022-05-09,"pd","live oak",0.9112,1.66,67.942,71.930603052,"done"
"661",2352,21,2022-05-23,"pd","live oak",0.629,0.97,41.944,44.406364464,"done"
"662",2352,29,2022-07-19,"pd","live oak",0.275,0.4285,NA,NA,"scan needed"
"663",2352,33,2022-08-18,"pd","live oak",0.472,0.71,37.787,40.005323622,"done"
"664",2352,37,2022-09-12,"pd","live oak",1.279,2.12,82.408,87.245844048,"done"
"665",2354,10,2022-03-08,"md","live oak",0.62,1.0383,71.207,80.205214969,"done"
"666",2354,10,2022-03-08,"md","live oak",NA,NA,71.207,80.205214969,"done"
"667",2354,13,2022-03-25,"md","live oak",0.124,0.211,7.026,7.913854542,"done"
