"","site","plot","tree","week","species","rep","plot_number.x","mean_pd","mpa_pd","date_pd","plot_number.y","mean_md","mpa_md","date_md"
"206","Chamise","Shedd","2031",19,"blue oak","2","Chamise (Shedd soil)",1.683,1.658,2022-05-09,"Chamise (Shedd soil)",2.786,2.851,2022-05-09
"207","Chamise","Shedd","2031",19,"blue oak","3",NA,NA,NA,NA,"Chamise (Shedd soil)",2.786,2.643,2022-05-09
"208","Chamise","Shedd","2031",19,"blue oak","4",NA,NA,NA,NA,"Chamise (Shedd soil)",2.786,2.501,2022-05-09
"209","Chamise","Shedd","2031",21,"blue oak","1",NA,NA,NA,NA,"Chamise (Shedd soil)",2.971,3.053,2022-05-23
"210","Chamise","Shedd","2031",21,"blue oak","2",NA,NA,NA,NA,"Chamise (Shedd soil)",2.971,2.889,2022-05-23
"211","Chamise","Shedd","2031",29,"blue oak","1","Chamise (Shedd soil)",3.296,3.6,2022-07-19,"Chamise (Shedd soil)",4.03333333333333,3.9,2022-07-19
"212","Chamise","Shedd","2031",29,"blue oak","2","Chamise (Shedd soil)",3.296,3.3,2022-07-19,"Chamise (Shedd soil)",4.03333333333333,4.2,2022-07-19
"213","Chamise","Shedd","2031",29,"blue oak","3","Chamise (Shedd soil)",3.296,2.8,2022-07-19,"Chamise (Shedd soil)",4.03333333333333,4,2022-07-19
"214","Chamise","Shedd","2031",29,"blue oak","4","Chamise (Shedd soil)",3.296,3.6,2022-07-19,NA,NA,NA,NA
"215","Chamise","Shedd","2031",29,"blue oak","5","Chamise (Shedd soil)",3.296,3.18,2022-07-19,NA,NA,NA,NA
"216","Cucu Mesa","High","2004",15,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",2.2,2.2,2022-04-13
"217","Cucu Mesa","High","2004",15,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",2.2,2.2,2022-04-13
"218","Cucu Mesa","High","2004",29,"blue oak","1","Cucu Mesa",2.138,2.52,2022-07-19,NA,NA,NA,NA
"219","Cucu Mesa","High","2004",29,"blue oak","2","Cucu Mesa",2.138,2.15,2022-07-19,NA,NA,NA,NA
"220","Cucu Mesa","High","2004",29,"blue oak","3","Cucu Mesa",2.138,2.08,2022-07-19,NA,NA,NA,NA
"221","Cucu Mesa","High","2004",29,"blue oak","4","Cucu Mesa",2.138,1.75,2022-07-19,NA,NA,NA,NA
"222","Cucu Mesa","High","2004",29,"blue oak","5","Cucu Mesa",2.138,2.19,2022-07-19,NA,NA,NA,NA
"223","Cucu Mesa","High","2005",15,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",1.61666666666667,1.666,2022-04-13
"224","Cucu Mesa","High","2005",15,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",1.61666666666667,1.561,2022-04-13
"225","Cucu Mesa","High","2005",15,"blue oak","3",NA,NA,NA,NA,"Cucu Mesa",1.61666666666667,1.623,2022-04-13
"226","Cucu Mesa","High","2005",19,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",2.49,2.681,2022-05-09
"227","Cucu Mesa","High","2005",19,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",2.49,2.401,2022-05-09
"228","Cucu Mesa","High","2005",19,"blue oak","3",NA,NA,NA,NA,"Cucu Mesa",2.49,2.388,2022-05-09
"229","Cucu Mesa","High","2005",29,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",4.33333333333333,4.4,2022-07-19
"230","Cucu Mesa","High","2005",29,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",4.33333333333333,4.4,2022-07-19
"231","Cucu Mesa","High","2005",29,"blue oak","3",NA,NA,NA,NA,"Cucu Mesa",4.33333333333333,4.2,2022-07-19
"232","Cucu Mesa","High","2006",15,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",1.727,1.94,2022-04-13
"233","Cucu Mesa","High","2006",15,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",1.727,1.641,2022-04-13
"234","Cucu Mesa","High","2006",15,"blue oak","3",NA,NA,NA,NA,"Cucu Mesa",1.727,1.6,2022-04-13
"235","Cucu Mesa","High","2006",19,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",2.36066666666667,2.433,2022-05-09
"236","Cucu Mesa","High","2006",19,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",2.36066666666667,2.278,2022-05-09
"237","Cucu Mesa","High","2006",19,"blue oak","3",NA,NA,NA,NA,"Cucu Mesa",2.36066666666667,2.371,2022-05-09
"238","Cucu Mesa","High","2006",29,"blue oak","1","Cucu Mesa",2.775,2.75,2022-07-19,"Cucu Mesa",4.46666666666667,4.3,2022-07-19
"239","Cucu Mesa","High","2006",29,"blue oak","2","Cucu Mesa",2.775,2.58,2022-07-19,"Cucu Mesa",4.46666666666667,4.7,2022-07-19
"240","Cucu Mesa","High","2006",29,"blue oak","3","Cucu Mesa",2.775,3.17,2022-07-19,"Cucu Mesa",4.46666666666667,4.4,2022-07-19
"241","Cucu Mesa","High","2006",29,"blue oak","4","Cucu Mesa",2.775,2.6,2022-07-19,NA,NA,NA,NA
"242","Cucu Mesa","High","2007",15,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",1.70666666666667,1.8,2022-04-13
"243","Cucu Mesa","High","2007",15,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",1.70666666666667,1.72,2022-04-13
"244","Cucu Mesa","High","2007",15,"blue oak","3",NA,NA,NA,NA,"Cucu Mesa",1.70666666666667,1.6,2022-04-13
"245","Cucu Mesa","High","2007",19,"blue oak","1",NA,NA,NA,NA,"Cucu Mesa",2.23766666666667,2.266,2022-05-09
"246","Cucu Mesa","High","2007",19,"blue oak","2",NA,NA,NA,NA,"Cucu Mesa",2.23766666666667,2.168,2022-05-09
"247","Cucu Mesa","High","2007",19,"blue oak","3",NA,NA,NA,NA,"Cucu Mesa",2.23766666666667,2.279,2022-05-09
"248","Cucu Mesa","High","2007",29,"blue oak","1","Cucu Mesa",2.32333333333333,2.22,2022-07-19,"Cucu Mesa",4.23333333333333,4,2022-07-19
"249","Cucu Mesa","High","2007",29,"blue oak","2","Cucu Mesa",2.32333333333333,2.35,2022-07-19,"Cucu Mesa",4.23333333333333,4.5,2022-07-19
"250","Cucu Mesa","High","2007",29,"blue oak","3","Cucu Mesa",2.32333333333333,2.4,2022-07-19,"Cucu Mesa",4.23333333333333,4.2,2022-07-19
"251","Cucu Mesa","High","Cucu-ARCA",15,"ARCA","1",NA,NA,NA,NA,"Cucu Mesa",2.98433333333333,2.721,2022-04-13
"252","Cucu Mesa","High","Cucu-ARCA",15,"ARCA","2",NA,NA,NA,NA,"Cucu Mesa",2.98433333333333,3.148,2022-04-13
"253","Cucu Mesa","High","Cucu-ARCA",15,"ARCA","3",NA,NA,NA,NA,"Cucu Mesa",2.98433333333333,2.901,2022-04-13
"254","Cucu Mesa","High","Cucu-ARCA",15,"ARCA","4",NA,NA,NA,NA,"Cucu Mesa",2.98433333333333,3.05,2022-04-13
"255","Cucu Mesa","High","Cucu-ARCA",15,"ARCA","5",NA,NA,NA,NA,"Cucu Mesa",2.98433333333333,3.017,2022-04-13
"256","Cucu Mesa","High","Cucu-ARCA",15,"ARCA","6",NA,NA,NA,NA,"Cucu Mesa",2.98433333333333,3.069,2022-04-13
"257","Cucu Mesa","High","Cucu-ARCA",19,"ARCA","1",NA,NA,NA,NA,"Cucu Mesa",4.54033333333333,4.112,2022-05-09
"258","Cucu Mesa","High","Cucu-ARCA",19,"ARCA","2",NA,NA,NA,NA,"Cucu Mesa",4.54033333333333,4.888,2022-05-09
"259","Cucu Mesa","High","Cucu-ARCA",19,"ARCA","3",NA,NA,NA,NA,"Cucu Mesa",4.54033333333333,4.818,2022-05-09
"260","Cucu Mesa","High","Cucu-ARCA",19,"ARCA","4",NA,NA,NA,NA,"Cucu Mesa",4.54033333333333,4.42,2022-05-09
"261","Cucu Mesa","High","Cucu-ARCA",19,"ARCA","5",NA,NA,NA,NA,"Cucu Mesa",4.54033333333333,4.832,2022-05-09
"262","Cucu Mesa","High","Cucu-ARCA",19,"ARCA","6",NA,NA,NA,NA,"Cucu Mesa",4.54033333333333,4.172,2022-05-09
"263","Cucu Mesa","High","Cucu-ARCA",29,"ARCA","1","Cucu Mesa",4.07,4.9,2022-07-19,NA,NA,NA,NA
"264","Cucu Mesa","High","Cucu-ARCA",29,"ARCA","2","Cucu Mesa",4.07,5.15,2022-07-19,NA,NA,NA,NA
"265","Cucu Mesa","High","Cucu-ARCA",29,"ARCA","3","Cucu Mesa",4.07,4.1,2022-07-19,NA,NA,NA,NA
"266","Cucu Mesa","High","Cucu-ARCA",29,"ARCA","4","Cucu Mesa",4.07,3,2022-07-19,NA,NA,NA,NA
"267","Cucu Mesa","High","Cucu-ARCA",29,"ARCA","5","Cucu Mesa",4.07,3.2,2022-07-19,NA,NA,NA,NA
"268","Cucu Mesa","High","Cucu-LEU",15,"LEU","1",NA,NA,NA,NA,"Cucu Mesa",2.032,2.013,2022-04-13
"269","Cucu Mesa","High","Cucu-LEU",15,"LEU","2",NA,NA,NA,NA,"Cucu Mesa",2.032,1.801,2022-04-13
"270","Cucu Mesa","High","Cucu-LEU",15,"LEU","3",NA,NA,NA,NA,"Cucu Mesa",2.032,2.415,2022-04-13
"271","Cucu Mesa","High","Cucu-LEU",15,"LEU","4",NA,NA,NA,NA,"Cucu Mesa",2.032,2.221,2022-04-13
"272","Cucu Mesa","High","Cucu-LEU",15,"LEU","5",NA,NA,NA,NA,"Cucu Mesa",2.032,1.921,2022-04-13
"273","Cucu Mesa","High","Cucu-LEU",15,"LEU","6",NA,NA,NA,NA,"Cucu Mesa",2.032,1.821,2022-04-13
"274","Cucu Mesa","High","Cucu-LEU",19,"LEU","1",NA,NA,NA,NA,"Cucu Mesa",3.63333333333333,3.62,2022-05-09
"275","Cucu Mesa","High","Cucu-LEU",19,"LEU","2",NA,NA,NA,NA,"Cucu Mesa",3.63333333333333,3.63,2022-05-09
"276","Cucu Mesa","High","Cucu-LEU",19,"LEU","3",NA,NA,NA,NA,"Cucu Mesa",3.63333333333333,3.65,2022-05-09
"277","Cucu Mesa","High","Cucu-LEU",29,"LEU","1","Cucu Mesa",6.06666666666667,6,2022-07-19,NA,NA,NA,NA
"278","Cucu Mesa","High","Cucu-LEU",29,"LEU","2","Cucu Mesa",6.06666666666667,5.9,2022-07-19,NA,NA,NA,NA
"279","Cucu Mesa","High","Cucu-LEU",29,"LEU","3","Cucu Mesa",6.06666666666667,6.3,2022-07-19,NA,NA,NA,NA
"280","Cucu Mesa","Low","1478",15,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",1.6904,1.8,2022-04-13
"281","Cucu Mesa","Low","1478",15,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",1.6904,1.951,2022-04-13
"282","Cucu Mesa","Low","1478",15,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",1.6904,1.295,2022-04-13
"283","Cucu Mesa","Low","1478",15,"blue oak","4",NA,NA,NA,NA,"Lower Cucu",1.6904,1.584,2022-04-13
"284","Cucu Mesa","Low","1478",15,"blue oak","5",NA,NA,NA,NA,"Lower Cucu",1.6904,1.822,2022-04-13
"285","Cucu Mesa","Low","1478",19,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",2.535,2.564,2022-05-09
"286","Cucu Mesa","Low","1478",19,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",2.535,2.506,2022-05-09
"287","Cucu Mesa","Low","1478",29,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",4.13333333333333,4.3,2022-07-19
"288","Cucu Mesa","Low","1478",29,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",4.13333333333333,4.1,2022-07-19
"289","Cucu Mesa","Low","1478",29,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",4.13333333333333,4,2022-07-19
"290","Cucu Mesa","Low","2012",15,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",1.44133333333333,1.381,2022-04-13
"291","Cucu Mesa","Low","2012",15,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",1.44133333333333,1.461,2022-04-13
"292","Cucu Mesa","Low","2012",15,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",1.44133333333333,1.482,2022-04-13
"293","Cucu Mesa","Low","2012",19,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",2.45666666666667,2.549,2022-05-09
"294","Cucu Mesa","Low","2012",19,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",2.45666666666667,2.352,2022-05-09
"295","Cucu Mesa","Low","2012",19,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",2.45666666666667,2.469,2022-05-09
"296","Cucu Mesa","Low","2012",29,"blue oak","1","Lower Cucu",2.63,2.68,2022-07-19,"Lower Cucu",3.68333333333333,3.8,2022-07-19
"297","Cucu Mesa","Low","2012",29,"blue oak","2","Lower Cucu",2.63,2.65,2022-07-19,"Lower Cucu",3.68333333333333,3.6,2022-07-19
"298","Cucu Mesa","Low","2012",29,"blue oak","3","Lower Cucu",2.63,2.56,2022-07-19,"Lower Cucu",3.68333333333333,3.65,2022-07-19
"299","Cucu Mesa","Low","2013",15,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",1.1585,1.334,2022-04-13
"300","Cucu Mesa","Low","2013",15,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",1.1585,0.848,2022-04-13
"301","Cucu Mesa","Low","2013",15,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",1.1585,1.231,2022-04-13
"302","Cucu Mesa","Low","2013",15,"blue oak","4",NA,NA,NA,NA,"Lower Cucu",1.1585,1.221,2022-04-13
"303","Cucu Mesa","Low","2013",19,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",2.11233333333333,2.224,2022-05-09
"304","Cucu Mesa","Low","2013",19,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",2.11233333333333,2.348,2022-05-09
"305","Cucu Mesa","Low","2013",19,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",2.11233333333333,1.765,2022-05-09
"306","Cucu Mesa","Low","2013",29,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",3.96666666666667,3.7,2022-07-19
"307","Cucu Mesa","Low","2013",29,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",3.96666666666667,4,2022-07-19
"308","Cucu Mesa","Low","2013",29,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",3.96666666666667,4.2,2022-07-19
"309","Cucu Mesa","Low","2015",15,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",1.795,1.82,2022-04-13
"310","Cucu Mesa","Low","2015",15,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",1.795,1.4,2022-04-13
"311","Cucu Mesa","Low","2015",15,"blue oak","3",NA,NA,NA,NA,"Lower Cucu",1.795,2.04,2022-04-13
"312","Cucu Mesa","Low","2015",15,"blue oak","4",NA,NA,NA,NA,"Lower Cucu",1.795,1.92,2022-04-13
"313","Cucu Mesa","Low","2015",19,"blue oak","1",NA,NA,NA,NA,"Lower Cucu",2.5325,2.514,2022-05-09
"314","Cucu Mesa","Low","2015",19,"blue oak","2",NA,NA,NA,NA,"Lower Cucu",2.5325,2.551,2022-05-09
"315","Cucu Mesa","Low","2015",29,"blue oak","1","Lower Cucu",3.75,4.5,2022-07-19,"Lower Cucu",4.7,4.6,2022-07-19
"316","Cucu Mesa","Low","2015",29,"blue oak","2","Lower Cucu",3.75,3.6,2022-07-19,"Lower Cucu",4.7,4.9,2022-07-19
"317","Cucu Mesa","Low","2015",29,"blue oak","3","Lower Cucu",3.75,3.4,2022-07-19,"Lower Cucu",4.7,4.6,2022-07-19
"318","Cucu Mesa","Low","2015",29,"blue oak","4","Lower Cucu",3.75,3.5,2022-07-19,NA,NA,NA,NA
"319","LL","Hobbiton","2009",12,"blue oak","1","TS",1.26666666666667,1.25,2022-03-25,"TS",2.0625,2.15,2022-03-25
"320","LL","Hobbiton","2009",12,"blue oak","2","TS",1.26666666666667,1.1,2022-03-25,"TS",2.0625,1.95,2022-03-25
"321","LL","Hobbiton","2009",12,"blue oak","3","TS",1.26666666666667,1.45,2022-03-25,"TS",2.0625,1.9,2022-03-25
"322","LL","Hobbiton","2009",12,"blue oak","4",NA,NA,NA,NA,"TS",2.0625,2.25,2022-03-25
"323","LL","Hobbiton","2009",13,"blue oak","1",NA,1.12333333333333,1.18,2022-03-30,NA,NA,NA,NA
"324","LL","Hobbiton","2009",13,"blue oak","2",NA,1.12333333333333,1.12,2022-03-30,NA,NA,NA,NA
"325","LL","Hobbiton","2009",13,"blue oak","3",NA,1.12333333333333,1.07,2022-03-30,NA,NA,NA,NA
"326","LL","Hobbiton","2009",15,"blue oak","1","TS",1.32666666666667,1.279,2022-04-11,"TS",2.088,1.888,2022-04-13
"327","LL","Hobbiton","2009",15,"blue oak","2","TS",1.32666666666667,1.301,2022-04-11,"TS",2.088,2.091,2022-04-13
"328","LL","Hobbiton","2009",15,"blue oak","3","TS",1.32666666666667,1.4,2022-04-11,"TS",2.088,2.285,2022-04-13
"329","LL","Hobbiton","2009",17,"blue oak","1","TS",1.276,1.314,2022-04-25,"TS",3.03333333333333,3.134,2022-04-25
"330","LL","Hobbiton","2009",17,"blue oak","2","TS",1.276,1.258,2022-04-25,"TS",3.03333333333333,2.924,2022-04-25
"331","LL","Hobbiton","2009",17,"blue oak","3","TS",1.276,1.256,2022-04-25,"TS",3.03333333333333,3.042,2022-04-25
"332","LL","Hobbiton","2009",18,"blue oak","1",NA,NA,NA,NA,"TS",2.9542,2.785,2022-05-04
"333","LL","Hobbiton","2009",18,"blue oak","2",NA,NA,NA,NA,"TS",2.9542,2.86,2022-05-04
"334","LL","Hobbiton","2009",18,"blue oak","3",NA,NA,NA,NA,"TS",2.9542,3.134,2022-05-04
"335","LL","Hobbiton","2009",18,"blue oak","4",NA,NA,NA,NA,"TS",2.9542,3.071,2022-05-04
"336","LL","Hobbiton","2009",18,"blue oak","5",NA,NA,NA,NA,"TS",2.9542,2.921,2022-05-04
"337","LL","Hobbiton","2009",19,"blue oak","1","TS",1.66266666666667,1.523,2022-05-09,"TS",2.83966666666667,2.985,2022-05-09
"338","LL","Hobbiton","2009",19,"blue oak","2","TS",1.66266666666667,1.674,2022-05-09,"TS",2.83966666666667,2.849,2022-05-09
"339","LL","Hobbiton","2009",19,"blue oak","3","TS",1.66266666666667,1.791,2022-05-09,"TS",2.83966666666667,2.685,2022-05-09
"340","LL","Hobbiton","2009",21,"blue oak","1","TS",1.789,1.783,2022-05-23,"TS",3.276,3.281,2022-05-23
"341","LL","Hobbiton","2009",21,"blue oak","2","TS",1.789,1.682,2022-05-23,"TS",3.276,3.271,2022-05-23
"342","LL","Hobbiton","2009",21,"blue oak","3","TS",1.789,1.902,2022-05-23,NA,NA,NA,NA
"343","LL","Hobbiton","2009",29,"blue oak","1",NA,NA,NA,NA,"TS",3.93333333333333,3.9,2022-07-19
"344","LL","Hobbiton","2009",29,"blue oak","2",NA,NA,NA,NA,"TS",3.93333333333333,3.9,2022-07-19
"345","LL","Hobbiton","2009",29,"blue oak","3",NA,NA,NA,NA,"TS",3.93333333333333,4,2022-07-19
"346","LL","Hobbiton","2301",9,"live oak","1","AT004",0.975,1.12,2022-02-28,"AT004",1.806,1.7,2022-02-28
"347","LL","Hobbiton","2301",9,"live oak","2","AT004",0.975,0.74,2022-02-28,"AT004",1.806,1.42,2022-02-28
"348","LL","Hobbiton","2301",9,"live oak","3","AT004",0.975,1.23,2022-02-28,"AT004",1.806,1.7,2022-02-28
"349","LL","Hobbiton","2301",9,"live oak","4","AT004",0.975,0.81,2022-02-28,"AT004",1.806,2.25,2022-02-28
"350","LL","Hobbiton","2301",9,"live oak","5",NA,NA,NA,NA,"AT004",1.806,1.96,2022-02-28
"351","LL","Hobbiton","2301",12,"live oak","1","AT004",0.875,0.95,2022-03-25,"AT004",2.97,2.6,2022-03-25
"352","LL","Hobbiton","2301",12,"live oak","2","AT004",0.875,0.775,2022-03-25,"AT004",2.97,2.95,2022-03-25
"353","LL","Hobbiton","2301",12,"live oak","3","AT004",0.875,0.9,2022-03-25,"AT004",2.97,3.7,2022-03-25
"354","LL","Hobbiton","2301",12,"live oak","4",NA,NA,NA,NA,"AT004",2.97,3.2,2022-03-25
"355","LL","Hobbiton","2301",12,"live oak","5",NA,NA,NA,NA,"AT004",2.97,2.4,2022-03-25
"356","LL","Hobbiton","2301",13,"live oak","1","AT004",0.48,0.35,2022-03-30,NA,NA,NA,NA
"357","LL","Hobbiton","2301",13,"live oak","2","AT004",0.48,0.45,2022-03-30,NA,NA,NA,NA
"358","LL","Hobbiton","2301",13,"live oak","3","AT004",0.48,0.5,2022-03-30,NA,NA,NA,NA
"359","LL","Hobbiton","2301",13,"live oak","4","AT004",0.48,0.55,2022-03-30,NA,NA,NA,NA
"360","LL","Hobbiton","2301",13,"live oak","5","AT004",0.48,0.55,2022-03-30,NA,NA,NA,NA
"361","LL","Hobbiton","2301",15,"live oak","1","AT004",1.37466666666667,1.36,2022-04-11,"AT004",1.62425,1.687,2022-04-13
"362","LL","Hobbiton","2301",15,"live oak","2","AT004",1.37466666666667,1.38,2022-04-11,"AT004",1.62425,1.354,2022-04-13
"363","LL","Hobbiton","2301",15,"live oak","3","AT004",1.37466666666667,1.384,2022-04-11,"AT004",1.62425,1.695,2022-04-13
"364","LL","Hobbiton","2301",15,"live oak","4",NA,NA,NA,NA,"AT004",1.62425,1.761,2022-04-13
"365","LL","Hobbiton","2301",17,"live oak","1",NA,NA,NA,NA,"AT004",3.4964,3.801,2022-04-25
"366","LL","Hobbiton","2301",17,"live oak","2",NA,NA,NA,NA,"AT004",3.4964,2.998,2022-04-25
"367","LL","Hobbiton","2301",17,"live oak","3",NA,NA,NA,NA,"AT004",3.4964,3.486,2022-04-25
"368","LL","Hobbiton","2301",17,"live oak","4",NA,NA,NA,NA,"AT004",3.4964,3.701,2022-04-25
"369","LL","Hobbiton","2301",17,"live oak","5",NA,NA,NA,NA,"AT004",3.4964,3.496,2022-04-25
"370","LL","Hobbiton","2301",18,"live oak","1",NA,NA,NA,NA,"AT004",3.19333333333333,3.21,2022-05-04
"371","LL","Hobbiton","2301",18,"live oak","2",NA,NA,NA,NA,"AT004",3.19333333333333,3.2,2022-05-04
"372","LL","Hobbiton","2301",18,"live oak","3",NA,NA,NA,NA,"AT004",3.19333333333333,3.17,2022-05-04
"373","LL","Hobbiton","2301",19,"live oak","1","AT004",1.87833333333333,1.973,2022-05-09,"AT004",3.13666666666667,3.301,2022-05-09
"374","LL","Hobbiton","2301",19,"live oak","2","AT004",1.87833333333333,1.781,2022-05-09,"AT004",3.13666666666667,3.104,2022-05-09
"375","LL","Hobbiton","2301",19,"live oak","3","AT004",1.87833333333333,1.881,2022-05-09,"AT004",3.13666666666667,3.005,2022-05-09
"376","LL","Hobbiton","2301",21,"live oak","1","AT004",1.5725,1.94,2022-05-23,NA,NA,NA,NA
"377","LL","Hobbiton","2301",21,"live oak","2","AT004",1.5725,1.39,2022-05-23,NA,NA,NA,NA
"378","LL","Hobbiton","2301",21,"live oak","3","AT004",1.5725,1.45,2022-05-23,NA,NA,NA,NA
"379","LL","Hobbiton","2301",21,"live oak","4","AT004",1.5725,1.51,2022-05-23,NA,NA,NA,NA
"380","LL","Hobbiton","2301",29,"live oak","1","AT004",2.11333333333333,2.1,2022-07-19,"AT004",4.38333333333333,4.25,2022-07-19
"381","LL","Hobbiton","2301",29,"live oak","2","AT004",2.11333333333333,2.15,2022-07-19,"AT004",4.38333333333333,4.4,2022-07-19
"382","LL","Hobbiton","2301",29,"live oak","3","AT004",2.11333333333333,2.09,2022-07-19,"AT004",4.38333333333333,4.5,2022-07-19
"383","LL","Hobbiton","2309",9,"blue oak","1","AT004",1.548,1.05,2022-02-28,NA,NA,NA,NA
"384","LL","Hobbiton","2309",9,"blue oak","2","AT004",1.548,1.21,2022-02-28,NA,NA,NA,NA
"385","LL","Hobbiton","2309",9,"blue oak","3","AT004",1.548,1.46,2022-02-28,NA,NA,NA,NA
"386","LL","Hobbiton","2309",9,"blue oak","4","AT004",1.548,1.92,2022-02-28,NA,NA,NA,NA
"387","LL","Hobbiton","2309",9,"blue oak","5","AT004",1.548,2.1,2022-02-28,NA,NA,NA,NA
"388","LL","Hobbiton","2343",9,"blue oak","1","AT002",1.13333333333333,1.2,2022-02-28,NA,NA,NA,NA
"389","LL","Hobbiton","2343",9,"blue oak","2","AT002",1.13333333333333,1.1,2022-02-28,NA,NA,NA,NA
"390","LL","Hobbiton","2343",9,"blue oak","3","AT002",1.13333333333333,1.1,2022-02-28,NA,NA,NA,NA
"391","LL","Hobbiton","2343",12,"blue oak","1","AT002",1.25,1.2,2022-03-25,"AT002",2.12675,2.35,2022-03-25
"392","LL","Hobbiton","2343",12,"blue oak","2","AT002",1.25,1.15,2022-03-25,"AT002",2.12675,2.1,2022-03-25
"393","LL","Hobbiton","2343",12,"blue oak","3","AT002",1.25,1.45,2022-03-25,"AT002",2.12675,1.8,2022-03-25
"394","LL","Hobbiton","2343",12,"blue oak","4","AT002",1.25,1.2,2022-03-25,"AT002",2.12675,2.257,2022-03-25
"395","LL","Hobbiton","2343",13,"blue oak","1","AT002",0.906666666666667,0.8,2022-03-30,NA,NA,NA,NA
"396","LL","Hobbiton","2343",13,"blue oak","2","AT002",0.906666666666667,1.05,2022-03-30,NA,NA,NA,NA
"397","LL","Hobbiton","2343",13,"blue oak","3","AT002",0.906666666666667,0.87,2022-03-30,NA,NA,NA,NA
"398","LL","Hobbiton","2343",15,"blue oak","1","AT002",1.5,1.3,2022-04-11,"AT002",1.88633333333333,1.855,2022-04-13
"399","LL","Hobbiton","2343",15,"blue oak","2","AT002",1.5,1.6,2022-04-11,"AT002",1.88633333333333,1.791,2022-04-13
"400","LL","Hobbiton","2343",15,"blue oak","3","AT002",1.5,1.6,2022-04-11,"AT002",1.88633333333333,2.013,2022-04-13
"401","LL","Hobbiton","2343",17,"blue oak","1","AT002",1.15466666666667,1.228,2022-04-25,"AT002",2.51766666666667,2.783,2022-04-25
"402","LL","Hobbiton","2343",17,"blue oak","2","AT002",1.15466666666667,1.098,2022-04-25,"AT002",2.51766666666667,2.634,2022-04-25
"403","LL","Hobbiton","2343",17,"blue oak","3","AT002",1.15466666666667,1.138,2022-04-25,"AT002",2.51766666666667,2.136,2022-04-25
"404","LL","Hobbiton","2343",18,"blue oak","1","AT002",1.51633333333333,1.547,2022-05-04,"AT002",2.50066666666667,2.034,2022-05-04
"405","LL","Hobbiton","2343",18,"blue oak","2","AT002",1.51633333333333,1.448,2022-05-04,"AT002",2.50066666666667,2.484,2022-05-04
"406","LL","Hobbiton","2343",18,"blue oak","3","AT002",1.51633333333333,1.554,2022-05-04,"AT002",2.50066666666667,2.308,2022-05-04
"407","LL","Hobbiton","2343",18,"blue oak","4",NA,NA,NA,NA,"AT002",2.50066666666667,2.671,2022-05-04
"408","LL","Hobbiton","2343",18,"blue oak","5",NA,NA,NA,NA,"AT002",2.50066666666667,2.667,2022-05-04
"409","LL","Hobbiton","2343",18,"blue oak","6",NA,NA,NA,NA,"AT002",2.50066666666667,2.84,2022-05-04
"410","LL","Hobbiton","2343",19,"blue oak","1","AT002",1.48633333333333,1.448,2022-05-09,"AT002",2.27533333333333,2.034,2022-05-09
"411","LL","Hobbiton","2343",19,"blue oak","2","AT002",1.48633333333333,1.554,2022-05-09,"AT002",2.27533333333333,2.484,2022-05-09
"412","LL","Hobbiton","2343",19,"blue oak","3","AT002",1.48633333333333,1.457,2022-05-09,"AT002",2.27533333333333,2.308,2022-05-09
"413","LL","Hobbiton","2343",21,"blue oak","1","AT002",1.9245,1.888,2022-05-23,"AT002",3.71616666666667,3.778,2022-05-23
