"","tree","plot","site","species","week","time","mpa_mean","date_wp","lwc_mean_combined","mean_swc_per_dry_g_y0","mean_swc_g_y0","date_rwc","swc_dw_g_y0","swc_ww_g_y0","date_lfm","type","X.x","notes.x","lfm_wet_wt_y0_g","lfm_wet_per_dry_y0_g","lfm_dry_wt_y0_g","lfm_y0_percent","X.y","notes.y","lfm_wet_wt_y1_g","lfm_wet_per_dry_y1_g","lfm_dry_wt_y1_g","lfm_y1_percent","X","notes","lfm_wet_wt_both_g","lfm_wet_per_dry_both_g","lfm_dry_wt_both_g","lfm_both_percent","date_lfm_both","rwc_percent_y0"
"83",2009,"Hobbiton","LL","blue oak",15,"md",2.088,2022-04-13,0.884505461811121,1.02432530557909,0.8464,"2022-04-14",1.6727,1.6727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3500547134367
"84",2009,"Hobbiton","LL","blue oak",13,"pd",1.195,2022-03-30,1.32787517531557,NA,NA,NA,NA,NA,"2022-03-30","leaf",199,NA,3.9193,1.52939657954179,1.5495,152.939657954179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2009,"Hobbiton","LL","blue oak",14,"md",2.95,2022-04-06,1.03923839041632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2009,"Hobbiton","LL","blue oak",12,"pd",1.26666666666667,2022-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2009,"Hobbiton","LL","blue oak",17,"md",3.03333333333333,2022-04-25,0.84174624829468,NA,NA,NA,NA,NA,"2022-04-25","leaf",620,NA,3.4084,0.91171686578047,1.7829,91.171686578047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2009,"Hobbiton","LL","blue oak",15,"md",2.088,2022-04-13,0.884505461811121,1.33441009221138,1.07866666666667,"2022-04-12",0.602,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2843804145187
"89",2009,"Hobbiton","LL","blue oak",18,"md",2.9542,2022-05-04,0.686443433029909,0.885809132933563,0.5841,"2022-05-03",1.1472,1.1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.493379500005
"90",2009,"Hobbiton","LL","blue oak",18,"md",2.9542,2022-05-04,0.686443433029909,0.885809132933563,0.5841,"2022-05-03",0.975,0.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.493379500005
"91",2009,"Hobbiton","LL","blue oak",18,"md",2.9542,2022-05-04,0.686443433029909,0.885809132933563,0.5841,"2022-05-03",1.6147,1.6147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.493379500005
"92",2009,"Hobbiton","LL","blue oak",17,"pd",1.276,2022-04-25,0.885623229461756,NA,NA,NA,NA,NA,"2022-04-25","leaf",633,NA,6.2003,1.16770968080271,2.8603,116.770968080271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2009,"Hobbiton","LL","blue oak",19,"pd",1.66266666666667,2022-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2009,"Hobbiton","LL","blue oak",15,"md",2.088,2022-04-13,0.884505461811121,1.33441009221138,1.07866666666667,"2022-04-12",2.33,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2843804145187
"95",2009,"Hobbiton","LL","blue oak",15,"md",2.088,2022-04-13,0.884505461811121,1.33441009221138,1.07866666666667,"2022-04-12",2.749,2.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2843804145187
"96",2009,"Hobbiton","LL","blue oak",19,"md",2.83966666666667,2022-05-09,0.686443433029909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2009,"Hobbiton","LL","blue oak",21,"pd",1.789,2022-05-23,0.854419410745234,1.01652875095411,0.531933333333333,"2022-05-25",1.8566,1.8566,"2022-05-23","leaf",991,NA,0.9506,0.36189111747851,0.698,36.189111747851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.052655662054
"98",2009,"Hobbiton","LL","blue oak",12,"md",2.0625,2022-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2009,"Hobbiton","LL","blue oak",21,"pd",1.789,2022-05-23,0.854419410745234,1.01652875095411,0.531933333333333,"2022-05-25",0.7977,0.7977,"2022-05-23","leaf",991,NA,0.9506,0.36189111747851,0.698,36.189111747851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.052655662054
"100",2009,"Hobbiton","LL","blue oak",29,"md",3.93333333333333,2022-07-19,0.579160186625195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2009,"Hobbiton","LL","blue oak",33,"md",3.93333333333333,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2009,"Hobbiton","LL","blue oak",33,"pd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2009,"Hobbiton","LL","blue oak",15,"pd",1.32666666666667,2022-04-11,0.886140675847483,1.33441009221138,1.07866666666667,"2022-04-12",0.602,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4069225060321
"104",2009,"Hobbiton","LL","blue oak",15,"pd",1.32666666666667,2022-04-11,0.886140675847483,1.33441009221138,1.07866666666667,"2022-04-12",2.33,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4069225060321
"105",2009,"Hobbiton","LL","blue oak",21,"md",3.276,2022-05-23,0.705295566502463,1.01652875095411,0.531933333333333,"2022-05-25",1.8566,1.8566,"2022-05-23","leaf",1135,NA,2.0105,0.614859437751004,1.245,61.4859437751004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3827465126272
"106",2009,"Hobbiton","LL","blue oak",15,"pd",1.32666666666667,2022-04-11,0.886140675847483,1.02432530557909,0.8464,"2022-04-14",1.6727,1.6727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5096928701292
"107",2009,"Hobbiton","LL","blue oak",21,"md",3.276,2022-05-23,0.705295566502463,1.01652875095411,0.531933333333333,"2022-05-25",0.544,0.544,"2022-05-23","leaf",1135,NA,2.0105,0.614859437751004,1.245,61.4859437751004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3827465126272
"108",2009,"Hobbiton","LL","blue oak",21,"md",3.276,2022-05-23,0.705295566502463,1.01652875095411,0.531933333333333,"2022-05-25",0.7977,0.7977,"2022-05-23","leaf",1135,NA,2.0105,0.614859437751004,1.245,61.4859437751004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3827465126272
"109",2009,"Hobbiton","LL","blue oak",15,"pd",1.32666666666667,2022-04-11,0.886140675847483,1.33441009221138,1.07866666666667,"2022-04-12",2.749,2.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4069225060321
"110",2009,"Hobbiton","LL","blue oak",21,"pd",1.789,2022-05-23,0.854419410745234,1.01652875095411,0.531933333333333,"2022-05-25",0.544,0.544,"2022-05-23","leaf",991,NA,0.9506,0.36189111747851,0.698,36.189111747851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.052655662054
"111",2010,"Weathertop","LL","blue oak",13,"pd",1.06614285714286,2022-03-30,2.00555520700088,NA,NA,NA,NA,NA,"2022-03-30","leaf",216,NA,5.9183,1.42831938289841,2.4372,142.831938289841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2010,"Weathertop","LL","blue oak",12,"md",1.96,2022-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2010,"Weathertop","LL","blue oak",12,"pd",1.4875,2022-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2010,"Weathertop","LL","blue oak",18,"md",2.44725,2022-05-04,0.76735382884035,0.940619056755311,0.631533333333333,"2022-05-03",1.1733,1.1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.57966004722
"115",2010,"Weathertop","LL","blue oak",13,"pd",1.06614285714286,2022-03-25,2.00555520700088,NA,NA,NA,NA,NA,"2022-03-30","leaf",216,NA,5.9183,1.42831938289841,2.4372,142.831938289841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2010,"Weathertop","LL","blue oak",15,"md",2.616,2022-04-13,0.778375411599256,0.975900689834698,0.7658,"2022-04-14",1.4059,1.4059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7596947831956
"117",2010,"Weathertop","LL","blue oak",13,"md",1.96,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2010,"Weathertop","LL","blue oak",19,"pd",1.49625,2022-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2010,"Weathertop","LL","blue oak",18,"md",2.44725,2022-05-04,0.76735382884035,0.940619056755311,0.631533333333333,"2022-05-03",1.7985,1.7985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.57966004722
"120",2010,"Weathertop","LL","blue oak",18,"md",2.44725,2022-05-04,0.76735382884035,0.940619056755311,0.631533333333333,"2022-05-03",0.9331,0.9331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.57966004722
"121",2010,"Weathertop","LL","blue oak",19,"md",2.285,2022-05-09,0.76735382884035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2010,"Weathertop","LL","blue oak",21,"pd",1.486,2022-05-23,0.812080536912752,1.02667616363104,0.876266666666667,"2022-05-25",0.825,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0980219157588
"123",2010,"Weathertop","LL","blue oak",21,"md",3.56833333333333,2022-05-23,0.752,1.02667616363104,0.876266666666667,"2022-05-25",0.825,0.825,"2022-05-23","leaf",1136,NA,2.4767,0.89495026778883,1.307,89.495026778883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2460756993136
"124",2010,"Weathertop","LL","blue oak",21,"md",3.56833333333333,2022-05-23,0.752,1.02667616363104,0.876266666666667,"2022-05-25",2.3777,2.3777,"2022-05-23","leaf",1136,NA,2.4767,0.89495026778883,1.307,89.495026778883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2460756993136
"125",2010,"Weathertop","LL","blue oak",21,"md",3.56833333333333,2022-05-23,0.752,1.02667616363104,0.876266666666667,"2022-05-25",2.0912,2.0912,"2022-05-23","leaf",1136,NA,2.4767,0.89495026778883,1.307,89.495026778883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2460756993136
"126",2010,"Weathertop","LL","blue oak",17,"pd",1.171,2022-04-25,0.885913853317812,NA,NA,NA,NA,NA,"2022-04-25","leaf",689,NA,7.0206,0.980646617389832,3.5446,98.0646617389832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2010,"Weathertop","LL","blue oak",33,"md",3.73333333333333,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2010,"Weathertop","LL","blue oak",33,"pd",3.43333333333333,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2010,"Weathertop","LL","blue oak",15,"pd",1.34525,2022-04-11,0.827448383174087,0.975900689834698,0.7658,"2022-04-14",1.6937,1.6937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.788174841258
"130",2010,"Weathertop","LL","blue oak",17,"md",2.62666666666667,2022-04-25,0.88861985472155,NA,NA,NA,NA,NA,"2022-04-25","leaf",661,NA,3.5525,1.28309768637532,1.556,128.309768637532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2010,"Weathertop","LL","blue oak",29,"md",3.73333333333333,2022-07-19,0.604578313253012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2010,"Weathertop","LL","blue oak",15,"pd",1.34525,2022-04-11,0.827448383174087,0.975900689834698,0.7658,"2022-04-14",1.4059,1.4059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.788174841258
"133",2010,"Weathertop","LL","blue oak",15,"md",2.616,2022-04-13,0.778375411599256,0.975900689834698,0.7658,"2022-04-14",1.6937,1.6937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7596947831956
"134",2010,"Weathertop","LL","blue oak",21,"pd",1.486,2022-05-23,0.812080536912752,1.02667616363104,0.876266666666667,"2022-05-25",2.3777,2.3777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0980219157588
"135",2010,"Weathertop","LL","blue oak",29,"pd",3.43333333333333,2022-07-19,0.684691848906561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2010,"Weathertop","LL","blue oak",21,"pd",1.486,2022-05-23,0.812080536912752,1.02667616363104,0.876266666666667,"2022-05-25",2.0912,2.0912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0980219157588
"137",2011,"Weathertop","LL","blue oak",14,"md",3.15,2022-04-06,0.853571428571428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2011,"Weathertop","LL","blue oak",17,"md",1.69666666666667,2022-04-25,0.770461251747166,NA,NA,NA,NA,NA,"2022-04-25","leaf",564,NA,2.6612,0.936826783114993,1.374,93.6826783114993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2011,"Weathertop","LL","blue oak",14,"pd",0.856333333333333,2022-04-04,0.973965002134016,NA,NA,NA,NA,NA,"2022-04-04","leaf",282,NA,4.3148,1.42023782813552,1.7828,142.023782813552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2011,"Weathertop","LL","blue oak",15,"pd",1.5,2022-04-11,0.814214454212858,1.07847016155621,0.6542,"2022-04-14",1.2608,1.2608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4971702729322
"141",2011,"Weathertop","LL","blue oak",21,"md",2.22,2022-05-25,NA,0.924263186841599,0.3958,"2022-05-25",1.12,1.12,"2022-05-23","leaf",1044,NA,2.37,0.718262886971652,1.3793,71.8262886971652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2011,"Weathertop","LL","blue oak",17,"pd",1.253,2022-04-25,0.843921008803236,NA,NA,NA,NA,NA,"2022-04-25","leaf",640,NA,5.7896,0.991880547718984,2.9066,99.1880547718984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2011,"Weathertop","LL","blue oak",15,"md",1.78133333333333,2022-04-13,0.798128574743812,1.07847016155621,0.6542,"2022-04-14",1.2608,1.2608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.0056241882602
"144",2011,"Weathertop","LL","blue oak",21,"pd",1.728,2022-05-23,0.793785310734463,0.924263186841599,0.3958,"2022-05-25",1.12,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8830387313156
"145",2011,"Weathertop","LL","blue oak",21,"pd",1.728,2022-05-23,0.793785310734463,0.924263186841599,0.3958,"2022-05-25",0.781,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8830387313156
"146",2011,"Weathertop","LL","blue oak",21,"md",2.22,2022-05-25,NA,0.924263186841599,0.3958,"2022-05-25",0.781,0.781,"2022-05-23","leaf",1044,NA,2.37,0.718262886971652,1.3793,71.8262886971652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2011,"Weathertop","LL","blue oak",18,"md",3.105,2022-05-04,0.727967306325515,0.963560450938417,0.353233333333333,"2022-05-04",0.7551,0.7551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5497286772764
"148",2011,"Weathertop","LL","blue oak",33,"md",4.875,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2011,"Weathertop","LL","blue oak",33,"pd",4.13333333333333,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2011,"Weathertop","LL","blue oak",29,"md",4.875,2022-07-19,0.562850971922246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2011,"Weathertop","LL","blue oak",21,"pd",1.728,2022-05-23,0.793785310734463,0.924263186841599,0.3958,"2022-05-25",0.5814,0.5814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8830387313156
"152",2011,"Weathertop","LL","blue oak",19,"pd",1.583,2022-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2011,"Weathertop","LL","blue oak",21,"md",2.22,2022-05-25,NA,0.924263186841599,0.3958,"2022-05-25",0.5814,0.5814,"2022-05-23","leaf",1044,NA,2.37,0.718262886971652,1.3793,71.8262886971652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2011,"Weathertop","LL","blue oak",19,"md",2.3015,2022-05-09,0.727967306325515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2011,"Weathertop","LL","blue oak",29,"pd",4.13333333333333,2022-07-19,0.61679273827534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2011,"Weathertop","LL","blue oak",18,"md",3.105,2022-05-04,0.727967306325515,0.963560450938417,0.353233333333333,"2022-05-04",0.7998,0.7998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5497286772764
"157",2011,"Weathertop","LL","blue oak",18,"md",3.105,2022-05-04,0.727967306325515,0.963560450938417,0.353233333333333,"2022-05-04",0.6026,0.6026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5497286772764
"158",2012,"Low","Cucu Mesa","blue oak",19,"md",2.45666666666667,2022-05-09,NA,1.14560991796751,0.300366666666667,"2022-05-09",0.6069,0.6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2012,"Low","Cucu Mesa","blue oak",15,"md",1.44133333333333,2022-04-13,0.977623062876194,1.34895243692528,0.330166666666667,"2022-04-14",1.1115,1.1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4727600555382
"160",2012,"Low","Cucu Mesa","blue oak",17,"md",2.50333333333333,2022-04-27,0.971066907775769,NA,NA,NA,NA,NA,"2022-04-27","leaf",811,NA,5.07,0.82860852629301,2.7726,82.860852629301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2012,"Low","Cucu Mesa","blue oak",21,"md",3.00471428571429,2022-05-25,0.741751990898748,NA,NA,NA,NA,NA,"2022-05-25","leaf",1176,NA,3.8233,0.973112452908087,1.9377,97.3112452908087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2012,"Low","Cucu Mesa","blue oak",19,"md",2.45666666666667,2022-05-09,NA,1.14560991796751,0.300366666666667,"2022-05-09",0.5863,0.5863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2012,"Low","Cucu Mesa","blue oak",19,"md",2.45666666666667,2022-05-09,NA,1.14560991796751,0.300366666666667,"2022-05-09",0.4954,0.4954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2012,"Low","Cucu Mesa","blue oak",17,"pd",1.2195,2022-04-27,1.04239766081871,NA,NA,NA,NA,NA,"2022-04-27","leaf",852,NA,4.129,1.24268100592037,1.8411,124.268100592037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2012,"Low","Cucu Mesa","blue oak",15,"md",1.44133333333333,2022-04-13,0.977623062876194,1.34895243692528,0.330166666666667,"2022-04-14",0.5889,0.5889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4727600555382
"166",2012,"Low","Cucu Mesa","blue oak",21,"pd",2.607,2022-05-25,0.851851851851852,NA,NA,NA,NA,NA,"2022-05-25","leaf",1287,NA,2.5,0.743375174337518,1.434,74.3375174337518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2012,"Low","Cucu Mesa","blue oak",33,"pd",2.63,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2012,"Low","Cucu Mesa","blue oak",21,"md",3.00471428571429,2022-05-25,0.741751990898748,NA,NA,NA,NA,NA,"2022-05-25","leaf",1219,NA,1.2819,0.761577573175759,0.7277,76.1577573175759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2012,"Low","Cucu Mesa","blue oak",14,"pd",0.505,2022-04-04,1.67787916741218,NA,NA,NA,NA,NA,"2022-04-04","leaf",278,"check",6.223,1.85393258426966,2.1805,185.393258426966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2012,"Low","Cucu Mesa","blue oak",29,"md",3.68333333333333,2022-07-19,0.582327586206896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2012,"Low","Cucu Mesa","blue oak",15,"md",1.44133333333333,2022-04-13,0.977623062876194,1.34895243692528,0.330166666666667,"2022-04-14",0.0829,0.0829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4727600555382
"172",2012,"Low","Cucu Mesa","blue oak",33,"md",3.68333333333333,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2012,"Low","Cucu Mesa","blue oak",14,"md",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","leaf",340,NA,4.4054,1.58381231671554,1.705,158.381231671554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2012,"Low","Cucu Mesa","blue oak",29,"pd",2.63,2022-07-19,0.637818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2013,"Low","Cucu Mesa","blue oak",15,"md",1.1585,2022-04-13,1.16748730107117,1.6109865470852,0.4311,"2022-04-14",0.6987,0.6987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4703321193798
"176",2013,"Low","Cucu Mesa","blue oak",17,"pd",1.198,2022-04-27,1.22927689594356,NA,NA,NA,NA,NA,"2022-04-27","leaf",873,NA,11.5451,1.24364032104476,5.1457,124.364032104476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
