tree,time,rep,date_wc,dry_scan_area,dm_leaf_g,wm_leaf_g,dm_bulk_g,wm_bulk_g
2029,md,6,NA,NA,NA,NA,NA,NA
2029,md,7,NA,NA,NA,NA,NA,NA
2029,md,NA,NA,NA,NA,NA,NA,NA
2029,pd,1,NA,NA,NA,NA,NA,NA
2029,pd,2,NA,NA,NA,NA,NA,NA
2029,pd,3,NA,NA,NA,NA,NA,NA
2029,pd,NA,NA,NA,0.8785,1.7183,NA,NA
2030,pd,1,2022-04-04,NA,NA,NA,1.4601,2.6676
2030,pd,2,2022-04-04,NA,NA,NA,1.4601,2.6676
2030,pd,3,2022-04-04,NA,NA,NA,1.4601,2.6676
2030,pd,4,2022-04-04,NA,NA,NA,1.4601,2.6676
2030,pd,5,2022-04-04,NA,NA,NA,1.4601,2.6676
2030,md,1,2022-04-27,NA,NA,NA,NA,NA
2030,md,2,2022-04-27,NA,NA,NA,NA,NA
2030,md,3,2022-04-27,NA,NA,NA,NA,NA
2030,md,NA,2022-04-27,52.835,NA,NA,NA,NA
2030,md,NA,2022-04-27,42.478,NA,NA,NA,NA
2030,pd,1,2022-04-27,108.534,NA,NA,1.841,3.343
2030,pd,2,2022-04-27,108.534,NA,NA,1.841,3.343
2030,md,1,2022-05-09,28.537,NA,NA,0.4604,0.8313
2030,md,2,2022-05-09,28.537,NA,NA,0.4604,0.8313
2030,md,3,2022-05-09,28.537,NA,NA,0.4604,0.8313
2030,md,4,2022-05-09,28.537,NA,NA,0.4604,0.8313
2030,md,5,2022-05-09,28.537,NA,NA,0.4604,0.8313
2030,md,NA,2022-05-09,28.475,NA,NA,NA,NA
2030,pd,1,2022-05-09,49.022,NA,NA,0.897,1.54
2030,pd,2,2022-05-09,49.022,NA,NA,0.897,1.54
2030,pd,3,2022-05-09,49.022,NA,NA,0.897,1.54
2030,pd,4,2022-05-09,49.022,NA,NA,0.897,1.54
2030,md,1,2022-05-23,63.278,NA,NA,1.002,1.74
2030,md,2,2022-05-23,63.278,NA,NA,1.002,1.74
2030,md,3,2022-05-23,63.278,NA,NA,1.002,1.74
2030,md,4,2022-05-23,63.278,NA,NA,1.002,1.74
2030,pd,1,2022-05-23,NA,NA,NA,0.6963,1.12
2030,pd,2,2022-05-23,NA,NA,NA,0.6963,1.12
2030,pd,3,2022-05-23,NA,NA,NA,0.6963,1.12
2030,pd,4,2022-05-23,NA,NA,NA,0.6963,1.12
2030,md,1,2022-07-19,NA,NA,NA,0.746,1.1822
2030,md,2,2022-07-19,NA,NA,NA,0.746,1.1822
2030,md,3,2022-07-19,NA,NA,NA,0.746,1.1822
2030,md,4,2022-07-19,NA,NA,NA,0.746,1.1822
2030,md,5,2022-07-19,NA,NA,NA,0.746,1.1822
2030,pd,1,2022-07-19,NA,NA,NA,NA,NA
2030,pd,2,2022-07-19,NA,NA,NA,NA,NA
2030,pd,3,2022-07-19,NA,NA,NA,NA,NA
2030,pd,4,2022-07-19,NA,NA,NA,NA,NA
2030,pd,NA,2022-09-12,NA,NA,NA,1.9901,3.0652
2030,md,NA,2022-09-16,NA,NA,NA,1.1222,1.7655
2030,md,1,NA,NA,0.105,0.1837,NA,NA
2030,md,1,NA,NA,NA,NA,NA,NA
2030,md,2,NA,NA,NA,NA,NA,NA
2030,md,2,NA,NA,0.178,0.3101,NA,NA
2030,md,3,NA,NA,NA,NA,NA,NA
2030,md,3,NA,NA,0.179,0.3095,NA,NA
2030,md,4,NA,NA,NA,NA,NA,NA
2030,md,5,NA,NA,NA,NA,NA,NA
2030,md,NA,NA,NA,NA,NA,NA,NA
2030,pd,1,NA,NA,NA,NA,NA,NA
2030,pd,2,NA,NA,NA,NA,NA,NA
2030,pd,3,NA,NA,NA,NA,NA,NA
2030,pd,5,NA,NA,NA,NA,NA,NA
2030,pd,NA,NA,NA,1.4601,2.6676,NA,NA
2031,pd,1,2022-04-04,NA,NA,NA,0.8576,1.6819
2031,pd,2,2022-04-04,NA,NA,NA,0.8576,1.6819
2031,pd,3,2022-04-04,NA,NA,NA,0.8576,1.6819
2031,pd,4,2022-04-04,NA,NA,NA,0.8576,1.6819
2031,md,1,2022-04-13,94.905,0.0733,0.1326,1.1291,2.2224
2031,md,2,2022-04-13,94.905,0.1088,0.1963,1.1291,2.2224
2031,md,3,2022-04-13,94.905,0.0865,0.1541,1.1291,2.2224
2031,md,1,2022-04-27,NA,NA,NA,0.774,1.477
2031,md,2,2022-04-27,NA,NA,NA,0.774,1.477
2031,md,3,2022-04-27,NA,NA,NA,0.774,1.477
2031,pd,1,2022-04-27,NA,NA,NA,1.093,2.15
2031,pd,2,2022-04-27,NA,NA,NA,1.093,2.15
2031,pd,3,2022-04-27,NA,NA,NA,1.093,2.15
2031,md,1,2022-05-09,98.711,NA,NA,1.389,2.5127
2031,md,2,2022-05-09,98.711,NA,NA,1.389,2.5127
2031,md,3,2022-05-09,98.711,NA,NA,1.389,2.5127
2031,md,4,2022-05-09,98.711,NA,NA,1.389,2.5127
2031,pd,1,2022-05-09,65.619,NA,NA,0.97,1.66
2031,pd,2,2022-05-09,65.619,NA,NA,0.97,1.66
2031,md,1,2022-05-23,NA,NA,NA,1.357,2.3092
2031,md,2,2022-05-23,NA,NA,NA,1.357,2.3092
2031,pd,1,2022-05-23,NA,NA,NA,0.9986,1.84
2031,pd,2,2022-05-23,NA,NA,NA,0.9986,1.84
2031,md,1,2022-07-19,NA,NA,NA,0.688,1.0943
2031,md,2,2022-07-19,NA,NA,NA,0.688,1.0943
2031,md,3,2022-07-19,NA,NA,NA,0.688,1.0943
2031,pd,1,2022-07-19,NA,NA,NA,0.355,0.5793
2031,pd,2,2022-07-19,NA,NA,NA,0.355,0.5793
2031,pd,3,2022-07-19,NA,NA,NA,0.355,0.5793
2031,pd,4,2022-07-19,NA,NA,NA,0.355,0.5793
2031,pd,5,2022-07-19,NA,NA,NA,0.355,0.5793
2031,pd,NA,2022-09-12,NA,NA,NA,0.3332,0.5012
2031,pd,NA,2022-09-12,NA,NA,NA,0.5933,0.9191
2031,md,NA,2022-09-16,NA,NA,NA,0.2313,0.3695
2031,md,1,NA,NA,NA,NA,NA,NA
2031,md,2,NA,NA,0.0811,0.1399,NA,NA
2031,md,2,NA,NA,NA,NA,NA,NA
2031,md,3,NA,NA,0.1024,0.1792,NA,NA
2031,md,3,NA,NA,NA,NA,NA,NA
2031,md,4,NA,NA,NA,NA,NA,NA
2031,md,5,NA,NA,NA,NA,NA,NA
2031,md,NA,NA,NA,NA,NA,NA,NA
2031,pd,1,NA,NA,NA,NA,NA,NA
2031,pd,2,NA,NA,NA,NA,NA,NA
2031,pd,3,NA,NA,NA,NA,NA,NA
2031,pd,4,NA,NA,NA,NA,NA,NA
2031,pd,NA,NA,NA,0.8576,1.6819,NA,NA
2032,md,1,2022-04-27,54.85,NA,NA,0.774,1.477
2032,md,2,2022-04-27,54.85,NA,NA,0.774,1.477
2032,md,3,2022-04-27,54.85,NA,NA,0.774,1.477
2032,pd,1,2022-04-27,85.221,NA,NA,1.093,2.15
2032,pd,2,2022-04-27,85.221,NA,NA,1.093,2.15
2032,pd,3,2022-04-27,85.221,NA,NA,1.093,2.15
2040,md,NA,2022-10-05,NA,NA,NA,0.3593,0.6157
2041,md,NA,2022-10-05,NA,NA,NA,0.5277,0.9149
2042,md,NA,2022-10-05,NA,NA,NA,0.9956,1.6377
2043,md,NA,2022-10-05,NA,NA,NA,1.0752,1.7043
2044,md,NA,2022-10-05,NA,NA,NA,9.677,1.117
2045,md,NA,2022-10-05,NA,NA,NA,0.6924,1.2105
2046,md,NA,2022-10-05,NA,NA,NA,1.2856,2.1817
2047,md,NA,2022-10-05,NA,NA,NA,1.093,1.9349
2048,md,NA,2022-10-05,NA,NA,NA,0.9927,1.7581
2049,md,NA,2022-10-05,NA,NA,NA,0.727,1.1551
2050,md,NA,2022-10-05,NA,NA,NA,0.8817,1.521
2051,md,NA,2022-10-05,NA,NA,NA,0.9136,1.5658
2052,md,NA,2022-10-05,NA,NA,NA,0.7057,1.199
2082,pd,NA,2022-08-18,NA,NA,NA,1.2468,1.98
2083,md,NA,2022-05-09,55.345,NA,NA,NA,NA
2084,md,1,2022-05-09,68.72,NA,NA,1.1452,2.1329
2084,md,2,2022-05-09,68.72,NA,NA,1.1452,2.1329
2084,md,3,2022-05-09,68.72,NA,NA,1.1452,2.1329
2084,pd,1,NA,NA,NA,NA,NA,NA
2084,pd,2,NA,NA,NA,NA,NA,NA
2084,pd,3,NA,NA,NA,NA,NA,NA
2085,pd,1,2022-03-15,NA,NA,NA,NA,NA
2085,pd,2,2022-03-15,NA,NA,NA,NA,NA
2085,pd,3,2022-03-15,NA,NA,NA,NA,NA
2085,pd,1,2022-04-04,NA,NA,NA,0.9706,2.5739
2085,pd,2,2022-04-04,NA,NA,NA,0.9706,2.5739
2085,pd,3,2022-04-04,NA,NA,NA,0.9706,2.5739
2085,md,1,2022-04-11,66.12,NA,NA,0.762,2.3
2085,md,2,2022-04-11,66.12,NA,NA,0.762,2.3
2085,md,3,2022-04-11,66.12,NA,NA,0.762,2.3
2085,md,4,2022-04-11,66.12,NA,NA,0.762,2.3
2085,md,1,2022-04-27,39.649,NA,NA,0.675,1.369
2085,md,2,2022-04-27,39.649,NA,NA,0.675,1.369
2085,md,3,2022-04-27,39.649,NA,NA,0.675,1.369
2085,pd,1,2022-04-27,93.799,NA,NA,1.496,3.145
2085,pd,2,2022-04-27,93.799,NA,NA,1.496,3.145
2085,pd,3,2022-04-27,93.799,NA,NA,1.496,3.145
2085,pd,4,2022-04-27,93.799,NA,NA,1.496,3.145
2085,md,1,2022-05-09,2085,NA,NA,0.6851,1.2978
2085,md,2,2022-05-09,2085,NA,NA,0.6851,1.2978
2085,md,3,2022-05-09,2085,NA,NA,0.6851,1.2978
2085,md,1,2022-05-23,NA,NA,NA,0.787,1.374
2085,md,2,2022-05-23,NA,NA,NA,0.787,1.374
2085,md,3,2022-05-23,NA,NA,NA,0.787,1.374
2085,pd,1,2022-05-23,NA,NA,NA,0.4056,0.78
2085,pd,2,2022-05-23,NA,NA,NA,0.4056,0.78
2085,pd,3,2022-05-23,NA,NA,NA,0.4056,0.78
2085,md,1,2022-07-19,NA,NA,NA,0.682,1.1074
2085,md,2,2022-07-19,NA,NA,NA,0.682,1.1074
2085,md,3,2022-07-19,NA,NA,NA,0.682,1.1074
2085,pd,1,2022-07-19,NA,NA,NA,0.659,1.1206
2085,pd,2,2022-07-19,NA,NA,NA,0.659,1.1206
2085,pd,3,2022-07-19,NA,NA,NA,0.659,1.1206
2085,pd,4,2022-07-19,NA,NA,NA,0.659,1.1206
2085,pd,5,2022-07-19,NA,NA,NA,0.659,1.1206
2085,pd,NA,2022-09-12,NA,NA,NA,0.9792,1.8444
2085,md,NA,2022-09-15,NA,NA,NA,0.655,1.071
2085,pd,NA,2022-09-16,NA,NA,NA,0.6218,0.9882
2085,md,1,NA,NA,0.049,0.1238,NA,NA
2085,md,1,NA,NA,NA,NA,NA,NA
2085,md,2,NA,NA,NA,NA,NA,NA
2085,md,2,NA,NA,0.043,0.1067,NA,NA
2085,md,3,NA,NA,0.041,0.102,NA,NA
2085,md,3,NA,NA,NA,NA,NA,NA
2085,md,4,NA,NA,NA,NA,NA,NA
2085,md,5,NA,NA,NA,NA,NA,NA
2085,md,NA,NA,NA,0.762,2.3,NA,NA
2085,pd,1,NA,NA,NA,NA,NA,NA
2085,pd,2,NA,NA,NA,NA,NA,NA
2085,pd,3,NA,NA,NA,NA,NA,NA
2085,pd,4,NA,NA,NA,NA,NA,NA
2085,pd,NA,NA,NA,0.9706,2.5739,NA,NA
2086,pd,1,2022-03-15,NA,NA,NA,NA,NA
2086,pd,2,2022-03-15,NA,NA,NA,NA,NA
2086,pd,3,2022-03-15,NA,NA,NA,NA,NA
2086,pd,4,2022-03-15,NA,NA,NA,NA,NA
2086,md,1,2022-04-04,NA,0.058,0.1492,NA,NA
2086,md,2,2022-04-04,NA,0.052,0.1407,NA,NA
2086,md,3,2022-04-04,NA,0.038,0.105,NA,NA
2086,md,4,2022-04-04,NA,0.044,0.1181,NA,NA
2086,pd,1,2022-04-04,NA,NA,NA,0.262,0.7398
2086,pd,2,2022-04-04,NA,NA,NA,0.262,0.7398
2086,pd,3,2022-04-04,NA,NA,NA,0.262,0.7398
2086,md,1,2022-04-11,54.312,NA,NA,0.845,1.906
2086,md,2,2022-04-11,54.312,NA,NA,0.845,1.906
2086,md,3,2022-04-11,54.312,NA,NA,0.845,1.906
2086,md,1,2022-04-27,53.615,NA,NA,0.757,1.527
2086,md,2,2022-04-27,53.615,NA,NA,0.757,1.527
2086,md,3,2022-04-27,53.615,NA,NA,0.757,1.527
2086,pd,1,2022-04-27,41.645,NA,NA,0.551,1.193
2086,pd,2,2022-04-27,41.645,NA,NA,0.551,1.193
2086,pd,3,2022-04-27,41.645,NA,NA,0.551,1.193
2086,md,1,2022-05-09,86.444,NA,NA,1.4427,2.7854
2086,md,2,2022-05-09,86.444,NA,NA,1.4427,2.7854
2086,md,3,2022-05-09,86.444,NA,NA,1.4427,2.7854
2086,md,1,2022-05-23,NA,NA,NA,0.732,1.262
2086,md,2,2022-05-23,NA,NA,NA,0.732,1.262
2086,md,3,2022-05-23,NA,NA,NA,0.732,1.262
2086,pd,1,2022-05-23,NA,NA,NA,1.2072,2.37
2086,pd,2,2022-05-23,NA,NA,NA,1.2072,2.37
2086,pd,3,2022-05-23,NA,NA,NA,1.2072,2.37
2086,md,1,2022-07-19,NA,NA,NA,0.712,1.2172
2086,md,2,2022-07-19,NA,NA,NA,0.712,1.2172
2086,md,3,2022-07-19,NA,NA,NA,0.712,1.2172
2086,pd,1,2022-07-19,NA,NA,NA,1.415,2.4003
2086,pd,2,2022-07-19,NA,NA,NA,1.415,2.4003
2086,pd,3,2022-07-19,NA,NA,NA,1.415,2.4003
2086,pd,NA,2022-09-12,NA,NA,NA,1.6846,NA
2086,md,NA,2022-09-15,NA,NA,NA,1.5484,2.563
2086,pd,NA,2022-09-16,NA,NA,NA,1.1505,1.9624
2086,md,1,NA,NA,NA,NA,NA,NA
2086,md,2,NA,NA,NA,NA,NA,NA
2086,md,3,NA,NA,NA,NA,NA,NA
2086,md,4,NA,NA,NA,NA,NA,NA
2086,md,NA,NA,NA,0.845,1.906,NA,NA
2086,pd,1,NA,NA,NA,NA,NA,NA
2086,pd,2,NA,NA,NA,NA,NA,NA
2086,pd,3,NA,NA,NA,NA,NA,NA
2086,pd,4,NA,NA,NA,NA,NA,NA
2086,pd,NA,NA,NA,0.262,0.7398,NA,NA
2087,pd,1,2022-03-15,NA,NA,NA,NA,NA
2087,pd,2,2022-03-15,NA,NA,NA,NA,NA
2087,pd,1,2022-04-04,NA,NA,NA,0.1986,0.5595
2087,pd,2,2022-04-04,NA,NA,NA,0.1986,0.5595
2087,pd,3,2022-04-04,NA,NA,NA,0.1986,0.5595
2087,md,1,2022-04-11,41.148,NA,NA,0.291,1.292
2087,md,2,2022-04-11,41.148,NA,NA,0.291,1.292
2087,md,3,2022-04-11,41.148,NA,NA,0.291,1.292
2087,md,1,2022-04-27,92.484,NA,NA,1.352,2.762
2087,md,2,2022-04-27,92.484,NA,NA,1.352,2.762
2087,md,3,2022-04-27,92.484,NA,NA,1.352,2.762
2087,md,1,2022-05-09,59.686,NA,NA,0.859,1.6682
2087,md,2,2022-05-09,59.686,NA,NA,0.859,1.6682
2087,pd,1,2022-05-23,NA,NA,NA,1.2123,2.33
2087,pd,2,2022-05-23,NA,NA,NA,1.2123,2.33
2087,pd,3,2022-05-23,NA,NA,NA,1.2123,2.33
2087,md,1,2022-07-19,NA,NA,NA,0.544,0.881
2087,md,2,2022-07-19,NA,NA,NA,0.544,0.881
2087,md,3,2022-07-19,NA,NA,NA,0.544,0.881
2087,pd,1,2022-07-19,NA,NA,NA,0.817,1.4022
2087,pd,2,2022-07-19,NA,NA,NA,0.817,1.4022
2087,pd,3,2022-07-19,NA,NA,NA,0.817,1.4022
2087,pd,4,2022-07-19,NA,NA,NA,0.817,1.4022
2087,pd,NA,2022-09-12,NA,NA,NA,0.8146,1.5043
2087,md,NA,2022-09-15,NA,NA,NA,0.3923,0.633
2087,pd,NA,2022-09-16,NA,NA,NA,0.7291,1.2279
2087,md,1,NA,NA,NA,NA,NA,NA
2087,md,1,NA,NA,0.048,0.1126,NA,NA
2087,md,2,NA,NA,NA,NA,NA,NA
2087,md,2,NA,NA,0.037,0.093,NA,NA
2087,md,3,NA,NA,NA,NA,NA,NA
2087,md,3,NA,NA,0.091,0.2112,NA,NA
2087,md,4,NA,NA,NA,NA,NA,NA
2087,md,NA,NA,NA,0.291,1.292,NA,NA
2087,pd,1,NA,NA,NA,NA,NA,NA
2087,pd,2,NA,NA,NA,NA,NA,NA
2087,pd,3,NA,NA,NA,NA,NA,NA
2087,pd,NA,NA,NA,0.1986,0.5595,NA,NA
2088,pd,1,2022-03-15,NA,NA,NA,NA,NA
2088,pd,2,2022-03-15,NA,NA,NA,NA,NA
2088,pd,3,2022-03-15,NA,NA,NA,NA,NA
2088,pd,1,2022-04-04,NA,NA,NA,NA,NA
2088,pd,2,2022-04-04,NA,NA,NA,NA,NA
2088,pd,3,2022-04-04,NA,NA,NA,NA,NA
2088,pd,4,2022-04-04,NA,NA,NA,NA,NA
2088,md,1,2022-04-11,44.658,NA,NA,0.353,1.346
2088,md,2,2022-04-11,44.658,NA,NA,0.353,1.346
2088,md,3,2022-04-11,44.658,NA,NA,0.353,1.346
2088,md,4,2022-04-11,44.658,NA,NA,0.353,1.346
2088,md,1,2022-04-27,41.323,NA,NA,0.619,1.264
2088,md,2,2022-04-27,41.323,NA,NA,0.619,1.264
2088,md,3,2022-04-27,41.323,NA,NA,0.619,1.264
2088,pd,1,2022-04-27,NA,NA,NA,NA,NA
2088,pd,2,2022-04-27,NA,NA,NA,NA,NA
2088,pd,3,2022-04-27,NA,NA,NA,NA,NA
2088,pd,NA,2022-04-27,73.074,NA,NA,NA,NA
2088,md,1,2022-05-09,34.825,NA,NA,0.5539,1.0691
2088,md,2,2022-05-09,34.825,NA,NA,0.5539,1.0691
2088,md,3,2022-05-09,34.825,NA,NA,0.5539,1.0691
2088,md,1,2022-05-23,NA,NA,NA,0.791,1.419
2088,md,2,2022-05-23,NA,NA,NA,0.791,1.419
2088,pd,1,2022-05-23,NA,NA,NA,0.3532,0.67
2088,pd,2,2022-05-23,NA,NA,NA,0.3532,0.67
2088,pd,3,2022-05-23,NA,NA,NA,0.3532,0.67
2088,md,1,2022-07-19,NA,NA,NA,0.26,0.417
2088,md,2,2022-07-19,NA,NA,NA,0.26,0.417
2088,md,3,2022-07-19,NA,NA,NA,0.26,0.417
2088,pd,1,2022-07-19,NA,NA,NA,0.563,0.9605
2088,pd,2,2022-07-19,NA,NA,NA,0.563,0.9605
2088,pd,3,2022-07-19,NA,NA,NA,0.563,0.9605
2088,pd,4,2022-07-19,NA,NA,NA,0.563,0.9605
2088,pd,NA,2022-09-12,NA,NA,NA,0.4299,0.787
2088,pd,NA,2022-09-16,NA,NA,NA,0.4325,0.7186
2088,md,1,NA,NA,NA,NA,NA,NA
2088,md,1,NA,NA,0.055,0.1174,NA,NA
2088,md,2,NA,NA,NA,NA,NA,NA
2088,md,2,NA,NA,0.057,0.1172,NA,NA
2088,md,3,NA,NA,NA,NA,NA,NA
2088,md,3,NA,NA,0.044,0.0981,NA,NA
2088,md,4,NA,NA,NA,NA,NA,NA
2088,md,NA,NA,NA,0.353,1.346,NA,NA
2088,pd,1,NA,NA,NA,NA,NA,NA
2088,pd,2,NA,NA,NA,NA,NA,NA
2088,pd,3,NA,NA,NA,NA,NA,NA
2088,pd,4,NA,NA,NA,NA,NA,NA
2088,pd,NA,NA,NA,NA,NA,NA,NA
2089,md,1,2022-03-08,NA,0.144,0.2453,NA,NA
2089,md,2,2022-03-08,NA,0.141,0.2231,NA,NA
2089,md,3,2022-03-08,NA,0.081,0.1338,NA,NA
2089,md,4,2022-03-08,NA,0.17,0.2811,NA,NA
2089,md,5,2022-03-08,NA,0.126,0.2049,NA,NA
2089,md,NA,2022-03-11,44.628,NA,NA,NA,NA
2089,pd,1,2022-03-15,114.918,0.259,0.4242,0.131,0.214
2089,pd,2,2022-03-15,114.918,0.45,0.7123,0.131,0.214
2089,pd,3,2022-03-15,114.918,0.195,0.3219,0.131,0.214
2089,pd,4,2022-03-15,114.918,0.224,0.3605,0.131,0.214
2089,pd,5,2022-03-15,114.918,0.156,0.263,0.131,0.214
2089,pd,6,2022-03-15,114.918,0.152,0.2506,0.131,0.214
2089,pd,7,2022-03-15,114.918,0.25,0.4046,0.131,0.214
2089,pd,8,2022-03-15,114.918,0.117,0.19,0.131,0.214
2089,pd,1,2022-04-04,NA,NA,NA,1.8996,3.1378
2089,pd,2,2022-04-04,NA,NA,NA,1.8996,3.1378
2089,pd,3,2022-04-04,NA,NA,NA,1.8996,3.1378
2089,pd,4,2022-04-04,NA,NA,NA,1.8996,3.1378
2089,pd,5,2022-04-04,NA,NA,NA,1.8996,3.1378
2089,md,1,2022-04-11,62.481,NA,NA,0.853,1.948
2089,md,2,2022-04-11,62.481,NA,NA,0.853,1.948
2089,md,3,2022-04-11,62.481,NA,NA,0.853,1.948
2089,md,4,2022-04-11,62.481,NA,NA,0.853,1.948
2089,md,NA,2022-04-11,25.492,NA,NA,NA,NA
2089,md,1,2022-04-27,34.477,NA,NA,0.383,1.03
2089,md,2,2022-04-27,34.477,NA,NA,0.383,1.03
2089,md,3,2022-04-27,34.477,NA,NA,0.383,1.03
2089,md,4,2022-04-27,34.477,NA,NA,0.383,1.03
2089,md,NA,2022-04-27,48.78,NA,NA,NA,NA
2089,pd,1,2022-04-27,114.277,NA,NA,1.91,3.648
2089,pd,2,2022-04-27,114.277,NA,NA,1.91,3.648
2089,pd,3,2022-04-27,114.277,NA,NA,1.91,3.648
2089,md,1,2022-05-09,NA,NA,NA,0.5982,1.5204
2089,md,2,2022-05-09,NA,NA,NA,0.5982,1.5204
2089,md,3,2022-05-09,NA,NA,NA,0.5982,1.5204
2089,md,NA,2022-05-09,31.001,NA,NA,NA,NA
2089,md,NA,2022-05-09,35.614,NA,NA,NA,NA
2089,md,1,2022-05-23,NA,NA,NA,1.413,2.313
2089,md,2,2022-05-23,NA,NA,NA,1.413,2.313
2089,md,3,2022-05-23,NA,NA,NA,1.413,2.313
2089,md,4,2022-05-23,NA,NA,NA,1.413,2.313
2089,md,5,2022-05-23,NA,NA,NA,1.413,2.313
2089,pd,1,2022-05-23,NA,NA,NA,0.3225,0.53
2089,pd,2,2022-05-23,NA,NA,NA,0.3225,0.53
2089,pd,3,2022-05-23,NA,NA,NA,0.3225,0.53
2089,pd,4,2022-05-23,NA,NA,NA,0.3225,0.53
2089,pd,5,2022-05-23,NA,NA,NA,0.3225,0.53
2089,pd,6,2022-05-23,NA,NA,NA,0.3225,0.53
2089,md,1,2022-07-19,NA,NA,NA,0.819,1.2425
2089,md,2,2022-07-19,NA,NA,NA,0.819,1.2425
2089,md,3,2022-07-19,NA,NA,NA,0.819,1.2425
2089,pd,NA,2022-09-12,NA,NA,NA,1.0431,1.7385
2089,md,NA,2022-09-15,NA,NA,NA,0.3403,0.505
2089,pd,NA,2022-09-16,NA,NA,NA,1.2336,1.9412
2089,md,1,NA,NA,0.2047,0.3085,NA,NA
2089,md,1,NA,NA,NA,NA,NA,NA
2089,md,2,NA,NA,NA,NA,NA,NA
2089,md,2,NA,NA,0.1837,0.296,NA,NA
2089,md,3,NA,NA,0.1853,0.2918,NA,NA
2089,md,3,NA,NA,NA,NA,NA,NA
2089,md,4,NA,NA,NA,NA,NA,NA
2089,md,4,NA,NA,0.2239,0.3522,NA,NA
2089,md,5,NA,NA,NA,NA,NA,NA
2089,md,6,NA,NA,NA,NA,NA,NA
2089,md,7,NA,NA,NA,NA,NA,NA
2089,md,8,NA,NA,NA,NA,NA,NA
2089,md,NA,NA,NA,0.853,1.948,NA,NA
2089,pd,1,NA,NA,NA,NA,NA,NA
2089,pd,2,NA,NA,NA,NA,NA,NA
2089,pd,3,NA,NA,NA,NA,NA,NA
2089,pd,4,NA,NA,NA,NA,NA,NA
2089,pd,5,NA,NA,NA,NA,NA,NA
2089,pd,NA,NA,NA,1.8996,3.1378,NA,NA
2090,pd,1,2022-03-15,NA,NA,NA,NA,NA
2090,pd,2,2022-03-15,NA,NA,NA,NA,NA
2090,pd,1,2022-04-04,NA,NA,NA,1.5882,3.8915
2090,pd,2,2022-04-04,NA,NA,NA,1.5882,3.8915
2090,pd,3,2022-04-04,NA,NA,NA,1.5882,3.8915
2090,md,1,2022-04-11,59.699,NA,NA,0.571,1.744
2090,md,2,2022-04-11,59.699,NA,NA,0.571,1.744
2090,md,3,2022-04-11,59.699,NA,NA,0.571,1.744
2090,md,4,2022-04-11,59.699,NA,NA,0.571,1.744
2090,md,1,2022-04-27,54.015,NA,NA,0.792,1.638
2090,md,2,2022-04-27,54.015,NA,NA,0.792,1.638
2090,pd,1,2022-04-27,104.666,NA,NA,1.353,2.886
2090,pd,2,2022-04-27,104.666,NA,NA,1.353,2.886
2090,pd,3,2022-04-27,104.666,NA,NA,1.353,2.886
2090,pd,4,2022-04-27,104.666,NA,NA,1.353,2.886
2090,pd,5,2022-04-27,104.666,NA,NA,1.353,2.886
2090,md,1,2022-05-09,29.188,NA,NA,0.4201,0.8165
2090,md,2,2022-05-09,29.188,NA,NA,0.4201,0.8165
2090,md,3,2022-05-09,29.188,NA,NA,0.4201,0.8165
2090,md,1,2022-05-23,NA,NA,NA,0.464,0.836
2090,md,2,2022-05-23,NA,NA,NA,0.464,0.836
2090,pd,1,2022-05-23,NA,NA,NA,0.7335,1.42
2090,pd,2,2022-05-23,NA,NA,NA,0.7335,1.42
2090,pd,3,2022-05-23,NA,NA,NA,0.7335,1.42
2090,pd,4,2022-05-23,NA,NA,NA,0.7335,1.42
2090,md,1,2022-07-19,NA,NA,NA,0.385,0.6306
2090,md,2,2022-07-19,NA,NA,NA,0.385,0.6306
2090,md,3,2022-07-19,NA,NA,NA,0.385,0.6306
2090,md,4,2022-07-19,NA,NA,NA,0.385,0.6306
2090,pd,1,2022-07-19,NA,NA,NA,0.669,0.9707
2090,pd,2,2022-07-19,NA,NA,NA,0.669,0.9707
2090,pd,3,2022-07-19,NA,NA,NA,0.669,0.9707
2090,pd,4,2022-07-19,NA,NA,NA,0.669,0.9707
2090,pd,5,2022-07-19,NA,NA,NA,0.669,0.9707
2090,pd,6,2022-07-19,NA,NA,NA,0.669,0.9707
2090,md,NA,2022-09-15,NA,NA,NA,0.7997,1.338
2090,pd,NA,2022-09-16,NA,NA,NA,0.6223,1.072
2090,md,1,NA,NA,NA,NA,NA,NA
2090,md,1,NA,NA,0.1151,0.245,NA,NA
2090,md,2,NA,NA,NA,NA,NA,NA
2090,md,2,NA,NA,0.0802,0.1749,NA,NA
2090,md,3,NA,NA,NA,NA,NA,NA
2090,md,3,NA,NA,0.0548,0.1308,NA,NA
2090,md,4,NA,NA,NA,NA,NA,NA
2090,md,5,NA,NA,NA,NA,NA,NA
2090,md,6,NA,NA,NA,NA,NA,NA
2090,md,NA,NA,NA,0.571,1.744,NA,NA
2090,pd,1,NA,NA,NA,NA,NA,NA
2090,pd,2,NA,NA,NA,NA,NA,NA
2090,pd,3,NA,NA,NA,NA,NA,NA
2090,pd,4,NA,NA,NA,NA,NA,NA
2090,pd,NA,NA,NA,1.5882,3.8915,NA,NA
2091,md,1,2022-03-08,NA,0.102,0.172,NA,NA
2091,md,2,2022-03-08,NA,0.066,0.1109,NA,NA
2091,md,3,2022-03-08,NA,0.149,0.2488,NA,NA
2091,md,4,2022-03-08,NA,0.108,0.1824,NA,NA
