site,week,tree,date_wp,md,pd
LL,37,2345,2022-09-15,3.5136666666666665,0.321
LL,37,2009,2022-09-15,NA,1.6083333333333334
LL,37,2352,2022-09-15,5.0329999999999995,1.002
LL,37,2372,2022-09-15,3.533,2.0416666666666665
LL,37,2360,2022-09-15,NA,2.6733333333333333
LL,37,2301,2022-09-15,4.946,1.33125
Chamise,37,2026,2022-09-15,4.189,1.806
LL,37,2331,2022-09-15,4.282500000000001,1.834
LL,37,2370,2022-09-15,4.005,2.4000000000000004
Chamise,37,2021,2022-09-15,NA,1.9683333333333333
PineNeedle,37,2092,2022-09-15,3.0824000000000003,1.0168333333333333
Chamise,37,2029,2022-09-15,3.1065,1.329
PineNeedle,37,2085,2022-09-15,3.556,1.4824444444444445
LL,37,2376,2022-09-15,3.085,1.77
Cucu Mesa,37,2005,2022-09-15,3.5774999999999997,1.687
LL,37,2383,2022-09-15,4.167666666666667,2.16
LL,37,2371,2022-09-15,3.8737500000000002,2.015
LL,37,2354,2022-09-15,4.433,1.3583333333333334
Chamise,37,2024,2022-09-15,3.9286666666666665,2.0366666666666666
LL,37,2378,2022-09-15,4.317,1.9346666666666665
Chamise,37,2031,2022-09-15,3.5316666666666667,2.8966666666666665
PineNeedle,37,2089,2022-09-15,3.4293333333333336,1.548
LL,37,2377,2022-09-15,2.5476666666666667,0.5886666666666667
PineNeedle,37,2090,2022-09-15,NA,1.8335714285714286
LL,37,2010,2022-09-15,NA,1.9166666666666667
LL,37,2367,2022-09-15,NA,3.4836666666666667
Cucu Mesa,37,2004,2022-09-15,3.590333333333333,1.6205
Cucu Mesa,37,2007,2022-09-15,3.4215,1.2941666666666667
PineNeedle,37,2091,2022-09-15,2.94475,0.6045
PineNeedle,37,2088,2022-09-15,NA,1.7957142857142858
Cucu Mesa,37,2006,2022-09-15,2.566,1.6032
PineNeedle,37,2093,2022-09-15,2.20625,1.2212222222222222
LL,37,2343,2022-09-15,2.989,2.3891666666666667
LL,37,2384,2022-09-15,NA,2.2319999999999998
Chamise,37,2027,2022-09-15,4.306,2.873666666666667
PineNeedle,37,2087,2022-09-15,3.727333333333333,1.7605714285714287
Chamise,37,2020,2022-09-15,2.643,2.1066666666666665
PineNeedle,37,2086,2022-09-15,4.378500000000001,1.8648
LL,37,2369,2022-09-15,NA,2.21
LL,37,2011,2022-09-15,3.8360000000000003,1.57
LL,37,2381,2022-09-15,4.740666666666667,1.2325
Chamise,37,2028,2022-09-15,3.787,2.359
LL,37,2347,2022-09-15,3.5525,2.6233333333333335
Chamise,37,2030,2022-09-15,NA,2
LL,37,2382,2022-09-15,NA,2.316666666666667
LL,37,2365,2022-09-15,4.308,2.4833333333333334
LL,37,2346,2022-09-15,NA,3.066666666666667
Chamise,37,2022,2022-09-15,NA,1.44
LL,37,2380,2022-09-15,3.496,0.8343333333333334
LL,37,2379,2022-09-15,4.870666666666667,1.6966666666666668
Chamise,37,2023,2022-09-15,NA,1.5495
Cucu Mesa,37,2013,2022-09-15,3.6393333333333335,2.0305
Cucu Mesa,37,2012,2022-09-15,4.173500000000001,2.4035
Cucu Mesa,37,2015,2022-09-15,4.4435,1.8467500000000001
Cucu Mesa,37,1478,2022-09-15,4.073,1.695
Chamise,37,2025,2022-09-15,3.658,NA
