"","tree","week","species","site","plot","time","date_wp","date_wc","date_lfm","date_rwc"
"21",2004,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"22",2005,10,"blue oak","Cucu Mesa","High","pd",2022-03-08,2022-03-08,"2022-03-11",NA
"23",2005,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"24",2005,15,"blue oak","Cucu Mesa","High","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"25",2005,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,NA,NA
"26",2005,17,"blue oak","Cucu Mesa","High","md",NA,2022-04-27,"2022-04-27",NA
"27",2005,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,"2022-04-04",NA
"28",2005,17,"blue oak","Cucu Mesa","High","pd",NA,2022-04-27,"2022-04-27",NA
"29",2005,19,"blue oak","Cucu Mesa","High","md",2022-05-09,NA,NA,"2022-05-09"
"30",2005,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"31",2005,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-23","2022-05-27"
"32",2005,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"33",2005,29,"blue oak","Cucu Mesa","High","md",2022-07-19,2022-07-19,NA,NA
"34",2005,33,"blue oak","Cucu Mesa","High","md",2022-08-18,NA,NA,NA
"35",2006,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,"2022-03-11",NA
"36",2006,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"37",2006,15,"blue oak","Cucu Mesa","High","md",2022-04-13,2022-04-13,"2022-04-12",NA
"38",2006,17,"blue oak","Cucu Mesa","High","md",NA,2022-04-27,"2022-04-27",NA
"39",2006,10,"blue oak","Cucu Mesa","High","pd",2022-03-08,2022-03-08,NA,NA
"40",2006,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,NA,NA
"41",2006,19,"blue oak","Cucu Mesa","High","md",2022-05-09,NA,NA,"2022-05-09"
"42",2006,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"43",2006,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"44",2006,17,"blue oak","Cucu Mesa","High","pd",NA,2022-04-27,"2022-04-27",NA
"45",2006,29,"blue oak","Cucu Mesa","High","pd",2022-07-19,2022-07-19,NA,NA
"46",2006,33,"blue oak","Cucu Mesa","High","md",2022-08-18,NA,NA,NA
"47",2006,33,"blue oak","Cucu Mesa","High","pd",2022-08-18,NA,NA,NA
"48",2006,29,"blue oak","Cucu Mesa","High","md",2022-07-19,2022-07-19,NA,NA
"49",2007,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,"2022-03-08",NA
"50",2007,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,"2022-04-04",NA
"51",2007,10,"blue oak","Cucu Mesa","High","pd",2022-03-08,2022-03-08,"2022-03-11",NA
"52",2007,10,"blue oak","Cucu Mesa","High","md",2022-03-08,2022-03-08,"2022-03-11",NA
"53",2007,15,"blue oak","Cucu Mesa","High","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"54",2007,17,"blue oak","Cucu Mesa","High","md",NA,2022-04-27,"2022-04-27",NA
"55",2007,17,"blue oak","Cucu Mesa","High","pd",NA,2022-04-27,"2022-04-27",NA
"56",2007,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"57",2007,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"58",2007,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"59",2007,29,"blue oak","Cucu Mesa","High","md",2022-07-19,2022-07-19,NA,NA
"60",2007,29,"blue oak","Cucu Mesa","High","pd",2022-07-19,2022-07-19,NA,NA
"61",2007,33,"blue oak","Cucu Mesa","High","md",2022-08-18,NA,NA,NA
"62",2007,33,"blue oak","Cucu Mesa","High","pd",2022-08-18,NA,NA,NA
"63",2007,19,"blue oak","Cucu Mesa","High","md",2022-05-09,NA,NA,"2022-05-09"
"64",2008,14,"blue oak","Cucu Mesa","High","md",2022-04-04,2022-04-04,"2022-04-04",NA
"65",2008,21,"blue oak","Cucu Mesa","High","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"66",2008,14,"blue oak","Cucu Mesa","High","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"67",2008,21,"blue oak","Cucu Mesa","High","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"68",2009,12,"blue oak","LL","Hobbiton","md",2022-03-23,2022-03-25,NA,NA
"69",2009,12,"blue oak","LL","Hobbiton","md",2022-03-25,2022-03-25,NA,NA
"70",2009,12,"blue oak","LL","Hobbiton","pd",2022-03-23,2022-03-25,NA,NA
"71",2009,12,"blue oak","LL","Hobbiton","pd",2022-03-25,2022-03-25,NA,NA
"72",2009,13,"blue oak","LL","Hobbiton","pd",2022-03-30,2022-03-30,"2022-03-30",NA
"73",2009,14,"blue oak","LL","Hobbiton","md",2022-04-06,2022-04-06,NA,NA
"74",2009,15,"blue oak","LL","Hobbiton","md",2022-04-13,2022-04-13,NA,"2022-04-12"
"75",2009,15,"blue oak","LL","Hobbiton","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"76",2009,15,"blue oak","LL","Hobbiton","pd",2022-04-11,2022-04-11,NA,"2022-04-12"
"77",2009,15,"blue oak","LL","Hobbiton","pd",2022-04-11,2022-04-11,NA,"2022-04-14"
"78",2009,17,"blue oak","LL","Hobbiton","md",2022-04-25,2022-04-25,"2022-04-25",NA
"79",2009,17,"blue oak","LL","Hobbiton","pd",2022-04-25,2022-04-25,"2022-04-25",NA
"80",2009,18,"blue oak","LL","Hobbiton","md",2022-05-04,2022-05-04,NA,"2022-05-03"
"81",2009,19,"blue oak","LL","Hobbiton","md",2022-05-09,NA,NA,NA
"82",2009,19,"blue oak","LL","Hobbiton","md",NA,2022-05-09,NA,NA
"83",2009,19,"blue oak","LL","Hobbiton","pd",2022-05-09,NA,NA,NA
"84",2009,21,"blue oak","LL","Hobbiton","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"85",2009,21,"blue oak","LL","Hobbiton","pd",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"86",2009,14,"blue oak","LL","Hobbiton","pd",NA,NA,"2022-04-04",NA
"87",2009,29,"blue oak","LL","Hobbiton","md",2022-07-19,2022-07-19,NA,NA
"88",2009,33,"blue oak","LL","Hobbiton","md",2022-08-18,NA,NA,NA
"89",2009,33,"blue oak","LL","Hobbiton","md",NA,2022-08-18,NA,NA
"90",2009,33,"blue oak","LL","Hobbiton","pd",NA,2022-08-18,NA,NA
"91",2010,12,"blue oak","LL","Weathertop","md",2022-03-25,2022-03-25,NA,NA
"92",2010,12,"blue oak","LL","Weathertop","pd",2022-03-25,2022-03-25,NA,NA
"93",2010,12,"blue oak","LL","Weathertop","md",2022-03-23,2022-03-25,NA,NA
"94",2010,12,"blue oak","LL","Weathertop","pd",2022-03-23,2022-03-25,NA,NA
"95",2010,13,"blue oak","LL","Weathertop","pd",2022-03-30,2022-03-30,"2022-03-30",NA
"96",2010,15,"blue oak","LL","Weathertop","pd",2022-04-11,2022-04-11,NA,"2022-04-14"
"97",2010,17,"blue oak","LL","Weathertop","md",2022-04-25,2022-04-25,"2022-04-25",NA
"98",2010,17,"blue oak","LL","Weathertop","pd",2022-04-25,2022-04-25,"2022-04-25",NA
"99",2010,18,"blue oak","LL","Weathertop","md",2022-05-04,2022-05-04,NA,"2022-05-03"
"100",2010,15,"blue oak","LL","Weathertop","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"101",2010,19,"blue oak","LL","Weathertop","md",NA,2022-05-09,NA,NA
"102",2010,19,"blue oak","LL","Weathertop","md",2022-05-09,NA,NA,NA
"103",2010,19,"blue oak","LL","Weathertop","pd",2022-05-09,NA,NA,NA
"104",2010,21,"blue oak","LL","Weathertop","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"105",2010,21,"blue oak","LL","Weathertop","pd",2022-05-23,2022-05-23,NA,"2022-05-25"
"106",2010,29,"blue oak","LL","Weathertop","md",2022-07-19,2022-07-19,NA,NA
"107",2010,29,"blue oak","LL","Weathertop","pd",2022-07-19,2022-07-19,NA,NA
"108",2010,33,"blue oak","LL","Weathertop","md",2022-08-18,NA,NA,NA
"109",2010,33,"blue oak","LL","Weathertop","md",NA,2022-08-18,NA,NA
"110",2010,33,"blue oak","LL","Weathertop","pd",2022-08-18,NA,NA,NA
"111",2010,33,"blue oak","LL","Weathertop","pd",NA,2022-08-18,NA,NA
"112",2011,14,"blue oak","LL","Weathertop","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"113",2011,15,"blue oak","LL","Weathertop","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"114",2011,15,"blue oak","LL","Weathertop","pd",2022-04-11,2022-04-11,NA,"2022-04-14"
"115",2011,14,"blue oak","LL","Weathertop","md",2022-04-06,2022-04-06,NA,NA
"116",2011,18,"blue oak","LL","Weathertop","md",2022-05-04,2022-05-04,NA,"2022-05-04"
"117",2011,19,"blue oak","LL","Weathertop","md",2022-05-09,NA,NA,NA
"118",2011,19,"blue oak","LL","Weathertop","md",NA,2022-05-09,NA,NA
"119",2011,17,"blue oak","LL","Weathertop","md",2022-04-25,2022-04-25,"2022-04-25",NA
"120",2011,19,"blue oak","LL","Weathertop","pd",2022-05-09,NA,NA,NA
"121",2011,21,"blue oak","LL","Weathertop","md",2022-05-25,2022-05-23,"2022-05-23","2022-05-25"
"122",2011,21,"blue oak","LL","Weathertop","pd",2022-05-23,2022-05-23,NA,"2022-05-25"
"123",2011,29,"blue oak","LL","Weathertop","pd",2022-07-19,2022-07-19,NA,NA
"124",2011,33,"blue oak","LL","Weathertop","md",NA,2022-08-18,NA,NA
"125",2011,33,"blue oak","LL","Weathertop","md",2022-08-18,NA,NA,NA
"126",2011,33,"blue oak","LL","Weathertop","pd",NA,2022-08-18,NA,NA
"127",2011,33,"blue oak","LL","Weathertop","pd",2022-08-18,NA,NA,NA
"128",2011,29,"blue oak","LL","Weathertop","md",2022-07-19,2022-07-19,NA,NA
"129",2011,17,"blue oak","LL","Weathertop","pd",2022-04-25,2022-04-25,"2022-04-25",NA
"130",2012,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"131",2012,15,"blue oak","Cucu Mesa","Low","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"132",2012,14,"blue oak","Cucu Mesa","Low","md",NA,NA,"2022-04-04",NA
"133",2012,19,"blue oak","Cucu Mesa","Low","md",2022-05-09,NA,NA,"2022-05-09"
"134",2012,21,"blue oak","Cucu Mesa","Low","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"135",2012,17,"blue oak","Cucu Mesa","Low","md",NA,2022-04-27,"2022-04-27",NA
"136",2012,17,"blue oak","Cucu Mesa","Low","pd",NA,2022-04-27,"2022-04-27",NA
"137",2012,21,"blue oak","Cucu Mesa","Low","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"138",2012,29,"blue oak","Cucu Mesa","Low","md",2022-07-19,2022-07-19,NA,NA
"139",2012,29,"blue oak","Cucu Mesa","Low","pd",2022-07-19,2022-07-19,NA,NA
"140",2012,33,"blue oak","Cucu Mesa","Low","md",2022-08-18,NA,NA,NA
"141",2012,33,"blue oak","Cucu Mesa","Low","pd",2022-08-18,NA,NA,NA
"142",2013,14,"blue oak","Cucu Mesa","Low","md",2022-04-04,2022-04-04,"2022-04-04",NA
"143",2013,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"144",2013,17,"blue oak","Cucu Mesa","Low","md",NA,2022-04-27,"2022-04-27",NA
"145",2013,15,"blue oak","Cucu Mesa","Low","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"146",2013,17,"blue oak","Cucu Mesa","Low","pd",NA,2022-04-27,"2022-04-27",NA
"147",2013,19,"blue oak","Cucu Mesa","Low","md",2022-05-09,NA,NA,"2022-05-09"
"148",2013,21,"blue oak","Cucu Mesa","Low","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"149",2013,29,"blue oak","Cucu Mesa","Low","md",2022-07-19,2022-07-19,NA,NA
"150",2013,33,"blue oak","Cucu Mesa","Low","md",2022-08-18,NA,NA,NA
"151",2014,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"152",2014,14,"blue oak","Cucu Mesa","Low","md",2022-04-04,2022-04-04,"2022-04-04",NA
"153",2014,21,"blue oak","Cucu Mesa","Low","md",NA,NA,"2022-05-23",NA
"154",2015,14,"blue oak","Cucu Mesa","Low","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"155",2015,14,"blue oak","Cucu Mesa","Low","md",NA,NA,"2022-04-04",NA
"156",2015,17,"blue oak","Cucu Mesa","Low","md",NA,2022-04-27,"2022-04-27",NA
"157",2015,17,"blue oak","Cucu Mesa","Low","pd",NA,2022-04-27,"2022-04-27",NA
"158",2015,19,"blue oak","Cucu Mesa","Low","md",2022-05-09,NA,NA,"2022-05-09"
"159",2015,15,"blue oak","Cucu Mesa","Low","md",2022-04-13,2022-04-13,NA,NA
"160",2015,21,"blue oak","Cucu Mesa","Low","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"161",2015,29,"blue oak","Cucu Mesa","Low","md",2022-07-19,2022-07-19,NA,NA
"162",2015,29,"blue oak","Cucu Mesa","Low","pd",2022-07-19,2022-07-19,NA,NA
"163",2015,33,"blue oak","Cucu Mesa","Low","md",2022-08-18,NA,NA,NA
"164",2015,33,"blue oak","Cucu Mesa","Low","pd",2022-08-18,NA,NA,NA
"165",2015,21,"blue oak","Cucu Mesa","Low","md",2022-05-25,2022-05-23,"2022-05-25","2022-05-27"
"166",2020,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"167",2020,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"168",2020,14,"blue oak","Chamise","Chamise","md",2022-04-04,2022-04-04,"2022-04-04",NA
"169",2020,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"170",2020,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"171",2020,17,"blue oak","Chamise","Chamise","md",NA,2022-04-27,"2022-04-27",NA
"172",2020,17,"blue oak","Chamise","Chamise","pd",NA,2022-04-27,NA,NA
"173",2020,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"174",2020,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"175",2020,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"176",2020,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"177",2020,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"178",2020,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"179",2020,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"180",2020,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"181",2021,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"182",2021,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"183",2021,14,"blue oak","Chamise","Chamise","md",2022-04-04,2022-04-04,"2022-04-04",NA
"184",2021,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"185",2021,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"186",2021,17,"blue oak","Chamise","Chamise","md",NA,2022-04-27,"2022-04-27",NA
"187",2021,17,"blue oak","Chamise","Chamise","pd",NA,2022-04-27,"2022-04-27",NA
"188",2021,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"189",2021,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"190",2021,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-23"
"191",2021,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"192",2021,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"193",2021,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-23"
"194",2021,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"195",2021,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"196",2021,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"197",2021,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"198",2022,10,"live oak","Chamise","Chamise","md",2022-03-08,2022-03-08,NA,NA
"199",2022,11,"live oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15",NA
"200",2022,14,"live oak","Chamise","Chamise","md",NA,NA,"2022-04-04",NA
"201",2022,17,"live oak","Chamise","Chamise","md",NA,2022-04-27,"2022-04-27",NA
"202",2022,17,"live oak","Chamise","Chamise","pd",NA,2022-04-27,"2022-04-27",NA
"203",2022,19,"live oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"204",2022,14,"live oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"205",2022,19,"live oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"206",2022,21,"live oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-23"
"207",2022,21,"live oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-23"
"208",2022,29,"live oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"209",2022,29,"live oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"210",2022,33,"live oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"211",2022,33,"live oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"212",2023,10,"live oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"213",2023,14,"live oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"214",2023,11,"live oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15",NA
"215",2023,17,"live oak","Chamise","Chamise","md",NA,2022-04-27,"2022-04-27",NA
"216",2023,17,"live oak","Chamise","Chamise","pd",NA,2022-04-27,"2022-04-27",NA
"217",2023,19,"live oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"218",2023,19,"live oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"219",2023,21,"live oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-25","2022-05-25"
"220",2023,21,"live oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"221",2023,29,"live oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"222",2023,29,"live oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"223",2023,33,"live oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"224",2023,33,"live oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"225",2024,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"226",2024,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"227",2024,14,"blue oak","Chamise","Chamise","md",2022-04-04,2022-04-04,"2022-04-04",NA
"228",2024,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,NA
"229",2024,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"230",2024,17,"blue oak","Chamise","Chamise","pd",NA,2022-04-27,"2022-04-27",NA
"231",2024,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"232",2024,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"233",2024,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"234",2024,17,"blue oak","Chamise","Chamise","md",NA,2022-04-27,"2022-04-27",NA
"235",2024,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"236",2024,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"237",2024,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"238",2024,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"239",2024,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"240",2025,10,"blue oak","Chamise","Chamise","md",2022-03-08,2022-03-08,"2022-03-11",NA
"241",2025,11,"blue oak","Chamise","Chamise","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"242",2025,14,"blue oak","Chamise","Chamise","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"243",2025,15,"blue oak","Chamise","Chamise","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"244",2025,17,"blue oak","Chamise","Chamise","md",NA,2022-04-27,"2022-04-27",NA
"245",2025,14,"blue oak","Chamise","Chamise","md",NA,NA,"2022-04-04",NA
"246",2025,17,"blue oak","Chamise","Chamise","pd",NA,2022-04-27,"2022-04-27",NA
"247",2025,19,"blue oak","Chamise","Chamise","md",2022-05-09,NA,NA,"2022-05-09"
"248",2025,19,"blue oak","Chamise","Chamise","pd",2022-05-09,NA,NA,"2022-05-09"
"249",2025,21,"blue oak","Chamise","Chamise","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-25"
"250",2025,21,"blue oak","Chamise","Chamise","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-25"
"251",2025,29,"blue oak","Chamise","Chamise","md",2022-07-19,2022-07-19,NA,NA
"252",2025,29,"blue oak","Chamise","Chamise","pd",2022-07-19,2022-07-19,NA,NA
"253",2025,33,"blue oak","Chamise","Chamise","md",2022-08-18,NA,NA,NA
"254",2025,33,"blue oak","Chamise","Chamise","pd",2022-08-18,NA,NA,NA
"255",2026,11,"blue oak","Chamise","Shedd","pd",2022-03-15,2022-03-15,NA,NA
"256",2026,14,"blue oak","Chamise","Shedd","md",2022-04-04,2022-04-04,"2022-04-04",NA
"257",2026,14,"blue oak","Chamise","Shedd","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"258",2026,15,"blue oak","Chamise","Shedd","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"259",2026,17,"blue oak","Chamise","Shedd","md",NA,2022-04-27,"2022-04-27",NA
"260",2026,17,"blue oak","Chamise","Shedd","pd",NA,2022-04-27,"2022-04-27",NA
"261",2026,19,"blue oak","Chamise","Shedd","md",2022-05-09,NA,NA,"2022-05-09"
"262",2026,21,"blue oak","Chamise","Shedd","md",2022-05-23,2022-05-23,"2022-05-25","2022-05-23"
"263",2026,21,"blue oak","Chamise","Shedd","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-23"
"264",2026,29,"blue oak","Chamise","Shedd","md",2022-07-19,2022-07-19,NA,NA
"265",2026,29,"blue oak","Chamise","Shedd","pd",2022-07-19,2022-07-19,NA,NA
"266",2026,33,"blue oak","Chamise","Shedd","md",2022-08-18,NA,NA,NA
"267",2026,33,"blue oak","Chamise","Shedd","pd",2022-08-18,NA,NA,NA
"268",2026,10,"blue oak","Chamise","Shedd","md",2022-03-08,2022-03-08,NA,NA
"269",2027,11,"blue oak","Chamise","Shedd","pd",2022-03-15,2022-03-15,"2022-03-15","2022-03-15"
"270",2027,14,"blue oak","Chamise","Shedd","pd",2022-04-04,2022-04-04,"2022-04-04",NA
"271",2027,10,"blue oak","Chamise","Shedd","md",NA,NA,"2022-03-11",NA
"272",2027,15,"blue oak","Chamise","Shedd","md",2022-04-13,2022-04-13,NA,"2022-04-14"
"273",2027,17,"blue oak","Chamise","Shedd","md",NA,2022-04-27,"2022-04-27",NA
"274",2027,14,"blue oak","Chamise","Shedd","md",NA,NA,"2022-04-04",NA
"275",2027,19,"blue oak","Chamise","Shedd","md",2022-05-09,NA,NA,"2022-05-09"
"276",2027,19,"blue oak","Chamise","Shedd","pd",2022-05-09,NA,NA,"2022-05-09"
"277",2027,21,"blue oak","Chamise","Shedd","md",2022-05-23,2022-05-23,"2022-05-23","2022-05-23"
"278",2027,17,"blue oak","Chamise","Shedd","pd",NA,2022-04-27,"2022-04-27",NA
"279",2027,29,"blue oak","Chamise","Shedd","pd",2022-07-19,2022-07-19,NA,NA
"280",2027,33,"blue oak","Chamise","Shedd","pd",2022-08-18,NA,NA,NA
"281",2027,21,"blue oak","Chamise","Shedd","pd",2022-05-25,2022-05-23,"2022-05-25","2022-05-23"
"282",2028,14,"blue oak","Chamise","Shedd","pd",2022-04-04,2022-04-04,"2022-04-04",NA
