Site,Plot,plot.number,Species,Tag,Date,pd_md,water_potential_mpa,Notes
Cucu Mesa,High,Cucu Mesa,blue oak,2006,2022-05-25,md,3.134,
Cucu Mesa,High,Cucu Mesa,blue oak,2006,2022-05-25,md,3.09,
Cucu Mesa,High,Cucu Mesa,blue oak,2007,2022-05-25,pd,1.668,
Cucu Mesa,High,Cucu Mesa,blue oak,2007,2022-05-25,pd,1.78,
Cucu Mesa,High,Cucu Mesa,blue oak,2007,2022-05-25,pd,1.569,
Cucu Mesa,High,Cucu Mesa,blue oak,2007,2022-05-25,md,3.35,
Cucu Mesa,High,Cucu Mesa,blue oak,2007,2022-05-25,md,3.25,
Cucu Mesa,High,Cucu Mesa,blue oak,2007,2022-05-25,md,3.6,
Chamise,Chamise,Chamise,LEU,Chamise-LEU,2022-05-25,md,3.438,
Chamise,Chamise,Chamise,LEU,Chamise-LEU,2022-05-25,md,2.459,
Chamise,Chamise,Chamise,LEU,Chamise-LEU,2022-05-25,md,3.234,
Chamise,Chamise,Chamise,LEU,Chamise-LEU,2022-05-25,md,3.412,
Chamise,Chamise,Chamise,LEU,Chamise-LEU,2022-05-25,md,3.578,
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,2022-05-25,pd,3.75,
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,2022-05-25,pd,3.55,
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,2022-05-25,pd,3.45,
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,2022-05-25,pd,3.65,
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,2022-05-25,md,4.372,
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,2022-05-25,md,3.972,
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,2022-05-25,md,3.789,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-25,md,4.8,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-25,md,3.4,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-25,md,4.35,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-25,md,4.5,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-25,md,4.8,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,pd,4,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,pd,4.8,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,pd,3.85,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,pd,4.3,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,pd,4.25,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,pd,4.05,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,md,4.89,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,md,4.93,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,md,4.9,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,md,4.89,
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,2022-05-25,md,4.89,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,pd,4.55,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,pd,4.15,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,pd,4.35,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,pd,4.975,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,pd,5.25,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,pd,4.45,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,md,4.458,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,md,4.648,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,md,4.554,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,md,4.188,
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,2022-05-25,md,4.388,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,pd,0.638,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,pd,0.897,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,pd,0.838,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,pd,0.712,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,pd,1.04,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,pd,0.8,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,md,3.408,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,md,2.301,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,md,2.3,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,md,2.928,
PineNeedle,Low,low Pine Needle,live oak,2093,2022-05-25,md,1.876,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,pd,1.3,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,pd,1.42,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,pd,0.72,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,pd,0.62,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,pd,1.63,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,pd,0.855,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,md,1.609,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,md,2.854,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,md,1.738,
PineNeedle,Low,low Pine Needle,live oak,2092,2022-05-25,md,2.681,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,pd,1.005,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,pd,0.51,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,pd,0.38,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,pd,0.75,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,pd,0.4,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,pd,0.457,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,md,1.878,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,md,2.143,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,md,1.918,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,md,2.463,
PineNeedle,Low,low Pine Needle,live oak,2091,2022-05-25,md,2.208,
PineNeedle,Low,low Pine Needle,blue oak,2090,2022-05-25,pd,2.213,
PineNeedle,Low,low Pine Needle,blue oak,2090,2022-05-25,pd,1.68,
PineNeedle,Low,low Pine Needle,blue oak,2090,2022-05-25,pd,2.142,
PineNeedle,Low,low Pine Needle,blue oak,2090,2022-05-25,pd,1.88,
PineNeedle,Low,low Pine Needle,blue oak,2090,2022-05-25,md,2.641,
PineNeedle,Low,low Pine Needle,blue oak,2090,2022-05-25,md,2.689,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,pd,1.313,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,pd,0.908,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,pd,0.998,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,pd,0.942,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,pd,0.827,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,pd,1.28,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,md,2.243,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,md,2.19,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,md,1.58,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,md,1.845,
PineNeedle,Low,low Pine Needle,live oak,2089,2022-05-25,md,1.998,
PineNeedle,Low,low Pine Needle,blue oak,2088,2022-05-25,pd,1.43,
PineNeedle,Low,low Pine Needle,blue oak,2088,2022-05-25,pd,1.326,
PineNeedle,Low,low Pine Needle,blue oak,2088,2022-05-25,pd,1.347,
PineNeedle,Low,low Pine Needle,blue oak,2088,2022-05-25,md,2.855,
PineNeedle,Low,low Pine Needle,blue oak,2088,2022-05-25,md,2.932,
PineNeedle,Low,low Pine Needle,blue oak,2087,2022-05-25,pd,1.95,
PineNeedle,Low,low Pine Needle,blue oak,2087,2022-05-25,pd,1.35,
PineNeedle,Low,low Pine Needle,blue oak,2087,2022-05-25,pd,1.35,
PineNeedle,Low,low Pine Needle,blue oak,2086,2022-05-25,pd,1.668,
PineNeedle,Low,low Pine Needle,blue oak,2086,2022-05-25,pd,1.473,
PineNeedle,Low,low Pine Needle,blue oak,2086,2022-05-25,pd,1.52,
PineNeedle,Low,low Pine Needle,blue oak,2086,2022-05-25,md,3.29,
PineNeedle,Low,low Pine Needle,blue oak,2086,2022-05-25,md,3.328,
PineNeedle,Low,low Pine Needle,blue oak,2086,2022-05-25,md,3.138,
PineNeedle,Low,low Pine Needle,blue oak,2085,2022-05-25,pd,1.79,
PineNeedle,Low,low Pine Needle,blue oak,2085,2022-05-25,pd,1.32,
PineNeedle,Low,low Pine Needle,blue oak,2085,2022-05-25,pd,1.45,
PineNeedle,Low,low Pine Needle,blue oak,2085,2022-05-25,md,2.95,
PineNeedle,Low,low Pine Needle,blue oak,2085,2022-05-25,md,3.3,
PineNeedle,Low,low Pine Needle,blue oak,2085,2022-05-25,md,3.4,
Chamise,Chamise,Chamise,blue oak,2020,2022-05-25,pd,1.7,
Chamise,Chamise,Chamise,blue oak,2020,2022-05-25,pd,1.85,
Chamise,Chamise,Chamise,blue oak,2021,2022-05-25,pd,1.65,
Chamise,Chamise,Chamise,blue oak,2021,2022-05-25,pd,1.65,
Chamise,Chamise,Chamise,live oak,2022,2022-05-25,pd,1.2,
Chamise,Chamise,Chamise,live oak,2022,2022-05-25,pd,1.72,
Chamise,Chamise,Chamise,live oak,2022,2022-05-25,pd,1.15,
Chamise,Chamise,Chamise,live oak,2022,2022-05-25,pd,1.75,
Chamise,Chamise,Chamise,live oak,2023,2022-05-25,pd,1.25,
Chamise,Chamise,Chamise,live oak,2023,2022-05-25,pd,1.25,
Chamise,Chamise,Chamise,live oak,2023,2022-05-25,pd,1.1,
Chamise,Chamise,Chamise,live oak,2023,2022-05-25,pd,1.3,
Chamise,Chamise,Chamise,live oak,2023,2022-05-25,pd,1.41,
Chamise,Chamise,Chamise,live oak,2023,2022-05-25,pd,1.5,
Chamise,Chamise,Chamise,blue oak,2024,2022-05-25,pd,1.75,
Chamise,Chamise,Chamise,blue oak,2024,2022-05-25,pd,1.65,
Chamise,Chamise,Chamise,blue oak,2025,2022-05-25,pd,1.45,
Chamise,Chamise,Chamise,blue oak,2025,2022-05-25,pd,1.55,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2026,2022-05-25,pd,2.01,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2026,2022-05-25,pd,2.15,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2026,2022-05-25,pd,2,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2027,2022-05-25,pd,1.9,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2027,2022-05-25,pd,2.07,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2028,2022-05-25,pd,1.8,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2028,2022-05-25,pd,1.75,
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,2022-05-25,pd,1.21,
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,2022-05-25,pd,1.5,
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,2022-05-25,pd,1.75,
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,2022-05-25,pd,1.21,
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,2022-05-25,pd,1.3,
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,2022-05-25,pd,1.65,
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,2022-05-25,pd,1.45,
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,2022-05-25,pd,1.23,
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,2022-05-25,pd,1.175,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2031,2022-05-25,pd,1.95,
Chamise,Shedd,Chamise (Shedd soil),blue oak,2031,2022-05-25,pd,1.875,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,pd,2.258,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,pd,2.85,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,pd,2.713,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,md,3.15,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,md,3.2,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,md,3.2,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,md,3.334,
Cucu Mesa,Low,Lower Cucu,blue oak,2012,2022-05-25,md,2.753,
Cucu Mesa,Low,Lower Cucu,blue oak,2013,2022-05-25,pd,2.008,
Cucu Mesa,Low,Lower Cucu,blue oak,2013,2022-05-25,pd,1.956,
Cucu Mesa,Low,Lower Cucu,blue oak,2013,2022-05-25,pd,2.348,
Cucu Mesa,Low,Lower Cucu,blue oak,2015,2022-05-25,pd,1.838,
Cucu Mesa,Low,Lower Cucu,blue oak,2015,2022-05-25,pd,2.008,
Cucu Mesa,Low,Lower Cucu,blue oak,2015,2022-05-25,pd,2.1,
Cucu Mesa,Low,Lower Cucu,blue oak,2015,2022-05-25,md,3.189,
Cucu Mesa,Low,Lower Cucu,blue oak,2015,2022-05-25,md,3.148,
Cucu Mesa,Low,Lower Cucu,blue oak,1478,2022-05-25,pd,1.608,
Cucu Mesa,Low,Lower Cucu,blue oak,1478,2022-05-25,pd,1.43,
Cucu Mesa,Low,Lower Cucu,blue oak,1478,2022-05-25,pd,1.62,
Cucu Mesa,Low,Lower Cucu,blue oak,1478,2022-05-25,md,4.5,
Cucu Mesa,Low,Lower Cucu,blue oak,1478,2022-05-25,md,3.6,
Cucu Mesa,Low,Lower Cucu,blue oak,1478,2022-05-25,md,3.85,
Cucu Mesa,Low,Lower Cucu,blue oak,1478,2022-05-25,md,4,
LL,Weathertop,,blue oak,2011,2022-05-25,md,2.09,
LL,Weathertop,,blue oak,2011,2022-05-25,md,2.14,
LL,Weathertop,,blue oak,2011,2022-05-25,md,2.43,
Cucu Mesa,High,,blue oak,2008,2022-05-25,pd,1.64,
Cucu Mesa,High,,blue oak,2008,2022-05-25,pd,1.93,
Cucu Mesa,High,,blue oak,2008,2022-05-25,pd,1.638,
Cucu Mesa,High,,blue oak,2008,2022-05-25,md,3.45,
Cucu Mesa,High,,blue oak,2008,2022-05-25,md,3.05,
Cucu Mesa,High,,blue oak,2008,2022-05-25,md,3.4,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,pd,1.432,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,pd,1.371,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,pd,1.341,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,pd,1.504,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,md,3.501,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,md,3.7,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,md,4.517,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,md,4.323,
LL,MiddleEarth,AT001,live oak,2352,2022-05-23,md,4.776,
LL,MiddleEarth,AT001,live oak,2354,2022-05-23,pd,1.212,
LL,MiddleEarth,AT001,live oak,2354,2022-05-23,pd,1.356,
LL,MiddleEarth,AT001,live oak,2354,2022-05-23,pd,1.361,
LL,MiddleEarth,AT001,live oak,2354,2022-05-23,pd,1.421,
LL,MiddleEarth,AT001,live oak,2354,2022-05-23,md,4.031,
LL,MiddleEarth,AT001,live oak,2354,2022-05-23,md,3.467,
LL,MiddleEarth,AT001,live oak,2354,2022-05-23,md,3.531,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,pd,2.157,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,pd,1.958,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,pd,2.271,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,pd,2.151,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,md,3.234,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,md,3.189,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,md,3.4,
LL,MiddleEarth,AT001,blue oak,2360,2022-05-23,md,3.286,
LL,MiddleEarth,AT001,blue oak,2365,2022-05-23,pd,1.773,
LL,MiddleEarth,AT001,blue oak,2365,2022-05-23,pd,1.82,
LL,MiddleEarth,AT001,blue oak,2365,2022-05-23,pd,2.04,
LL,MiddleEarth,AT001,blue oak,2365,2022-05-23,md,3.043,
LL,MiddleEarth,AT001,blue oak,2365,2022-05-23,md,2.912,
LL,MiddleEarth,AT001,blue oak,2365,2022-05-23,md,2.963,
LL,MiddleEarth,AT001,blue oak,2367,2022-05-23,pd,2.023,
LL,MiddleEarth,AT001,blue oak,2367,2022-05-23,pd,2.001,
LL,MiddleEarth,AT001,blue oak,2367,2022-05-23,md,3.01,
LL,MiddleEarth,AT001,blue oak,2367,2022-05-23,md,2.99,
LL,MiddleEarth,AT001,blue oak,2367,2022-05-23,md,2.881,
LL,MiddleEarth,AT001,blue oak,2369,2022-05-23,pd,1.812,
LL,MiddleEarth,AT001,blue oak,2369,2022-05-23,pd,1.982,
LL,MiddleEarth,AT001,blue oak,2369,2022-05-23,pd,1.9,
LL,MiddleEarth,AT001,blue oak,2369,2022-05-23,md,3.67,
LL,MiddleEarth,AT001,blue oak,2369,2022-05-23,md,3.79,
LL,MiddleEarth,AT001,blue oak,2369,2022-05-23,md,3.7,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,pd,0.839,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,pd,1.11,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,pd,1.556,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,pd,1.331,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,pd,1.186,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,md,2.615,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,md,2.386,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,md,2.056,
LL,MiddleEarth,near AT001,live oak,2376,2022-05-23,md,2.343,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,pd,0.899,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,pd,1.019,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,pd,0.82,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,pd,0.978,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,pd,1.06,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,pd,0.658,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,md,1.464,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,md,1.728,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,md,1.531,
LL,MiddleEarth,near AT001,live oak,2377,2022-05-23,md,1.74,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,pd,1.688,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,pd,1.731,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,pd,1.688,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,md,3.361,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,md,3.187,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,md,2.778,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,md,3.373,
LL,MiddleEarth,near AT001,blue oak,2378,2022-05-23,md,3.261,
LL,MiddleEarth,near AT001,blue oak,2379,2022-05-23,pd,2.371,
LL,MiddleEarth,near AT001,blue oak,2379,2022-05-23,pd,2.201,
LL,MiddleEarth,near AT001,blue oak,2379,2022-05-23,md,3.341,
LL,MiddleEarth,near AT001,blue oak,2379,2022-05-23,md,3.31,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,pd,0.893,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,pd,0.789,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,pd,0.918,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,pd,0.643,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,pd,0.928,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,pd,0.931,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,md,3.65,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,md,3.83,
LL,MiddleEarth,near AT001,live oak,2380,2022-05-23,md,3.86,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,pd,1.888,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,pd,1.843,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,pd,1.983,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,pd,1.984,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,md,3.778,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,md,3.692,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,md,3.938,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,md,3.692,
LL,Hobbiton,AT002,blue oak,2343,2022-05-23,md,3.662,
LL,Hobbiton,AT002,live oak,2345,2022-05-23,pd,0.678,
LL,Hobbiton,AT002,live oak,2345,2022-05-23,pd,0.788,
LL,Hobbiton,AT002,live oak,2345,2022-05-23,pd,0.682,
LL,Hobbiton,AT002,live oak,2345,2022-05-23,md,2.471,
LL,Hobbiton,AT002,live oak,2345,2022-05-23,md,2.077,
LL,Hobbiton,AT002,live oak,2345,2022-05-23,md,2.088,
LL,Hobbiton,AT002,live oak,2345,2022-05-23,md,2.043,
LL,Hobbiton,AT002,blue oak,2346,2022-05-23,pd,2.078,
LL,Hobbiton,AT002,blue oak,2346,2022-05-23,pd,2.043,
LL,Hobbiton,AT002,blue oak,2346,2022-05-23,md,3.268,
LL,Hobbiton,AT002,blue oak,2346,2022-05-23,md,3.365,
LL,Hobbiton,AT002,blue oak,2347,2022-05-23,pd,1.762,
LL,Hobbiton,AT002,blue oak,2347,2022-05-23,pd,2.168,
LL,Hobbiton,AT002,blue oak,2347,2022-05-23,pd,1.872,
LL,Hobbiton,AT002,blue oak,2347,2022-05-23,md,3.13,
LL,Hobbiton,AT002,blue oak,2347,2022-05-23,md,2.7,
LL,Hobbiton,AT002,blue oak,2347,2022-05-23,md,2.75,
LL,Hobbiton,near AT002,blue oak,2375,2022-05-23,pd,1.645,
LL,Hobbiton,near AT002,blue oak,2375,2022-05-23,pd,1.73,
LL,Hobbiton,near AT002,blue oak,2375,2022-05-23,pd,1.723,
LL,Hobbiton,near AT002,blue oak,2375,2022-05-23,md,3.406,
LL,Hobbiton,near AT002,blue oak,2375,2022-05-23,md,3.478,
LL,Ridge,AT003,live oak,2331,2022-05-23,pd,2.24,
LL,Ridge,AT003,live oak,2331,2022-05-23,pd,1.65,
LL,Ridge,AT003,live oak,2331,2022-05-23,pd,1.45,
LL,Ridge,AT003,live oak,2331,2022-05-23,pd,1.75,
LL,Ridge,AT003,live oak,2331,2022-05-23,pd,2.4,
LL,Hobbiton,AT004,live oak,2301,2022-05-23,pd,1.94,
LL,Hobbiton,AT004,live oak,2301,2022-05-23,pd,1.39,
LL,Hobbiton,AT004,live oak,2301,2022-05-23,pd,1.45,
LL,Hobbiton,AT004,live oak,2301,2022-05-23,pd,1.51,
LL,Weathertop,B1,blue oak,2370,2022-05-23,pd,2.063,
LL,Weathertop,B1,blue oak,2370,2022-05-23,pd,1.882,
LL,Weathertop,B1,blue oak,2370,2022-05-23,pd,1.843,
LL,Weathertop,B2,blue oak,2371,2022-05-23,pd,1.532,
LL,Weathertop,B2,blue oak,2371,2022-05-23,pd,1.501,
LL,Weathertop,B3,blue oak,2372,2022-05-23,pd,1.782,
LL,Weathertop,B3,blue oak,2372,2022-05-23,pd,1.741,
LL,Weathertop,B3,blue oak,2372,2022-05-23,pd,1.842,
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,2022-05-23,pd,1.293,
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,2022-05-23,pd,1.288,
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,2022-05-23,md,2.824,
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,2022-05-23,md,2.469,
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,2022-05-23,md,2.774,
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,2022-05-23,md,2.479,
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,2022-05-23,pd,1.416,
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,2022-05-23,pd,1.348,
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,2022-05-23,pd,1.334,
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,2022-05-23,md,3.949,
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,2022-05-23,md,3.938,
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,2022-05-23,md,3.778,
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,2022-05-23,pd,1.683,
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,2022-05-23,pd,1.338,
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,2022-05-23,pd,1.56,
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,2022-05-23,pd,1.548,
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,2022-05-23,pd,1.288,
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,2022-05-23,pd,1.219,
LL,Rohan,near 2380,LEU,LL-LEU,2022-05-23,pd,3.138,
LL,Rohan,near 2380,LEU,LL-LEU,2022-05-23,pd,3.37,
LL,Rohan,near 2380,LEU,LL-LEU,2022-05-23,pd,3.421,
LL,Rohan,near 2380,LEU,LL-LEU,2022-05-23,pd,4.188,
LL,Rohan,near 2380,LEU,LL-LEU,2022-05-23,pd,3.412,
LL,Rohan,near 2380,LEU,LL-LEU,2022-05-23,pd,3.168,
LL,Rohan,near 2380,LEU,LL-LEU,2022-05-23,pd,2.993,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-23,pd,2.881,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-23,pd,3.403,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-23,pd,3.271,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-23,pd,3.341,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-23,pd,3.04,
LL,Rohan,near 2380,ARCA,LL-ARCA,2022-05-23,pd,3.314,
Chamise,Chamise,Chamise,blue oak,2020,2022-05-23,md,2.931,
Chamise,Chamise,Chamise,blue oak,2020,2022-05-23,md,3.03,
Chamise,Chamise,Chamise,blue oak,2021,2022-05-23,md,3.701,
Chamise,Chamise,Chamise,blue oak,2021,2022-05-23,md,4.02,
Chamise,Chamise,Chamise,blue oak,2021,2022-05-23,md,3.462,
Chamise,Chamise,Chamise,blue oak,2021,2022-05-23,md,3.406,
Chamise,Chamise,Chamise,blue oak,2021,2022-05-23,md,4.112,
