MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20150512,6083,Santa Barbara County,CA,0,100,100,100,100,100,5/12/15,5/18/15,1
20150505,6083,Santa Barbara County,CA,0,100,100,100,100,100,5/5/15,5/11/15,1
20150428,6083,Santa Barbara County,CA,0,100,100,100,100,100,4/28/15,5/4/15,1
20150421,6083,Santa Barbara County,CA,0,100,100,100,100,100,4/21/15,4/27/15,1
20150414,6083,Santa Barbara County,CA,0,100,100,100,100,100,4/14/15,4/20/15,1
20150407,6083,Santa Barbara County,CA,0,100,100,100,100,100,4/7/15,4/13/15,1
20150331,6083,Santa Barbara County,CA,0,100,100,100,100,100,3/31/15,4/6/15,1
20150324,6083,Santa Barbara County,CA,0,100,100,100,100,100,3/24/15,3/30/15,1
20150317,6083,Santa Barbara County,CA,0,100,100,100,100,100,3/17/15,3/23/15,1
20150310,6083,Santa Barbara County,CA,0,100,100,100,100,100,3/10/15,3/16/15,1
20150303,6083,Santa Barbara County,CA,0,100,100,100,100,100,3/3/15,3/9/15,1
20150224,6083,Santa Barbara County,CA,0,100,100,100,100,100,2/24/15,3/2/15,1
20150217,6083,Santa Barbara County,CA,0,100,100,100,100,100,2/17/15,2/23/15,1
20150210,6083,Santa Barbara County,CA,0,100,100,100,100,100,2/10/15,2/16/15,1
20150203,6083,Santa Barbara County,CA,0,100,100,100,100,100,2/3/15,2/9/15,1
20150127,6083,Santa Barbara County,CA,0,100,100,100,100,100,1/27/15,2/2/15,1
20150120,6083,Santa Barbara County,CA,0,100,100,100,100,100,1/20/15,1/26/15,1
20150113,6083,Santa Barbara County,CA,0,100,100,100,100,100,1/13/15,1/19/15,1
20150106,6083,Santa Barbara County,CA,0,100,100,100,100,100,1/6/15,1/12/15,1
20141230,6083,Santa Barbara County,CA,0,100,100,100,100,100,12/30/14,1/5/15,1
20141223,6083,Santa Barbara County,CA,0,100,100,100,100,100,12/23/14,12/29/14,1
20141216,6083,Santa Barbara County,CA,0,100,100,100,100,100,12/16/14,12/22/14,1
20141209,6083,Santa Barbara County,CA,0,100,100,100,100,100,12/9/14,12/15/14,1
20141202,6083,Santa Barbara County,CA,0,100,100,100,100,100,12/2/14,12/8/14,1
20141125,6083,Santa Barbara County,CA,0,100,100,100,100,100,11/25/14,12/1/14,1
20141118,6083,Santa Barbara County,CA,0,100,100,100,100,100,11/18/14,11/24/14,1
20141111,6083,Santa Barbara County,CA,0,100,100,100,100,100,11/11/14,11/17/14,1
20141104,6083,Santa Barbara County,CA,0,100,100,100,100,100,11/4/14,11/10/14,1
20141028,6083,Santa Barbara County,CA,0,100,100,100,100,100,10/28/14,11/3/14,1
20141021,6083,Santa Barbara County,CA,0,100,100,100,100,100,10/21/14,10/27/14,1
20141014,6083,Santa Barbara County,CA,0,100,100,100,100,100,10/14/14,10/20/14,1
20141007,6083,Santa Barbara County,CA,0,100,100,100,100,100,10/7/14,10/13/14,1
20140930,6083,Santa Barbara County,CA,0,100,100,100,100,100,9/30/14,10/6/14,1
20140923,6083,Santa Barbara County,CA,0,100,100,100,100,100,9/23/14,9/29/14,1
20140916,6083,Santa Barbara County,CA,0,100,100,100,100,100,9/16/14,9/22/14,1
20140909,6083,Santa Barbara County,CA,0,100,100,100,100,100,9/9/14,9/15/14,1
20140902,6083,Santa Barbara County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
20140826,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
20140819,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
20140812,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
20140805,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
20140729,6083,Santa Barbara County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
20140722,6083,Santa Barbara County,CA,0,100,100,100,100,100,7/22/14,7/28/14,1
20140715,6083,Santa Barbara County,CA,0,100,100,100,100,100,7/15/14,7/21/14,1
20140708,6083,Santa Barbara County,CA,0,100,100,100,100,100,7/8/14,7/14/14,1
20140701,6083,Santa Barbara County,CA,0,100,100,100,100,100,7/1/14,7/7/14,1
20140624,6083,Santa Barbara County,CA,0,100,100,100,100,92.84,6/24/14,6/30/14,1
20140617,6083,Santa Barbara County,CA,0,100,100,100,100,92.84,6/17/14,6/23/14,1
20140610,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,6/10/14,6/16/14,1
20140603,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,6/3/14,6/9/14,1
20140527,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,5/27/14,6/2/14,1
20140520,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,5/20/14,5/26/14,1
20140513,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,5/13/14,5/19/14,1
20140506,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,5/6/14,5/12/14,1
20140429,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,4/29/14,5/5/14,1
20140422,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,4/22/14,4/28/14,1
20140415,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,4/15/14,4/21/14,1
20140408,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,4/8/14,4/14/14,1
20140401,6083,Santa Barbara County,CA,0,100,100,100,99.88,92.84,4/1/14,4/7/14,1
20140325,6083,Santa Barbara County,CA,0,100,100,100,99.9,92.84,3/25/14,3/31/14,1
20140318,6083,Santa Barbara County,CA,0,100,100,100,99.9,53.28,3/18/14,3/24/14,1
20140311,6083,Santa Barbara County,CA,0,100,100,100,99.9,53.28,3/11/14,3/17/14,1
20140304,6083,Santa Barbara County,CA,0,100,100,100,99.9,53.28,3/4/14,3/10/14,1
20140225,6083,Santa Barbara County,CA,0,100,100,100,99.9,92.84,2/25/14,3/3/14,1
20140218,6083,Santa Barbara County,CA,0,100,100,100,99.9,92.84,2/18/14,2/24/14,1
20140211,6083,Santa Barbara County,CA,0,100,100,100,92.84,0.34,2/11/14,2/17/14,1
20140204,6083,Santa Barbara County,CA,0,100,100,100,92.84,0.34,2/4/14,2/10/14,1
20140128,6083,Santa Barbara County,CA,0,100,100,100,92.84,0,1/28/14,2/3/14,1
20140121,6083,Santa Barbara County,CA,0,100,100,100,92.84,0,1/21/14,1/27/14,1
20140114,6083,Santa Barbara County,CA,0,100,100,100,92.84,0,1/14/14,1/20/14,1
20140107,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,1/7/14,1/13/14,1
20131231,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,12/31/13,1/6/14,1
20131224,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,12/24/13,12/30/13,1
20131217,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,12/17/13,12/23/13,1
20131210,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,12/10/13,12/16/13,1
20131203,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,12/3/13,12/9/13,1
20131126,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,11/26/13,12/2/13,1
20131119,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,11/19/13,11/25/13,1
20131112,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,11/12/13,11/18/13,1
20131105,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,11/5/13,11/11/13,1
20131029,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,10/29/13,11/4/13,1
20131022,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,10/22/13,10/28/13,1
20131015,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,10/15/13,10/21/13,1
20131008,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,10/8/13,10/14/13,1
20131001,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,10/1/13,10/7/13,1
20130924,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,9/24/13,9/30/13,1
20130917,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,9/17/13,9/23/13,1
20130910,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,9/10/13,9/16/13,1
20130903,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,9/3/13,9/9/13,1
20130827,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,8/27/13,9/2/13,1
20130820,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,8/20/13,8/26/13,1
20130813,6083,Santa Barbara County,CA,0,100,100,92.84,91.91,0,8/13/13,8/19/13,1
20130806,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,8/6/13,8/12/13,1
20130730,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,7/30/13,8/5/13,1
20130723,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,7/23/13,7/29/13,1
20130716,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,7/16/13,7/22/13,1
20130709,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,7/9/13,7/15/13,1
20130702,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,7/2/13,7/8/13,1
20130625,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,6/25/13,7/1/13,1
20130618,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,6/18/13,6/24/13,1
20130611,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,6/11/13,6/17/13,1
20130604,6083,Santa Barbara County,CA,0,100,100,92.84,0,0,6/4/13,6/10/13,1
20130528,6083,Santa Barbara County,CA,0,100,100,77.85,0,0,5/28/13,6/3/13,1
20130521,6083,Santa Barbara County,CA,0,100,100,77.85,0,0,5/21/13,5/27/13,1
20130514,6083,Santa Barbara County,CA,0,100,100,77.85,0,0,5/14/13,5/20/13,1
20130507,6083,Santa Barbara County,CA,0,100,100,77.85,0,0,5/7/13,5/13/13,1
20130430,6083,Santa Barbara County,CA,0,100,100,1.55,0,0,4/30/13,5/6/13,1
20130423,6083,Santa Barbara County,CA,0,100,100,1.55,0,0,4/23/13,4/29/13,1
20130416,6083,Santa Barbara County,CA,0,100,10.55,0,0,0,4/16/13,4/22/13,1
20130409,6083,Santa Barbara County,CA,0,100,10.55,0,0,0,4/9/13,4/15/13,1
20130402,6083,Santa Barbara County,CA,0,100,10.55,0,0,0,4/2/13,4/8/13,1
20130326,6083,Santa Barbara County,CA,0,100,10.55,0,0,0,3/26/13,4/1/13,1
20130319,6083,Santa Barbara County,CA,0,100,10.55,0,0,0,3/19/13,3/25/13,1
20130312,6083,Santa Barbara County,CA,0,100,10.55,0,0,0,3/12/13,3/18/13,1
20130305,6083,Santa Barbara County,CA,0,100,42.9,0,0,0,3/5/13,3/11/13,1
20130226,6083,Santa Barbara County,CA,0,100,40.22,0,0,0,2/26/13,3/4/13,1
20130219,6083,Santa Barbara County,CA,0,100,40.35,0,0,0,2/19/13,2/25/13,1
20130212,6083,Santa Barbara County,CA,0,100,40.35,0,0,0,2/12/13,2/18/13,1
20130205,6083,Santa Barbara County,CA,0,100,40.35,0,0,0,2/5/13,2/11/13,1
20130129,6083,Santa Barbara County,CA,0,100,40.35,0,0,0,1/29/13,2/4/13,1
20130122,6083,Santa Barbara County,CA,0,100,93.66,0,0,0,1/22/13,1/28/13,1
20130115,6083,Santa Barbara County,CA,0,100,93.66,0,0,0,1/15/13,1/21/13,1
20130108,6083,Santa Barbara County,CA,0,100,93.66,0,0,0,1/8/13,1/14/13,1
20130101,6083,Santa Barbara County,CA,0,100,93.91,0,0,0,1/1/13,1/7/13,1
20121225,6083,Santa Barbara County,CA,0,100,93.91,0,0,0,12/25/12,12/31/12,1
20121218,6083,Santa Barbara County,CA,0,100,93.91,0,0,0,12/18/12,12/24/12,1
20121211,6083,Santa Barbara County,CA,0,100,93.91,0,0,0,12/11/12,12/17/12,1
20121204,6083,Santa Barbara County,CA,0,100,93.91,0,0,0,12/4/12,12/10/12,1
20121127,6083,Santa Barbara County,CA,0,100,93.88,0,0,0,11/27/12,12/3/12,1
20121120,6083,Santa Barbara County,CA,0,100,90.12,0,0,0,11/20/12,11/26/12,1
20121113,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,11/13/12,11/19/12,1
20121106,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,11/6/12,11/12/12,1
20121030,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,10/30/12,11/5/12,1
20121023,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,10/23/12,10/29/12,1
20121016,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,10/16/12,10/22/12,1
20121009,6083,Santa Barbara County,CA,0.04,99.96,71.75,0,0,0,10/9/12,10/15/12,1
20121002,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,10/2/12,10/8/12,1
20120925,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,9/25/12,10/1/12,1
20120918,6083,Santa Barbara County,CA,0.04,99.96,71.23,0,0,0,9/18/12,9/24/12,1
20120911,6083,Santa Barbara County,CA,0.04,99.96,71.38,0,0,0,9/11/12,9/17/12,1
20120904,6083,Santa Barbara County,CA,0.04,99.96,71.68,0,0,0,9/4/12,9/10/12,1
20120828,6083,Santa Barbara County,CA,0.04,99.96,71.94,0,0,0,8/28/12,9/3/12,1
20120821,6083,Santa Barbara County,CA,0.04,99.96,71.46,0,0,0,8/21/12,8/27/12,1
20120814,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,8/14/12,8/20/12,1
20120807,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,8/7/12,8/13/12,1
20120731,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,7/31/12,8/6/12,1
20120724,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,7/24/12,7/30/12,1
20120717,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,7/17/12,7/23/12,1
20120710,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,7/10/12,7/16/12,1
20120703,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,7/3/12,7/9/12,1
20120626,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,6/26/12,7/2/12,1
20120619,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,6/19/12,6/25/12,1
20120612,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,6/12/12,6/18/12,1
20120605,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,6/5/12,6/11/12,1
20120529,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,5/29/12,6/4/12,1
20120522,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,5/22/12,5/28/12,1
20120515,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,5/15/12,5/21/12,1
20120508,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,5/8/12,5/14/12,1
20120501,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,5/1/12,5/7/12,1
20120424,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,4/24/12,4/30/12,1
20120417,6083,Santa Barbara County,CA,0.04,99.96,0,0,0,0,4/17/12,4/23/12,1
20120410,6083,Santa Barbara County,CA,0,100,99.98,0,0,0,4/10/12,4/16/12,1
20120403,6083,Santa Barbara County,CA,0,100,92.84,0,0,0,4/3/12,4/9/12,1
20120327,6083,Santa Barbara County,CA,0,100,92.84,0,0,0,3/27/12,4/2/12,1
20120320,6083,Santa Barbara County,CA,0,100,92.84,0,0,0,3/20/12,3/26/12,1
20120313,6083,Santa Barbara County,CA,0,100,92.84,0,0,0,3/13/12,3/19/12,1
20120306,6083,Santa Barbara County,CA,0,100,0,0,0,0,3/6/12,3/12/12,1
20120228,6083,Santa Barbara County,CA,0,100,0,0,0,0,2/28/12,3/5/12,1
20120221,6083,Santa Barbara County,CA,0,100,0,0,0,0,2/21/12,2/27/12,1
20120214,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/14/12,2/20/12,1
20120207,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/7/12,2/13/12,1
20120131,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/31/12,2/6/12,1
20120124,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/24/12,1/30/12,1
20120117,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/17/12,1/23/12,1
20120110,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/10/12,1/16/12,1
20120103,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/3/12,1/9/12,1
20111227,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/27/11,1/2/12,1
20111220,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/20/11,12/26/11,1
20111213,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/13/11,12/19/11,1
20111206,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/6/11,12/12/11,1
20111129,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/29/11,12/5/11,1
20111122,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/22/11,11/28/11,1
20111115,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/15/11,11/21/11,1
20111108,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/8/11,11/14/11,1
20111101,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/1/11,11/7/11,1
20111025,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/25/11,10/31/11,1
20111018,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/18/11,10/24/11,1
20111011,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/11/11,10/17/11,1
20111004,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/4/11,10/10/11,1
20110927,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/27/11,10/3/11,1
20110920,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/20/11,9/26/11,1
20110913,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/13/11,9/19/11,1
20110906,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/6/11,9/12/11,1
20110830,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/30/11,9/5/11,1
20110823,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/23/11,8/29/11,1
20110816,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/16/11,8/22/11,1
20110809,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/9/11,8/15/11,1
20110802,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/2/11,8/8/11,1
20110726,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/26/11,8/1/11,1
20110719,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/19/11,7/25/11,1
20110712,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/12/11,7/18/11,1
20110705,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/5/11,7/11/11,1
20110628,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/28/11,7/4/11,1
20110621,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/21/11,6/27/11,1
20110614,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/14/11,6/20/11,1
20110607,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/7/11,6/13/11,1
20110531,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/31/11,6/6/11,1
20110524,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/24/11,5/30/11,1
20110517,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/17/11,5/23/11,1
20110510,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/10/11,5/16/11,1
20110503,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/3/11,5/9/11,1
20110426,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/26/11,5/2/11,1
20110419,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/19/11,4/25/11,1
20110412,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/12/11,4/18/11,1
20110405,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/5/11,4/11/11,1
20110329,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/29/11,4/4/11,1
20110322,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/22/11,3/28/11,1
20110315,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/15/11,3/21/11,1
20110308,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/8/11,3/14/11,1
20110301,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/1/11,3/7/11,1
20110222,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/22/11,2/28/11,1
20110215,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/15/11,2/21/11,1
20110208,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/8/11,2/14/11,1
20110201,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/1/11,2/7/11,1
20110125,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/25/11,1/31/11,1
20110118,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/18/11,1/24/11,1
20110111,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/11/11,1/17/11,1
20110104,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/4/11,1/10/11,1
20101228,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/28/10,1/3/11,1
20101221,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/21/10,12/27/10,1
20101214,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/14/10,12/20/10,1
20101207,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/7/10,12/13/10,1
20101130,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/30/10,12/6/10,1
20101123,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/23/10,11/29/10,1
20101116,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/16/10,11/22/10,1
20101109,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/9/10,11/15/10,1
20101102,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/2/10,11/8/10,1
20101026,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/26/10,11/1/10,1
20101019,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/19/10,10/25/10,1
20101012,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/12/10,10/18/10,1
20101005,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/5/10,10/11/10,1
20100928,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/28/10,10/4/10,1
20100921,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/21/10,9/27/10,1
20100914,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/14/10,9/20/10,1
20100907,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/7/10,9/13/10,1
20100831,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/31/10,9/6/10,1
20100824,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/24/10,8/30/10,1
20100817,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/17/10,8/23/10,1
20100810,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/10/10,8/16/10,1
20100803,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/3/10,8/9/10,1
20100727,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/27/10,8/2/10,1
20100720,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/20/10,7/26/10,1
20100713,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/13/10,7/19/10,1
20100706,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/6/10,7/12/10,1
20100629,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/29/10,7/5/10,1
20100622,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/22/10,6/28/10,1
20100615,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/15/10,6/21/10,1
20100608,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/8/10,6/14/10,1
20100601,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/1/10,6/7/10,1
20100525,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/25/10,5/31/10,1
20100518,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/18/10,5/24/10,1
20100511,6083,Santa Barbara County,CA,96.06,3.94,0,0,0,0,5/11/10,5/17/10,1
20100504,6083,Santa Barbara County,CA,96.06,3.94,0,0,0,0,5/4/10,5/10/10,1
20100427,6083,Santa Barbara County,CA,96.06,3.94,0,0,0,0,4/27/10,5/3/10,1
20100420,6083,Santa Barbara County,CA,96.06,3.94,0,0,0,0,4/20/10,4/26/10,1
20100413,6083,Santa Barbara County,CA,96.06,3.94,0,0,0,0,4/13/10,4/19/10,1
20100406,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,4/6/10,4/12/10,1
20100330,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,3/30/10,4/5/10,1
20100323,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,3/23/10,3/29/10,1
20100316,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,3/16/10,3/22/10,1
20100309,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,3/9/10,3/15/10,1
20100302,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,3/2/10,3/8/10,1
20100223,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,2/23/10,3/1/10,1
20100216,6083,Santa Barbara County,CA,95.87,4.13,0,0,0,0,2/16/10,2/22/10,1
20100209,6083,Santa Barbara County,CA,91.74,8.26,0,0,0,0,2/9/10,2/15/10,1
20100202,6083,Santa Barbara County,CA,91.74,8.26,0,0,0,0,2/2/10,2/8/10,1
20100126,6083,Santa Barbara County,CA,90.98,9.02,0,0,0,0,1/26/10,2/1/10,1
20100119,6083,Santa Barbara County,CA,0,100,17.6,0,0,0,1/19/10,1/25/10,1
20100112,6083,Santa Barbara County,CA,0,100,42.19,0,0,0,1/12/10,1/18/10,1
20100105,6083,Santa Barbara County,CA,0,100,42.19,0,0,0,1/5/10,1/11/10,1
20091229,6083,Santa Barbara County,CA,0,100,42.19,0,0,0,12/29/09,1/4/10,1
20091222,6083,Santa Barbara County,CA,0,100,42.19,0,0,0,12/22/09,12/28/09,1
20091215,6083,Santa Barbara County,CA,0,100,42.19,0,0,0,12/15/09,12/21/09,1
20091208,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,12/8/09,12/14/09,1
20091201,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,12/1/09,12/7/09,1
20091124,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,11/24/09,11/30/09,1
20091117,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,11/17/09,11/23/09,1
20091110,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,11/10/09,11/16/09,1
20091103,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,11/3/09,11/9/09,1
20091027,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,10/27/09,11/2/09,1
20091020,6083,Santa Barbara County,CA,0,100,100,3.22,0,0,10/20/09,10/26/09,1
20091013,6083,Santa Barbara County,CA,0,100,100,100,0,0,10/13/09,10/19/09,1
20091006,6083,Santa Barbara County,CA,0,100,100,100,0,0,10/6/09,10/12/09,1
20090929,6083,Santa Barbara County,CA,0,100,100,100,0,0,9/29/09,10/5/09,1
20090922,6083,Santa Barbara County,CA,0,100,100,100,0,0,9/22/09,9/28/09,1
20090915,6083,Santa Barbara County,CA,0,100,100,100,0,0,9/15/09,9/21/09,1
20090908,6083,Santa Barbara County,CA,0,100,100,100,0,0,9/8/09,9/14/09,1
20090901,6083,Santa Barbara County,CA,0,100,100,100,0,0,9/1/09,9/7/09,1
