Time,psi,mpa,1_mpa,mass_g,stem_mass_g,rwc,100_rwc,stem_dry_wt_g,leaves_dry_wt_g,Tree,date,rehydrated,pd or md,Weigh boat mass (g),Gasket mass (g),Parafilm mass (g),Tape mass (g),Other non-stem mass (g),total_nonsample_wt,SWC,o,TLP,RWC TLP,e,CFT,CTLP,CFT*,leaf_area
,,-1.06,0.9434,0.1867,,93.76,6.24,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-1.298,0.7704,0.1858,,92.8,7.2,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-1.599,0.6254,0.1846,,91.52,8.48,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-1.931,0.5179,0.1834,,90.25,9.75,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-2.313,0.4323,0.1823,,89.08,10.92,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-2.743,0.3646,0.1806,,87.27,12.73,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-3.175,0.315,0.1785,,85.04,14.96,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-3.364,0.2973,0.1759,,82.28,17.72,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-3.604,0.2775,0.1734,,79.62,20.38,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-3.667,0.2727,0.1706,,76.64,23.36,,0.0985,2382,7/27/23,yes,pd,,,,,,,0.0941,-2.422,-3.153,85.0391,15.058,0.0514,0.1588,0.4332,6.201
,,-0.137,7.2993,0.1786,,101.87,-1.87,,0.0893,2381,7/27/23,yes,pd,0,0,0,0,0,0,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-0.179,5.5866,0.1773,,100.39,-0.39,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-0.187,5.3476,0.1767,,99.7,0.3,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-0.285,3.5088,0.1754,,98.22,1.78,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-0.32,3.125,0.1744,,97.08,2.92,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-0.481,2.079,0.1734,,95.94,4.06,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-0.765,1.3072,0.1724,,94.8,5.2,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-1.04,0.9615,0.1715,,93.77,6.23,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-1.325,0.7547,0.1703,,92.4,7.6,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-1.66,0.6024,0.1688,,90.69,9.31,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-2.091,0.4782,0.168,,89.78,10.22,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-2.475,0.404,0.1668,,88.41,11.59,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-2.817,0.355,0.1657,,87.15,12.85,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-3.162,0.3163,0.164,,85.21,14.79,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-3.45,0.2899,0.1623,,83.28,16.72,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-3.533,0.283,0.1591,,79.63,20.37,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-3.627,0.2757,0.1554,,75.4,24.6,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-4.012,0.2493,0.1534,,73.12,26.88,,0.0893,2381,7/27/23,yes,pd,,,,,,,0.0877,-1.772,-2.755,85.2147,13.938,0.0507,0.1656,0.4338,5.694
,,-0.081,12.3457,0.1678,,101.08,-1.08,,0.0855,2383,7/27/23,yes,pd,0,0,0,0,0,0,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-0.104,9.6154,0.1677,,100.95,-0.95,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-0.156,6.4103,0.1665,,99.48,0.52,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-0.23,4.3478,0.1657,,98.5,1.5,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-0.389,2.5707,0.165,,97.64,2.36,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-0.478,2.0921,0.1637,,96.04,3.96,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-0.799,1.2516,0.1629,,95.06,4.94,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-1.256,0.7962,0.1616,,93.46,6.54,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-1.613,0.62,0.1613,,93.09,6.91,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-2.298,0.4352,0.1592,,90.51,9.49,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-2.692,0.3715,0.1589,,90.15,9.85,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-2.91,0.3436,0.1554,,85.85,14.15,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-3.21,0.3115,0.1554,,85.85,14.15,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-3.594,0.2782,0.1527,,82.53,17.47,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-4.002,0.2499,0.1481,,76.88,23.12,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-4.076,0.2453,0.1453,,73.44,26.56,,0.0855,2383,7/27/23,yes,pd,,,,,,,0.0814,-2.9,-3.611,82.5309,18.69,0.0446,0.1768,0.3836,5.262
,,-0.09,11.1111,0.2122,,100.05,-0.05,,0.1081,2011,7/27/23,yes,pd,0,0,0,0,0,0,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.131,7.6336,0.2115,,99.38,0.62,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.158,6.3291,0.21154,,99.42,0.58,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.203,4.9261,0.2109,,98.8,1.2,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.281,3.5587,0.2098,,97.75,2.25,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.249,4.0161,0.2086,,96.59,3.41,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.332,3.012,0.2082,,96.21,3.79,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.39,2.5641,0.2074,,95.44,4.56,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.528,1.8939,0.2066,,94.67,5.33,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.744,1.3441,0.2054,,93.52,6.48,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-1.04,0.9615,0.2039,,92.08,7.92,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-1.187,0.8425,0.2021,,90.35,9.65,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-1.321,0.757,0.2003,,88.62,11.38,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-2.23,0.4484,0.1983,,86.69,13.31,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-2.633,0.3798,0.1961,,84.58,15.42,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-3.11,0.3215,0.1941,,82.66,17.34,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-3.348,0.2987,0.1925,,81.12,18.88,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-3.618,0.2764,0.1905,,79.2,20.8,,0.1081,2011,7/27/23,yes,pd,,,,,,,0.104,-1.109,-2.129,86.6939,5.396,0.0859,0.0524,0.8531,5.817
,,-0.05,20,0.4794,,103.66,-3.66,,0.2197,2010,7/27/23,yes,pd,0,0,0,0,0,0,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.062,16.129,0.4771,,102.75,-2.75,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.121,8.2645,0.4745,,101.71,-1.71,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.13,7.6923,0.4722,,100.79,-0.79,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.147,6.8027,0.4691,,99.55,0.45,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.169,5.9172,0.4655,,98.12,1.88,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.157,6.3694,0.4621,,96.76,3.24,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.094,10.6383,0.457,,94.72,5.28,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.146,6.8493,0.4482,,91.21,8.79,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.265,3.7736,0.4376,,86.98,13.02,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.71,1.4085,0.4241,,81.59,18.41,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-1.237,0.8084,0.4207,,80.23,19.77,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-1.872,0.5342,0.417,,78.76,21.24,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-2.409,0.4151,0.4133,,77.28,22.72,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-2.834,0.3529,0.4093,,75.68,24.32,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-3.168,0.3157,0.4047,,73.85,26.15,,0.2197,2010,7/27/23,yes,pd,,,,,,,0.2505,-0.762,-2.344,77.2791,2.262,0.1612,0.0452,1.9268,11.643
,,-0.078,12.8205,0.3993,,100.73,-0.73,,0.2041,2009,7/27/23,yes,pd,0,0,0,0,0,0,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-0.095,10.5263,0.3979,,100.01,-0.01,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-0.179,5.5866,0.3963,,99.18,0.82,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-0.31,3.2258,0.394,,97.99,2.01,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-0.461,2.1692,0.3913,,96.6,3.4,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-1.055,0.9479,0.3887,,95.26,4.74,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-1.442,0.6935,0.3856,,93.66,6.34,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-1.931,0.5179,0.3828,,92.21,7.79,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-2.469,0.405,0.3802,,90.87,9.13,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-2.816,0.3551,0.3771,,89.27,10.73,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-3.18,0.3145,0.3734,,87.36,12.64,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-3.72,0.2688,0.3704,,85.82,14.18,,0.2041,2009,7/27/23,yes,pd,,,,,,,0.1938,-1.57,-2.491,90.8732,14.053,0.0439,0.0413,0.3848,12.275
,,-2.89,0.346,0.3178,,86.53,13.47,,0.1765,2382,7/27/23,no,md,0,0,0,0,0,0,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-3.159,0.3166,0.3163,,85.61,14.39,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-3.401,0.294,0.3147,,84.63,15.37,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-3.712,0.2694,0.3131,,83.65,16.35,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-3.928,0.2546,0.3105,,82.06,17.94,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-4.118,0.2428,0.3086,,80.9,19.1,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-4.08,0.2451,0.3046,,78.45,21.55,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-4.23,0.2364,0.3012,,76.36,23.64,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-4.27,0.2342,0.2965,,73.49,26.51,,0.1765,2382,7/27/23,no,md,,,,,,,0.1633,-3.403,-4.098,78.4462,18.478,0.0456,0.2487,0.4416,9.359
,,-1.356,0.7375,0.2184,,94.08,5.92,,0.1168,2346,7/27/23,no,md,0,0,0,0,0,0,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-1.588,0.6297,0.2183,,93.99,6.01,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-1.578,0.6337,0.2178,,93.52,6.48,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-1.934,0.5171,0.2164,,92.23,7.77,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-1.957,0.511,0.2151,,91.02,8.98,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-2.448,0.4085,0.2142,,90.19,9.81,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-2.948,0.3392,0.2125,,88.62,11.38,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-2.863,0.3493,0.2113,,87.51,12.49,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-3.331,0.3002,0.2092,,85.56,14.44,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-3.681,0.2717,0.2058,,82.41,17.59,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-4.003,0.2498,0.2041,,80.84,19.16,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-4.373,0.2287,0.1994,,76.49,23.51,,0.1168,2346,7/27/23,no,md,,,,,,,0.108,-2.179,-3.256,85.5607,16.577,0.0413,0.0848,0.3237,7.654
,,-2.166,0.4617,0.1879,,88.3,11.7,,0.1047,2383,7/27/23,no,md,0,0,0,0,0,0,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-3.003,0.333,0.1867,,87.03,12.97,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-2.988,0.3347,0.186,,86.28,13.72,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-3.064,0.3264,0.1849,,85.12,14.88,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-3.149,0.3176,0.1831,,83.21,16.79,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-3.462,0.2889,0.1824,,82.46,17.54,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-3.981,0.2512,0.1866,,86.92,13.08,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-4.164,0.2402,0.1796,,79.49,20.51,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-4.391,0.2277,0.1779,,77.69,22.31,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-4.612,0.2168,0.1759,,75.56,24.44,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-4.949,0.2021,0.1717,,71.11,28.89,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-5.321,0.1879,0.166,,65.06,34.94,,0.1047,2383,7/27/23,no,md,,,,,,,0.0942,-2.851,-4.236,77.6865,17.587,0.0467,0.1375,0.4517,5.407
,,-3.036,0.3294,0.2847,,65.32,34.68,,0.1491,2010,7/27/23,no,md,0,0,0,0,0,0,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-2.819,0.3547,0.2835,,64.74,35.26,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-2.82,0.3546,0.2826,,64.31,35.69,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-2.822,0.3544,0.2804,,63.25,36.75,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-2.854,0.3504,0.2779,,62.04,37.96,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-3.27,0.3058,0.2717,,59.06,40.94,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-3.834,0.2608,0.2639,,55.3,44.7,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-3.872,0.2583,0.2605,,53.66,46.34,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-3.971,0.2518,0.2545,,50.77,49.23,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-4.086,0.2447,0.2501,,48.65,51.35,,0.1491,2010,7/27/23,no,md,,,,,,,0.2076,-3.042,-3.862,55.3005,6.728,0.1256,0.2628,1.4294,10.132
,,-2.888,0.3463,0.2716,,80.8,19.2,,0.1553,2011,7/27/23,no,md,0,0,0,0,0,0,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-2.798,0.3574,0.2706,,80.11,19.89,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-3.107,0.3219,0.2688,,78.86,21.14,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-3.309,0.3022,0.2669,,77.54,22.46,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-3.587,0.2788,0.264,,75.52,24.48,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-3.8,0.2632,0.2616,,73.86,26.14,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-4.078,0.2452,0.2578,,71.22,28.78,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-4.208,0.2376,0.2561,,70.03,29.97,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-4.73,0.2114,0.2522,,67.32,32.68,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-4.68,0.2137,0.2489,,65.03,34.97,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
,,-4.84,0.2066,0.2459,,62.95,37.05,,0.1553,2011,7/27/23,no,md,,,,,,,0.1439,-2.312,-4.033,71.2153,7.043,0.0684,0.1005,0.5839,9.367
