date,sample,rep,species,obs,fresh.mass.harvest,fresh.mass.saturated,fresh.mass,dry.mass,water.potential,leaf.area
5/3/22,2367,b,blue,1,,2.8263,2.8263,0.2719,-0.135,15.189
5/3/22,2367,b,blue,2,,2.8263,2.8227,0.2719,-0.446,15.189
5/3/22,2367,b,blue,3,,2.8263,2.8192,0.2719,-0.512,15.189
5/3/22,2367,b,blue,4,,2.8263,2.8157,0.2719,-0.887,15.189
5/3/22,2367,b,blue,5,,2.8263,2.8105,0.2719,-1.012,15.189
5/3/22,2367,b,blue,6,,2.8263,2.8073,0.2719,-1.145,15.189
5/3/22,2367,b,blue,7,,2.8263,2.8017,0.2719,-1.53,15.189
5/3/22,2367,b,blue,8,,2.8263,2.791,0.2719,-1.334,15.189
5/24/22,2369,,blue,1,,2.2172,2.2172,1.257,-1.916,70.161
5/24/22,2369,,blue,2,,2.2172,2.1948,1.257,-1.951,70.161
5/24/22,2369,,blue,3,,2.2172,2.1593,1.257,-2.117,70.161
5/24/22,2369,,blue,4,,2.2172,2.125,1.257,-2.477,70.161
5/24/22,2369,,blue,5,,2.2172,2.1204,1.257,-2.764,70.161
5/24/22,2369,,blue,6,,2.2172,2.0992,1.257,-3.092,70.161
5/24/22,2369,,blue,7,,2.2172,2.0876,1.257,-3.326,70.161
5/24/22,2369,,blue,8,,2.2172,2.0411,1.257,-3.876,70.161
5/24/22,2369,,blue,9,,2.2172,2.0233,1.257,-4.041,70.161
5/24/22,2369,,blue,10,,2.2172,2.0039,1.257,-4.513,70.161
5/24/22,2369,,blue,11,,2.2172,1.9462,1.257,-4.613,70.161
5/24/22,2369,,blue,12,,2.2172,1.9128,1.257,-4.6,70.161
5/24/22,2369,,blue,13,,2.2172,1.8851,1.257,-4.732,70.161
5/3/22,2369,a,blue,1,,3.3698,3.3698,0.5025,-0.267,29.355
5/3/22,2369,a,blue,2,,3.3698,3.3587,0.5025,-0.566,29.355
5/3/22,2369,a,blue,3,,3.3698,3.3534,0.5025,-0.639,29.355
5/3/22,2369,a,blue,4,,3.3698,3.3461,0.5025,-0.7883,29.355
5/3/22,2369,a,blue,5,,3.3698,3.3409,0.5025,-0.916,29.355
5/3/22,2369,a,blue,6,,3.3698,3.3377,0.5025,-0.974,29.355
5/3/22,2369,a,blue,7,,3.3698,3.3339,0.5025,-1.214,29.355
5/3/22,2369,a,blue,8,,3.3698,3.358,0.5025,-1.447,29.355
5/3/22,2369,a,blue,9,,3.3698,3.3171,0.5025,-1.679,29.355
5/3/22,2369,a,blue,10,,3.3698,3.3056,0.5025,-2.134,29.355
5/3/22,2369,a,blue,11,,3.3698,3.2941,0.5025,-2.751,29.355
5/3/22,2369,a,blue,12,,3.3698,3.2894,0.5025,-2.817,29.355
5/3/22,2369,a,blue,13,,3.3698,3.2811,0.5025,-3.17,29.355
5/3/22,2369,b,blue,1,,4.3184,4.3184,1.0833,-0.281,53.825
5/3/22,2369,b,blue,2,,4.3184,4.2911,1.0833,-0.599,53.825
5/3/22,2369,b,blue,3,,4.3184,4.2411,1.0833,-0.636,53.825
5/3/22,2369,b,blue,4,,4.3184,4.2218,1.0833,-1.001,53.825
5/3/22,2369,b,blue,5,,4.3184,4.2111,1.0833,-1.247,53.825
5/3/22,2369,b,blue,6,,4.3184,4.1978,1.0833,-1.408,53.825
5/3/22,2369,b,blue,7,,4.3184,4.1842,1.0833,-1.662,53.825
5/3/22,2369,b,blue,8,,4.3184,4.1631,1.0833,-2.051,53.825
5/3/22,2369,b,blue,9,,4.3184,4.1542,1.0833,-2.171,53.825
5/3/22,2369,b,blue,10,,4.3184,4.1426,1.0833,-2.435,53.825
5/3/22,2369,b,blue,11,,4.3184,4.1335,1.0833,-2.461,53.825
5/3/22,2369,b,blue,12,,4.3184,4.1276,1.0833,-2.579,53.825
5/3/22,2369,b,blue,13,,4.3184,4.1187,1.0833,-2.554,53.825
5/26/22,2376,,live,1,,1.7208,1.7208,1.0659,-0.331,39.748
5/26/22,2376,,live,2,,1.7208,1.7131,1.0659,-0.413,39.748
5/26/22,2376,,live,3,,1.7208,1.7055,1.0659,-0.475,39.748
5/26/22,2376,,live,4,,1.7208,1.6964,1.0659,-0.551,39.748
5/26/22,2376,,live,5,,1.7208,1.6872,1.0659,-0.608,39.748
5/26/22,2376,,live,6,,1.7208,1.6781,1.0659,-0.662,39.748
5/26/22,2376,,live,7,,1.7208,1.6665,1.0659,-1.037,39.748
5/26/22,2376,,live,8,,1.7208,1.66,1.0659,-1.585,39.748
5/26/22,2376,,live,9,,1.7208,1.6482,1.0659,-2.5,39.748
5/26/22,2376,,live,10,,1.7208,1.6346,1.0659,-3.43,39.748
5/26/22,2376,,live,11,,1.7208,1.6212,1.0659,-3.98,39.748
5/26/22,2376,,live,12,,1.7208,1.6041,1.0659,-4.392,39.748
5/26/22,2376,,live,13,,1.7208,1.5795,1.0659,-4.921,39.748
5/26/22,2377,,live,1,,1.7097,1.7097,0.9942,-1.536,
5/26/22,2377,,live,2,,1.7097,1.6946,0.9942,-1.59,
5/26/22,2377,,live,3,,1.7097,1.6833,0.9942,-1.546,
5/26/22,2377,,live,4,,1.7097,1.667,0.9942,-1.584,
5/26/22,2377,,live,5,,1.7097,1.6485,0.9942,-1.836,
5/26/22,2377,,live,6,,1.7097,1.6371,0.9942,-2.182,
5/26/22,2377,,live,7,,1.7097,1.6267,0.9942,-2.4211,
5/26/22,2377,,live,8,,1.7097,1.6181,0.9942,-2.728,
5/26/22,2377,,live,9,,1.7097,1.6062,0.9942,-3.074,
5/26/22,2377,,live,10,,1.7097,1.593,0.9942,-3.369,
5/26/22,2377,,live,11,,1.7097,1.5765,0.9942,-3.758,
5/26/22,2377,,live,12,,1.7097,1.5676,0.9942,-3.922,
5/26/22,2377,,live,13,,1.7097,1.4464,0.9942,-4.181,
5/26/22,2380,,live,1,,3.6191,3.6191,2.316,-1.006,85.623
5/26/22,2380,,live,2,,3.6191,3.6133,2.316,-1.146,85.623
5/26/22,2380,,live,3,,3.6191,3.6038,2.316,-1.477,85.623
5/26/22,2380,,live,4,,3.6191,3.6002,2.316,-2.045,85.623
5/26/22,2380,,live,5,,3.6191,3.5952,2.316,-2.195,85.623
5/26/22,2380,,live,6,,3.6191,3.5815,2.316,-2.26,85.623
5/26/22,2380,,live,7,,3.6191,3.5629,2.316,-2.34,85.623
5/26/22,2380,,live,8,,3.6191,3.5482,2.316,-2.586,85.623
5/26/22,2380,,live,9,,3.6191,3.5334,2.316,-2.761,85.623
5/26/22,2380,,live,10,,3.6191,3.5224,2.316,-3.127,85.623
5/26/22,2380,,live,11,,3.6191,3.5009,2.316,-3.564,85.623
3/30/22,2381,,blue,1,,1.857,1.857,0.8997,-0.171,45.194
3/30/22,2381,,blue,2,,1.857,1.8205,0.8997,-0.43,45.194
3/30/22,2381,,blue,3,,1.857,1.7874,0.8997,-0.652,45.194
3/30/22,2381,,blue,4,,1.857,1.7659,0.8997,-1.77,45.194
3/30/22,2381,,blue,5,,1.857,1.7521,0.8997,-2.83,45.194
3/30/22,2381,,blue,6,,1.857,1.7395,0.8997,-2.98,45.194
3/30/22,2381,,blue,7,,1.857,1.7257,0.8997,-3.08,45.194
3/30/22,2381,,blue,8,,1.857,1.7068,0.8997,-3.28,45.194
3/30/22,2381,,blue,9,,1.857,1.6793,0.8997,-3.52,45.194
3/30/22,2381,,blue,10,,1.857,1.6498,0.8997,-3.62,45.194
4/7/22,2381,c,blue,1,,1.5093,1.5093,0.693,-0.15,38.015
4/7/22,2381,c,blue,2,,1.5093,1.465,0.693,-0.225,38.015
4/7/22,2381,c,blue,3,,1.5093,1.4385,0.693,-0.3,38.015
4/7/22,2381,c,blue,4,,1.5093,1.4215,0.693,-0.475,38.015
4/7/22,2381,c,blue,5,,1.5093,1.398,0.693,-0.95,38.015
4/7/22,2381,c,blue,6,,1.5093,1.3769,0.693,-2.125,38.015
4/7/22,2381,c,blue,7,,1.5093,1.3712,0.693,-2.375,38.015
4/7/22,2381,c,blue,8,,1.5093,1.3549,0.693,-2.65,38.015
4/7/22,2381,c,blue,9,,1.5093,1.337,0.693,-2.95,38.015
4/7/22,2381,c,blue,10,,1.5093,1.3083,0.693,-3.205,38.015
5/3/22,2381,a,blue,1,,3.5297,3.5297,1.3191,-0.201,32.529
5/3/22,2381,a,blue,2,,3.5297,3.5224,1.3191,-0.217,32.529
5/3/22,2381,a,blue,3,,3.5297,3.511,1.3191,-0.424,32.529
5/3/22,2381,a,blue,4,,3.5297,3.5064,1.3191,-0.542,32.529
5/3/22,2381,a,blue,5,,3.5297,3.4979,1.3191,-0.718,32.529
5/3/22,2381,a,blue,6,,3.5297,3.486,1.3191,-1.027,32.529
5/3/22,2381,a,blue,7,,3.5297,3.4733,1.3191,-1.463,32.529
5/3/22,2381,a,blue,8,,3.5297,3.4603,1.3191,-1.962,32.529
5/3/22,2381,a,blue,9,,3.5297,3.4474,1.3191,-2.341,32.529
5/3/22,2381,a,blue,10,,3.5297,3.4355,1.3191,-3.013,32.529
5/3/22,2381,a,blue,11,,3.5297,3.4149,1.3191,-3.333,32.529
5/3/22,2381,a,blue,12,,3.5297,3.4082,1.3191,-3.632,32.529
5/3/22,2381,b,blue,1,,3.7601,3.7601,0.7734,-0.108,41.979
5/3/22,2381,b,blue,2,,3.7601,3.7595,0.7734,-0.238,41.979
5/3/22,2381,b,blue,3,,3.7601,3.7483,0.7734,-0.368,41.979
5/3/22,2381,b,blue,4,,3.7601,3.7393,0.7734,-0.571,41.979
5/3/22,2381,b,blue,5,,3.7601,3.7265,0.7734,-0.772,41.979
5/3/22,2381,b,blue,6,,3.7601,3.7166,0.7734,-1.053,41.979
5/3/22,2381,b,blue,7,,3.7601,3.6959,0.7734,-1.536,41.979
5/3/22,2381,b,blue,8,,3.7601,3.6804,0.7734,-1.962,41.979
5/3/22,2381,b,blue,9,,3.7601,3.6694,0.7734,-2.364,41.979
5/3/22,2381,b,blue,10,,3.7601,3.649,0.7734,-3.001,41.979
5/3/22,2381,b,blue,11,,3.7601,3.6362,0.7734,-4.053,41.979
3/30/22,2382,,blue,1,,1.6938,1.6938,0.8572,-0.448159224,48.125
3/30/22,2382,,blue,2,,1.6938,1.6837,0.8572,-0.448159224,48.125
3/30/22,2382,,blue,3,,1.6938,1.6644,0.8572,-0.551580583,48.125
3/30/22,2382,,blue,4,,1.6938,1.6529,0.8572,-0.620528156,48.125
3/30/22,2382,,blue,5,,1.6938,1.6413,0.8572,-0.792897088,48.125
3/30/22,2382,,blue,6,,1.6938,1.6282,0.8572,-1.103161166,48.125
3/30/22,2382,,blue,7,,1.6938,1.6169,0.8572,-1.55132039,48.125
3/30/22,2382,,blue,8,,1.6938,1.6036,0.8572,-1.999479614,48.125
3/30/22,2382,,blue,9,,1.6938,1.5967,0.8572,-2.240796119,48.125
3/30/22,2382,,blue,10,,1.6938,1.5869,0.8572,-2.551060197,48.125
3/30/22,2382,,blue,11,,1.6938,1.575,0.8572,-2.72342913,48.125
3/30/22,2382,,blue,12,,1.6938,1.5624,0.8572,-2.964745635,48.125
4/7/22,2382,,blue,1,,1.8219,1.8219,0.895,-0.15,48.125
4/7/22,2382,,blue,2,,1.8219,1.7822,0.895,-0.21,48.125
4/7/22,2382,,blue,3,,1.8219,1.759,0.895,-0.421,48.125
4/7/22,2382,,blue,4,,1.8219,1.7446,0.895,-0.65,48.125
4/7/22,2382,,blue,5,,1.8219,1.7336,0.895,-0.75,48.125
4/7/22,2382,,blue,6,,1.8219,1.7209,0.895,-0.85,48.125
4/7/22,2382,,blue,7,,1.8219,1.7089,0.895,-1.8,48.125
4/7/22,2382,,blue,8,,1.8219,1.7011,0.895,-2.05,48.125
4/7/22,2382,,blue,9,,1.8219,1.6896,0.895,-2.25,48.125
4/7/22,2382,,blue,10,,1.8219,1.6606,0.895,-2.8,48.125
4/7/22,2382,,blue,11,,1.8219,1.6168,0.895,-3.35,48.125
5/3/22,2382,,blue,1,,4.2144,4.2144,0.8728,-0.165,
5/3/22,2382,,blue,2,,4.2144,4.2074,0.8728,-0.144,
5/3/22,2382,,blue,3,,4.2144,4.1954,0.8728,-0.18,
5/3/22,2382,,blue,4,,4.2144,4.1973,0.8728,-0.227,
5/3/22,2382,,blue,5,,4.2144,4.1671,0.8728,-0.29,
5/3/22,2382,,blue,6,,4.2144,4.1591,0.8728,-0.545,
5/3/22,2382,,blue,7,,4.2144,4.158,0.8728,-0.55,
5/3/22,2382,,blue,8,,4.2144,4.1434,0.8728,-0.695,
5/3/22,2382,,blue,9,,4.2144,4.1325,0.8728,-0.816,
5/3/22,2382,,blue,10,,4.2144,4.1219,0.8728,-1.184,
5/3/22,2382,,blue,11,,4.2144,4.1155,0.8728,-1.339,
5/3/22,2382,,blue,12,,4.2144,4.1085,0.8728,-1.552,
5/3/22,2382,,blue,13,,4.2144,4.1002,0.8728,-1.843,
5/3/22,2382,,blue,14,,4.2144,4.0913,0.8728,-2.028,
5/3/22,2382,,blue,15,,4.2144,4.0875,0.8728,-2.134,
5/3/22,2382,,blue,16,,4.2144,4.0824,0.8728,-2.361,
5/3/22,2382,,blue,17,,4.2144,4.0747,0.8728,-2.673,
5/3/22,2382,,blue,18,,4.2144,4.0642,0.8728,-2.751,
5/3/22,2382,,blue,19,,4.2144,3.0513,0.8728,-3.02,
4/7/22,2383,,blue,1,,0.7184,0.7184,0.355,-0.175,20.94
4/7/22,2383,,blue,2,,0.7184,0.7033,0.355,-0.3,20.94
4/7/22,2383,,blue,3,,0.7184,0.6987,0.355,-0.475,20.94
4/7/22,2383,,blue,4,,0.7184,0.6968,0.355,-0.525,20.94
4/7/22,2383,,blue,5,,0.7184,0.694,0.355,-0.65,20.94
4/7/22,2383,,blue,6,,0.7184,0.6896,0.355,-0.95,20.94
4/7/22,2383,,blue,7,,0.7184,0.6795,0.355,-1.55,20.94
4/7/22,2383,,blue,8,,0.7184,0.6757,0.355,-1.85,20.94
4/7/22,2383,,blue,9,,0.7184,0.6645,0.355,-2.35,20.94
3/30/22,2384,,blue,1,,1.0134,1.0134,0.5087,-0.252,23.314
3/30/22,2384,,blue,2,,1.0134,0.9972,0.5087,-0.955,23.314
3/30/22,2384,,blue,3,,1.0134,0.9843,0.5087,-1.82,23.314
3/30/22,2384,,blue,4,,1.0134,0.9686,0.5087,-2.38,23.314
3/30/22,2384,,blue,5,,1.0134,0.9581,0.5087,-2.7,23.314
3/30/22,2384,,blue,6,,1.0134,0.9493,0.5087,-3.03,23.314
3/30/22,2384,,blue,7,,1.0134,0.9357,0.5087,-3.28,23.314
3/30/22,2384,,blue,8,,1.0134,0.9211,0.5087,-3.64,23.314
3/30/22,2384,,blue,9,,1.0134,0.9013,0.5087,-3.93,23.314
5/3/22,2384,,blue,1,,2.8145,2.8145,0.2284,-1.381,11.273
5/3/22,2384,,blue,2,,2.8145,2.813,0.2284,-1.452,11.273
5/3/22,2384,,blue,3,,2.8145,2.8094,0.2284,-1.843,11.273
5/3/22,2384,,blue,4,,2.8145,2.8043,0.2284,-2.212,11.273
5/3/22,2384,,blue,5,,2.8145,2.7984,0.2284,-2.821,11.273
5/3/22,2384,,blue,6,,2.8145,2.7926,0.2284,-3.121,11.273
5/3/22,2384,,blue,7,,2.8145,2.7385,0.2284,-3.4,11.273
