 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	8.504	255	255	255	11.658	4.626	11.658	4.626	20.381	10.050	1.681	3.218	5.227	3.930	2.755	99.755	0.257	5.252	1392	200	95.601	3.160	1.426	0.701	0.790
2	6.225	255	255	255	2.799	4.848	2.799	4.848	16.598	1.546	2.193	2.504	4.529	3.588	2.209	91.134	0.284	4.566	308	800	82.705	2.474	1.624	0.616	0.796
3	5.483	255	255	255	7.071	4.670	7.071	4.670	13.621	5.790	2.395	2.538	3.908	3.039	2.297	101.895	0.371	3.975	807	285	100.597	2.524	1.323	0.756	0.834
4	4.949	255	255	255	15.992	7.717	15.992	7.717	14.037	14.782	5.639	2.345	3.899	3.085	2.042	97.836	0.316	4.023	1826	671	104.268	2.298	1.511	0.662	0.821
5	6.747	255	255	255	7.978	9.126	7.978	9.126	17.172	6.504	6.563	2.941	4.277	3.509	2.448	118.455	0.288	4.517	886	782	110.020	2.659	1.434	0.698	0.807
6	6.464	255	255	255	2.613	9.595	2.613	9.595	16.092	1.218	7.269	2.866	4.244	3.374	2.439	88.227	0.314	4.246	268	1370	88.299	2.583	1.383	0.723	0.843
7	4.791	255	255	255	11.839	10.054	11.839	10.054	14.802	10.672	8.319	2.454	4.092	3.033	2.012	93.887	0.275	4.150	1376	990	99.558	2.352	1.507	0.663	0.766
8	4.486	255	255	255	5.995	12.969	5.995	12.969	14.061	4.866	10.647	2.328	3.958	2.916	1.959	95.900	0.285	4.053	649	1268	102.941	2.236	1.488	0.672	0.779
9	7.091	255	255	255	9.863	14.291	9.863	14.291	17.617	8.370	12.202	2.773	4.874	3.846	2.348	94.268	0.287	4.886	1218	1452	94.043	2.657	1.638	0.610	0.788
