 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	2.461	9.366	3.363	9.366	3.363	9.925	8.504	1.748	1.824	2.723	2.136	1.467	72.685	0.314	2.793	1030	532	77.135	1.644	1.456	0.687	0.757
2	3.111	5.741	3.421	5.741	3.421	11.775	4.555	1.840	2.160	3.042	2.327	1.703	87.848	0.282	3.045	690	581	87.469	1.863	1.367	0.732	0.775
3	2.666	2.812	3.699	2.812	3.699	9.735	1.908	2.076	1.782	2.950	2.598	1.306	113.141	0.353	3.108	270	248	110.248	1.563	1.989	0.503	0.818
4	3.678	13.427	5.327	13.427	5.327	12.122	12.345	3.462	2.067	3.445	2.970	1.577	109.909	0.315	3.501	1522	412	100.231	1.759	1.884	0.531	0.793
5	1.686	8.704	7.269	8.704	7.269	7.020	8.126	5.748	1.303	2.454	1.946	1.103	101.299	0.430	2.462	1005	976	85.301	1.250	1.764	0.567	0.773
6	1.849	5.258	7.156	5.258	7.156	7.020	4.496	5.908	1.538	2.277	1.872	1.258	66.725	0.472	2.320	564	974	78.934	1.350	1.488	0.672	0.827
7	3.614	2.370	8.306	2.370	8.306	9.647	1.420	6.681	1.992	2.966	2.433	1.891	80.044	0.488	2.988	205	1148	83.055	1.946	1.286	0.777	0.854
8	1.258	11.004	8.761	11.004	8.761	6.374	10.252	8.176	1.622	1.639	1.335	1.200	61.695	0.389	1.785	1255	979	117.168	1.451	1.112	0.899	0.710
9	1.504	14.056	10.348	14.056	10.348	6.521	13.429	9.277	1.303	1.958	1.705	1.124	118.334	0.445	2.158	1619	1107	117.862	1.241	1.517	0.659	0.829
10	1.031	4.991	10.840	4.991	10.840	5.811	4.361	9.739	1.437	1.748	1.250	1.050	80.011	0.384	1.770	542	1366	79.330	1.337	1.191	0.839	0.690
11	0.923	7.688	10.349	7.688	10.349	4.797	7.134	9.840	1.227	1.454	1.320	0.890	45.559	0.504	1.692	867	1343	51.251	0.986	1.484	0.674	0.835
12	0.935	2.213	11.071	2.213	11.071	4.789	1.765	10.328	0.966	1.622	1.404	0.848	97.324	0.512	1.624	259	1229	93.262	0.946	1.656	0.604	0.861
