 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	8.852	12.500	4.458	12.500	4.458	16.783	10.664	2.050	3.563	4.975	4.340	2.597	104.012	0.395	5.627	1354	244	117.866	3.249	1.671	0.598	0.766
2	7.264	7.502	5.356	7.502	5.356	15.202	6.328	2.571	2.361	5.008	4.302	2.150	94.273	0.395	5.015	895	306	92.977	2.360	2.001	0.500	0.862
3	10.778	2.795	5.518	2.795	5.518	19.785	1.328	2.815	2.849	6.185	5.513	2.489	82.760	0.346	6.207	287	1071	85.108	2.762	2.215	0.451	0.872
4	2.305	17.235	7.634	17.235	7.634	9.150	16.429	6.126	1.555	2.697	2.234	1.313	90.991	0.346	2.733	2026	729	99.202	1.506	1.701	0.588	0.778
5	6.232	3.571	11.586	3.571	11.586	14.672	2.479	9.622	2.210	4.622	4.140	1.917	77.600	0.364	4.815	335	1695	73.368	2.100	2.160	0.463	0.866
6	5.865	8.262	12.378	8.262	12.378	13.369	7.218	9.739	2.134	4.655	4.044	1.846	99.623	0.412	4.714	955	1159	99.026	1.945	2.190	0.457	0.848
7	4.918	13.472	11.390	13.472	11.390	11.683	12.378	9.773	2.151	3.941	3.475	1.802	97.787	0.453	4.020	1530	1163	101.333	2.011	1.928	0.519	0.860
8	6.235	17.423	16.404	17.423	16.404	13.903	16.361	14.345	2.076	4.748	4.204	1.888	89.893	0.405	4.758	2075	1707	93.646	2.046	2.226	0.449	0.850
9	8.159	5.393	17.326	5.393	17.326	17.048	3.706	15.319	3.252	4.958	4.674	2.222	116.968	0.353	5.483	497	1829	116.683	2.597	2.103	0.475	0.831
10	5.262	12.088	16.981	12.088	16.981	11.665	10.807	15.504	2.529	3.311	3.318	2.019	117.466	0.486	3.784	1330	1853	121.007	2.196	1.643	0.609	0.889
11	6.639	14.282	21.878	14.282	21.878	16.760	13.235	19.555	2.034	5.286	4.717	1.792	89.473	0.297	5.291	1708	2327	92.549	2.007	2.632	0.380	0.802
12	2.232	10.401	22.290	10.401	22.290	8.382	9.513	21.303	1.824	2.496	2.298	1.236	53.462	0.399	2.852	1166	2830	59.355	1.396	1.859	0.538	0.815
