 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	5.581	9.790	5.111	9.790	5.111	10.971	7.782	3.807	3.664	2.647	3.843	1.849	148.755	0.583	4.366	929	455	145.668	1.986	2.078	0.481	0.922
2	4.145	12.461	8.988	12.461	8.988	9.813	11.555	7.303	1.824	3.908	3.421	1.542	106.368	0.541	4.017	1422	869	103.426	1.615	2.218	0.451	0.917
3	5.366	5.735	9.034	5.735	9.034	11.524	3.706	7.655	3.950	2.622	3.937	1.735	150.654	0.508	4.429	443	917	151.928	1.876	2.269	0.441	0.920
4	4.712	14.014	12.371	14.014	12.371	10.136	12.412	11.328	3.252	2.092	3.220	1.863	160.935	0.576	3.654	1478	1382	152.021	1.974	1.729	0.578	0.928
5	5.107	8.852	13.262	8.852	13.262	10.747	7.261	11.765	2.966	2.924	3.408	1.908	132.084	0.556	4.036	866	1405	136.603	2.037	1.786	0.560	0.906
6	0.683	6.557	15.037	6.557	15.037	3.505	5.933	14.622	1.210	0.857	1.134	0.767	12.673	0.699	1.252	706	1811	16.368	0.824	1.479	0.676	0.932
7	4.735	14.021	17.063	14.021	17.063	10.237	12.176	16.025	3.697	2.143	3.560	1.694	155.575	0.568	4.096	1449	1943	153.961	1.771	2.102	0.476	0.929
8	4.156	5.493	18.797	5.493	18.797	9.449	3.832	17.739	3.160	2.092	2.967	1.783	156.908	0.585	3.445	458	2142	155.810	1.854	1.664	0.601	0.918
9	3.405	9.489	20.045	9.489	20.045	8.355	8.622	18.353	1.773	3.143	2.695	1.609	101.498	0.613	3.214	1083	2184	102.074	1.702	1.675	0.597	0.923
10	4.975	14.953	22.805	14.953	22.805	11.011	13.655	20.613	2.454	4.034	3.971	1.595	115.701	0.516	4.533	1627	2454	117.373	1.684	2.489	0.402	0.923
11	3.063	7.346	22.093	7.346	22.093	8.797	5.840	21.378	3.580	1.462	3.126	1.247	12.411	0.497	3.657	695	2672	11.801	1.363	2.506	0.399	0.891
12	4.483	11.763	23.847	11.763	23.847	10.518	9.639	22.874	3.824	1.891	3.479	1.641	17.142	0.509	4.013	1147	2930	17.676	1.760	2.120	0.472	0.927
