Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L_2092_9.12.22_b1_y0_b.jpg,47,15.727,0.335,2.647,1.736,0.606,0.178,86.803,0.667,0.805,0.690,1520.277,1698.064,88.586,0.225
