Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
B_2378_9.12.22_b1_y0_c.jpg,33,16.652,0.505,2.802,1.839,0.576,0.345,85.405,0.598,0.822,0.683,832.939,1892.424,84.064,0.381
