 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	7.916	12.125	4.106	12.125	4.106	15.856	10.856	1.440	2.602	4.851	4.075	2.473	96.427	0.396	4.851	1461	171	90.398	2.522	1.648	0.607	0.841
2	8.984	3.373	4.815	3.373	4.815	15.398	2.004	1.819	2.703	5.693	4.567	2.505	90.287	0.476	5.695	387	892	88.559	2.664	1.823	0.548	0.889
3	5.695	16.251	4.091	16.251	4.091	13.408	14.974	2.063	2.527	4.101	3.357	2.160	97.164	0.398	4.113	1917	245	94.228	2.447	1.554	0.644	0.819
4	6.888	7.832	4.308	7.832	4.308	15.056	6.485	2.080	2.703	4.843	3.748	2.340	90.738	0.382	4.874	879	247	96.548	2.620	1.602	0.624	0.842
5	7.666	12.137	11.212	12.137	11.212	15.571	10.881	8.355	2.602	5.331	4.308	2.265	85.800	0.397	5.352	1460	1625	84.944	2.464	1.902	0.526	0.818
6	5.648	17.497	10.478	17.497	10.478	12.130	16.305	8.472	2.442	4.043	3.464	2.076	103.230	0.482	4.140	2020	1006	102.453	2.339	1.668	0.599	0.861
7	8.688	7.580	11.403	7.580	11.403	15.240	6.207	8.565	2.729	5.348	4.475	2.472	85.540	0.470	5.352	912	1652	87.655	2.598	1.810	0.552	0.881
8	3.990	3.055	11.084	3.055	11.084	10.215	2.055	9.492	1.895	3.470	3.007	1.689	96.036	0.481	3.472	365	1127	91.946	1.831	1.780	0.562	0.887
9	9.652	17.622	16.434	17.622	16.434	16.455	16.069	13.349	3.301	5.188	4.137	2.971	108.766	0.448	5.326	2045	1585	103.069	3.202	1.392	0.718	0.821
10	11.058	8.794	17.667	8.794	17.667	17.684	6.805	14.637	4.059	5.415	5.130	2.744	122.531	0.444	6.031	865	1738	123.668	2.712	1.869	0.535	0.861
11	6.597	3.022	17.608	3.022	17.608	13.101	1.777	15.176	2.527	4.582	3.609	2.327	87.605	0.483	4.584	357	2346	88.210	2.517	1.551	0.645	0.862
12	8.044	14.314	18.099	14.314	18.099	15.421	12.793	15.437	2.897	4.893	4.289	2.388	107.227	0.425	5.025	1608	1833	103.175	2.586	1.796	0.557	0.865
