 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	1.882	11.214	3.829	11.214	3.829	6.306	10.084	3.134	2.244	1.412	2.230	1.075	155.746	0.595	2.425	1201	395	157.166	1.189	2.075	0.482	0.932
2	3.575	8.260	4.166	8.260	4.166	7.727	6.824	3.244	2.765	1.874	2.611	1.744	177.468	0.752	2.768	812	477	177.042	1.855	1.497	0.668	0.967
3	4.341	14.123	4.777	14.123	4.777	9.148	12.882	3.403	2.370	2.723	3.137	1.762	128.459	0.652	3.370	1547	416	130.043	1.874	1.780	0.562	0.944
4	4.069	5.559	6.099	5.559	6.099	8.584	4.202	5.017	2.824	2.168	3.007	1.723	32.098	0.694	3.177	513	834	31.588	1.872	1.746	0.573	0.960
5	2.138	15.767	7.509	15.767	7.509	6.297	14.975	6.395	1.546	2.101	2.147	1.268	63.567	0.678	2.328	1795	998	58.433	1.306	1.694	0.590	0.953
6	2.726	13.802	9.383	13.802	9.383	6.902	12.538	8.588	2.462	1.563	2.326	1.492	1.795	0.719	2.467	1492	1112	3.710	1.541	1.559	0.642	0.960
7	2.752	11.128	9.874	11.128	9.874	7.673	10.168	8.832	1.916	2.134	2.344	1.495	125.671	0.587	2.604	1211	1064	133.169	1.661	1.568	0.638	0.889
8	0.985	9.308	11.579	9.308	11.579	3.931	8.739	10.933	1.101	1.261	1.346	0.932	51.654	0.801	1.448	1067	1448	58.523	0.956	1.445	0.692	0.982
9	1.008	7.754	13.256	7.754	13.256	4.366	7.244	12.546	1.008	1.370	1.404	0.914	74.824	0.664	1.441	868	1653	54.734	0.926	1.537	0.651	0.929
10	1.802	6.905	15.299	6.905	15.299	5.639	6.227	14.328	1.370	1.924	1.943	1.181	112.922	0.712	2.112	774	1708	115.953	1.244	1.645	0.608	0.959
11	3.583	7.814	17.843	7.814	17.843	8.000	6.824	16.546	1.941	2.664	2.817	1.619	119.156	0.704	3.003	849	1970	117.856	1.701	1.740	0.575	0.970
12	2.317	10.694	18.777	10.694	18.777	6.454	9.630	18.076	2.151	1.496	2.134	1.382	14.249	0.699	2.300	1148	2271	21.879	1.431	1.543	0.648	0.959
13	3.400	13.582	19.661	13.582	19.661	8.000	12.429	18.597	2.261	2.193	2.674	1.618	136.874	0.668	2.823	1500	2229	135.844	1.686	1.652	0.605	0.951
14	3.793	14.838	22.555	14.838	22.555	8.368	13.613	21.403	2.496	2.319	2.976	1.623	40.156	0.681	3.119	1629	2807	41.505	1.769	1.833	0.545	0.954
15	3.354	12.172	24.556	12.172	24.556	7.637	11.017	23.571	2.370	2.017	2.480	1.722	39.844	0.723	2.693	1312	3010	28.725	1.862	1.440	0.694	0.951
16	4.164	5.542	25.240	5.542	25.240	8.947	4.269	24.042	2.504	2.437	2.978	1.780	138.272	0.654	3.190	536	2862	131.796	2.047	1.673	0.598	0.941
17	3.913	8.833	25.279	8.833	25.279	9.012	7.563	24.134	2.454	2.294	2.774	1.796	139.917	0.605	3.011	915	2883	138.167	2.049	1.544	0.648	0.909
