 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	6.849	3.701	4.901	3.701	4.901	17.923	2.441	2.186	2.788	4.814	3.482	2.504	78.067	0.268	4.826	403	826	85.871	2.759	1.391	0.719	0.785
2	6.738	8.741	4.417	8.741	4.417	15.781	7.373	2.610	2.636	3.949	3.595	2.386	96.357	0.340	4.029	991	308	101.404	2.633	1.506	0.664	0.892
3	6.192	13.540	5.314	13.540	5.314	16.790	12.203	3.186	2.627	4.161	3.563	2.213	106.079	0.276	4.315	1543	376	105.374	2.388	1.610	0.621	0.874
4	5.387	17.427	10.193	17.427	10.193	16.420	16.169	8.415	2.542	3.720	3.209	2.138	105.942	0.251	3.724	2012	993	92.478	2.445	1.501	0.666	0.790
5	7.975	3.934	11.207	3.934	11.207	21.566	2.424	8.958	3.178	4.331	3.715	2.733	110.768	0.215	4.597	378	1057	109.604	3.148	1.360	0.736	0.818
6	3.337	12.777	10.842	12.777	10.842	11.667	11.864	9.415	1.890	3.042	2.596	1.636	100.038	0.308	3.080	1480	1111	99.022	1.859	1.587	0.630	0.857
7	5.795	8.389	11.430	8.389	11.430	17.924	7.161	9.466	2.398	4.381	3.308	2.230	83.217	0.227	4.418	933	1634	82.616	2.380	1.483	0.674	0.819
8	2.777	14.886	16.262	14.886	16.262	10.022	14.059	14.602	1.703	2.932	2.335	1.514	99.308	0.347	2.956	1718	1723	97.247	1.674	1.543	0.648	0.821
9	4.885	9.467	17.317	9.467	17.317	14.757	8.254	15.085	2.542	4.136	3.201	1.943	68.803	0.282	4.399	1093	2268	70.064	2.089	1.647	0.607	0.805
10	4.618	4.302	17.890	4.302	17.890	16.210	3.398	16.119	2.000	4.186	3.226	1.822	86.107	0.221	4.205	459	2396	84.680	1.999	1.770	0.565	0.807
