 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	3.370	8.806	9.902	8.806	9.902	9.104	8.017	7.881	1.626	3.625	3.297	1.301	77.208	0.511	3.673	975	1352	80.800	1.405	2.534	0.395	0.907
2	4.261	5.598	10.102	5.598	10.102	9.975	4.868	8.179	1.549	4.000	3.662	1.481	90.318	0.538	4.031	606	1431	82.845	1.541	2.472	0.405	0.934
3	4.550	11.675	13.839	11.675	13.839	11.157	10.774	11.651	1.779	4.102	3.747	1.546	83.351	0.459	4.106	1313	1851	87.624	1.650	2.424	0.413	0.879
4	3.647	6.370	14.082	6.370	14.082	9.209	5.523	12.136	1.668	3.583	3.141	1.478	99.731	0.540	3.590	769	1426	93.670	1.641	2.124	0.471	0.902
5	4.816	14.922	14.604	14.922	14.604	10.467	13.923	12.689	1.804	4.213	3.757	1.632	85.908	0.552	4.228	1748	1986	85.150	1.774	2.302	0.434	0.947
6	1.330	8.681	14.809	8.681	14.809	5.947	8.213	13.736	0.987	2.383	2.165	0.782	106.236	0.473	2.446	998	1614	103.069	0.813	2.768	0.361	0.915
7	4.559	9.560	18.659	9.560	18.659	10.501	8.698	16.800	1.617	4.111	3.663	1.585	88.259	0.520	4.114	1129	2457	87.510	1.615	2.311	0.433	0.939
8	4.437	12.134	19.132	12.134	19.132	9.696	11.191	17.149	1.804	3.898	3.472	1.627	92.716	0.593	3.899	1424	2473	88.374	1.789	2.134	0.469	0.940
9	4.356	6.870	19.155	6.870	19.155	10.054	6.085	17.285	1.566	4.153	3.763	1.474	93.834	0.542	4.176	778	2031	95.966	1.550	2.553	0.392	0.940
10	3.807	14.858	19.275	14.858	19.275	9.017	14.085	17.345	1.523	3.643	3.339	1.452	86.871	0.588	3.644	1718	2466	88.127	1.510	2.300	0.435	0.946
