 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	8.626	11.128	5.456	11.128	5.456	22.242	9.378	1.731	3.471	6.160	4.649	2.362	113.212	0.219	6.246	1323	206	99.526	2.515	1.968	0.508	0.697
2	7.704	3.316	4.645	3.316	4.645	22.343	1.790	1.857	2.924	6.714	4.509	2.175	89.917	0.194	6.793	393	1020	81.248	2.785	2.073	0.482	0.685
3	6.572	8.186	5.549	8.186	5.549	19.529	6.983	2.084	2.429	5.807	4.048	2.067	87.129	0.217	5.873	867	939	81.360	2.406	1.958	0.511	0.737
4	7.972	15.451	5.743	15.451	5.743	19.169	14.311	2.185	2.311	6.328	4.944	2.053	86.289	0.273	6.328	1783	260	90.685	2.278	2.408	0.415	0.799
5	7.079	3.500	12.317	3.500	12.317	19.740	2.151	9.210	2.966	5.269	3.552	2.537	95.034	0.228	5.278	321	1723	86.623	2.860	1.400	0.714	0.714
6	6.017	15.028	11.452	15.028	11.452	17.069	12.849	9.311	3.748	3.975	4.115	1.862	131.315	0.259	5.211	1536	1114	134.543	2.311	2.211	0.452	0.808
7	4.225	7.193	11.992	7.193	11.992	14.910	6.252	9.782	2.042	3.908	3.154	1.705	104.981	0.239	4.119	760	1165	108.805	2.019	1.850	0.541	0.791
8	6.204	11.007	12.901	11.007	12.901	15.613	9.782	10.067	2.387	4.807	3.771	2.095	93.749	0.320	4.835	1283	1763	79.081	2.385	1.800	0.556	0.756
9	6.276	5.330	18.013	5.330	18.013	15.702	4.017	14.958	2.387	5.252	4.223	1.892	83.974	0.320	5.336	574	2405	79.840	2.308	2.231	0.448	0.829
10	5.584	10.937	19.132	10.937	19.132	16.856	9.723	16.496	2.261	4.756	3.603	1.973	86.488	0.247	4.757	1318	2529	89.393	2.258	1.826	0.548	0.794
