Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
B_2011_9.12.22_b1_y0.jpg,20,25.013,1.251,4.209,3.522,1.250,0.557,85.235,0.621,0.864,1.375,816.200,1849.950,95.597,0.585
