 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	1.913	8.270	11.762	8.270	11.762	9.302	7.755	9.730	1.072	3.511	2.584	0.943	91.096	0.278	3.518	986	1569	86.149	1.031	2.741	0.365	0.749
2	1.460	4.167	11.965	4.167	11.965	7.967	3.747	10.329	0.827	2.903	2.362	0.787	95.176	0.289	2.951	455	1224	100.378	0.808	3.000	0.333	0.822
3	1.300	12.586	12.028	12.586	12.028	6.785	11.873	10.616	1.384	2.388	2.175	0.761	123.816	0.355	2.748	1410	1258	119.636	0.878	2.859	0.350	0.793
4	1.907	15.155	17.896	15.155	17.896	10.338	14.523	15.797	1.460	3.511	2.804	0.866	111.774	0.224	3.755	1730	1872	110.797	0.900	3.238	0.309	0.778
5	1.294	8.660	18.060	8.660	18.060	8.394	8.127	16.338	1.139	2.759	1.944	0.848	106.198	0.231	2.829	1002	1936	102.751	1.022	2.294	0.436	0.665
6	1.628	5.084	18.509	5.084	18.509	9.229	4.591	16.549	0.962	3.232	2.435	0.851	88.234	0.240	3.257	573	2344	82.857	0.921	2.860	0.350	0.777
7	1.283	11.417	18.237	11.417	18.237	6.594	10.751	16.819	1.139	2.338	1.864	0.876	86.056	0.371	2.341	1368	1993	93.306	1.107	2.127	0.470	0.822
8	1.653	16.884	22.932	16.884	22.932	9.939	16.017	20.996	1.511	3.232	2.314	0.910	83.603	0.210	3.254	2028	2871	83.299	1.343	2.543	0.393	0.642
9	2.407	5.164	23.860	5.164	23.860	10.236	4.481	21.705	1.392	3.637	2.808	1.091	101.436	0.289	3.750	580	2572	105.131	1.298	2.573	0.389	0.728
10	1.511	9.187	23.880	9.187	23.880	7.871	8.667	22.068	1.089	3.021	2.332	0.825	100.322	0.307	3.052	1077	2615	100.192	0.984	2.826	0.354	0.755
11	1.000	13.660	23.464	13.660	23.464	6.379	13.114	22.152	1.300	2.051	1.414	0.900	119.666	0.309	2.053	1601	2625	92.827	1.022	1.571	0.637	0.677
