 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	7.454	3.277	4.005	3.277	4.005	14.110	1.798	2.160	2.899	4.496	3.645	2.604	87.002	0.470	4.502	382	257	93.103	2.798	1.400	0.714	0.845
2	4.376	7.378	4.325	7.378	4.325	12.307	6.261	2.218	2.244	3.782	2.972	1.875	76.656	0.363	3.836	833	714	80.290	2.101	1.586	0.631	0.807
3	6.720	10.801	4.658	10.801	4.658	13.564	9.328	2.840	2.891	4.353	3.409	2.510	80.138	0.459	4.367	1279	856	85.474	2.758	1.358	0.736	0.839
4	3.093	15.162	4.190	15.162	4.190	10.077	14.168	2.975	2.008	2.605	2.290	1.719	108.574	0.383	2.837	1714	355	113.756	1.981	1.332	0.751	0.817
5	5.366	18.618	5.093	18.618	5.093	12.047	17.252	3.202	2.723	3.529	2.854	2.393	87.601	0.465	3.561	2152	381	97.595	2.595	1.193	0.839	0.822
6	1.310	14.689	8.519	14.689	8.519	6.336	14.025	7.605	1.244	1.664	1.538	1.085	80.794	0.410	1.767	1674	1097	65.263	1.242	1.418	0.705	0.806
7	1.463	11.443	9.148	11.443	9.148	7.118	10.815	8.378	1.286	1.790	1.658	1.123	81.194	0.363	1.818	1370	1210	77.184	1.267	1.476	0.677	0.816
8	5.087	7.327	10.684	7.327	10.684	12.535	6.092	8.437	2.370	3.950	3.111	2.082	82.445	0.407	3.973	868	1474	83.807	2.353	1.494	0.669	0.817
9	4.413	3.043	9.985	3.043	9.985	11.519	1.765	8.538	2.504	3.412	2.669	2.106	87.682	0.418	3.419	377	1016	93.805	2.340	1.267	0.789	0.780
10	3.645	15.196	12.999	15.196	12.999	10.515	13.924	11.319	2.529	2.672	2.214	2.096	154.247	0.414	2.857	1793	1347	111.207	2.390	1.057	0.946	0.824
11	4.658	11.124	13.409	11.124	13.409	11.146	9.933	11.933	2.261	3.672	2.984	1.987	88.391	0.471	3.679	1324	1857	86.595	2.228	1.502	0.666	0.835
12	1.518	4.639	15.226	4.639	15.226	6.567	3.773	14.143	1.681	1.731	1.583	1.220	28.827	0.442	2.039	487	1887	56.768	1.313	1.298	0.771	0.795
13	2.780	8.547	15.788	8.547	15.788	10.211	7.529	14.420	2.067	2.555	2.099	1.686	146.602	0.335	2.885	918	1719	129.207	2.006	1.245	0.803	0.727
