 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	3.590	8.822	8.721	8.822	8.721	10.199	7.992	6.966	1.588	3.672	3.169	1.442	78.049	0.434	3.869	954	1264	70.857	1.472	2.198	0.455	0.875
2	2.622	11.818	8.958	11.818	8.958	11.427	10.773	7.538	1.739	3.345	2.732	1.222	102.996	0.252	3.398	1356	899	101.699	1.431	2.236	0.447	0.759
3	4.086	14.857	9.387	14.857	9.387	12.127	14.059	7.597	1.563	3.975	3.331	1.562	85.790	0.349	4.024	1692	1377	80.990	1.548	2.133	0.469	0.810
4	2.572	5.488	8.980	5.488	8.980	9.272	4.471	7.992	1.908	2.605	2.231	1.468	135.935	0.376	2.791	574	955	112.859	1.733	1.520	0.658	0.758
5	4.116	14.966	13.989	14.966	13.989	13.897	13.958	12.252	2.000	3.781	2.907	1.803	92.529	0.268	3.782	1751	1908	89.236	1.911	1.612	0.620	0.745
6	4.029	6.040	14.634	6.040	14.634	13.500	5.050	12.353	1.975	4.176	3.670	1.398	109.272	0.278	4.319	654	1470	104.766	1.703	2.625	0.381	0.805
7	3.666	9.192	13.976	9.192	13.976	9.544	8.252	12.689	1.992	3.092	2.983	1.565	67.672	0.506	3.418	985	1875	57.756	1.620	1.907	0.524	0.912
8	3.353	12.313	14.417	12.313	14.417	9.786	11.462	12.891	1.714	3.563	3.176	1.344	81.146	0.440	3.586	1441	1958	83.541	1.395	2.363	0.423	0.843
9	1.181	14.177	18.942	14.177	18.942	5.248	13.630	17.949	1.092	1.765	1.464	1.027	106.830	0.539	1.829	1666	2136	105.186	1.092	1.425	0.702	0.880
10	1.266	11.196	18.865	11.196	18.865	4.840	10.706	18.050	1.008	1.639	1.606	1.004	88.615	0.679	1.640	1327	2343	87.944	0.998	1.600	0.625	0.938
11	0.615	12.895	18.903	12.895	18.903	3.884	12.386	18.101	0.992	1.260	0.958	0.818	140.870	0.513	1.273	1535	2154	97.970	0.925	1.171	0.854	0.801
12	1.856	9.432	19.351	9.432	19.351	6.125	8.815	18.151	1.235	2.160	1.980	1.194	82.454	0.622	2.180	1087	2414	78.214	1.134	1.659	0.603	0.925
