 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	4.880	10.420	7.540	10.420	7.540	12.374	9.353	5.756	2.151	3.933	3.284	1.892	90.716	0.401	3.933	1248	1153	88.898	2.140	1.735	0.576	0.864
2	4.715	6.708	7.787	6.708	7.787	13.192	5.605	6.034	2.176	3.807	3.048	1.970	75.771	0.340	3.968	751	1170	72.755	2.104	1.547	0.646	0.830
3	3.880	14.918	8.666	14.918	8.666	10.826	13.907	7.210	2.025	3.328	2.813	1.756	82.519	0.416	3.348	1740	858	96.340	1.956	1.602	0.624	0.863
4	3.832	11.791	11.481	11.791	11.481	11.746	10.748	9.639	1.992	3.706	3.082	1.583	96.451	0.349	3.708	1400	1588	88.052	1.822	1.947	0.514	0.857
5	4.996	4.959	11.791	4.959	11.791	12.240	3.664	10.151	2.471	3.689	3.300	1.928	114.416	0.419	3.919	501	1209	110.455	2.138	1.712	0.584	0.863
6	2.333	8.711	11.479	8.711	11.479	10.423	7.731	10.227	1.857	2.454	1.883	1.578	75.473	0.270	2.546	995	1509	74.496	1.835	1.193	0.838	0.733
7	0.969	15.337	12.640	15.337	12.640	4.862	14.790	11.941	1.109	1.294	1.137	1.086	105.815	0.515	1.312	1778	1566	68.199	1.097	1.047	0.955	0.886
8	4.409	11.625	15.577	11.625	15.577	11.699	10.454	14.067	2.176	3.546	2.999	1.871	103.760	0.405	3.576	1327	1674	97.426	2.126	1.603	0.624	0.850
9	2.223	8.584	15.253	8.584	15.253	7.867	7.773	14.277	1.538	2.244	1.964	1.441	85.696	0.451	2.283	1012	1966	79.393	1.517	1.363	0.734	0.901
10	1.690	6.177	15.392	6.177	15.392	7.030	5.496	14.512	1.361	1.983	1.754	1.226	83.029	0.430	2.026	713	1963	77.059	1.287	1.431	0.699	0.887
11	0.507	14.850	16.129	14.850	16.129	3.464	14.529	15.571	0.664	1.134	1.035	0.624	87.668	0.531	1.140	1762	1853	95.500	0.656	1.659	0.603	0.910
12	3.045	11.811	19.508	11.811	19.508	10.150	10.857	18.151	1.706	3.034	2.649	1.463	93.942	0.371	3.035	1406	2160	91.428	1.671	1.811	0.552	0.883
13	3.404	8.358	19.568	8.358	19.568	10.246	7.412	18.185	1.966	2.916	2.555	1.696	100.297	0.407	2.929	963	2164	95.433	1.791	1.506	0.664	0.900
14	3.390	5.675	19.438	5.675	19.438	9.378	4.756	18.218	1.723	2.874	2.545	1.696	97.627	0.484	2.875	683	2168	91.675	1.723	1.501	0.666	0.894
15	3.574	14.714	19.658	14.714	19.658	9.879	13.781	18.403	1.975	2.882	2.574	1.768	102.826	0.460	2.956	1677	2197	107.199	1.877	1.455	0.687	0.882
16	4.980	5.635	23.469	5.635	23.469	11.687	4.529	21.714	2.185	4.034	3.446	1.840	82.882	0.458	4.072	653	3064	82.171	1.961	1.872	0.534	0.894
