 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	5.225	255	255	255	8.646	4.008	8.646	4.008	11.118	7.689	1.395	1.992	4.336	3.746	1.776	98.256	0.531	4.364	1016	166	96.523	1.927	2.110	0.474	0.925
2	3.736	255	255	255	6.161	3.627	6.161	3.627	8.980	5.336	1.655	1.639	3.479	3.086	1.541	89.241	0.582	3.480	720	611	88.478	1.638	2.003	0.499	0.936
3	2.954	255	255	255	12.643	3.640	12.643	3.640	8.369	11.882	2.319	1.471	3.126	2.768	1.359	89.425	0.530	3.135	1527	648	85.696	1.402	2.037	0.491	0.907
4	4.397	255	255	255	2.734	4.625	2.734	4.625	10.333	1.891	2.933	1.672	4.092	3.569	1.569	88.639	0.518	4.099	305	836	86.709	1.672	2.275	0.440	0.919
5	4.719	255	255	255	15.090	8.408	15.090	8.408	10.737	14.252	5.908	1.773	4.218	3.697	1.625	98.275	0.514	4.252	1741	703	98.066	1.746	2.275	0.440	0.909
6	6.306	255	255	255	6.094	9.395	6.094	9.395	12.095	5.101	6.630	2.067	4.655	4.043	1.986	88.796	0.542	4.696	697	1343	82.493	2.067	2.036	0.491	0.909
7	2.128	255	255	255	8.552	7.913	8.552	7.913	6.567	7.941	6.832	1.294	2.563	2.358	1.149	77.178	0.620	2.616	981	1118	77.571	1.187	2.052	0.487	0.958
8	4.784	255	255	255	11.421	9.031	11.421	9.031	10.226	10.504	7.269	1.840	4.034	3.563	1.710	94.093	0.575	4.038	1335	865	92.743	1.800	2.084	0.480	0.922
9	3.954	255	255	255	2.478	9.282	2.478	9.282	10.054	1.588	7.765	1.739	3.857	3.359	1.499	100.382	0.492	3.920	260	924	100.250	1.618	2.241	0.446	0.905
