Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
"B_2085_9.12.22,_b2_y0.jpg",22,12.415,0.564,2.089,1.987,0.732,0.307,74.954,0.612,0.834,0.804,635.636,1521.364,69.578,0.332
