 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	9.303	6.409	4.557	6.409	4.557	22.081	4.890	1.051	2.890	6.373	5.022	2.359	99.022	0.240	6.374	796	876	88.857	2.680	2.129	0.470	0.794
2	8.162	10.433	4.252	10.433	4.252	20.228	9.068	1.712	2.703	4.983	4.624	2.248	108.745	0.251	5.206	1126	202	106.842	2.533	2.057	0.486	0.851
3	4.933	13.760	3.665	13.760	3.665	16.637	12.695	1.847	2.127	4.339	3.421	1.836	104.915	0.224	4.622	1529	218	110.163	2.078	1.863	0.537	0.787
4	9.778	2.416	5.250	2.416	5.250	18.738	0.907	2.466	2.966	5.797	5.018	2.481	100.591	0.350	5.822	238	291	96.184	2.628	2.022	0.494	0.882
5	7.319	17.174	10.071	17.174	10.071	20.730	14.466	8.017	4.864	3.610	4.339	2.147	149.919	0.214	5.636	1710	951	149.154	2.433	2.021	0.495	0.805
6	7.520	11.681	10.833	11.681	10.833	19.963	10.356	8.458	2.559	5.449	4.405	2.174	102.336	0.237	5.611	1356	998	103.805	2.410	2.027	0.493	0.832
7	8.542	7.968	11.758	7.968	11.758	24.399	5.864	8.966	3.678	5.500	4.705	2.312	107.163	0.180	5.956	701	1059	112.770	2.659	2.036	0.491	0.765
8	9.980	3.454	13.122	3.454	13.122	32.271	1.593	10.390	3.458	6.669	4.690	2.709	96.095	0.120	6.670	365	1226	90.582	3.293	1.731	0.578	0.679
9	9.766	11.245	19.192	11.245	19.192	23.309	9.881	15.975	2.644	6.322	5.700	2.182	104.340	0.226	6.490	1224	1885	103.056	2.433	2.613	0.383	0.884
10	10.151	6.071	20.049	6.071	20.049	20.718	4.610	17.271	2.797	5.492	5.118	2.525	101.019	0.297	5.596	670	2038	101.089	2.768	2.027	0.493	0.920
