 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	2.677	255	255	255	4.626	3.313	4.626	3.313	8.584	3.774	1.582	1.766	2.987	2.768	1.231	114.928	0.457	3.254	475	189	114.785	1.384	2.248	0.445	0.844
2	2.876	255	255	255	9.152	3.084	9.152	3.084	7.602	8.410	1.632	1.590	2.703	2.521	1.453	96.069	0.626	2.791	1016	195	105.120	1.571	1.735	0.576	0.902
3	2.247	255	255	255	13.159	4.281	13.159	4.281	6.920	12.343	3.322	1.573	2.276	1.930	1.482	86.697	0.590	2.285	1576	669	83.057	1.515	1.303	0.768	0.915
4	3.540	255	255	255	7.924	6.613	7.924	6.613	8.417	7.021	4.996	1.883	2.946	2.617	1.722	99.348	0.628	2.989	897	597	99.831	1.874	1.520	0.658	0.924
5	3.577	255	255	255	4.077	8.122	4.077	8.122	8.577	3.272	6.276	1.699	3.230	2.914	1.563	98.386	0.611	3.268	449	750	98.690	1.598	1.865	0.536	0.928
6	1.480	255	255	255	13.508	8.190	13.508	8.190	5.110	12.862	7.356	1.247	1.816	1.625	1.160	108.977	0.712	1.875	1595	879	104.470	1.216	1.400	0.714	0.943
7	3.427	255	255	255	10.074	9.523	10.074	9.523	8.075	9.230	8.234	1.791	2.979	2.699	1.617	75.869	0.660	3.061	1157	1340	74.786	1.728	1.670	0.599	0.944
8	1.788	255	255	255	6.876	10.578	6.876	10.578	5.789	6.176	9.640	1.431	2.059	1.738	1.310	102.040	0.671	2.088	800	1152	99.689	1.409	1.326	0.754	0.915
