 	Area	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	8.783	7.564	4.379	7.564	4.379	18.631	5.958	1.831	3.008	4.737	4.266	2.621	95.635	0.318	4.744	905	216	93.072	2.969	1.627	0.614	0.877
2	4.765	3.308	3.848	3.308	3.848	14.004	2.314	1.932	1.847	3.703	3.539	1.714	87.933	0.305	3.705	379	228	91.442	1.807	2.065	0.484	0.921
3	7.426	16.154	5.152	16.154	5.152	21.114	14.932	2.847	2.458	4.746	4.397	2.151	99.178	0.209	4.811	1824	342	102.616	2.349	2.044	0.489	0.871
4	4.599	11.838	4.573	11.838	4.573	14.152	10.763	3.059	2.136	3.195	3.101	1.888	109.320	0.289	3.536	1294	362	115.705	2.097	1.642	0.609	0.857
5	3.570	7.685	9.930	7.685	9.930	12.877	6.636	8.407	1.941	3.161	2.818	1.613	83.667	0.271	3.163	891	992	92.150	1.938	1.747	0.572	0.819
6	3.485	11.047	10.498	11.047	10.498	11.888	10.051	8.805	1.898	3.110	2.907	1.526	107.955	0.310	3.240	1249	1039	106.254	1.725	1.904	0.525	0.865
7	6.042	17.495	11.302	17.495	11.302	14.371	16.364	9.102	2.356	4.153	3.888	1.978	82.185	0.368	4.204	1994	1564	81.069	2.147	1.965	0.509	0.919
8	5.252	3.093	10.867	3.093	10.867	14.197	1.907	9.212	2.390	3.542	3.061	2.185	91.227	0.327	3.646	323	1505	76.287	2.340	1.401	0.714	0.853
9	7.047	14.644	16.593	14.644	16.593	16.095	13.525	14.356	2.364	4.475	4.200	2.136	100.292	0.342	4.656	1670	1694	106.060	2.335	1.966	0.509	0.909
10	7.187	9.711	16.489	9.711	16.489	17.773	8.415	14.398	2.551	4.390	4.008	2.283	80.064	0.286	4.392	1136	2217	88.231	2.392	1.756	0.570	0.913
11	6.447	4.333	16.519	4.333	16.519	15.901	3.280	14.619	2.212	4.153	3.916	2.096	83.549	0.320	4.164	473	2215	82.398	2.160	1.868	0.535	0.905
