Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L_2089_9.12.22_b1_y1.jpg,29,35.245,1.215,5.931,3.201,0.839,0.591,81.267,0.574,0.825,1.038,946.069,1694,79.974,0.653
