Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
2354337.jpg,18,19.349,1.075,3.256,3.877,1.294,0.501,95.507,0.471,0.828,1.449,1278.944,1438.444,95.866,0.547
L_2091_9.12.22_b2_y1.jpg,18,19.349,1.075,3.256,3.877,1.294,0.501,95.507,0.471,0.828,1.449,1278.944,1438.444,95.866,0.547
