Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
L_2092_9.12.22_b1_y0_c.jpg,57,33.651,0.590,5.663,4.237,1.502,0.382,88.797,0.394,0.816,1.708,1230.263,1336.053,86.942,0.458
