 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	5.238	255	255	255	13.851	4.787	13.851	4.787	14.569	12.706	2.462	2.420	4.042	3.058	2.181	89.474	0.310	4.066	1599	293	96.288	2.389	1.402	0.713	0.800
2	5.299	255	255	255	9.436	5.188	9.436	5.188	16.017	8.185	2.832	2.588	4.067	3.108	2.171	89.092	0.260	4.086	1084	337	95.429	2.491	1.431	0.699	0.799
3	6.447	255	255	255	4.404	5.618	4.404	5.618	17.695	2.588	3.328	3.168	4.185	3.632	2.260	77.071	0.259	4.273	461	396	101.686	2.717	1.607	0.622	0.716
4	3.744	255	255	255	12.101	9.063	12.101	9.063	12.322	10.975	7.168	2.101	3.328	2.673	1.783	84.370	0.310	3.329	1447	853	91.591	2.050	1.499	0.667	0.825
5	6.112	255	255	255	8.054	10.618	8.054	10.618	16.802	6.672	8.319	2.798	4.050	3.199	2.433	106.903	0.272	4.255	886	990	107.827	2.723	1.315	0.760	0.788
6	6.051	255	255	255	3.535	11.018	3.535	11.018	15.827	2.151	8.639	2.622	4.378	3.300	2.334	88.738	0.304	4.382	414	1549	87.472	2.611	1.414	0.707	0.824
7	2.802	255	255	255	10.976	14.289	10.976	14.289	10.014	10.101	12.647	1.714	2.966	2.334	1.528	93.479	0.351	3.012	1260	1505	99.962	1.708	1.527	0.655	0.802
8	6.498	255	255	255	7.200	15.301	7.200	15.301	15.946	5.748	12.807	2.756	4.387	3.293	2.513	100.628	0.321	4.421	831	1524	97.206	2.742	1.310	0.763	0.804
9	4.857	255	255	255	3.256	16.544	3.256	16.544	13.230	2.101	14.454	2.227	3.723	3.071	2.014	76.716	0.349	4.073	311	2163	65.761	2.209	1.525	0.656	0.828
